isReIntervention,timezone,app,interventionType,interventionDuration,timestamp,resolution,timeIntervalUntilReIntervention
False,Europe/Madrid,instagram,breathingExercise,1.5,1749827652.878327,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749827767.327839,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749828080.434959,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749828258.565723,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749839233.681952,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749839575.5312362,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749839884.90491,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749840214.562412,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749840525.764935,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749840589.40223,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749840906.434513,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749841218.891893,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749841523.670162,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749841826.0470529,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749842128.244312,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749842429.403932,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749842732.114375,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749845768.877126,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1749845770.707777,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1749886262.8332338,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749895445.485769,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749897573.717163,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749897638.7489429,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749903262.777361,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749912807.569747,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749913129.906481,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749913946.970639,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749914260.912821,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749914588.904186,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749917427.4617538,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749917742.623327,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749918075.290288,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749918388.704237,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749926888.8753939,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749933943.030787,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749935616.670135,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749935929.256743,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749936239.1624,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749936557.2261848,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749936866.618205,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749937177.497991,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749937486.6590428,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749937795.334793,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749938126.861054,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749938417.455347,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749938577.765908,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749938892.493231,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749975469.0161061,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749988652.029906,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749989257.5306249,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1749990063.125455,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1749998023.726116,openedApp,180.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750001027.442863,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750013840.575807,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750015547.217938,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750015869.7408938,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750016481.23351,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750018474.279052,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750070699.2251492,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750073906.941287,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750074599.37572,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750076635.294389,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750077003.6676168,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750080440.775862,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750080612.832979,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750089923.553348,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750090267.98577,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750090575.8420439,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750090881.8160238,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750091190.004132,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750091586.887353,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750091894.210252,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750107205.6322188,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750107519.111305,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750107862.255208,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750108169.0267138,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750108476.885795,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750108784.7287211,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750109091.636814,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750109399.512428,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750109705.5077229,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750109821.068812,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750111728.084604,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750145845.333122,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750145949.2670488,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750156040.557095,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750161582.7575521,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750194355.697497,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750194372.734699,openedApp,120.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750195789.7515879,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750196138.399475,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750196320.057369,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750196634.1939511,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750197280.254879,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750197594.580267,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750197612.907572,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750197919.367346,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750198220.041453,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750198522.084398,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750200024.532474,openedApp,180.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750230923.8618379,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750233311.4118462,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750246156.846764,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750254698.95992,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750256276.500114,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750256764.713381,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750258810.794141,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750259124.461635,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750264977.721432,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750265162.642611,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750265513.551094,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750265916.510725,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750266231.2772179,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750278180.184808,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750278489.960253,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750280219.7916641,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750281189.84392,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750281500.2270641,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750281809.141041,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750281991.281954,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750282304.605949,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750282610.1628098,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750282918.5758162,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750283228.4333491,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750283551.959779,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750314702.405793,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750317901.5621328,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750324569.466755,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750326347.1280031,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750326660.889694,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750327423.033835,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750327616.8357968,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750327786.419265,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750328258.140234,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750328365.995009,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750328452.8597388,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750330783.079843,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750334813.312941,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750335125.8078961,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750339879.099952,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750340879.078179,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750341186.6127892,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750341495.266494,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750342000.832642,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750345302.24523,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750345351.195749,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750351275.38918,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750351589.583932,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750353816.018013,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750360004.981885,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750360230.74579,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750366819.386931,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750367607.832837,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750407018.09732,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750419755.105596,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750440013.106079,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750440219.7989202,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750440353.783833,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750447070.2533731,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750450527.499609,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750453081.567003,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750487755.845511,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750491254.416206,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750505079.56179,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750509661.270762,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750510940.5105171,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750511270.100737,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750511522.0507112,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750512332.2726998,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750512645.015791,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750529958.5056648,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750531082.7283568,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750541866.546936,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750542086.476639,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750543580.569151,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750581178.972184,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750585016.526122,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750585102.512885,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750611111.217113,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750613274.9277601,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750613532.0269508,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750617028.607326,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750617089.9590511,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750617405.336735,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750623448.7710361,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750623662.548019,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750625978.5031981,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750626646.908195,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750626681.1249208,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750626997.025682,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750627310.782988,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750627615.1900082,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750627922.3190641,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750628230.498129,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750628539.360348,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750628848.208364,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750629157.526455,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750629465.322768,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750629776.019683,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750630077.3072472,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750630380.832267,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750630683.779149,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750660966.814795,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750665344.602075,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750665629.5514169,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750668872.653164,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750670476.5147328,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750670975.092664,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750681806.7579641,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750682029.48767,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,1.5,1750687428.998621,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,1.5,1750693207.213155,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750694478.322516,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750696138.192222,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750698689.67906,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750707174.550064,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750712905.590828,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750714567.824322,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750753706.598417,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750771052.468669,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750771376.396981,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750774962.263585,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750775120.584096,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750780184.585207,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750791696.47325,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750798733.4676409,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750799110.1114511,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750799424.7565808,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750799740.433667,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750800056.332454,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750800376.1797261,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750800693.1111841,openedApp,300.0
