interventionType,timestamp,resolution,interventionDuration,isReIntervention,timezone,app
breathingExercise,1748714634.415319,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748717206.365985,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748717791.881105,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748720697.427362,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748720861.771189,openedApp,1.5,False,America/New_York,youtube
,1748720936.221066,closedApp,,False,America/New_York,youtube
breathingExercise,1748723734.358449,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748728290.9060001,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748732564.230321,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748733121.47104,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748733125.3763828,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748735664.204587,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748735715.310741,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748735718.441222,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748736273.463204,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748736503.144866,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748738198.366905,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748739934.671197,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748744636.463149,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748745836.231371,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748747297.4842548,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748747337.528561,openedApp,1.5,False,America/New_York,youtube
,1748747481.68498,closedApp,,False,America/New_York,youtube
breathingExercise,1748749774.836536,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748757016.625112,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748781946.436482,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748788959.020801,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748789483.8350868,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748789492.967982,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748790280.7696629,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748790284.984232,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748790813.6596441,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748790819.531907,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748792351.879435,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748792358.370264,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748794909.39026,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748797495.823965,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748799945.811847,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748801405.8783112,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748804741.950496,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748810612.651599,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748810969.740547,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748811258.1653938,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748811262.129356,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748816383.496941,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748818416.502544,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748819714.032888,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748820120.6145291,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748820125.913393,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748824171.867015,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748824954.705791,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748824992.4718761,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748825001.549617,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748825558.5804029,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748826338.762405,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748828338.969265,openedApp,1.5,False,America/New_York,youtube
,1748829768.408453,closedApp,,False,America/New_York,youtube
breathingExercise,1748831449.061884,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748833342.194622,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748833344.299395,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748840141.457077,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748843327.7161288,openedApp,1.5,False,America/New_York,youtube
,1748843330.407579,closedApp,,False,America/New_York,youtube
breathingExercise,1748872970.61185,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748875217.115828,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748875504.723476,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748875508.311276,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748875521.229558,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748878943.373897,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748879242.24482,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748879253.995616,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748879658.835665,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748879926.339548,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748881351.2209082,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748881595.344355,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748884624.403245,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748884628.386848,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748884631.069088,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748884637.64642,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748887661.281311,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748888001.831012,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748891136.676834,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748891280.437632,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748892457.880919,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748892982.9016519,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748896533.203747,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748901888.1563349,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748902923.761347,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748903393.3498158,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748905594.351002,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748905597.315393,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748906209.082484,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748908700.871202,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748911643.710661,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748913222.217236,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748914993.99161,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915079.132206,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915640.193197,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915644.441062,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915647.674646,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915649.995508,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748915655.15663,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748917047.3038201,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748917051.468913,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748917054.0604038,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748917102.21019,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748918440.754453,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748921589.738877,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748921735.0505629,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748922056.753447,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748922063.940671,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748924541.257128,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748924877.279509,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748924881.172389,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748927999.504115,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748928087.054153,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748928233.514779,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748928710.976785,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748929808.655954,openedApp,1.5,False,America/New_York,youtube
,1748929812.889804,closedApp,,False,America/New_York,youtube
,1748930086.361347,closedApp,,False,America/New_York,youtube
breathingExercise,1748953845.641111,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748953876.729456,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748954712.4783158,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748959162.8005981,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748960103.706236,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748962687.664544,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748963581.4804912,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748965101.8908029,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748965115.922509,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748965262.7759218,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748965267.6790562,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748966563.3356109,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748967078.450809,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748967086.277899,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748975016.930738,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748975706.436538,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748975716.309695,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748976029.4643369,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748978954.175319,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748984347.518018,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748985101.738756,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748986706.115176,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748988887.622558,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748989646.883198,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748996898.735646,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748998826.7944698,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748999132.319116,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748999274.831178,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748999371.0895538,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1748999496.682143,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748999554.686912,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1748999563.420876,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749005430.441319,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749008259.176602,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749008525.786797,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749008529.200683,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749008532.7154322,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749009610.032531,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749013685.071089,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749013745.1446772,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749013971.2570438,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749014015.522474,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749014136.3651981,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749014265.21434,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749014297.239444,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749017117.0671968,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749040259.111706,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749044953.116747,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749044959.268402,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749045592.407895,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749048823.259048,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749050725.772527,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749051323.116961,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749052246.21299,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749052883.518816,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749054369.010288,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749055433.354597,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749056176.311019,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749057313.187257,openedApp,1.5,False,America/New_York,youtube
,1749057394.486028,closedApp,,False,America/New_York,youtube
breathingExercise,1749059398.15555,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749061567.8172898,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749063332.289351,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749063335.95848,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749065590.443975,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749067312.592475,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749069859.7649531,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749070138.359963,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749072245.3187141,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749073935.3669062,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749076552.626966,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749078334.3237429,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749083699.76832,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749084126.853833,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749087947.4716249,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749090048.729642,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749091271.838773,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749091749.877603,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749092789.6306648,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749092796.84882,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749093204.985826,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749093344.72395,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749093402.05122,openedApp,1.5,False,America/New_York,youtube
breathingExercise,1749097302.346201,dismissedAppOpening,1.5,False,America/New_York,instagram
,1749093428.399703,closedApp,,False,America/New_York,youtube
,1749093429.8143492,closedApp,,False,America/New_York,youtube
,1749093430.136876,closedApp,,False,America/New_York,youtube
breathingExercise,1749097364.3241591,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749097465.640923,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749097474.378088,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749097514.1516562,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749097607.698714,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749097611.4649239,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749100832.234573,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749101143.0832891,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749103267.646064,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749104279.9015322,openedApp,1.5,False,America/New_York,youtube
breathingExercise,1749123985.839425,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749125548.6090379,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749126908.594325,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749132717.781683,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749132801.9949598,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749134329.165854,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749137468.8662891,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749144951.7803268,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749146669.0947309,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749149336.999758,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749149341.513871,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749151825.246708,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749153363.357266,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749153366.952882,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749153369.029098,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749153371.2141309,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749153373.104814,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749154300.861485,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749158040.380148,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749158043.685566,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749159169.8767161,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749159758.9222379,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749160470.620788,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749161227.6296,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749161706.164602,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749161981.038626,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749161984.196409,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749161986.2637892,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749166285.664052,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749175230.3409638,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749175710.065805,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749177144.30972,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749177313.170947,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749178112.688004,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749178953.187611,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749204680.036751,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749204689.974952,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749204834.886414,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749205895.308638,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749208284.070609,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749208317.0993872,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749208692.358593,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749212152.809647,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749212167.627732,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749216806.8331451,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749217218.6126208,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749226248.562828,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749226772.865017,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749227832.674222,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749227888.818156,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749227914.950717,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749228106.327291,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749234160.50631,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749235043.0771809,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749235270.256123,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749236580.7776809,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749239255.317343,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749241428.5590591,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749244596.344991,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749245294.2565742,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749249661.072791,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749250140.052843,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749252125.944068,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749253253.43123,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749254162.581595,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749254879.840117,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749257635.3446732,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749260657.343597,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749260664.930009,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749266452.236439,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749266743.973083,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749266795.3693929,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749267228.296711,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749268823.0209389,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749301304.5681338,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749303984.5755792,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749306345.5969229,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749311790.988037,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749312026.184044,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749312143.292943,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749321435.803293,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749325547.811564,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749326770.021137,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749329699.17915,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749329938.141471,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749330470.0036821,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749331488.2617478,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749338220.321806,dismissedAppOpening,1.5,False,America/Chicago,instagram
breathingExercise,1749341949.760639,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749343103.961207,openedApp,1.5,False,America/Chicago,instagram
breathingExercise,1749350359.519401,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749351889.718651,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749354228.2841291,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749355302.199007,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749357176.308058,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749360020.196786,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749362013.016228,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749363295.364407,dismissedAppOpening,1.5,False,America/New_York,youtube
breathingExercise,1749363305.117075,openedApp,1.5,False,America/New_York,youtube
breathingExercise,1749398511.8244982,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749401884.513836,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749410096.8306952,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749410707.363546,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749410779.639863,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749413136.947703,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749413879.199501,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749415826.524854,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749415847.26722,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749415849.268423,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749415859.901866,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749417323.266101,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749418969.106827,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749419312.0799742,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749419391.828695,openedApp,1.5,False,America/New_York,instagram
