app,isReIntervention,resolution,timestamp,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
instagram,False,dismissedAppOpening,1750533072.130019,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750533417.9541569,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750534903.067048,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750535188.8856401,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750540237.423376,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750545526.480414,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750545989.3306289,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750583210.109107,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750583743.211578,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750586329.9692411,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750587853.666912,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750590751.24985,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750591018.67528,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750598850.195183,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750599393.138021,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750599668.1178222,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750599923.355665,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750603300.511667,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750612868.197608,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750618851.102994,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750618947.705731,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750665671.254472,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750666818.604276,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750681521.1670141,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750685447.67941,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750690682.226876,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750692245.6656861,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750697347.1326962,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750697506.265308,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750697509.030589,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750701976.944602,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750703333.064866,6.0,Europe/Paris,breathingExercise,
