app,interventionDuration,isReIntervention,resolution,timezone,interventionType,timestamp
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748799732.4549541
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748799779.32166
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748800120.543645
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748811898.72817
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748812596.8581371
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748813630.396424
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748814074.3667278
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748814828.479301
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748815185.8755589
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748815543.342406
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748821193.7675061
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748845065.843015
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748845882.808645
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748885971.2851691
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748887151.129132
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748896592.152261
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748897631.042063
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748899432.714229
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748899611.560845
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748899854.060638
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748900821.074218
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748901120.1018128
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748901333.243137
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748901661.214591
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748902157.51211
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748902607.9227881
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748903014.122346
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748903149.634486
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748903416.191804
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748903910.818239
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748904495.199795
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748904611.230071
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748904857.336673
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748905007.201431
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748905746.574341
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748905804.511277
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748907025.495409
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748907592.679748
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748907865.874865
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748911371.5250468
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748911628.9154139
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748912531.63624
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748913974.015615
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748918023.883496
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1748923954.938301
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748923994.924252
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748925586.2692409
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748929853.488224
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748932253.765822
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748969361.775028
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748969777.094769
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748969993.7338328
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748990457.096123
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748990688.046282
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748991129.469343
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748991525.35434
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748995679.0514588
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748995854.128701
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1748998640.54299
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749000953.607113
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749001445.298274
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749001813.8652601
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749001988.833569
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749002615.137076
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749009135.2026439
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749010207.425506
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749011086.6111898
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749012185.819248
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749012937.7813768
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749019589.529607
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749019668.533756
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749020756.4462051
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749021966.081955
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749024989.582162
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749051206.185905
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749051785.039555
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749052163.423118
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749054402.8148398
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749055122.209014
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749055319.708197
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749059885.8885388
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749065256.2032418
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749066810.476987
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749068780.551117
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749070118.578052
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749071646.350124
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749079110.204926
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749081835.451721
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749084621.043529
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749084756.798308
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749103564.974781
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749104322.747416
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749108929.908447
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749109322.579057
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749109413.5320601
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749142363.699256
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749149932.839964
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749150022.497719
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749150090.5793219
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749151461.874474
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749152188.818996
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749152851.2155719
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749153315.630301
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749154648.398663
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749160253.5577688
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749160620.69836
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749160713.606188
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749161432.3314462
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749186403.225191
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749186451.9045691
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749188082.0354009
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749194704.116835
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749225379.453352
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749226400.307847
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749229012.285842
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749230773.614129
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749232779.839888
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749232986.877465
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749233131.133929
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749233210.938808
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749235209.236041
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749237307.329467
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749238042.798551
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749238119.097804
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749244146.794985
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749244344.3794851
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749248570.304605
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749267491.772567
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749296694.941529
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749296995.437241
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749297027.4893289
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749322706.663971
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749323194.5167909
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749323944.986696
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749324566.548071
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749326651.693438
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749327143.573402
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749327501.0460691
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749355501.173094
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749356248.941767
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749360017.254837
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749360763.5777578
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749362068.751155
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749362918.8349462
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749364805.016473
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749365881.321485
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749367265.254488
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749368592.712603
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749368690.319271
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749368925.392847
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749368956.882158
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749369076.654948
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749406919.969348
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749408938.9300818
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749409309.355317
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749409776.3153648
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749410112.118824
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749410969.875215
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749412045.703273
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749412313.2212548
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749412715.013173
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749413545.99718
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749414298.7746859
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749414500.215076
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749415280.536715
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749415427.257738
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749416644.028088
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749417570.2607908
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749418502.7486959
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749420007.8381228
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749420083.258394
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749421690.282323
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749423958.6089191
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749424989.671334
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749426420.5607638
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749438498.998888
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749438775.833967
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749442369.522174
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749442433.924261
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749444073.6453362
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749444506.9834518
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749446321.0432239
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749446698.735766
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749446878.0282722
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749446903.563305
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749447322.182026
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749447327.543134
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749448395.877208
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749448524.811153
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749448692.94423
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749448908.288889
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749450706.2382278
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749450836.500283
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749453527.7999659
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749481609.805898
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749490286.1157188
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749493192.118125
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749493557.3355951
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749494395.0985122
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749495030.933145
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749496470.221062
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749496994.795547
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749508086.043247
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749519496.3194141
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749519534.030871
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749522825.396853
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749524668.901295
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749524845.491685
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749524928.214072
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749525053.602926
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749525719.534668
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749526312.6966581
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749526663.3188791
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749527039.372175
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749527458.4843612
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749527839.362664
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749529159.4928908
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749529415.953721
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749531471.1748462
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749531973.2859821
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749532393.206214
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749532403.642443
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749575715.176794
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749576354.8869991
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749576591.1384702
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749577099.9202828
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749577440.190419
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749577493.220718
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749577988.170432
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749578274.613634
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749578409.636766
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749578692.756298
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749579936.9575849
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749593758.863461
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749597314.878137
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749597398.581403
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749597532.669775
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749598159.160627
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749617686.299705
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749618759.168436
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749620365.223089
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749620688.550484
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749621694.692204
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749621741.751215
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749621759.284257
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749624660.238538
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749624882.648509
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749626056.303197
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749626317.246984
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749626356.717362
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749626567.0756922
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749626619.980964
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749628066.7700639
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749629817.57131
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749629835.496985
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749672843.747611
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749674266.070404
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749679714.2983289
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749680468.2234411
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749681391.776309
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749682083.280583
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749683073.7938662
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749684201.361062
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749685326.806078
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749686436.982923
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749687979.641139
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749706659.473127
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749722982.214785
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749724443.4013572
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749726035.941906
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749743863.175993
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749746519.171514
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749749445.414319
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749749808.382568
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749750275.586916
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749750473.5947819
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749751826.576941
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749752110.894944
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749752595.368547
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749753474.416462
instagram,1.5,False,dismissedAppOpening,America/Los_Angeles,breathingExercise,1749753665.720234
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749753691.2560492
instagram,1.5,False,openedApp,America/Los_Angeles,breathingExercise,1749757800.537955
