app,interventionType,isReIntervention,interventionDuration,resolution,timestamp,timezone,timeIntervalUntilReIntervention
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750672864.847457,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750673795.844868,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750673798.5953279,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750673800.905435,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750674272.7271938,Europe/Berlin,120.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750675119.922961,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750675123.0273628,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750675740.393265,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750676042.849193,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750676840.440505,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750677514.5618339,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750678247.268303,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750678332.424228,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750679567.3244119,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750685267.8899941,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750685271.104025,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750685274.070609,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750687496.512157,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,openedApp,1750688183.18976,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750690052.988391,Europe/Berlin,60.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750690223.775838,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750690595.70687,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750694323.773686,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750694621.161818,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750695010.085003,Europe/Berlin,120.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750696602.18219,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750697974.296585,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750698425.6853828,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750700567.825083,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750700820.477532,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750700836.140156,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,openedApp,1750701155.097314,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701282.441875,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701285.4440079,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701290.1308,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701347.359918,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750701356.6485128,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701904.953844,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701982.595375,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750701985.535592,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750702699.1774611,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750702708.97841,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750703108.958637,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750703173.4666982,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750703191.9073849,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750703652.687728,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750703655.440446,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750703663.936743,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750703918.502775,Europe/Berlin,660.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704608.862186,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704611.4533792,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704615.781235,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704617.9158921,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704619.667296,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704945.84109,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704948.756578,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704951.51303,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750704982.557763,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705076.3131142,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705078.818963,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750705087.346116,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705281.275333,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705415.24388,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705740.9211679,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705744.213252,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705790.34904,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705991.481114,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705994.032829,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705995.960635,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705997.774704,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750705999.452765,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750706159.902854,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750706162.576833,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750706375.492968,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750707472.079289,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750707473.96763,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750707487.634706,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750707697.227319,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,openedApp,1750707723.1957312,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708675.6867619,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708819.6391602,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708821.7354522,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708823.79404,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708825.643569,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708827.4456959,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708829.416703,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708914.434757,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750708983.851403,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750709093.322974,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750709150.537463,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750709349.91859,Europe/Berlin,1260.0
instagram,breathingExercise,False,1.5,openedApp,1750709479.115211,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750709666.156874,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750709670.828434,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750709771.7224212,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750709807.352332,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750710003.262165,Europe/Berlin,420.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750710631.668967,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750711172.3524551,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711221.527149,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750711229.826501,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711287.927844,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711290.148735,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711292.938868,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711294.850317,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711296.60601,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711302.222511,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711350.421143,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711352.542187,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711354.594465,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711357.122616,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750711359.100086,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750712301.902182,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750712304.4673371,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750712314.012414,Europe/Berlin,420.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750712523.9004369,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750712528.085682,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713654.996365,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713659.105928,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713887.896957,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713890.501507,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713892.243371,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750713895.090989,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714240.173212,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714242.724273,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714244.578782,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714246.688817,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714774.4453192,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714776.628268,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714779.8173862,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714781.702086,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714958.450779,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750714961.616677,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750715096.921597,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750715099.577248,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750715101.372459,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750715293.604614,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750715295.792239,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716077.4923801,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716080.333941,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716083.1161962,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716084.9276052,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716264.624991,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716267.199379,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716271.210082,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716277.6568708,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716279.454582,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716282.331794,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716848.660709,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716853.597254,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716988.044042,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716990.802452,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750716992.913564,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750717846.5982451,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750717854.022973,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750718047.738683,Europe/Berlin,480.0
instagram,breathingExercise,False,1.5,openedApp,1750719739.742481,Europe/Berlin,480.0
instagram,breathingExercise,False,1.5,openedApp,1750720017.711837,Europe/Berlin,540.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750722380.412014,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750722388.5218282,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750722831.7958322,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750722842.085953,Europe/Berlin,480.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750723512.0669122,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750723613.401856,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750723617.524671,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750725935.637754,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750725947.9838371,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750726236.857151,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750728125.003597,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750728129.360256,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750728131.687142,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750728133.641529,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750728135.7663012,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750731390.95541,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750731399.270877,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750736905.0420651,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750738209.493684,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750738212.1354709,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750740884.5612988,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750741966.35399,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750741972.6825929,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750744070.62017,Europe/Berlin,480.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750744879.332014,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750744891.480576,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750745508.483858,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750745609.153472,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746050.875963,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746053.5603518,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746303.303427,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746306.187707,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746496.2986898,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746498.91789,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750746500.872637,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750747032.680807,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750747035.434167,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750747294.070047,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750747578.687861,Europe/Berlin,420.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750747985.5345988,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750747990.699942,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748516.465704,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748519.54305,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748697.1138492,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748719.641269,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748990.868536,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748994.438513,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748995.17014,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750748997.695938,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750749000.310062,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750749002.3506,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750749004.511632,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750749311.9336839,Europe/Berlin,180.0
instagram,breathingExercise,False,1.5,openedApp,1750749504.104893,Europe/Berlin,420.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750749899.120173,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750750206.819205,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750750349.717716,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750750757.029235,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750750762.1637049,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750751017.60072,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750751020.4165292,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750751032.285564,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750751309.711927,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750751311.91554,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750751457.7103949,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750752208.643835,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750752231.353415,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750752411.208185,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750752727.841032,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750752730.844367,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750752907.8472161,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750753063.1284928,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750753065.182983,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750753075.234396,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750753330.322363,Europe/Berlin,540.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750753788.818565,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750754643.9577851,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750754650.967814,Europe/Berlin,240.0
instagram,breathingExercise,False,1.5,openedApp,1750754770.046585,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755328.074328,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750755336.4602242,Europe/Berlin,1320.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755621.922826,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755720.801976,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755942.960661,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755945.860701,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750755947.771564,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750756061.36413,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750757015.9877381,Europe/Berlin,540.0
instagram,breathingExercise,False,1.5,openedApp,1750757570.998316,Europe/Berlin,780.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750758294.391849,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750758443.529042,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750758463.3741322,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750759234.260849,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750759381.2515368,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750759434.763362,Europe/Berlin,900.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750759852.82106,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750759864.584557,Europe/Berlin,600.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760281.018159,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760283.403198,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760286.297696,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760289.1621718,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750760890.3224912,Europe/Berlin,360.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760974.5044599,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750760978.495141,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750761507.2647328,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750761517.245039,Europe/Berlin,540.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750761630.351846,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750761632.55544,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750761634.445652,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750761637.136084,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750762436.6874561,Europe/Berlin,300.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750762578.58596,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750762580.84796,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750762602.775837,Europe/Berlin,780.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750763335.059849,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750763898.9999871,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1750763907.248106,Europe/Berlin,600.0
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750764538.954999,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750764542.4689422,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750764544.649123,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750764546.949782,Europe/Berlin,
instagram,breathingExercise,False,1.5,dismissedAppOpening,1750764549.221811,Europe/Berlin,
