interventionDuration,timestamp,app,timezone,interventionType,isReIntervention,resolution
1.5,1753293724.209354,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753299598.002633,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753299871.514173,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753299875.539592,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753300411.3032808,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753300670.996901,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753301290.122746,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753305444.614952,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753332246.063828,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753332269.439271,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753342798.273277,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753351645.162776,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753365663.759413,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753374203.4713411,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753376224.519659,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753376565.042829,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753384502.2795382,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753384598.020537,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753385616.0782309,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753387726.976824,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753387928.368618,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753391595.2499928,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753394021.377368,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753424536.160308,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753424685.214367,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753436575.194972,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753437145.027124,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753437704.760085,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753441173.946385,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753444756.3651938,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753451157.801896,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753452402.6831079,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753458855.7865171,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753466910.047584,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753469062.6041532,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753469875.0222778,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753471701.772025,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753476931.2577019,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753480784.1906362,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753514783.040859,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753514853.643997,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753516575.540041,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753516838.632678,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753530419.352623,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753530553.863618,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753530884.9291558,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753532519.030236,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753535771.553225,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753545144.6919231,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753545247.150506,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753545405.612183,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753546606.939915,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753551901.2036161,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753556417.38245,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753556803.190814,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753556843.842128,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
1.5,1753574130.151311,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753607119.185657,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753607209.417368,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753607293.897241,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753608559.039019,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753610038.7216969,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753610398.676343,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753619046.631367,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753624280.752666,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753627602.730668,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753627784.48661,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753629359.248496,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753629569.3199348,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753635739.2401052,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753636131.630785,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753640226.547783,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753642544.011197,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753642670.51424,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753644290.612792,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753645313.0528998,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753647500.5683331,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753650877.48399,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753652291.947083,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753653312.544337,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753654012.950136,instagram,Europe/London,breathingExercise,False,openedApp
1.5,1753681529.411788,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753704335.623773,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753706738.5658588,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753709906.401394,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753725885.03252,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753727087.564501,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753727248.480706,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753727289.2002869,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753730297.9978662,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753736254.70723,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753767795.138866,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753777767.3381782,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753777918.329912,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753783946.303012,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753785770.910897,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753787073.059557,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753788739.474846,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753788817.3032079,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753788834.510083,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753790805.648848,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753801355.5245972,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753804350.632211,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753805056.4969501,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753806497.975885,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753806512.9047909,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753807064.962743,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753809043.55581,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753809399.941901,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753816073.5815868,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753818700.850048,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753821579.092986,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753822104.688539,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753822117.523415,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753824094.739557,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753857765.299385,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753863029.295393,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753865306.71155,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753869901.517133,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753882299.5979838,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753882644.628745,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753896049.654509,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753900295.198354,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753900313.8064551,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753902935.692934,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753905012.6561332,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753905032.800628,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753906320.146235,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753910392.986535,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753910684.191109,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753911558.7867088,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753939165.0394459,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753945820.191833,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753946063.736104,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753946079.255085,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753963609.556253,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753970728.043919,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753970783.495949,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753970808.664167,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753978052.0735679,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753980338.043343,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753982673.417613,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753984699.8266091,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753984800.237731,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753987810.69522,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753990348.371383,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753990665.43005,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753992095.0014129,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753994908.8817348,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1753998164.112745,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1753998182.801903,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754027123.190761,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754027862.123833,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1754027877.842287,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754029477.419783,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754030291.336776,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754035101.170908,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754038194.730474,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754044075.816203,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754055104.973197,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754055216.9108438,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754056817.549117,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754061097.8464708,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754064560.710699,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754077444.748282,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754080886.926753,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754084059.102881,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754084618.386419,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754118564.870308,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754120040.4734569,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754122595.481389,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754125376.947963,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754126737.903695,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754127152.29684,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754127296.17927,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1754133337.401753,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754133661.25929,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754133805.7209,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754133877.389225,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1754133894.957659,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754136482.003413,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754141126.5381489,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754142716.744835,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754142844.549412,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754145462.0620852,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754151475.597069,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754170677.255241,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754172718.4193811,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754173092.2964048,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1754203847.62965,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754204218.486335,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754211295.638811,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754221145.031433,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754233413.3652658,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754238134.495943,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754241487.815551,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754245958.460587,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754246156.1402621,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754251442.717794,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754251649.85296,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754253719.9975882,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754255366.528568,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754255796.6349301,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754255844.23686,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754259509.389456,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754284878.336137,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754294067.772788,instagram,Europe/London,breathingExercise,False,dismissedAppOpening
6.0,1754297765.331873,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754300133.222635,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754300779.124918,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754306641.841748,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754308242.63103,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754310228.714919,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754315481.277989,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754321269.7212071,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754333388.720059,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754334969.7897558,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754335015.9928532,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754335804.759966,instagram,Europe/London,breathingExercise,False,openedApp
6.0,1754337139.324988,instagram,Europe/London,breathingExercise,False,openedApp
