isReIntervention,timezone,timestamp,resolution,app,interventionDuration,interventionType
False,America/Toronto,1749766794.881191,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749767136.85563,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749767276.266619,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749767318.689656,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749767468.417482,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749767482.664499,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749767750.068421,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749770423.9771261,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749770834.989091,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749771436.807503,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749771442.513235,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749771647.8531551,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749777550.6114302,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749778867.233945,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749779189.977876,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749811550.509437,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749815771.7674298,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749816391.050953,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749816457.1153178,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749818729.382403,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749819980.178699,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749820130.748382,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749820707.4231238,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749846160.001116,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749846797.424299,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749846865.501898,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749846914.911278,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749847343.392432,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749847516.091253,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749847607.6402411,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749849462.885903,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749849676.642184,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749851211.820426,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749851216.366497,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749851509.2422318,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749851686.010515,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749854000.082411,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749854615.955089,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749855537.24819,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749855950.4472241,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749856261.608481,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749856570.6495671,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749857827.473592,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749859281.8169231,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749859692.750664,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749860056.319425,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749862039.191742,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749862977.408492,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749863466.8896198,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749863898.051149,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749863934.906314,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749864074.139014,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749864209.0619822,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749864366.201278,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749866461.466063,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749867250.109531,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749902494.1195989,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749902677.59782,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749903018.481014,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749904107.40235,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749904245.436549,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749904690.953291,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749904770.804847,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749905406.6525679,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749906360.067254,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749906489.1506639,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749906989.695384,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749909081.9812021,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749910992.716593,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749911089.2197971,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749911967.682379,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749913077.286611,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749914744.830989,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749914910.707444,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749914993.260999,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749916665.760613,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749917364.3246331,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749918397.128243,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749919809.168137,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749920270.875049,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749920835.596023,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749921659.669097,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749922113.684146,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749922456.945821,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749922831.4720669,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749922986.540977,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749924355.2477732,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749924713.1562,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749925452.662461,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749925610.128663,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749926929.609205,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749928359.1390991,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749930700.8339028,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749931017.51629,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749932186.304174,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749932870.419269,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749934088.10258,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749936300.8102841,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749939216.660295,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749940610.2830129,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749944051.5906,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749945007.402779,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749945162.99535,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749947098.8898091,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749947393.2008271,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749947440.706231,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749947560.199691,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749947619.662437,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749947980.708241,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749948052.440031,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749948110.331132,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749951815.019975,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749984077.05297,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749984662.4467258,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749988475.574798,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749990756.4510841,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749991761.798877,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749991819.034915,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749993208.0211039,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749993517.882088,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749993571.9639049,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1749993811.092465,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749995375.076851,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749998494.4364061,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749998907.1148129,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1749999338.6406488,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750002319.381875,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750002754.552386,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750003189.187216,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750005383.284034,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750005609.229481,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750005671.698483,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750006927.929754,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750012555.588326,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750014540.8046908,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750017754.007873,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750018397.115621,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750018824.409441,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750019887.787129,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750026548.1289139,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750027268.7503881,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750029274.439884,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750030651.628664,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750034017.156595,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750034345.1994538,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750034513.572345,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750035113.63689,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750035624.620908,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750036704.122086,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750037187.236812,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750037573.1495981,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750037674.461127,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750037931.1666489,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750069997.05855,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750070200.4529939,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750070232.110557,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750070585.409471,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750070591.222169,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750071627.5743818,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750075573.857233,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750075932.343091,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750076152.512158,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750076215.851777,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750076323.235611,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750078760.6856751,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750093560.825285,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750094777.797924,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750094837.1501632,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750094908.452816,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750095075.876945,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750095161.3566399,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750095219.4067369,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750098970.109743,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750102415.976027,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750103937.109792,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750104655.440493,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750105794.650631,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750106566.929872,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750107498.564703,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750108705.3261409,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750111644.378058,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750114044.088253,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750115631.2958941,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750116220.160789,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750116682.185082,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750121359.4429069,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750121726.595289,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750124846.15712,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750125204.994646,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750125720.60602,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750125745.991516,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750127687.2743158,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750127745.5636702,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750128043.73204,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750128102.047289,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750157000.021982,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750164173.735973,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750165307.712625,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750165954.3413339,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750167338.581578,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750181123.32728,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750183947.5440931,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750187763.012733,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750187936.093845,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750197510.218893,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750197704.1534982,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750198450.303035,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750202075.7300758,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750207609.246496,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750209808.817155,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750244501.97486,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750244673.062444,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750247179.524557,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750247385.665423,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750247390.105772,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750247631.900765,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750247695.200279,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750248287.440455,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750248401.204122,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750250345.320633,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750252826.9357061,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750269351.2616081,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750269433.7800488,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750282395.265676,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750284781.659054,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750286077.472474,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750330891.9134011,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750333234.8377662,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750334870.8499088,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750335650.919321,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750337965.059997,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750339691.521955,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750362850.62763,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750369221.791923,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750369310.2493691,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750369333.7205029,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750369830.723268,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750370275.0135798,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750370285.966218,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750370823.906002,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750371424.684396,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750371462.8077831,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750372535.949127,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750380647.212712,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750381317.641193,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750381511.194484,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750383779.4333658,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750384347.9534988,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750385003.261682,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750385299.347338,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750385911.1823502,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750386033.575326,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750422636.389514,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750422754.6707978,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750428277.61627,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750432465.371715,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750432507.13312,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750432512.0501719,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750433317.7605019,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750434567.41251,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750434573.256845,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750435958.17419,openedApp,instagram,1.5,breathingExercise
