timezone,interventionDuration,timestamp,app,resolution,interventionType,isReIntervention
Europe/London,1.5,1752918976.597357,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752919063.3737478,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752919106.062444,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752919283.63523,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752920962.488586,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752921042.0529032,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752921056.102745,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752921445.4718351,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752921549.297937,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752921644.1444268,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1752921794.092788,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1752921814.2855392,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752922880.4681702,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752922945.112634,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752923389.2547,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752923528.058703,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752923605.6818361,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752923659.21799,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752923800.0300078,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752924810.454543,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752924863.0885282,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752927378.013201,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752934721.170785,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752938389.9050012,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752942660.835942,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752942765.6699948,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1752944700.670955,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1752945184.779582,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752966192.6262112,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752966313.491574,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752998618.673791,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1752998702.941248,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752998860.395915,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1752998981.4042091,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753002286.283251,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753002400.6261392,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753002719.9811702,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753005722.941601,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753006077.368406,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753006298.479522,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753007037.300401,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753007084.925373,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753010059.207748,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753011375.387356,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753012506.148888,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753012775.834552,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753013499.4540958,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753015529.343723,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753017070.226386,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753022797.994741,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753028110.078985,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753029058.751226,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753033175.478167,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753033635.47464,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753035122.949253,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753036877.381881,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753037442.389334,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753037764.316685,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753038015.2001848,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753038450.753084,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753039542.7707129,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753040259.4537501,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753042987.6956449,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753051486.935694,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753080849.98943,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753081137.9237661,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753081337.394785,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753082543.325449,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753082849.329399,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753086184.292578,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753087397.66414,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753088840.508529,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753089314.039381,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753089484.53386,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753090906.518038,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753091245.43276,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753093939.6761332,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753096044.632468,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753096129.798183,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753096162.075033,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753098466.693914,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753101391.043474,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753104730.5148668,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1.5,1753106085.598192,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753110025.376483,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753110181.776335,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753110500.692478,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753112835.85128,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753112868.444367,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753113561.518719,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753114606.968651,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753114650.325422,instagram,openedApp,breathingExercise,False
Europe/London,1.5,1753115097.3296518,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753121734.2813659,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753122665.032175,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753126900.09707,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753128271.625076,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753132296.855198,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753170462.167047,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753170919.815274,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753171736.5376701,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753171796.02063,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753176450.37093,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753177219.7814689,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753180091.97852,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753180464.825533,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753182409.142,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753182585.890126,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753182872.975937,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753183216.312659,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753183599.9340549,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753183639.2607589,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753183740.290014,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753184565.587282,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753185068.3856711,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753185159.386773,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753185753.2646642,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753186380.428174,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753190425.014892,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753193010.382186,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753193035.817696,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753193560.4987512,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753193977.370524,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753199249.50593,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753200692.833194,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753202520.8560371,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753203896.3132071,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753204275.242488,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753204993.089999,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753205468.519281,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753207188.328043,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753210947.5475311,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753214036.703681,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753214317.348308,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753214666.708126,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753214961.43767,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753216010.7501888,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753216340.7194939,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753216665.8380609,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753216803.9307408,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753218221.801485,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753218248.779992,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753218331.064861,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753222663.972646,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753255211.9850721,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753255990.524637,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753257041.625273,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753258160.0031152,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753258198.078516,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753258737.0421271,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753259460.933918,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753260015.6667771,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753260612.29772,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753263092.613646,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753263199.388949,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753263693.432085,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753264145.432689,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753264152.134256,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753264791.364626,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753264886.868431,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753265370.8077369,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753265682.7321181,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753265775.748441,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753266780.498882,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753266980.2884269,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753268732.805907,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753268800.004778,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753268928.671572,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753275240.406275,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753275529.6753678,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753282774.913571,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753341430.42399,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753341841.10622,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753346662.2178621,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753348860.350827,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753348878.617639,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753349067.36443,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753349410.4137812,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753349596.85777,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753350804.1906018,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753352195.777772,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753352804.364252,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753352978.098102,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753353022.5391722,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753354576.888787,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753354782.052958,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753355915.490947,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753355940.4352279,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753356172.6634312,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753377141.411761,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753378619.640084,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753378733.3651838,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753379245.960332,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753380893.186621,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753383222.6028829,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753388552.469002,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753393074.068057,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753393627.0226889,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753429761.8576488,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753430402.3763518,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753430699.7549791,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753430844.888452,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753433187.5217772,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753433259.0599089,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753434357.420846,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753436330.990695,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753438832.0237188,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753440820.7546759,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753442312.347781,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753442546.834848,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753443018.188534,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753443122.712796,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753444585.031137,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753445011.007349,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753446008.386245,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753446268.315202,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753446734.043184,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753449572.7801108,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753453172.919241,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753454556.772563,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753456748.134542,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753456765.365274,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753458807.2373881,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753460737.126725,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753460937.547646,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753465605.189615,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753469217.602944,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753472196.912781,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753473615.2243729,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753473640.365041,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753477988.005151,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753478279.159913,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753478402.663898,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753481962.9214292,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753482116.588495,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753513600.996818,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753513904.6184769,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753514636.62949,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753514796.984105,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753516523.078315,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753517229.2660918,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753520909.916081,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753520947.829221,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753521569.7530441,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753524054.761492,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753524744.590091,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753524925.90736,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753525655.4763088,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753526419.227628,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753526629.296813,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753526664.34711,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753526756.245574,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753527863.4324532,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753527925.322851,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753528432.307773,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753529112.663785,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753529638.6353579,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753529789.105196,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753530095.513452,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753530191.809245,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753530474.416147,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753530942.3796968,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753531601.520242,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753531636.945179,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753531892.1068258,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753531976.506569,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753532608.676128,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753532783.240845,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753533693.800638,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753534407.998039,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753535025.235266,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753535979.006614,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753537316.5522718,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753538861.9154658,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753539981.428276,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753540219.591088,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753543712.287928,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753543882.01441,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753544001.076027,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753544056.329804,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753547479.250928,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753548637.976025,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753549002.218117,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753549027.561481,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753550115.0673041,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753550322.719203,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753551159.897042,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753551910.698786,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753551961.7497811,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753552048.411416,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753552398.0986152,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753552753.583417,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753553358.380021,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554019.261029,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554153.845014,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554582.479588,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554692.881709,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554810.877676,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753554841.4067469,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753554951.190258,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753555024.6794739,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753555504.149078,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753556626.076467,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753558551.0194678,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753560668.377835,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753561003.899229,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753561073.795734,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753561099.168155,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753561484.4364839,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753563015.885911,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753568599.422306,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753596312.678266,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753596565.453444,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753601822.7360082,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753602050.963481,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753602468.168791,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753603458.087671,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753605026.6012611,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753605256.617931,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753606006.670702,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753606187.4105182,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753606435.763396,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753606566.690994,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753606788.290784,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753607305.011378,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753607926.381006,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753608167.911993,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753608379.5966969,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753608658.103342,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753613557.865467,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753621754.416369,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753624562.413795,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753624985.3742208,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753625696.100934,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753627510.717379,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753627627.691543,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753628263.46432,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753628675.1068301,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753628994.907497,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753630179.066928,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753631310.197006,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753632658.0172238,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753633161.998961,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753637471.644946,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753639663.348799,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753639708.735358,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753640223.7772279,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753645917.8651261,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753646890.9670758,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753685216.5020719,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753686258.166781,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753686321.694452,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753686664.825954,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753687336.339172,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753687371.919364,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753687589.974822,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753687911.715791,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753688179.385807,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753688959.711194,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753689224.091243,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753690164.300946,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753690393.177919,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753691221.71552,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753691619.352632,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753691898.792212,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753692097.035141,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753692349.644511,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753692773.55304,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753693382.950611,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753694077.181359,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753694146.409117,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753694429.1510901,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753694633.60187,instagram,openedApp,breathingExercise,False
