timestamp,isReIntervention,interventionDuration,app,resolution,interventionType,purpose,timezone
1750105904.137296,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750105944.754873,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750108127.265948,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750108208.7119942,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750108265.482957,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750109529.8965092,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750109534.458737,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750109691.902087,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750109704.775162,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750109719.5912828,False,,outlook,closedApp,,,America/Chicago
1750109769.1531,False,,outlook,closedApp,,,America/Chicago
1750109770.952276,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750109872.178914,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750109901.114367,False,,outlook,closedApp,,,America/Chicago
1750109996.152358,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750110077.806518,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750110219.122091,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750110233.5172029,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750110455.32908,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750110645.396934,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750110651.397388,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750111515.892946,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750111533.3583179,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750111918.2854218,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750111922.3156428,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750112336.593929,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750112343.691855,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750112783.11415,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750112816.348205,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750113559.2463012,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750113567.9133139,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750113604.979426,False,,outlook,closedApp,,,America/Chicago
1750114808.36042,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750115384.960284,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750116246.166038,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750116696.8905811,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750120866.428647,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750120884.233618,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750124053.702971,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750124063.731526,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750125221.9694362,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750125234.095244,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750125675.62184,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750126754.509733,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750126896.053666,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750126903.617187,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750127364.6266189,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750127373.757201,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750132013.730159,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750154746.26678,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750154771.351129,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750161199.197185,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750161216.106855,False,,outlook,closedApp,,,America/Chicago
1750161221.961719,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750163195.044166,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750163222.1505861,False,,outlook,closedApp,,,America/Chicago
1750163259.8924332,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750167241.684099,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750167254.444268,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750172803.635045,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750172805.437953,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750172843.2094269,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750172858.172564,False,,outlook,closedApp,,,America/Chicago
1750173320.9485211,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750176969.463904,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750180830.758348,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750186274.888232,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750186294.349688,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750186393.604926,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750186502.1269069,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750187682.061863,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750187812.912318,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750187819.6936278,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750188112.9453259,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750188119.394771,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750188258.232153,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750188262.234086,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750188848.5293689,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750194447.324992,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750194952.246984,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750194996.092016,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750195241.208998,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750195761.891564,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750195817.6185899,False,,outlook,closedApp,,,America/Chicago
1750195819.405795,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750196341.249103,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750197290.858674,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750197470.4032211,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750197531.112261,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750203747.589984,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750203749.551163,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750207875.44185,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750207884.554267,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750207955.701832,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750210267.90065,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750210277.09556,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750211201.6896958,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750211531.624269,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750213107.471017,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750213354.985488,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750213850.3520222,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750214240.168119,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750226001.550801,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750226014.908893,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750249876.094166,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750249999.525928,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750251254.0804129,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750253207.373575,False,1.5,gmail,openedApp,breathingExercise,Message,America/Chicago
1750253216.665355,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750253497.305901,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750253512.036734,False,1.5,outlook,openedApp,breathingExercise,Message,America/Chicago
1750253753.9638329,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750253776.631415,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750253836.6512442,False,,outlook,closedApp,,,America/Chicago
1750254272.314364,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750254340.049886,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750254374.9663072,False,,outlook,closedApp,,,America/Chicago
1750254392.3234,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750254828.365971,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750255441.173764,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750255516.994935,False,,outlook,closedApp,,,America/Chicago
1750258233.2296638,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750258607.860265,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750259358.574492,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750259371.2926068,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750262115.4155478,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750262121.609889,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750262170.366821,False,,outlook,closedApp,,,America/Chicago
1750262391.998376,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750262398.242072,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750262502.938519,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750263492.234321,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750263504.9919019,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750265745.512634,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750265807.1747131,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750268851.8859348,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750268866.002983,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750269372.602775,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750269477.748715,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750269479.891193,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750269551.432591,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750283232.894133,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750283245.346726,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750283258.539534,False,,outlook,closedApp,,,America/Chicago
1750287214.062973,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750287228.4994721,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750287241.272852,False,,outlook,closedApp,,,America/Chicago
1750292384.105268,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750292459.3008142,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750293665.127815,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750293667.2590818,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750293673.3981152,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750295488.738847,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750296467.0938501,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750296478.172138,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750296484.4052892,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750297428.548452,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750303880.1949549,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750303888.765387,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750339807.817985,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750342264.605526,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750345594.7755861,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750345625.262731,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750351819.433703,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750351962.234251,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750352007.211169,False,,outlook,closedApp,,,America/Chicago
1750352335.382401,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750352343.620641,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750360074.536762,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750360151.94939,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750360384.306999,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750362212.505265,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750362259.649026,False,,outlook,closedApp,,,America/Chicago
1750362260.623255,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750363630.7999392,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750363788.5246902,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750363930.3604178,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750364045.384726,False,,outlook,closedApp,,,America/Chicago
1750364209.527153,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750364226.884944,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750364287.073539,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750364305.738601,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750364464.920772,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750364667.087428,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750368353.043332,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750368371.158661,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750368590.183428,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750368604.06375,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750370005.006695,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750370015.7192569,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750378640.476651,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750378649.870467,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750383062.762847,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750383064.973576,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750385986.280844,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750385990.600723,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750425061.3877711,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750426190.032917,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750431166.869982,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750431177.105616,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750431264.418748,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750442064.570417,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750442090.377976,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750443207.525181,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750443213.2353392,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750445611.8003159,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750451049.650597,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750451287.094197,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750451357.083235,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750452811.999206,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750454860.97072,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750454873.390701,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750459876.790087,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750459879.011061,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750462567.8622952,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750462573.805609,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750464476.0696921,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750467887.650707,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750467893.91261,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750469275.0554771,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750469285.142528,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750471409.345245,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750471463.100075,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750492283.02738,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750492294.051978,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750511384.233261,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750511614.700019,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750512658.437278,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750512827.717256,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750513526.261349,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750513728.566066,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750513893.419076,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750534296.515006,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750534307.65237,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750540549.477803,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750543341.496616,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750543352.211869,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750546300.161971,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750552939.282028,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750552941.31839,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750559517.875957,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750560669.4483151,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750560675.192405,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750560760.8335981,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750598431.104162,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750598441.3702312,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750600200.342589,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750600203.693901,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750602861.251884,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750613515.439647,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750613604.019398,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750613715.9853148,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750614192.01583,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750614200.576164,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750617915.592777,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750620707.186047,False,1.5,outlook,dismissedAppOpening,breathingExercise,,America/Chicago
1750620715.127728,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750622651.401335,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750629180.874016,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750629240.187621,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750630576.652102,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750630583.360846,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750633077.369062,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750633401.675771,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750640660.299495,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750640681.872107,False,,outlook,closedApp,,,America/Chicago
1750640690.363426,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750641501.567727,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645574.0973768,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645589.7719011,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750645663.863978,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
1750645676.610888,False,1.5,shein,dismissedAppOpening,breathingExercise,,America/Chicago
1750688577.060193,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689034.073899,False,1.5,gmail,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689683.523149,False,1.5,outlook,openedApp,breathingExercise,Stay In the Loop,America/Chicago
1750689795.125451,False,1.5,gmail,dismissedAppOpening,breathingExercise,,America/Chicago
