app,resolution,interventionDuration,timestamp,interventionType,timezone,isReIntervention
instagram,openedApp,1.5,1751900386.791432,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751902295.578556,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751914264.424489,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751917464.506678,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751918181.816174,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751918515.9538388,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751918634.642226,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751918916.960819,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751920566.653345,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751921189.873402,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751921896.60218,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751922395.718194,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751924790.821938,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751989302.892359,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751989440.981633,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751989809.8916678,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751991775.464206,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751992722.605239,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1751994855.246159,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752004007.946573,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752060592.364459,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752067374.38702,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752067836.083636,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752067982.034927,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752069394.532222,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752069754.926902,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752070147.6802912,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752075591.2309132,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752081511.225865,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752084839.0857592,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752086463.634891,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752089272.6066608,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752089342.115336,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752089459.6903791,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752090968.5393991,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752091988.906353,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752093244.988039,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752096821.570239,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752098048.9086208,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752141116.941349,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752147358.035392,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752154428.19121,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752154444.748378,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752155180.8750548,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752155250.907104,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752156035.790937,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752156236.928102,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752156371.425158,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752159092.853401,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752159421.971703,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752161151.9149098,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752176550.86194,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752178867.49281,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752181727.1228971,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752183302.728304,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752183991.3884559,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752185797.4838638,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752227327.414188,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752227411.468194,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752227437.2002602,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752238306.733241,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752238923.591809,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752239102.538872,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752241729.531748,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752246887.17675,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752249670.247436,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752257487.038992,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752258524.95654,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752260074.2786741,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752275092.828185,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752279904.04091,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752316207.5205579,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752324325.8712878,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752324359.735698,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752324482.4664931,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752326537.385206,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752328228.461273,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752329163.6462789,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752329242.001189,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752329704.54783,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752330814.919709,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752330840.516768,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752331248.048934,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752331647.8331761,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752332094.893568,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752332506.187381,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752332647.256462,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752332858.845115,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752334838.49314,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752335875.020793,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752336575.826905,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752336777.847155,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752338504.540561,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752338661.122065,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752340004.078013,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752340106.655083,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752349421.707964,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752349805.480216,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752357998.0333362,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752365437.8661819,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752366760.866667,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752366821.098058,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752366825.4585671,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752367195.498605,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752367304.05197,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752369872.0776181,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752372867.097142,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752373410.080274,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752402695.5537748,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752403709.281477,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752404043.852674,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752404312.181565,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752405131.747287,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752406409.896078,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752407877.536727,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752408617.6217651,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752413566.5132961,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752414225.3508692,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752416071.1409822,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752417663.449445,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752417915.515922,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752423085.991319,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752424313.473321,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752435128.3863502,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752437060.169337,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752437723.302077,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752437876.682867,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752447396.613517,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752447542.69789,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752495648.335772,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752497378.174973,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752499361.3288589,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752499384.866389,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752508549.6219711,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752510845.74174,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752524630.4068131,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752526993.737472,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752527630.121416,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752531754.301097,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752536765.0683842,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752538584.121892,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752573076.291048,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752573711.746986,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752577792.2632651,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752578151.423283,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752584022.1058931,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752587987.540154,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752588163.208891,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752589534.513041,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752593007.856246,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752593864.523777,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752595455.609364,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752597662.701981,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752597751.408185,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752597806.936477,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752599684.128969,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752603081.4736981,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752605560.077007,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752606656.2318401,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752619711.182455,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752660592.071838,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752670903.364619,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752671335.287609,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752671382.198648,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752672105.3178082,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752673219.804982,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752673234.8156018,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752674203.5392299,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752676006.144343,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752676701.641735,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752677861.7147489,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752678576.5049958,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752697154.4733381,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752697671.041388,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752697716.534302,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752697718.84621,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752698843.649266,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752700091.27316,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752701047.9064322,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752754599.3645911,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752758827.1196032,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752758853.876975,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752758884.732288,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752759354.0556068,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752759399.614896,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752759585.6685538,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752760380.577977,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752760514.294333,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752760563.801972,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752764592.674773,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752765550.288728,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752766183.2215,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752766654.3797622,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752766680.589037,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752766859.229635,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752768056.7208772,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752771895.259881,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752779649.9494371,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,1.5,1752779842.536087,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752785776.0869951,breathingExercise,Europe/Berlin,False
instagram,openedApp,1.5,1752786548.1998448,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752846353.6440039,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752846826.4741402,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752853712.5438762,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752854198.680513,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752854251.282394,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752854466.325035,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752857876.993696,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752857987.8704329,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752858591.8458629,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752858835.622684,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752862572.052356,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752863709.1101341,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752865516.393207,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752865858.16428,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752871810.014245,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752872145.705954,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752875107.785188,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752875366.0722852,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752875426.366159,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752875538.3137531,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752875540.7109718,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1752875545.376373,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752915237.755186,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752925744.619134,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752930218.8619452,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752933467.525012,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752941533.139203,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752970113.491451,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752970993.101805,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1752971342.876287,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753006950.606724,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753009651.372209,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753009713.928047,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753011868.356553,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753011884.633861,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753011899.812892,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753012305.375962,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753012308.9770951,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753014141.2541342,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753015832.4070911,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753017472.7071152,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753018063.806884,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753018078.633524,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753018226.789074,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753023528.9519749,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753023693.313686,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753023695.087438,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753024986.742409,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753025865.839169,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753025957.688993,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753026136.0461168,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753028247.673994,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753028772.82729,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753032655.446604,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753035681.755466,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753036436.651958,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753041346.0062451,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753044585.7557402,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753045078.0974789,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753045205.7459989,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753045313.815524,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753045712.801465,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753092085.280912,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753092103.833704,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753093325.115294,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753097587.1122441,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753097641.04476,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753098616.33686,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753098688.2949572,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753104862.7605948,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753105015.6371012,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753106091.978441,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753107237.385906,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753108524.7900481,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753109958.093162,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753110024.42143,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753110259.0837011,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753111667.579279,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753112101.931391,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753116295.162352,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753116515.655151,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753124127.053087,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753124934.970693,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753128687.092068,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753128783.836005,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753128865.3937302,breathingExercise,Europe/Berlin,False
