isReIntervention,interventionDuration,interventionType,resolution,app,timestamp,timezone
False,1.5,breathingExercise,openedApp,instagram,1750587446.109173,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750596037.8120642,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750600079.1514149,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750600144.059252,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750603557.048537,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750608027.96081,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750610524.967855,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750610625.191728,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750610751.4305282,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750611571.684062,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750611592.004206,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750613011.7574282,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750613092.095007,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750618081.2668018,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750620585.4947739,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750621490.958243,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750658108.636981,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750658363.624896,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750658503.1715832,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750663148.6896582,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750665910.3304992,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750666167.759054,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750667891.3574529,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750668068.4563808,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750668284.555881,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750668442.066704,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750668547.976379,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750669223.892655,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750670212.193377,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750678813.360729,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750680851.8486838,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750684400.936864,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750684551.2133322,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750688595.550338,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750690300.409285,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750693225.806754,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750693480.412148,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750693532.4346108,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750694585.49375,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750694761.6144428,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750696691.3408751,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750696807.479323,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750697489.798398,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750697506.201363,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750697594.956111,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750699069.500303,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750701474.755931,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750701490.021477,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750703467.69599,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750704892.768656,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750704919.946038,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750705292.906884,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750707975.694322,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750708335.9737759,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750711402.3537002,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750752475.37564,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750758703.8699179,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750761323.780726,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750761641.140401,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750762468.7457662,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750764387.329993,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750764527.2999601,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750765199.6245441,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750765229.1007571,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750765445.7247028,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750767886.611208,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750768953.082753,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750776652.61475,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750781664.768124,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750784592.8725061,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750785045.384516,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750785194.420593,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750785256.207084,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750796588.4849439,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750797113.34008,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750797209.826212,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750797557.072792,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750798219.953085,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750798909.394036,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750799223.5142732,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750828666.750041,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750828840.4915152,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750832994.134254,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750833093.081047,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750840049.165049,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750857697.52512,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750857704.911098,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750863902.6223001,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750873418.8505201,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750878879.648557,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750887079.98349,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750915321.770049,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750915491.248913,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750916006.471643,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750918096.9541411,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750919345.660696,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750940727.794697,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750942912.964497,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750945479.237951,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750950665.634193,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750950792.764499,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750954719.2462878,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750955174.320776,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750955268.836267,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750960096.390209,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750960133.307399,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750963238.385349,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750963273.889728,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750963332.1051111,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750963424.7719622,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750965267.829638,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1750999376.666648,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1750999996.230074,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751017600.059044,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751023350.17225,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751024794.0150452,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751025653.074645,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751025788.684597,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751025866.1823869,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751026250.7623081,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751045094.226867,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751047154.6494222,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751062443.005691,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751062503.119114,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751064613.697063,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751065042.2816901,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751104046.858481,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751110241.290804,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751110720.2145429,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751110861.978063,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751113781.624631,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751114188.382321,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751114262.5997272,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751128456.065984,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751132185.574798,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751132630.685936,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751133113.987288,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751145752.6172829,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751147798.0724,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751148155.348525,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751148492.9579391,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751149214.951021,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751183419.714405,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751188629.838244,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751189003.590111,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751215056.260573,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751215853.413947,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751216026.325824,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751216494.7238522,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751217637.048277,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751225023.938972,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751225764.2762241,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751225905.538313,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751228563.1026149,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751228623.095901,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751230080.4197168,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751262932.102879,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751267602.585864,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751267723.785357,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751270435.95093,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751270459.043068,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751270578.797011,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751270639.647681,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751273846.003933,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751276321.713229,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751276363.542153,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751277509.8841062,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751277771.596655,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751277954.056674,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751279238.27249,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751279606.65734,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751279611.537761,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751280195.681237,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751280422.545693,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751280822.848518,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751282176.3774362,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751282371.265085,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751285360.712349,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751293569.0857549,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751296739.424467,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751296810.562043,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751297622.715952,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751300343.6399,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751302170.169014,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751302478.919376,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751304074.681565,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751304324.105572,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751348459.313805,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751348751.429158,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751349876.084703,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751373223.460155,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751373640.953569,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751373947.793102,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751385474.4039989,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751385880.01773,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751389431.052544,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751390255.1142368,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751392144.355989,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751392160.2828178,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751392235.7132568,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751392542.6438751,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751395914.750768,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751400525.777339,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751444164.020028,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751445582.668256,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751447036.5636349,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751447969.416759,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751448076.826654,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751461678.389042,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751461982.764163,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751462197.985612,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751463604.424796,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751464160.9077249,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751466008.608254,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751466864.7989712,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751473588.661646,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751482580.642109,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751484670.220872,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751521063.316859,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751530011.397069,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751530306.2759042,Europe/Berlin
False,1.5,breathingExercise,dismissedAppOpening,instagram,1751530669.735399,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751532636.5145369,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751535143.7791882,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751537057.920948,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751561595.485293,Europe/Berlin
False,1.5,breathingExercise,openedApp,instagram,1751562018.6529279,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751562611.8658118,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751572305.829354,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751572541.354331,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751572592.983633,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751603057.553772,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751603122.841774,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751603825.5277061,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751604643.388691,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751607286.3771029,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751622481.157323,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751623303.855791,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751623779.7832088,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751628797.9508638,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751634295.814745,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751634978.39258,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751644227.523076,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751646371.326661,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751646391.4664469,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751646422.419122,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751646763.356042,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751646832.3782148,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751648352.930938,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751651345.685508,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751652089.677557,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751659222.219629,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751659298.776085,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751659394.791908,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751660016.864029,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751705433.5031152,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751706103.426979,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751713498.200542,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751722412.170711,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751722491.690943,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751739693.586513,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751739812.108962,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751753434.623039,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751753541.04464,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751803361.308823,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751806410.6969728,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751807590.003789,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751823070.4262881,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751823366.710813,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751824275.166916,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751832618.9947271,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751832768.4420629,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751872971.496708,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751875796.775528,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751875857.41025,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751887295.382746,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751894322.498454,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751901366.588766,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751903120.236028,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751905239.312261,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751905369.081736,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751907631.507221,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751913780.819164,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751913973.1114988,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751928074.866115,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751950970.7808971,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751954445.100882,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751954975.381563,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751956855.903594,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1751956863.4958072,Europe/Berlin
