interventionType,timestamp,resolution,interventionDuration,timezone,app,isReIntervention
breathingExercise,1749691210.808439,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749692011.422334,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749692185.102731,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749692372.621491,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749692929.756387,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749693186.918616,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749694069.576467,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749694394.086544,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749694571.188808,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749696539.728934,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749698637.1340399,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749699932.32237,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749700235.308995,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749701809.521748,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749701817.910553,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749702564.681771,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749702576.0311189,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749702686.623785,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749702689.3356361,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749702750.169071,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749735613.269662,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749735719.5051908,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749736072.839195,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749737895.873318,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749739732.310833,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749739823.3653831,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749740224.422799,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749740287.366559,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749740477.270557,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749745295.499816,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749746123.357627,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749747528.553935,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749751195.811712,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749751303.496122,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749752177.1981812,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749752778.968463,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749752922.856014,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749752970.041483,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749753024.875688,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749753488.279307,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749754166.309771,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749757504.676403,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749757554.326999,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749758457.853941,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749759263.996578,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749759361.611141,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749760320.44093,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749763080.59389,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749764999.3058062,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749765730.3585482,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749766041.5467649,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749767788.01793,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749778977.327564,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749779114.6004171,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749780370.6632109,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749780396.853331,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749780927.557224,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749783428.22902,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749785502.5209389,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749788235.5628471,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749788239.274976,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749807889.060895,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749808682.300951,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749820614.262772,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749821680.38398,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749823313.479086,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749827566.943739,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749828473.684479,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749830016.5716848,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749830225.236059,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749830913.883177,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749831868.1963649,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749832113.046618,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749832287.855133,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749833163.332398,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749833881.679727,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749834635.926848,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749835166.884119,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749837217.101006,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749837474.036196,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749837746.333744,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749837832.58704,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749839442.121486,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749840067.6796541,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749840264.7063432,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749840990.44973,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749841664.063381,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749842273.8471398,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749842744.998475,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749842772.663494,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749842941.779523,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749843218.139992,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749843942.2240891,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749844974.773347,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749845486.955234,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749845495.4551048,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749846883.283709,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749849235.208235,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749849754.984396,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749852602.9076009,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749852715.390239,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749853442.1322289,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749857856.856742,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749858684.3775,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749858949.91371,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749859536.86918,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749859632.488702,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749860972.4457312,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749861181.443347,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749863804.156374,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749864666.1514401,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749864919.4394841,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749865617.783904,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749865663.807436,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749866761.771564,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749867145.236946,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749867294.649812,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749867564.732355,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749867938.711687,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749868401.0080829,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749873775.99266,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749875231.384727,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749902359.521421,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749903678.786015,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749904693.329474,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749908653.5900059,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749910206.5163689,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749912487.7667608,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749912726.400675,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749912958.4550529,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749914519.68362,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749915051.249953,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749916232.802032,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749918387.112282,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749921661.8080158,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749921818.693928,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749922209.8798242,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749922741.538583,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749925393.54066,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749926317.842188,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749929432.456674,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749929931.2798228,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749930176.041599,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749932720.075756,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749932859.936883,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749934198.825423,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749935263.207447,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749935374.263582,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749935380.931695,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749935677.239258,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749935697.65879,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749935706.816258,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749936339.7094269,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749937144.552561,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749937150.595667,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749942620.709734,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749943479.1773229,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749943695.4345589,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749944013.85407,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749946324.90838,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749947380.370198,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749947419.976974,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749950026.0414228,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749951146.7425451,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749951325.471957,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749951353.175575,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749953686.821354,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749953694.913316,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749954360.8234591,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749954363.525136,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749954395.777343,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749956670.660928,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749957947.886632,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749958013.932032,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749958288.579211,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749958330.417795,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749958605.2599878,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749958724.6615129,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749959005.981704,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749959795.333592,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749960040.295006,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749960322.631088,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749960863.5735369,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749961175.3277879,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749962415.394949,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749963237.707827,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749963613.1453838,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749964021.568787,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749965641.591079,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749967986.334841,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749968565.2373939,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749968965.219689,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749968971.190753,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749991837.489808,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749992533.285178,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749994636.354903,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749995346.134712,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749995435.6117702,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749995978.225837,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749995983.1486301,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749996071.102773,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749996596.145002,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749996623.4869409,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749996641.322277,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749996823.301196,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1749997140.49789,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749997496.771884,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749997551.971091,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749997586.27637,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1749998493.026392,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750000560.82358,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750006724.873992,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750007923.882541,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750010261.949489,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750010565.0376968,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750010727.3614058,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750011241.374531,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750012323.452948,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750013389.4510021,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750014854.0673342,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750014962.284875,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750015266.961226,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750015348.845108,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750015933.1753402,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750017783.0055342,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750017818.504677,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750018065.118818,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750018386.476656,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750018601.443605,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750018948.087686,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750019375.030675,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750022331.898151,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750022368.396388,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750022412.984664,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750022486.850703,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750022597.390677,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750023018.413774,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750023210.7979689,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750023439.3514009,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750023695.3869781,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750024097.88264,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750024124.499762,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750024241.9028401,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750024341.0211,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750024535.418603,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750027808.000307,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750028104.7221642,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750030447.107907,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750031211.2917008,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750031225.861584,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750031404.674866,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750031644.775491,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750031818.296278,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750032862.439659,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750033088.432591,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750033275.533989,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750033378.5359669,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750033529.4710112,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750034924.8993611,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750035727.3869328,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750035856.0103788,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750036179.441636,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750036185.3347569,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750036596.849478,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750039882.658956,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750039890.50437,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750040359.513452,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750040443.131268,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750040651.362366,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750041901.6915522,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750042153.3116112,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750042733.9085522,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750043171.6334329,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750045113.8443608,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750076640.12823,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750076669.921232,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750077562.277612,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750079022.032034,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750079148.03004,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750079695.8255172,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750079822.9154649,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750080181.377763,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750080536.039998,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750099711.4796271,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750099815.247827,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750100005.661528,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750100879.228477,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750101946.795508,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750102335.33832,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750103204.613778,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750104608.678484,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750108094.396206,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750109578.15449,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750109584.7258701,openedApp,1.5,America/New_York,instagram,False
