isReIntervention,interventionType,app,resolution,timestamp,timezone,interventionDuration,purpose
False,breathingExercise,instagram,openedApp,1749725221.3537211,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1749727874.4507651,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749727898.569745,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749728579.8927689,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749746755.4374619,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749746775.503971,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749756760.343029,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1749769072.0502548,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749769084.706993,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749774093.078686,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749774473.6759071,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749774503.10892,America/Chicago,1.5,Message
False,breathingExercise,instagram,openedApp,1749774720.498108,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749775953.436376,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749776933.1731339,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749777365.396662,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749777778.245528,America/Chicago,1.5,Bored
False,breathingExercise,instagram,openedApp,1749778387.174077,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749779608.554899,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749779985.087534,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749779993.501655,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749780079.155068,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749780717.7100549,America/Chicago,1.5,Check likes
False,breathingExercise,tikTok,openedApp,1749781706.207059,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1749782231.088204,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1749782526.73554,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749783110.0705152,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1749783727.320586,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1749783736.052464,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749784402.7692862,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749784642.293818,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749784659.787653,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1749785104.017288,America/Chicago,1.5,Going Night Night 
False,breathingExercise,instagram,openedApp,1749807926.626579,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749812171.153298,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749812191.6854138,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749814177.9493,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749815392.95347,America/Chicago,1.5,Respond 
False,breathingExercise,instagram,dismissedAppOpening,1749840931.1487,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749843012.200026,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749843578.331451,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749843585.2292309,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1749862029.519919,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749862037.657789,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749862450.698635,America/Chicago,1.5,Check likes
False,breathingExercise,instagram,dismissedAppOpening,1749862643.437883,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749862645.443783,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749862670.062505,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749863927.533253,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749864087.514968,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749864157.508047,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1749864425.229003,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749864879.462407,America/Chicago,1.5,Search Info
False,breathingExercise,instagram,openedApp,1749865688.4759111,America/Chicago,1.5,Message
False,breathingExercise,instagram,dismissedAppOpening,1749866969.586052,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749867166.422768,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749867478.756476,America/Chicago,1.5,Check likes
False,breathingExercise,instagram,openedApp,1749868823.202173,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,dismissedAppOpening,1749869295.0507588,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1749869306.225554,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1749869733.2594938,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1749870240.968285,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1749874249.4852052,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1749874257.816976,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749877999.679554,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749878534.062149,America/Chicago,1.5,Respond 
False,breathingExercise,instagram,openedApp,1749878745.2009501,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1749897887.977041,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749900354.740098,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1749913282.31407,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749913333.24547,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749922185.040865,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749929859.1504831,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1749938771.301365,America/Chicago,1.5,Respond 
False,breathingExercise,instagram,openedApp,1749947260.622309,America/Chicago,1.5,Check likes
False,breathingExercise,instagram,openedApp,1749947977.404643,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1749948318.958219,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749948340.384738,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749948442.214172,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749949200.5948792,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749949607.183944,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749949814.764556,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749950820.89212,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749950860.870322,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749950873.3750582,America/Chicago,1.5,Search Info
False,breathingExercise,instagram,dismissedAppOpening,1749951163.4044008,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749952372.709221,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1749952512.912027,America/Chicago,1.5,Stalk crush
False,breathingExercise,instagram,dismissedAppOpening,1749952888.4176931,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1749952958.8597322,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1749952972.611627,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1749953704.9040499,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1749953902.101918,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1749954126.327083,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1749954253.987358,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749954525.7099571,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749955853.741119,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1749957966.127287,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1749959745.823001,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749982009.995057,America/Chicago,1.5,Respond 
False,breathingExercise,tikTok,openedApp,1749982409.3193998,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749993387.9718409,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1749993889.667099,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1749994099.8532848,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750001650.4079962,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750001823.528314,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750001875.697624,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750001935.068593,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750002411.5510778,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750002414.15667,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750002422.6385531,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750002927.240069,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750002978.487529,America/Chicago,1.5,
False,breathingExercise,tikTok,dismissedAppOpening,1750004468.078755,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750004484.739847,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750004871.193763,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750005703.97758,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750005978.407651,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750017287.661889,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750018612.627732,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750026700.85785,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750026931.135853,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750027157.058176,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750027657.037688,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750027973.331056,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750028043.96495,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750028905.957831,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750029388.7398648,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750029425.988492,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750029636.837415,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750030520.8825378,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750030573.4159908,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750031126.171407,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750032626.11103,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750033206.542959,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750033380.736391,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750033451.9527369,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750033615.699839,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750033684.967644,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750033873.497262,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750034247.94268,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750034542.562082,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750037155.7344089,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750037445.827056,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750037642.0068011,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1750038125.773144,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750039776.790715,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1750040121.6024442,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750040509.4123921,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750042009.315042,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750042839.2686481,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750043164.735033,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750071034.949697,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750084063.0507889,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750085962.854381,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750090460.519042,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750098158.342417,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750105866.45326,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750107157.442851,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750111212.860198,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750120514.7284498,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750121461.456514,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750124182.783517,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1750124261.7551742,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750124600.102481,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750124622.580972,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750125939.375922,America/Chicago,1.5,
False,breathingExercise,tikTok,dismissedAppOpening,1750125941.753129,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750125956.440351,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750130025.563682,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1750130900.564456,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750144861.59732,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750145480.146486,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750156834.5537791,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750166985.293641,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750185895.599413,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750186317.812079,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750186661.589085,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750187786.457942,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750194304.079308,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750205690.8276958,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750206166.838407,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750208282.922988,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750208290.771544,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750209671.614166,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1750209953.3847651,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750210664.5673351,America/Chicago,1.5,Stalk crush
False,breathingExercise,instagram,dismissedAppOpening,1750211040.920424,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750211048.163964,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750211308.134702,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750211312.3827128,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750212238.681422,America/Chicago,1.5,Post something
False,breathingExercise,instagram,openedApp,1750228562.948777,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750229728.5200129,America/Chicago,1.5,Stalk crush
False,breathingExercise,instagram,openedApp,1750243483.536053,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750243649.008401,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750244532.33546,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750246813.490028,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750247899.134389,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750254728.6535,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750257529.081239,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750257967.0186949,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750258271.781368,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750259793.284759,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750260008.069118,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750260016.462277,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750260018.033815,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750260092.3641229,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750260582.042848,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750260584.6144052,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750260589.248794,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750261140.328121,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750261378.056367,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750261411.1324282,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750262398.71506,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750262730.657459,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750263387.33651,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750263398.10285,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750265631.564152,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750269743.797395,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750270006.5828462,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750270203.8750482,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750270972.946398,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750271106.692411,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750272028.7351642,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750272164.117296,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750273251.223851,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750274524.171613,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750275528.990323,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750276592.9350061,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750278017.102874,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750278671.321683,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,dismissedAppOpening,1750278730.202458,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750278867.375019,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750278874.9694629,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750279615.058189,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750279758.246692,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750279952.792649,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750280159.869076,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750281673.2014441,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750282813.366144,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750282880.48252,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750283485.020005,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750287754.413729,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750287767.7261992,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750287976.375564,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750287984.804915,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750288006.550705,America/Chicago,1.5,Message
False,breathingExercise,instagram,openedApp,1750288207.150042,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750288403.0014238,America/Chicago,1.5,
False,breathingExercise,tikTok,dismissedAppOpening,1750288863.336555,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750288992.293452,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750289178.389355,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750289940.941143,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750292031.501635,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750293821.2154078,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750293828.622518,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750298108.00064,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750298125.711722,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750298213.480555,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750298471.966959,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750298786.396029,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750299547.879287,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750300176.1040711,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750300845.801522,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750301041.670111,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750301888.1719708,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750302555.7775211,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750302771.341514,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750303819.878068,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750303929.230672,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750304765.18672,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750308660.124673,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750339623.143775,America/Chicago,1.5,Entertainment
