timestamp,app,resolution,isReIntervention,interventionDuration,interventionType,timezone,purpose
1751996026.800953,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751996151.5574698,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751996309.907203,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751996424.481444,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751996681.742208,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751996761.6387181,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751996932.80096,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751997034.249044,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997038.9530969,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997056.950093,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997120.3646889,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997379.524081,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751997451.6416101,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751997563.7527099,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997585.081231,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751997612.4597301,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751997624.104547,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998054.390973,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751998315.031609,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751998496.651266,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998730.267952,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998732.691481,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998735.998061,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998980.941041,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751998987.031512,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999240.9539862,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999520.8764749,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999559.049142,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999587.12696,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999602.58317,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999698.865714,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999798.058519,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999826.465108,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1751999836.0816941,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1751999996.004922,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000051.201205,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000147.115618,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000202.575674,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000229.705243,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000236.613415,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000304.056804,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000354.66221,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000406.2275,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000439.2754688,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000472.506944,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000509.6698089,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000563.369995,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000673.699126,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000716.008522,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000744.22278,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752000820.105061,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000868.03353,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000884.057232,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000917.301652,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000920.027821,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752000950.395633,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752001014.133761,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752001107.0416288,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752001130.013663,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752001184.6435618,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752001211.056827,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752001225.8326368,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752001316.399838,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752001450.125557,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752001842.044591,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752001850.6100569,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752002388.810233,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752002405.0326881,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752002614.497898,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752002631.3443398,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752002894.037713,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752003142.326724,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752003583.289103,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752003590.701313,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752003704.985777,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752003993.495568,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752004056.299975,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752004895.759062,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752005136.124007,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752005361.591206,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752036727.970397,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752036925.589734,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752042985.791947,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752044479.943561,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752044956.273581,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752065364.7262259,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752065440.662801,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752069775.5476332,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752069818.059466,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752069921.2156138,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752077296.884418,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752077545.649932,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752077571.839491,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752077738.010566,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752077897.061383,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752082449.008102,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752086452.306294,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752086487.827921,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752086496.69199,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752087047.720403,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752088432.491253,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752089472.580816,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752090156.8577042,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752090179.212473,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752090191.527724,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752090245.042986,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752090289.1405401,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752092298.28098,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752092378.9656339,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752093225.473752,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752095833.059597,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752096556.459931,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752096593.93098,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752096827.909237,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752096842.1626,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752122295.4389849,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752122335.270958,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752122584.298775,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752122998.9266691,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752123041.874296,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752123332.9769058,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752123480.44115,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752124291.969173,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752125836.8545132,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752125860.989583,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752126707.406486,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752127023.3444262,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752127205.007838,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752130020.766752,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752130110.687398,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752130609.969038,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752131645.856921,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752145854.684009,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752152699.665598,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752152909.349238,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752153370.41519,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752154505.5901299,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752156104.490631,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Search Info
1752160583.024399,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752160761.4092999,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752160808.253436,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Search Info
1752162160.983347,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752163115.019577,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752167305.9168139,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752167327.085316,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752172078.821105,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752172086.6673489,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752173546.870234,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752184825.0054479,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752185939.1055288,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752189359.397239,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752195250.15113,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752195357.9790459,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752195531.426671,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752208999.301279,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752209285.7990298,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752209434.773584,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752209574.552773,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752210148.628525,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752210190.0967178,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752210750.3116899,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752211073.134156,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752211301.208925,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752211354.512429,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752211831.7228131,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752211914.256074,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752212111.578886,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752212530.793087,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752212588.151768,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Escape / Avoid
1752213133.9700131,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752215989.2941241,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752216062.0147328,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752216072.458888,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752216169.2756739,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752216625.483307,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752216632.2602282,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752216644.234272,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752216652.578335,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752216854.0158129,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752216906.885031,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Stay In the Loop
1752217928.880225,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752217991.80591,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752218403.805404,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752219300.308681,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752220201.4193091,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752220267.076985,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752221394.855463,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752221715.998921,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752222074.7445068,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752222192.857521,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752222203.110735,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752222337.593605,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752222550.8564,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752222557.836812,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752222592.582446,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752223441.277353,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752225364.629829,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752232730.737177,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752232773.689405,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752233755.3056111,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752234355.675602,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752234459.8114939,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752234518.7267342,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752234841.92309,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752237356.608479,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752237632.072814,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752237637.732442,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752240835.0957332,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752240904.387865,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752241641.720415,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752241815.937037,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752241821.197946,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752241939.394288,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752242032.676876,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752242355.141612,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752242430.323874,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752242451.363656,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752242477.925484,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752242853.1287751,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752243041.1735659,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752243169.22502,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752243214.825191,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752243332.580895,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752243587.4275331,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752243844.299123,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752244280.609477,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752244418.779438,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752244571.8438702,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752244589.219757,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752244734.8139071,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752244772.037941,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752249873.503169,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752253668.378849,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752253844.653668,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752257984.680152,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752257987.716742,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752258532.709012,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752258540.200029,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752259353.8902931,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752259383.785382,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752259387.4262419,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752259391.166594,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752260589.312922,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752261133.572623,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752262013.2827191,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752262878.2633982,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752263645.1536078,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752263768.1732059,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752263933.651151,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752264030.6355371,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752264509.4501572,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752265549.484801,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752266785.9018269,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752268888.882488,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752269236.826182,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752269522.4675841,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752269525.2306771,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752270260.911518,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752270840.379088,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271063.3384,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271065.3679152,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271068.141635,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271077.35366,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271084.991735,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752271553.5053282,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752271743.5553231,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752271922.310464,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752272054.0847502,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752272200.840043,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752272204.5814009,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
