interventionDuration,timezone,interventionType,timestamp,resolution,isReIntervention,app
1.5,Europe/Berlin,breathingExercise,1749997925.098983,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1749999206.704062,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750016844.536738,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750017923.9089432,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750022729.504955,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750023147.5533981,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750026277.4335132,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750030248.486532,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750032450.78175,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750054667.7564402,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750054709.5357451,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750078775.926763,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750094161.17633,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750103605.5813951,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750103897.967155,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750106322.865027,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750109578.786614,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750109670.8192291,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750113691.606442,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750114335.788694,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750137993.3058128,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750174775.315901,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750178797.567041,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750183431.895427,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750190895.957652,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750191025.849031,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750194693.019192,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750202223.95414,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750202230.785923,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750238101.2619119,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750238329.981838,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750258294.7502952,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750275512.013139,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750284472.6505651,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750291586.879259,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750292249.386204,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750292490.140969,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750294124.541116,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750323040.670419,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750323332.773459,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750328185.544619,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750340563.667506,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750343398.325011,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750345678.6064038,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750350737.536542,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750362992.684819,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750363354.530387,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750363975.749277,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750364047.628242,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750364094.1620789,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750378285.0951881,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750403597.466434,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750439096.220146,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750443013.624243,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750449904.668397,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750450481.368253,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750453612.626692,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750453951.0564752,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750454642.932987,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750455329.618556,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750461771.336989,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750462000.8393888,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750465406.014734,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750465578.687626,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750465677.695784,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750465701.523323,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750465790.639498,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750498303.7279348,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750504887.9383059,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750505708.8902988,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750505998.7755299,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750506888.391446,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750512209.049391,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750513589.25839,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750517270.398382,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750535815.206431,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750536351.112852,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750541546.102093,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750545260.771935,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750545641.998606,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750550688.4874392,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750551483.010262,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750552291.3040872,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750582279.3175821,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750591171.0812712,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750597213.980898,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750598191.55831,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750609274.911629,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750610228.564734,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750625644.0508099,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750627951.1249871,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750633257.2068071,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750634415.924833,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750637567.9997659,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750638455.725976,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750643012.368573,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750643279.427115,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750671695.008652,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750672827.918231,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750685061.873977,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750685434.463999,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750685511.042058,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750693049.52107,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750704633.787626,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750708962.0232081,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750711747.49268,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750714554.494491,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750714560.6560001,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750722942.4804811,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750723661.9751759,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750761093.657786,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750764505.146657,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750769819.638422,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750770041.1309118,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750779744.553211,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750781421.427568,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750800060.32733,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750803506.697307,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750811443.017006,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750842054.67316,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750851865.981938,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750861209.154513,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750866822.554051,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750875231.399782,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750875387.291692,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750875832.550822,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750876005.766989,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750883085.645177,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750883478.5885038,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750883625.649543,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750883741.2920098,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750884893.143923,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750887714.826253,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750894521.36055,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750898229.172934,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750898470.4656239,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750926988.382673,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750928514.95414,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750941739.7712731,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750941851.791245,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750969386.886619,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750970263.170634,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1750973151.048118,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1750980650.1596189,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751015725.214021,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751016249.172693,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751016506.442881,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1751016590.0411758,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1751023470.678574,dismissedAppOpening,False,instagram
1.5,Europe/Berlin,breathingExercise,1751024022.818465,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751024751.550706,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751029101.378897,openedApp,False,instagram
1.5,Europe/Berlin,breathingExercise,1751032646.7879062,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751072559.814093,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751078775.2789268,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751080004.849853,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751108564.2181978,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751112409.3672829,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751115461.382053,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751121017.044884,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751121399.207263,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751121548.223351,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751127564.58841,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751127662.751717,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751139885.910924,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751140076.060411,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751142169.6999722,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751142772.3303552,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751148007.7370028,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751152061.298123,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751152805.5825272,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751182349.03869,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751182385.866644,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751188759.639511,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751188926.2089,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751193610.5569,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751193728.368826,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751194757.652766,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751195245.959409,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751195302.564415,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751196183.174298,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751197272.592435,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751197594.4630961,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751198765.436727,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751203364.049142,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751204548.225698,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751206467.583736,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751207126.586035,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751212926.938283,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751213943.104641,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751214074.794493,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751214123.345646,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751214303.963964,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751215870.8385649,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751227177.4714398,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751233192.442395,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751235519.266124,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751235643.922227,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751236294.36322,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751236845.450458,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751237863.474324,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751238688.780194,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751262419.834044,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751266347.198543,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751270409.708984,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751271267.9191751,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751273270.34271,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751274441.565124,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751274550.344146,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751275447.291033,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751275471.958482,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751275918.170409,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751278203.8086162,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751278457.830099,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751280974.405489,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751281278.716506,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751282798.7529302,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751285334.2443771,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751285847.590128,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751285986.495271,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751286125.081081,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751286278.504708,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751287303.0233831,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751289883.298811,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751299581.130933,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751299972.6703548,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751300702.031094,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751306619.047669,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751308994.973731,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751315158.544283,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751315581.61199,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751317793.1556249,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751317890.1142159,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751325273.083465,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751325860.3542619,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751342069.395935,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751356858.275453,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751362593.118552,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751405021.535222,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751406082.341075,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751406839.137415,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751407738.781702,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751408910.8905702,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751410577.168706,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751412908.199516,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751451361.076756,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751451681.853364,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751452467.716579,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751453807.304865,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751456816.334224,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751490543.105788,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751492376.976027,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751500518.263379,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751501824.0973449,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751503781.060317,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751504786.6328669,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751505928.545466,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751506041.529241,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751506812.764575,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751536926.1043658,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751537385.983656,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751537505.4335818,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751538375.449789,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751538377.247209,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751542743.001004,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751547108.3225899,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751576648.296196,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751577277.726146,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751577499.4431338,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751578066.6296039,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751584019.0163589,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751585659.0614161,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751585986.2564058,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751587919.89647,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751619497.292314,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751620014.140778,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751626609.6846929,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751634619.268558,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751659278.138731,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751664574.278075,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751666209.220529,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751666371.2510772,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751666997.913832,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751667736.945216,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751671665.948946,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751678249.369184,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751704244.099753,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751708249.706969,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751709279.6339002,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751710358.167429,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751712097.1852121,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751712327.447161,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751718286.23422,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751718554.094269,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751719567.528802,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751719773.277763,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751731748.8462958,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751748342.317081,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751752042.1485949,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751753111.292628,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751753625.97931,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751758743.625413,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751787589.227092,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751787902.545227,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751794385.8095899,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751794802.518919,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751798263.260006,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751798439.479141,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751798716.01179,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751800868.097429,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751801281.277137,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751801886.9138498,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751802660.540978,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751803421.1312618,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751803565.069515,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751804039.325021,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751804826.2028642,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751806516.6098828,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751809795.9028668,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751809996.793459,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751810290.7293549,openedApp,False,instagram
