isReIntervention,app,timestamp,timezone,interventionDuration,interventionType,resolution
False,instagram,1752675536.077856,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752684188.300778,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752685456.0027351,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1752685558.467356,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752686747.6649098,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752687987.3613482,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752688078.273047,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752731330.4061441,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752763742.713568,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752765971.718943,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752766285.793462,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752766459.6919,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752766564.800909,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752766720.567927,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752767944.575846,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752781290.421859,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752782120.4580069,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752782408.080522,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752818109.5654368,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752826642.418898,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752826739.84977,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752827003.875705,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1752827011.732473,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752827036.678458,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1752827041.0222368,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1752827073.059927,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752827151.36554,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752827234.713458,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752842007.4717,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845187.8505821,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845297.44891,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845783.92153,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845814.557668,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845856.8728142,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752845902.5277019,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1752845985.797842,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846240.23371,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846414.752936,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846479.5807672,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846587.282044,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846628.966214,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752846677.073123,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752876255.980895,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752876341.686631,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752905675.651088,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752907144.702972,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752907944.216413,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752928017.6345859,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752940140.2817469,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752940304.3283129,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752943745.968035,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752990911.725218,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752991653.26349,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752992187.750966,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1752994127.123083,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1753004393.1785622,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753004471.998236,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753004589.087556,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753015170.1730309,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753015857.6729941,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753031633.123218,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753032104.466433,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753038906.5772219,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753039037.04804,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753116754.3959908,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753117174.918443,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753117265.326308,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753118877.453195,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753122065.913753,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753125256.932822,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753183856.241049,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753184057.022068,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753198531.276379,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753202650.824302,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753207654.437206,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753207877.645273,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753208046.7900639,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753208213.8151479,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753208986.475884,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753273682.144963,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753275264.200696,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753275448.332751,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753275762.882491,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753275888.314382,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753275910.5949779,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753276706.925072,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753276984.420617,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753279098.001256,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1753279104.623951,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753279265.631896,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753280074.469693,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753281370.6314402,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753281869.0697942,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753282142.838872,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753283464.6669788,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753284754.617982,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1753284792.0807781,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753288037.3622699,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753288632.29094,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753336615.232017,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753369580.2827048,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753371204.0227451,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753371775.339704,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753375636.335448,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753381647.829023,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753382127.337782,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753447121.783658,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753455379.859281,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753456025.952087,Europe/Berlin,1.5,breathingExercise,dismissedAppOpening
False,instagram,1753456709.101064,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753458093.780349,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753466109.933766,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753511347.8530679,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753513161.1288118,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753540975.5974178,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753541102.0178208,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753542875.757879,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753543244.920792,Europe/Berlin,1.5,breathingExercise,openedApp
False,instagram,1753597226.866132,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753597969.978653,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753601959.671313,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753615046.0679321,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753615381.698491,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753616491.2492108,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753617632.214651,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753628881.42624,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753629972.170515,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697024.4529018,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697111.750313,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697413.121715,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697481.921951,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697575.0584931,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697810.137488,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697875.173666,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753697973.434222,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753698054.6633592,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753709972.5634232,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753710404.95466,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753715883.776351,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753777143.814543,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753781348.6122298,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753783504.273346,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753783861.3598108,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753784109.678278,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753784243.031591,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753784350.625721,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753784541.665565,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753784909.908447,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753807089.421799,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753808164.441464,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753869886.784776,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753869956.860009,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870075.209285,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870314.150986,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870431.297224,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870495.571944,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870766.3081388,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753870980.612103,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753891406.157802,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753892176.300978,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753893743.698098,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753894427.0215778,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753935874.1922789,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956219.521184,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956362.630698,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956559.589398,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956621.075752,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956824.1676211,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753956873.577734,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753957076.586536,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753957514.9518151,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753957669.814899,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753985460.081357,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753985866.919626,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1753986318.1952739,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754047403.2583652,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754049597.695565,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754061690.926231,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754061768.212723,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754063819.271924,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754067419.546382,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754113589.212953,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754114889.394153,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754115760.879528,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754116832.33154,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754127397.4898682,Europe/Berlin,3.0,breathingExercise,dismissedAppOpening
False,instagram,1754127430.0033221,Europe/Berlin,3.0,breathingExercise,dismissedAppOpening
False,instagram,1754127615.3972812,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754127733.6207871,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754157593.001402,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754161600.857794,Europe/Berlin,3.0,breathingExercise,dismissedAppOpening
False,instagram,1754161610.604336,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754162574.569277,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754162865.445456,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754201191.217246,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754203179.844384,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754204519.460894,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754204768.577485,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754205533.2551122,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754206230.484346,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754206659.404886,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754207026.99546,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754208908.2865791,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754209392.085091,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754209910.080472,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754210267.72207,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754211153.863462,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754212747.467032,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754215514.640081,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754215556.448021,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754216668.425456,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754220146.811271,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754229415.539285,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754230243.28301,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754234133.904809,Europe/Berlin,3.0,breathingExercise,dismissedAppOpening
False,instagram,1754239760.407208,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754240149.30212,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754242696.130916,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754242765.243103,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754243053.2186298,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754243498.357699,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754243797.312701,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754301751.321327,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754301800.005461,Europe/Berlin,3.0,breathingExercise,dismissedAppOpening
False,instagram,1754302256.694878,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754302782.135972,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754302873.691327,Europe/Berlin,3.0,breathingExercise,openedApp
False,instagram,1754303060.091527,Europe/Berlin,3.0,breathingExercise,openedApp
