isReIntervention,app,interventionDuration,resolution,timestamp,interventionType,timezone
False,safari,1.5,openedApp,1751502884.046719,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751503365.9431539,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751503370.4352698,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751509201.0898871,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751510352.1604872,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751511060.153901,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751511255.543954,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751511735.571418,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751511856.3251781,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751511939.4792671,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751512051.853095,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751512411.7584429,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751512581.638667,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751547656.508816,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751547720.747432,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751568035.01788,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751568092.723876,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751568288.360509,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751568477.587352,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751569206.295124,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751569312.650042,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751569411.615984,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751569684.508594,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570110.500871,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570183.103016,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570416.1286259,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570459.70753,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570662.8360162,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751570871.503304,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751571391.418172,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751572380.813092,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751573162.603582,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751574914.3192558,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751575418.498682,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751575616.674048,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751575777.97116,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751576748.2053552,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751576989.907206,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751577123.522783,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751577145.694655,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751577695.855757,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751579760.8638291,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751582908.4964828,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751583514.500422,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751583763.270461,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751584118.166943,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751586895.3878388,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751604250.9047952,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751604882.01081,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751605416.520592,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751607178.092721,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751607514.501512,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751607620.086296,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751648337.648302,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751648635.555598,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751648861.575844,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751649524.676173,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751649570.307576,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751650270.112473,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751650689.474572,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751650765.66426,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751650870.7838268,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751651573.9346662,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751651675.6361961,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751651898.949832,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751651921.617944,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751652149.081637,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653029.807671,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653628.939297,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653669.27906,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653843.4612942,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653860.5872111,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751653963.132051,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654079.060574,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654206.397378,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654284.963402,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654390.839602,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654528.1187491,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751654605.418386,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751659079.5132298,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751659581.852268,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751660621.448677,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751660742.013012,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751660885.844135,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751660941.31925,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751661044.074007,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751662434.687825,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751662736.5717611,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751662860.781004,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751662981.41171,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751663103.321763,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751663224.848374,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751664164.3578172,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751664513.063602,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751664634.3323998,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751666047.424498,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751666697.634838,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751667259.980157,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751667275.29423,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751667401.050033,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751668947.4663382,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751669120.8035731,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751680627.615303,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751682649.7027268,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683071.708023,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683198.663673,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683281.795562,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683393.567343,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683518.459667,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683641.7992048,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683769.678419,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683851.3864698,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751683957.718195,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751684035.7287831,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751684140.402729,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751686323.116521,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751686652.487506,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751687523.878755,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751687627.948635,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751687826.446025,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751687946.7265291,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751690476.646878,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751691114.1804981,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751691235.827436,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751692712.125073,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751693101.9310741,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751694106.289264,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751694197.471673,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751724791.40385,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751724846.869636,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751726128.519298,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751726187.730361,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751743983.76972,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751744822.559095,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751779144.7109308,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751780818.926495,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751781047.289973,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751781198.0096622,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751781268.354704,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751781400.235311,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751781860.689223,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751808252.556909,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751808688.011267,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751809238.011179,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751809605.372908,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751809833.94067,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751809911.989839,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810199.3438501,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810400.790069,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810503.146243,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810520.049984,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810708.125658,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810753.332207,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810783.896189,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810861.38485,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751810897.2469501,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751811029.055373,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751811660.1143708,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751811741.1851249,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751813067.380321,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751813798.665554,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751814085.572373,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751814500.625523,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751814926.678722,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751814947.6476378,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815152.019424,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751815179.533051,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815393.801017,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815413.2210999,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815437.134975,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815487.0076509,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815500.99682,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815556.2221231,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815570.738342,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751815693.663526,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751816138.803235,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751816226.6772718,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751816382.249541,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751816457.021058,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751817237.4569921,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751819115.178314,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751819177.320284,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751819297.5030441,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751819699.1834989,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751820031.62809,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751820153.695277,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751820177.178059,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751820575.46286,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751820769.540684,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751821318.966061,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751822383.418138,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751822703.446022,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751824638.109151,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751825094.071157,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751825337.4438481,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751825862.164562,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751826978.487803,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751827393.979971,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751828168.7502131,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751829109.79418,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751844269.142451,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751899843.79264,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751899870.072067,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751900539.579375,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751900598.831509,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751907057.973563,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751908224.4709702,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751908982.2089639,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751909456.008594,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751909729.706159,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751910633.268256,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751925138.3275042,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751925452.700618,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751927265.537897,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751927980.4290729,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751927995.416559,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751928010.936253,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751928960.325942,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751929242.353692,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751929527.0873652,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751930718.2508821,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751930824.1089869,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751930958.377942,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751931087.710304,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751931215.581928,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751941042.148395,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751941528.8562431,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751942359.035991,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751942861.095526,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1751944198.664301,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751945110.982359,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751945766.994906,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751947946.368295,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751958728.31825,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751997113.661217,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751997317.393889,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751997404.473124,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751997458.818749,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751997945.488892,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751998813.371293,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751999094.370276,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751999456.033121,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1751999550.96962,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752000627.568074,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752000777.5002198,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752000850.1553988,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752000917.924892,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752002641.469908,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752004246.108643,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752006394.128768,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752015290.660118,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752015439.44474,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752015736.217101,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752015922.773057,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752034628.519639,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752034998.85849,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035122.170501,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035199.734268,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035306.593463,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035384.970879,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035748.853086,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752035890.237144,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1752038790.608142,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752038801.022052,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752038923.894709,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752039044.5262341,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752039123.129212,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752039770.4348512,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752039965.699456,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752040089.440815,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752040151.490779,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752040165.709649,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752040273.619753,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1752040531.0642009,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752076845.4436889,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752077023.790952,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752077378.380063,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752077602.694718,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752078814.55247,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752078876.3362389,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752079142.480897,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752079597.0984,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752080230.0095448,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752080333.625224,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752081564.512385,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752081642.766602,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752081718.4107928,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752081809.252357,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752081931.16441,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752082695.6813989,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752083205.3556929,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752083219.7240438,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752083868.746066,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752085423.85499,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752086121.143087,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752097526.633707,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098027.8671498,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098153.445008,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098277.4859018,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098357.717911,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098403.508527,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098494.78596,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098520.481526,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098859.158788,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752098936.701066,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752099025.333885,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752101482.0745258,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752101606.128514,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752107984.361958,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752108071.435756,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752108193.6619859,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752108271.4178371,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752110256.9043698,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752123435.7427669,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752131327.0713038,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752159763.6198158,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752159956.074404,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752160602.48061,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1752161358.490192,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752161366.643484,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752161408.0611448,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752161556.6508698,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752161630.158907,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752162223.975158,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752162845.76798,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752171277.747278,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752171336.3932,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752173250.214134,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752173660.419705,breathingExercise,America/Toronto
