isReIntervention,timestamp,interventionType,app,timezone,interventionDuration,resolution,purpose
False,1752348474.474513,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752350038.6178741,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752351548.267591,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752352186.48636,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752352967.780658,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1752353802.391233,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1752357086.3257241,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752382961.078876,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752385468.103568,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752385485.5672479,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752400856.494648,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752401413.2956119,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752401427.417635,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752405004.387496,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752405016.907984,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752405506.570425,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752405703.020173,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752405994.454877,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752406015.19681,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752406024.763904,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752407617.092381,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Mantente Informado
False,1752407835.783255,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752408250.975277,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752408254.632193,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752408257.63958,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752408306.800323,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752410032.296997,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752410041.5955749,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752411240.184416,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752413267.7303581,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752414730.065261,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752416063.109478,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752417152.510148,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752420143.32565,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752422357.328415,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752422366.832989,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752424643.875153,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425160.7690558,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425164.271669,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425167.362163,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425170.239969,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425178.250036,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425236.700148,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752425428.6553102,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752439029.244752,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752441639.994793,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752474658.773933,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752485223.5592752,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752485295.295296,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752485389.603136,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752486214.802324,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752486426.652793,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752496160.619585,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752499735.023972,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752499976.7056131,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752500381.313581,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752501630.137676,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752501982.921309,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752503097.8903751,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752508493.600229,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752508837.419716,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752508903.609098,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752508985.8853068,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752509613.803498,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752517277.814434,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752519923.0376039,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752520091.181446,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752520708.869022,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752522882.49701,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752522882.658776,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752523427.867152,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752534391.0277429,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752560209.6187181,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Mantente Informado
False,1752560528.830566,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Mantente Informado
False,1752561148.698497,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752565812.305173,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752566057.87669,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752566071.083764,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752566084.535495,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752566642.646881,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752566961.246572,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752566997.172711,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752569780.650867,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752570365.845953,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752570374.5429769,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752571650.7955,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752571688.313648,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752573874.2229428,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752574371.04493,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752575290.589184,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752575296.4724,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752575298.770999,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752579524.323165,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752580784.094491,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752582220.153932,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752582259.3401442,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752583020.790999,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752583237.429412,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752583361.996554,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752583480.0983849,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752585624.227868,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752587186.772026,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752587189.73839,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752587505.97455,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752588901.464246,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752589703.72582,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752591131.8886042,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752595853.50857,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752596136.1348472,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752596139.0633411,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752596142.2657309,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752596148.189786,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752596307.324157,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752596309.30656,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752597326.746306,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752597394.4040232,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752597986.032573,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752598087.341072,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752598243.537569,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752598718.989027,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752598731.56173,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752599955.821007,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,No puedo dormir
False,1752602321.752167,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752607495.582495,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752607706.568162,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752608317.133974,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752608331.078833,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752611319.241537,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752616132.5923429,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752647455.0745292,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752652811.755585,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752654440.555768,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752657196.457183,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752657277.730793,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752657281.9198399,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752658199.936675,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752658816.081645,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752659873.1487908,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752660251.47434,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752661912.298644,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752661914.3407311,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752662620.651414,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Buscar info
False,1752663132.651929,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752663374.227394,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752665733.702074,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752665746.171564,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752672458.155699,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752673515.397534,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676271.7370481,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676288.5066261,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676360.2995481,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676464.00224,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676942.152678,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676944.0850039,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676947.520835,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676949.9677281,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676961.575303,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676968.4138389,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676976.833885,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676987.031282,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752676990.196017,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752677405.135775,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752677418.64286,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752678717.292499,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752678998.956383,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752679099.374206,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752679408.6471848,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752679420.1729531,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752679520.432776,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752679673.0810618,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752679691.561599,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752681234.509198,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752681238.5018501,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752689979.221281,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752689982.260079,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752689985.71905,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752689995.1953812,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752691729.26829,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752694894.097029,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752695003.289229,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752695155.1765041,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752696258.7407851,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752696352.863297,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752697010.424109,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752697162.614707,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752697488.176869,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752697495.712364,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752697503.665434,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752697514.890335,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752697528.7111812,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752698804.12399,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752699323.8508449,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752701214.514958,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752701530.226172,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752701533.532093,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752701538.118906,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752701544.824644,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752701877.520668,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752701921.4542131,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752733306.9396281,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752735339.338912,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752736799.37816,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752738537.546066,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1752739452.397192,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752743997.381746,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752744347.683053,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752745132.099375,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752748317.352363,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752748867.951359,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752750728.69678,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752750737.966083,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752751247.714598,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752751483.611538,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752751487.095397,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752751834.6132321,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752752876.875545,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752753025.313925,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752753085.3139539,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752753196.957608,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752753215.983508,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752753540.167074,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752754312.2338362,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752754431.001847,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752758371.446011,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752759119.040122,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752760131.2417722,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752760468.127081,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752760481.716378,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752763076.035666,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752763090.273699,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752763476.501097,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752763914.201473,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752764045.375237,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752766674.87085,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752766949.0101352,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752766952.607648,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752768887.767964,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Buscar info
False,1752769831.662293,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752769962.173842,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752770100.936074,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752771324.008677,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752771554.732645,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752771596.451731,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752771674.684686,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752771692.470376,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752772093.98182,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752772098.039824,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752773854.066402,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752774421.242436,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752774489.5607262,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752775358.895875,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752776853.3064818,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752781047.676772,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752781918.0939322,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752783630.980699,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752786096.702944,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752786563.529633,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752787182.40678,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752820975.605299,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Relajarse
False,1752822101.339194,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752824920.322596,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Inodoro
False,1752830450.4540591,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752830587.642325,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752830952.601835,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752832505.907026,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752832745.490882,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752832946.527755,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752832957.462203,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Relajarse
False,1752833203.137053,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752833276.400639,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752834185.501595,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752835739.1702862,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752836098.895498,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752836155.339524,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752836567.419015,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752836679.311708,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752837713.8782492,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837725.5664248,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837732.984581,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837807.5827,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837811.6820521,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837821.6444201,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837828.7089481,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752837841.961031,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752838140.6498961,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752838207.8606582,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752838802.008358,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752839841.1737962,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752840058.5111609,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752840071.331716,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1752840595.5919728,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Publicar algo
False,1752841106.599561,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1752841695.1020951,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752842831.4784,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752843975.8324552,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752844107.202296,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752844621.350353,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752844631.969417,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752844635.963027,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1752844649.351924,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1752845584.548046,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
