timestamp,timezone,interventionType,isReIntervention,interventionDuration,app,resolution
1752347630.062169,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752536992.0642982,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752537281.682308,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752537407.390094,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752588606.221816,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752594479.2727718,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752594516.244629,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752599763.979312,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752599879.923739,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752600201.4453459,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752600510.317008,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752600525.956202,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752610230.594101,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752622677.548925,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752622759.97248,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752624980.403657,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752624997.660114,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752682060.3858042,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752683457.55779,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752683473.1453772,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752683595.619242,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752684234.7778301,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752684676.462638,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752684771.7208729,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752688424.4617171,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752705180.847711,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752705313.1929789,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752713752.542723,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752714106.5268779,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752721028.428215,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752721075.870533,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752721338.2058291,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752722075.239708,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752750990.1171489,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752752975.500644,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752764415.436483,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752767387.04424,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752805527.9903579,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752806554.147464,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752808320.8786268,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752808420.167231,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752809096.689602,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752810176.917088,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752810245.241735,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752849823.269747,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752851162.567418,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752851167.239708,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752851167.247163,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752851167.25333,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752851167.257739,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752864134.132938,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752865181.451386,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752896423.759978,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752897261.260058,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1752897284.798125,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752902268.424889,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752902347.834873,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752938206.252486,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752939965.098536,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752957732.599302,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752958083.1292272,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752959103.821223,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752967804.01145,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752968888.8670778,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752969092.292039,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752975018.938802,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752983086.804641,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1752983875.551053,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1753028094.436531,America/New_York,breathingExercise,False,6.0,tikTok,dismissedAppOpening
1753028141.477332,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1753028825.0632281,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
1753049460.947396,America/New_York,breathingExercise,False,6.0,tikTok,openedApp
