timezone,app,interventionType,timestamp,interventionDuration,isReIntervention,resolution,timeIntervalUntilReIntervention
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748653507.271662,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748653762.160203,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748653795.6563768,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748653831.342093,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748654143.999749,6.0,True,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748654129.7847629,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748654213.5530648,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748654887.614413,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748654893.245403,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748655007.765634,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748655018.075056,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748655301.330348,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748655311.640779,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748655314.6491961,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748658552.269067,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748693932.6263208,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748694026.673693,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748694050.172875,6.0,False,openedApp,120.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748694237.562533,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748694165.512527,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748694598.331876,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748695820.046577,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748695833.146225,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748697887.814759,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748697905.811053,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748697929.1462731,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748697930.740442,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748698069.142071,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748698181.48214,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748698271.6042771,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748708948.812817,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748709035.076864,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748709307.1566482,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748709310.923857,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748709324.392871,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748709347.104826,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748709360.951513,6.0,True,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711435.464154,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711462.3601851,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711635.779608,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711637.941642,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711641.3862119,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711668.253578,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748711670.476841,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748712222.320778,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748712276.681377,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748712438.714381,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748712461.4689898,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748712486.547123,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748722032.248507,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748726319.469547,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748722053.0203362,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748722101.450571,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748722122.7630439,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748726301.2467241,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748731265.269764,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748736878.323817,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748738184.849132,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748740184.736959,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748746378.844446,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748782198.601413,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748782903.32744,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748782971.6971998,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748783013.320716,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748786445.0994658,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748786513.7765079,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748786532.754706,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748786592.933515,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748786602.0036259,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748786654.509486,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748787018.561411,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748787057.913346,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748791200.728764,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748792287.1161199,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748792307.163832,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748796759.254107,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748818506.0025182,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748818537.748579,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748819716.574512,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748822339.0092568,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748822362.813991,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748831975.8166761,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748868598.062684,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748868612.841021,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748868913.2011042,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748868916.879189,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748869034.124716,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748869037.29525,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748869795.790111,6.0,False,dismissedAppOpening,
America/New_York,rappi,breathingExercise,1748869814.922419,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1748870015.4124131,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870152.7597132,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870430.6532989,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748870473.756432,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748870499.209302,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870510.737016,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870712.496999,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870861.891444,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748870728.749063,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748870929.143924,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871063.76093,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871066.1763601,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871067.86026,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871069.626128,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871195.3880239,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871276.699975,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871350.238391,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748871776.4752789,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874614.561934,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874619.512724,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874622.69413,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874648.6608129,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874827.8234181,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748874875.6141958,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748875019.6094751,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748875022.9381409,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748875043.643553,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748875135.340862,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748875155.080906,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1748875183.266303,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1748875252.4059172,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1748875434.974572,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748889443.73077,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748889735.444397,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890270.833105,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748889482.009964,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890517.933566,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890658.459619,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890660.129688,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890662.2151299,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890664.360238,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748890667.897445,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748905676.240323,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748905700.227704,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748907217.061141,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748908245.4070358,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748910828.566256,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748910896.1539512,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748910902.9852052,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748911876.0637012,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748911904.595891,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748913966.600635,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748914308.890263,6.0,False,openedApp,180.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748914360.330015,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748922198.6956282,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748960895.670677,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748961111.406388,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748960936.952826,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748961042.760601,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748961826.347536,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962269.028943,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962277.20668,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962307.5017729,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962361.767617,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962448.96181,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962535.688426,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962581.495585,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962605.905684,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962607.4901462,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962707.6521611,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962710.091742,6.0,False,dismissedAppOpening,
