timestamp,resolution,timezone,isReIntervention,app,interventionType,interventionDuration
1750663936.107456,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750664042.956718,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750664275.400151,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750664347.545697,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750664930.9953609,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750667262.542053,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750667475.368733,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750667652.558203,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750670297.263526,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750670876.1816769,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750670904.815506,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750670975.927902,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750671350.712033,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750672578.788315,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750673520.299594,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750674285.78261,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750675519.6422138,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750676178.453078,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750676462.5040898,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750676725.6533709,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750676781.573251,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750678439.811085,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750678441.310104,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750678600.803131,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750680140.557434,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750683829.213431,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750683849.069968,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750691344.623065,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750691381.853088,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750691565.452898,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750693502.295803,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750693521.095172,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695666.889482,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695759.142309,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750695779.4679809,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695781.404604,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695783.475672,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695785.946857,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695788.0272279,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695791.378001,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750695797.534155,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750697068.971915,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750702673.538692,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750702677.447319,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750703576.322857,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750703999.689503,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750710256.097136,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750710395.6359591,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750712573.585645,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750713027.391434,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750713867.259163,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750714129.472906,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750714511.913186,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750714516.823948,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750714760.396823,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750715319.621747,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750715403.9978142,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750715533.5990338,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750715535.295563,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750715881.5763202,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750715902.095646,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750716452.5092502,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750717038.177401,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750718391.055591,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750737507.75267,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750737556.219347,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750737568.0858521,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750737813.920125,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750738556.50033,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750738683.320002,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750739162.5371609,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750739606.1811628,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750739635.20755,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750742817.99631,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750743580.0836349,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750743644.419409,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750743671.771177,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750743673.50792,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750743679.4861212,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750743679.4885569,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750743701.2634559,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750747159.331476,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750752183.505696,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750754096.849401,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750754278.604888,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750756736.398756,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750757169.830359,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750760062.1562262,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750763352.734894,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750763700.58359,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750763742.592,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750764656.8503609,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750765578.557136,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750765668.132189,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750766464.600873,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750766490.3216782,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750766527.422258,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750768834.3497992,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750771180.362873,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750771437.8653731,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750771450.46376,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750771472.670498,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750772075.018049,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750772296.065967,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750778972.0737739,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750780010.529307,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750780073.708817,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750782428.774214,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750787253.17069,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750789885.034827,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750790251.806291,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750794865.940569,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750795484.7593951,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750795607.688066,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750795989.4072661,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750796112.309834,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750798458.798418,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750800347.880533,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750800466.046115,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750800832.30153,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750801967.03951,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750802120.862221,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750802127.3904119,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750802349.520536,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750802360.319385,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750802456.06566,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750803057.611553,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750805821.073003,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750805834.6585279,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750805860.132978,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750806830.94202,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750808017.745349,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750828539.951719,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750830158.427629,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750830655.2473922,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750834427.0531359,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750835037.791871,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750835602.318695,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750837201.754699,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750837226.563593,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750841369.0996299,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750842286.0991611,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750843592.672391,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750846361.547594,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750846571.480805,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750846614.9727302,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750846771.3134599,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750846794.009667,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750847019.265825,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750848332.551503,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750848755.77967,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750848780.204671,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750849517.183023,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750858063.88421,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750859864.489077,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750867955.858344,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750868168.4647179,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750869405.486885,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750873178.85913,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750873195.2687159,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750873397.5133162,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750877546.229368,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750877546.9388871,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750877626.658722,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750879464.547802,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750879842.339871,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750879873.435298,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750879877.482022,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750879879.0341969,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750880711.525978,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750880778.54358,dismissedAppOpening,Europe/Berlin,False,whastapp,breathingExercise,6
1750880796.420452,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750883970.626288,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750884076.879071,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750885139.472103,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
1750885298.589467,openedApp,Europe/Berlin,False,whastapp,breathingExercise,6
