app,timezone,timestamp,interventionDuration,interventionType,resolution,isReIntervention
instagram,Europe/Berlin,1749234999.217257,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749235016.470119,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749236721.788023,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749239666.018332,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749239715.4447088,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749239788.3551102,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749241477.230843,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749241495.335573,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749241874.5217419,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749282150.5003881,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749282635.2612429,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749282896.661821,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749288270.043586,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749290706.246063,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749290732.415372,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749290935.1872668,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749291139.937479,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749291602.9727778,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749292418.8693008,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749292445.50659,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749293693.520825,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749293926.336752,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749298435.165415,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749298462.324199,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749299515.629112,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749299831.5973248,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749301316.733498,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749301443.4559069,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749301650.583229,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749302265.940182,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749302268.891123,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749302612.624875,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749302975.01717,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749303414.868339,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749305284.93291,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749305658.241749,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749305674.2236419,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749306182.7013779,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749306505.380177,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749306508.242251,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749306513.717556,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749307867.413015,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749307895.562695,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749308636.953459,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749311296.3024569,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749311736.441688,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749311769.442996,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749311910.875145,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749315388.478643,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749315870.773799,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749315887.008768,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749327592.0077991,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749327607.602741,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749329957.6747131,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749334117.445399,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749334738.343577,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749334773.340338,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749334893.413477,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749335153.696642,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749335175.2596831,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749336792.5703769,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749336955.713395,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749336970.233438,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749337236.2484488,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749337308.231884,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749337310.982333,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749337419.564466,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749337452.88196,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749339452.004887,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749339558.423543,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749340763.092895,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749340782.982592,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749342083.722583,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Zurich,1749342591.372343,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749348950.521667,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749373608.26672,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749373735.646497,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749374320.891371,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749375564.6357641,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749375873.780333,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749376859.188559,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749377383.0890741,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749377562.2937078,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749378954.794548,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749379094.446594,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749379256.4556499,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749379309.932561,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749379585.5495338,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749384304.840619,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749384320.309019,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749384336.433659,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749384949.424025,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749385287.503364,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749385490.76585,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749386074.744174,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749386694.79816,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749387315.012552,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749387422.539349,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749388801.0699801,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749388814.912239,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749389328.7450938,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749389954.353441,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749390544.523752,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749391087.505892,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749391104.538395,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749391997.894445,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749394741.685361,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749394743.5167952,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749395107.1533918,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749396735.455528,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749397674.118431,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749397738.650805,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749397785.20105,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749398446.3285341,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749399514.76513,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749399562.4491901,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749402328.653576,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749402911.485884,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749402939.383249,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749403255.9699411,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749403513.151772,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749403515.21507,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749403856.129245,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749404355.644433,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749405093.042468,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749408502.121304,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749409194.210715,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749415394.8183,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749417120.698329,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749456648.6726398,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749456650.012484,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749456852.14178,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749458023.86525,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749458038.250967,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749458303.138081,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749465997.656616,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749469575.903377,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749477675.252522,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749481729.06959,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749482730.7847219,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749482777.629346,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749483519.201246,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749483578.4051871,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749483602.3962898,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749483673.650105,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749485079.1233459,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749486164.0005069,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749491171.051488,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749491206.403283,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749491227.3996348,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749491631.605986,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749491645.030457,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749492169.202503,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749492191.096292,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749492608.002408,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749492717.686985,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749492732.289695,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749492762.227583,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749493070.29885,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749493086.474705,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749496317.015295,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749496332.526124,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749498189.345172,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749498308.66818,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749498322.452999,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749498355.6088061,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749498462.896737,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749498472.581164,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749498801.069936,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749499817.142178,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749499834.825592,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749501867.04724,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749501870.286209,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749501884.044704,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749504008.4891648,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749504009.781956,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749540824.327138,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749541059.337285,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749541371.625311,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749542699.1115909,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749546035.5212932,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749546756.139935,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749547010.2468219,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749547025.480376,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749548464.764112,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749548483.2753692,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749548664.134325,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749548810.864114,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749548812.772246,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749549978.76264,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749549993.3661098,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749550509.876735,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749551156.8005729,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749551224.697845,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749557171.504482,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749557191.302876,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749558445.2537,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749558782.224306,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749559809.2159,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749559929.09336,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749560947.4099422,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749560949.6195931,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565053.6530619,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565069.0671248,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749565297.6770148,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565303.8766541,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565307.253395,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565309.142218,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565313.705535,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565459.93664,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749565482.119103,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749566082.4175692,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749566086.2118502,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749566114.373368,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749567425.4796162,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749567430.197527,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749567512.758239,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749567515.2157822,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749568281.7446709,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749568454.819785,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749568511.342032,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749599655.429563,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749599672.802448,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749599876.154105,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749620735.307312,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749620846.702479,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749620881.268611,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749620884.540093,6,breathingExercise,dismissedAppOpening,False
