interventionDuration,interventionType,timestamp,timezone,app,isReIntervention,resolution,timeIntervalUntilReIntervention
6,breathingExercise,1751024744.888447,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751026121.889612,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751027248.4299889,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751044841.860793,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751046329.147423,America/Chicago,instagram,False,openedApp,60.0
6,breathingExercise,1751047535.3023028,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751057441.186952,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751059210.723711,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751060739.635345,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751081597.1310558,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751083841.496655,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751088941.5702062,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751089199.438113,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751089527.136146,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751114936.017963,America/Chicago,instagram,False,openedApp,60.0
6,breathingExercise,1751115749.8294702,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751115769.833363,America/Chicago,instagram,False,openedApp,180.0
6,breathingExercise,1751118238.9051561,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751132698.767117,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751137123.450058,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751137148.5061011,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751137185.611825,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751137216.517035,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751137519.8069239,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751139974.7609,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751141117.483448,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751141407.04638,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751141627.438443,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751151429.0025802,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751152512.30969,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751153116.012136,America/Chicago,instagram,False,openedApp,180.0
6,breathingExercise,1751153478.362092,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751155299.325121,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751155707.520266,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751155726.6101131,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751156293.7669811,America/Chicago,instagram,False,openedApp,180.0
6,breathingExercise,1751157696.6044059,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751161900.508781,America/Chicago,instagram,False,openedApp,180.0
6,breathingExercise,1751164890.918499,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751165308.766187,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751194888.3201818,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751197967.710067,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751214674.066903,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751221381.921873,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751221428.02356,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751221471.8349,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751221651.7295089,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751221916.1899838,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751222418.649363,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751223416.837678,America/Chicago,instagram,False,openedApp,180.0
6,breathingExercise,1751224598.459875,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751224623.966487,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751232215.141231,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751232313.047556,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751234636.0651321,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751235086.233144,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751236431.241581,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751238076.482298,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751248452.7041368,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751252430.438339,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751283614.4890609,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751283942.185343,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751284526.822568,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751284563.044506,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751306978.42271,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751316234.149837,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751317952.8336902,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751320689.246283,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751326913.165566,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751327228.564214,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751328247.1047812,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751341244.38552,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751341578.0108008,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751368687.6485739,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751368746.002434,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751369084.456623,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751369264.810631,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751369648.821814,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751370169.666193,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751371880.950019,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751391899.5137281,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751392464.4091191,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751392734.619546,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751419942.600919,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751420265.570133,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751420601.11409,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751420926.949054,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751423538.073128,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751454077.256246,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751454425.899466,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751454487.5069299,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751454519.31216,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751457225.485863,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751459085.694766,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751459992.855612,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751461101.939223,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751461538.220906,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751462123.723309,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751467823.495795,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751468063.398902,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751468441.910608,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751468948.928498,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751469250.149106,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751473754.900845,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751473890.882122,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751476842.87038,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751477170.594026,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751477571.013838,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751481406.329519,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751484616.30296,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751489402.8189049,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751492399.731656,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751499484.202569,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751501811.860465,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751503731.9357018,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751504363.114501,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751504735.625957,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751505202.433745,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751507808.531909,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751508791.556466,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751509236.3803492,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751509558.5285969,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751511097.296287,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751541218.164319,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751541558.548403,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751541867.8735251,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751542761.74879,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751543070.092829,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751543536.405379,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751544908.793771,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751547677.1696591,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751549008.326658,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751549271.030195,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751549594.073046,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751549724.122497,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751551764.259056,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751556706.18381,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751556867.765398,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751562096.554047,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751565375.41261,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751582029.973979,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751583127.0750232,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751585852.775496,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751630598.618987,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751636450.8813581,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751636780.6639261,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751637910.762442,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751639870.2456641,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751640256.287652,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751640578.523356,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751642983.351479,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751645847.030792,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751646465.1265001,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751646916.841165,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751654064.752777,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751654194.0284228,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751656884.926035,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751659416.5559878,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751659854.8585172,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751661605.655277,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751661871.559058,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751662449.6135988,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751662756.067694,America/Chicago,tikTok,False,openedApp,180.0
6,breathingExercise,1751663977.5289822,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751668545.825103,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751668876.48856,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751669822.677748,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751674781.941062,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1751674822.5965772,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751678835.467685,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751679105.0433521,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751679315.29152,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751710002.54954,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751728496.3297482,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751746571.4919682,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751746900.040865,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751747062.826608,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751750907.259251,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751752521.534134,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751762119.756497,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751765897.265267,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751765946.4590259,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751765966.901741,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1751766046.5395741,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751767053.061036,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751817264.250372,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751818131.146569,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751830047.1606898,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751833375.411026,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751852529.154803,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751855651.319497,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751857889.14239,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751858213.908153,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751858220.207547,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751858248.75196,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751858467.2329268,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751886010.1964579,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751888216.847968,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751889122.486196,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751890175.879888,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751901523.905195,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751913824.732943,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751914112.507395,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751918389.329876,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751919985.211885,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751921300.802167,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751922814.5129828,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751923403.353479,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751925076.312423,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751925894.171204,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751926209.761901,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1751926277.429457,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751933966.089666,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751935469.365089,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751935539.167377,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751942804.4658608,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1751988172.727164,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751997165.9480228,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751997508.3749208,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1751997529.7540278,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1751997630.8349938,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752010768.789279,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752011334.2649121,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752013140.376301,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752014666.1328669,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752015336.5577168,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752018110.47154,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752021366.569308,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752021620.015876,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752022066.499702,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752022133.727901,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752022463.450551,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752026504.8093739,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752028668.058754,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752028987.815314,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752030250.6382709,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752062434.9896622,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752063149.701064,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752096011.203189,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752096144.294095,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752107609.0329828,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752113223.3853002,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752117847.0971432,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752117961.570015,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752144725.4092,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752145050.5285501,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752145396.880968,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752173132.571657,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752173546.5243711,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752174201.1465302,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752174567.6508288,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752185145.104701,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752201091.2518501,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752202822.18372,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1752203405.916376,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752204130.7030292,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752232580.494505,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752234876.73075,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752235763.940835,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752235919.1284819,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752236045.899293,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752255690.889039,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752256107.871264,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752256437.9702759,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752275640.6179209,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752288865.705596,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752290783.994309,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752322913.737102,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752323122.765136,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752323454.9244251,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752323773.063408,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752324088.78708,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752324415.655227,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752330107.9834008,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752330418.4067159,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752331909.738323,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752332214.151091,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752338466.201134,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752345648.005069,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752346090.157028,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752348908.438191,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752374417.6104121,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752376852.366932,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752376981.397911,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752377151.3161988,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752409000.9721742,America/Chicago,instagram,False,openedApp,300.0
