interventionType,interventionDuration,timezone,resolution,purpose,isReIntervention,timestamp,app
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750931511.5165749,chrome
breathingExercise,6,Europe/London,openedApp,Message,False,1750931619.955364,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750934210.005526,gmail
breathingExercise,6,Europe/London,openedApp,Message,False,1750934229.4103122,gmail
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750934693.476177,gmail
breathingExercise,6,Europe/London,openedApp,Message,False,1750937961.956946,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750942611.211695,chrome
breathingExercise,6,Europe/London,openedApp,Message,False,1750943525.1338081,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750943710.322369,chrome
breathingExercise,6,Europe/London,openedApp,Message,False,1750944284.28574,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750944834.978156,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1750944940.786571,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1750945191.485549,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750945417.786464,amazon
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750948186.315922,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750949514.574212,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750954258.744086,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750954793.678835,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1750962504.224952,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750962666.6673021,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750962669.53621,twitter
breathingExercise,6,Europe/London,openedApp,Search Info,False,1750962763.19332,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750962850.894421,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750962875.603647,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750962891.534474,safari
breathingExercise,6,Europe/London,openedApp,Search Info,False,1750963439.1193728,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750966511.526546,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750972859.202059,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750972869.17943,safari
breathingExercise,6,Europe/London,openedApp,Message,False,1750972910.556318,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750973605.462842,chrome
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1750973608.232687,twitter
breathingExercise,6,Europe/London,openedApp,Search Info,False,1750973653.005032,chrome
breathingExercise,6,Europe/London,openedApp,Message,False,1750973884.6444678,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751010289.674213,chrome
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751023581.979714,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1751025704.029708,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751031256.401294,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1751031388.206342,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751031894.706759,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751107523.2427,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751116070.301062,twitter
breathingExercise,6,Europe/London,openedApp,Message,False,1751124765.7256188,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751125339.8336759,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751148134.086444,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751169058.0238729,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751175047.180616,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751175566.5484061,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751176445.416216,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751192031.77057,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1751192874.672396,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751195228.744323,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751195849.615809,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751195976.548409,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751197420.327023,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1751198313.491826,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751201422.928273,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751202486.212301,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751208323.738169,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751212821.726609,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751213456.913224,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751214286.966831,safari
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1751214354.377136,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1751214561.178164,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1751215055.795199,twitter
breathingExercise,6,Europe/Paris,openedApp,Stay In the Loop,False,1751217751.31217,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751223336.169114,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751223378.994551,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751225302.4560409,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751226082.305798,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751226488.2408562,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751226719.23694,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751227050.1345658,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751227401.5004148,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751227450.875411,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751227497.860553,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751228091.8765578,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751228471.047876,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751228631.1237888,amazon
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751228701.7979,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751233293.358568,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751233373.985756,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751265732.862854,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751267727.001415,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751268561.829468,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751270847.75496,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751271385.807327,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751278995.1990318,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751295171.7337642,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751302838.059122,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751307205.7428641,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751307945.984569,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751307982.1461282,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751315214.289154,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751350029.501923,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751360449.090374,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751372086.326467,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751372673.971067,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751372767.249868,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751372829.584149,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751373066.958714,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751373229.3181229,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751376821.60178,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751377276.256326,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751395487.367828,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751397346.4537911,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751397362.19296,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751397855.356103,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751398656.634862,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751441932.249539,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751442040.25672,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751445045.154341,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751445366.826483,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751447214.8429542,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751450740.556415,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751450744.112037,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751470595.0192451,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751477209.890801,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751486086.632395,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751538595.2443829,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751538947.029397,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751547992.27487,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751552573.556021,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751566163.810049,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751576710.015717,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751576821.218195,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751577822.616407,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751577837.626807,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751578735.012599,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751578779.2947679,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751604758.8119202,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751604785.093334,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751609330.5293798,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751609995.034054,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751610092.365861,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751616040.391012,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751619134.008244,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751620100.5537438,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751623515.9823508,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751645096.942517,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751650622.780733,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751656150.737709,amazon
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751658625.6201549,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751662739.285568,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751662968.077561,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751705751.076332,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751711735.6453571,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751718545.8035588,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751728418.239102,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751730776.9713578,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751731996.375555,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751732016.645102,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751732532.0955,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751736324.507948,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751742926.907638,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751796844.006771,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751800329.348114,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751802455.622178,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751806438.402132,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751806881.946306,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751823725.1188002,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751823789.166593,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751823914.308953,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751824111.462174,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751826435.1771169,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751874336.554861,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751874954.506331,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751876535.539794,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751889724.400847,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751891728.694645,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751891816.933183,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751895708.633616,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751895730.083737,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751904639.047751,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1751913915.783039,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1751922489.3124719,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752003905.861844,amazon
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752017832.688139,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752017851.138719,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752018939.8313642,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752041145.51562,safari
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752076257.139996,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752076670.587776,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752082800.3744159,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752122928.529505,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752128345.020465,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752171069.354865,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752172070.065983,safari
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752172174.2488809,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752221952.753718,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752236631.6435351,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752238249.2135382,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752248019.997781,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752248813.289211,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752249168.1370292,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752269563.703968,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752270224.123993,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752270272.4224958,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752271120.4385982,safari
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752271505.4176378,safari
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752271615.746327,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752306404.150847,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752327685.740622,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752328395.235179,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752332446.7533689,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752333168.832574,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752333176.2744951,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752342182.286808,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752357009.978056,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752357378.450684,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752358641.523283,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752360787.005464,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752394903.244389,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752395525.088017,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752408311.3651361,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752416303.586004,safari
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752417902.078775,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752418485.99669,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752420138.182935,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752420365.120172,amazon
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752425544.150364,safari
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752426475.163128,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752427697.646353,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752429445.029984,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752431209.556514,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752437194.9253712,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752437807.9697251,twitter
breathingExercise,6,Europe/Lisbon,openedApp,Stay In the Loop,False,1752440137.172765,amazon
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752483354.221138,twitter
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752497454.15268,safari
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752498587.164215,safari
breathingExercise,6,Europe/Lisbon,dismissedAppOpening,,False,1752498592.533317,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752504776.7073379,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752509284.370256,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752512866.164664,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752520802.321461,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752521049.558603,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752525917.123203,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752559331.911731,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752566044.779797,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752582793.242875,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752583536.831296,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752597292.611589,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752597747.842449,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752598170.4381452,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752598225.326256,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752600115.073779,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752603298.841865,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752606082.24644,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752606811.328971,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752607715.548458,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752608218.6810741,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752610083.5950851,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752614036.020656,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752648356.9277902,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752648372.00634,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752649630.51188,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752683969.699819,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752684071.1756968,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752686322.625294,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1752686625.133469,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752700672.496259,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752755238.052799,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752758873.614001,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752779916.814991,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752784348.540134,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752784620.265527,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752823330.949606,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752829758.875365,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752833211.475267,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752833812.129643,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752837758.863102,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752860227.543088,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752863116.516938,amazon
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752877396.592433,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752878387.265254,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752878394.4313002,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752919485.956919,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752944851.306663,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752947175.292799,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752947424.70171,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752947511.397167,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752947912.4482598,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752948481.69311,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752949153.090893,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1752952683.0324888,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753011371.193088,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753016783.577221,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753017213.9420261,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753018112.153707,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753024724.259249,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753030992.9414492,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753031293.212173,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753031712.991955,twitter
