interventionDuration,interventionType,timestamp,app,isReIntervention,timezone,resolution,timeIntervalUntilReIntervention
6,breathingExercise,1753507403.779849,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753507684.77204,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753541229.522925,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753557832.966444,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753560416.9878669,instagram,False,America/Chicago,openedApp,480.0
6,breathingExercise,1753566499.9149652,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753567062.157079,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753568262.4967031,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1753569181.089818,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1753576896.5737119,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753584166.555953,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753584826.268749,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1753584849.8255138,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753628666.20053,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753638401.582654,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753645697.3984199,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753646436.144773,instagram,False,America/Chicago,openedApp,300.0
6,breathingExercise,1753648936.1897721,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753650486.982388,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1753661065.2742891,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753663823.558842,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753671147.6731858,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753671312.538912,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753734837.575764,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753735761.808882,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1753736155.754153,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753738233.16204,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753738356.431649,instagram,False,America/Chicago,openedApp,840.0
6,breathingExercise,1753743523.728962,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1753743548.7528648,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753750629.999959,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753754656.189931,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1753754688.963591,instagram,False,America/Chicago,openedApp,480.0
6,breathingExercise,1753799133.120678,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753827144.507667,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753828397.6580858,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753829758.4806042,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753831731.209426,instagram,False,America/Chicago,openedApp,360.0
6,breathingExercise,1753832116.240478,instagram,True,America/Chicago,openedApp,480.0
6,breathingExercise,1753832609.191956,instagram,True,America/Chicago,openedApp,420.0
6,breathingExercise,1753887217.3072991,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753901852.461097,instagram,False,America/Chicago,openedApp,300.0
6,breathingExercise,1753907834.7458591,instagram,False,America/Chicago,openedApp,240.0
6,breathingExercise,1753908083.17494,instagram,True,America/Chicago,dismissedAppOpening,
6,breathingExercise,1753910761.824372,instagram,False,America/Chicago,openedApp,300.0
6,breathingExercise,1753912890.494453,instagram,False,America/Chicago,openedApp,360.0
6,breathingExercise,1753913269.781907,instagram,True,America/Chicago,openedApp,480.0
6,breathingExercise,1753917911.1970758,instagram,False,America/Chicago,openedApp,420.0
6,breathingExercise,1753921307.4875278,instagram,False,America/Chicago,openedApp,300.0
6,breathingExercise,1753932307.3197598,instagram,False,America/Chicago,openedApp,360.0
6,breathingExercise,1753932686.187259,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1753933646.737251,instagram,True,America/Chicago,openedApp,300.0
6,breathingExercise,1753985197.560291,instagram,False,America/Chicago,openedApp,420.0
6,breathingExercise,1753985642.228907,instagram,True,America/Chicago,openedApp,480.0
6,breathingExercise,1753989679.0148768,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1753992184.96403,instagram,False,America/Chicago,openedApp,540.0
6,breathingExercise,1753992753.4753618,instagram,True,America/Chicago,openedApp,540.0
6,breathingExercise,1753993326.5764031,instagram,True,America/Chicago,openedApp,120.0
6,breathingExercise,1753994772.368699,instagram,False,America/Chicago,openedApp,540.0
6,breathingExercise,1753994872.771821,instagram,False,America/Chicago,openedApp,540.0
6,breathingExercise,1753995434.938916,instagram,True,America/Chicago,openedApp,540.0
6,breathingExercise,1754013750.695565,instagram,False,America/Chicago,openedApp,420.0
6,breathingExercise,1754014199.003566,instagram,True,America/Chicago,openedApp,300.0
6,breathingExercise,1754014506.619168,instagram,True,America/Chicago,openedApp,360.0
6,breathingExercise,1754022012.6521192,instagram,False,America/Chicago,openedApp,600.0
6,breathingExercise,1754081309.62836,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754082314.037356,instagram,False,America/Chicago,openedApp,180.0
6,breathingExercise,1754086403.883784,instagram,False,America/Chicago,openedApp,360.0
6,breathingExercise,1754087492.382431,instagram,False,America/Chicago,openedApp,480.0
6,breathingExercise,1754087989.0207329,instagram,True,America/Chicago,openedApp,420.0
6,breathingExercise,1754088428.254068,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754090145.63518,instagram,False,America/Chicago,openedApp,540.0
6,breathingExercise,1754090707.834741,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754091625.093996,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754094352.087414,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754097768.422233,instagram,False,America/Chicago,openedApp,600.0
6,breathingExercise,1754098815.177154,instagram,False,America/Chicago,openedApp,660.0
6,breathingExercise,1754110041.5836139,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1754110065.636056,instagram,False,America/Chicago,openedApp,660.0
6,breathingExercise,1754110841.591813,instagram,True,America/Chicago,openedApp,360.0
6,breathingExercise,1754146319.674782,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754161516.5898619,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1754161537.5417361,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754195337.8822498,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754198044.3766851,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754198279.156848,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1754198298.706789,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754199183.278916,instagram,False,America/Chicago,openedApp,660.0
6,breathingExercise,1754230251.972241,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754236859.6792789,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754239691.819727,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754255197.908677,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754255263.960124,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754255862.1020808,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1754256915.767201,instagram,False,America/Chicago,dismissedAppOpening,
6,breathingExercise,1754256988.325204,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754258627.369992,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754259676.9391608,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754260593.1108441,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754261509.016407,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754265173.232269,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754266571.118654,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754268194.6440501,instagram,False,America/Chicago,openedApp,900.0
6,breathingExercise,1754269116.2528691,instagram,True,America/Chicago,openedApp,900.0
6,breathingExercise,1754271483.710355,instagram,False,America/Chicago,openedApp,900.0
