interventionDuration,resolution,interventionType,timestamp,timezone,isReIntervention,app
6,dismissedAppOpening,breathingExercise,1750314750.72439,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750314777.08709,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750315035.3533869,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750315968.670917,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750317333.443421,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750318331.643139,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750320599.5846782,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750320801.7087278,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750321602.245719,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750325578.624749,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750332781.388999,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750338699.153983,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750338828.252492,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750339322.045624,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750342879.8075361,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750348927.983965,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750349455.798583,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750382403.112232,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750393723.814221,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750393839.9380221,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750401299.851315,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750412377.214,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750415710.463533,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750418273.062621,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750420347.838455,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750423616.7072449,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750423755.274218,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750427767.0981889,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750428649.402174,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750428837.776274,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750432441.3458018,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750470710.7802029,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750470929.0507932,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750472030.215102,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750477298.281728,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750477778.9662309,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750484470.548568,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750485727.045268,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750486105.168384,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750502577.948021,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750510683.1230369,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750519504.983012,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750519551.850024,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750521610.367697,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750524019.2480989,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750569711.324856,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750576078.72932,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750576095.407013,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750576735.019919,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750577019.620404,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750578893.867282,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750609804.032649,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750642042.652276,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750674658.3938398,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750680582.0537,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750681267.873342,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750683754.973738,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750695601.3197799,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750751378.129984,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750754873.438503,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750761387.244148,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750762489.458358,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750762870.464717,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750776868.6552281,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750776883.580802,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750816130.354899,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750817535.189125,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750818781.534532,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750826826.1040459,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750836085.390977,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750839571.042264,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750847430.447682,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750866054.4353461,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1750866148.784388,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750866190.499614,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750866871.79666,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750904392.120916,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750917367.585511,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750918313.619276,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750918327.537776,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1750930549.89811,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750930576.514635,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750940384.379386,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750950803.77983,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750958637.250884,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1750995838.722986,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1750995968.552721,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751029025.0156279,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751038881.736053,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751040343.485612,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751041671.176157,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751045704.619996,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751101526.9857001,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751107321.8439322,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751109325.70449,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751111051.893625,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751112998.3966951,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751116670.716466,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751118137.380605,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751120707.421399,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751120732.477052,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751159120.656052,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751185192.739852,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751189999.0778708,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751190699.265256,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751191073.056318,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751193025.771099,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751194846.595263,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751196756.1720119,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751212036.808145,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751243100.827773,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751261444.023714,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751261942.120498,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751263395.136976,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751271177.9152489,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751271567.485132,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751271992.473156,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751272118.1802468,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751273591.742095,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751290277.149045,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751356282.058644,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751364947.241945,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751365838.3395262,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751382786.733437,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751423289.166842,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751448548.449257,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751463674.328357,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751511849.681738,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751514708.778613,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751526270.136962,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751528398.9969969,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751540277.292875,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751541034.5646648,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751541101.295752,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751541118.723219,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751542180.547381,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751547266.099411,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751552927.49961,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751564523.045912,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751589632.810436,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751612637.41482,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751643484.479165,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751643613.105976,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751644254.029059,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751779393.538288,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751785970.234786,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751787905.027822,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751789069.707158,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751789532.219188,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751851304.8629122,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751851512.872806,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751851575.311367,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751853163.0800319,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751859393.099294,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751861780.9366999,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751874807.561153,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751875035.638216,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751875052.277392,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751875240.6050959,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751931781.299757,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1751933600.4876652,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1751935830.48736,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751936039.956135,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751944317.112265,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751944477.1647549,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751944543.619553,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751945683.142282,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751945809.577169,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751946018.933282,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751961986.907763,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1751965802.389606,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751986721.4151912,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1751990356.1265821,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752067555.5461001,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752070549.6230268,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752080430.4488978,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752080492.085541,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752126682.3572822,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752126703.8870568,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752128971.479471,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752129027.1209679,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752136114.646868,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752136270.436285,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752136273.4390821,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752136371.044976,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752136810.122643,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752136811.773289,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752136825.915138,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752137066.098242,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752151283.732223,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752165028.4424071,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752199603.394538,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752200055.153051,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752218286.826355,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752220415.866677,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752224937.2497191,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752226917.587594,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752226934.834155,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752227185.3850389,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752231950.410781,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752233684.2797,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752248233.137146,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752249155.959974,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752256744.509624,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752259038.91336,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752259633.345368,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752292089.2001019,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752304543.134074,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752342331.57427,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752342360.6774402,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752373251.25016,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752395303.254918,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752396884.796002,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752426976.466655,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752427602.197016,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752464063.833465,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752464206.934629,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752465338.344184,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752465570.4514089,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752474342.8814569,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752476147.144752,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752491013.4730558,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752501253.197905,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752502186.444447,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752502642.112986,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752502671.372126,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752502694.468029,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752509083.995889,Asia/Kuala_Lumpur,False,instagram
6,openedApp,breathingExercise,1752511317.6345081,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752565497.797282,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752566202.185371,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752569585.184545,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752571665.908081,Asia/Kuala_Lumpur,False,youtube
6,dismissedAppOpening,breathingExercise,1752571673.2132611,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752571689.98741,Asia/Kuala_Lumpur,False,youtube
6,openedApp,breathingExercise,1752575305.514282,Asia/Kuala_Lumpur,False,instagram
6,dismissedAppOpening,breathingExercise,1752589978.374053,Asia/Kuala_Lumpur,False,youtube
