timestamp,resolution,interventionType,isReIntervention,timezone,interventionDuration,app,purpose
1752179921.394207,closedApp,,False,Europe/Madrid,,instagram,
1752179959.324667,closedApp,,False,Europe/Madrid,,instagram,
1752179983.2661328,closedApp,,False,Europe/Madrid,,instagram,
1752181229.480149,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752182862.452467,closedApp,,False,Europe/Madrid,,youtube,
1752206729.982691,closedApp,,False,Europe/Madrid,,youtube,
1752212063.8519359,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752212078.214041,closedApp,,False,Europe/Madrid,,instagram,
1752212126.638525,closedApp,,False,Europe/Madrid,,instagram,
1752213326.245428,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752213378.8681579,closedApp,,False,Europe/Madrid,,instagram,
1752213426.835777,closedApp,,False,Europe/Madrid,,instagram,
1752213572.1711621,closedApp,,False,Europe/Madrid,,instagram,
1752213596.362886,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752215269.453953,closedApp,,False,Europe/Madrid,,youtube,
1752216138.337404,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752216462.1081371,closedApp,,False,Europe/Madrid,,instagram,
1752217584.31395,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752218876.582484,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752218945.014114,closedApp,,False,Europe/Madrid,,instagram,
1752219477.6489701,closedApp,,False,Europe/Madrid,,instagram,
1752219762.2342381,closedApp,,False,Europe/Madrid,,instagram,
1752220815.8961911,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752221260.290403,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752221270.882813,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752221297.4529018,closedApp,,False,Europe/Madrid,,instagram,
1752221649.643077,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752222541.601692,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752222567.361793,closedApp,,False,Europe/Madrid,,instagram,
1752222778.493006,closedApp,,False,Europe/Madrid,,instagram,
1752223136.51398,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752223256.9015741,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752223732.348603,closedApp,,False,Europe/Madrid,,instagram,
1752224103.8357449,closedApp,,False,Europe/Madrid,,instagram,
1752225517.328442,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752225542.291456,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752226137.010659,closedApp,,False,Europe/Madrid,,instagram,
1752227068.656166,closedApp,,False,Europe/Madrid,,instagram,
1752229883.717679,closedApp,,False,Europe/Madrid,,instagram,
1752230614.030906,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752230730.613004,closedApp,,False,Europe/Madrid,,youtube,
1752231039.8189769,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752231102.449209,closedApp,,False,Europe/Madrid,,instagram,
1752231922.718567,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752231925.321083,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752231961.960732,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752232983.073277,closedApp,,False,Europe/Madrid,,youtube,
1752233008.681674,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752233348.215471,closedApp,,False,Europe/Madrid,,instagram,
1752234590.7253509,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752234734.7361012,closedApp,,False,Europe/Madrid,,instagram,
1752236481.3380709,closedApp,,False,Europe/Madrid,,instagram,
1752236962.8029718,closedApp,,False,Europe/Madrid,,instagram,
1752239848.67762,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752240064.763685,closedApp,,False,Europe/Madrid,,instagram,
1752240352.9438848,closedApp,,False,Europe/Madrid,,instagram,
1752240420.286808,closedApp,,False,Europe/Madrid,,instagram,
1752240861.943507,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752240870.85922,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1752241377.952416,closedApp,,False,Europe/Madrid,,instagram,
1752241555.086616,closedApp,,False,Europe/Madrid,,instagram,
1752242002.935416,closedApp,,False,Europe/Madrid,,instagram,
1752246814.0537639,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752247138.804388,closedApp,,False,Europe/Madrid,,instagram,
1752247469.098433,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752247562.109828,closedApp,,False,Europe/Madrid,,instagram,
1752247663.6734319,closedApp,,False,Europe/Madrid,,instagram,
1752248035.592157,closedApp,,False,Europe/Madrid,,instagram,
1752248121.872371,closedApp,,False,Europe/Madrid,,instagram,
1752248626.9127312,closedApp,,False,Europe/Madrid,,instagram,
1752249444.883003,closedApp,,False,Europe/Madrid,,instagram,
1752249532.678512,closedApp,,False,Europe/Madrid,,instagram,
1752250641.950458,closedApp,,False,Europe/Madrid,,instagram,
1752250738.117834,closedApp,,False,Europe/Madrid,,instagram,
1752251213.829873,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1752251474.3509011,closedApp,,False,Europe/Madrid,,instagram,
1752251664.483191,closedApp,,False,Europe/Madrid,,instagram,
1752252060.093461,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Relajarse
1752252353.362608,closedApp,,False,Europe/Madrid,,youtube,
1752252840.668608,closedApp,,False,Europe/Madrid,,youtube,
1752253082.1961,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752253209.753499,closedApp,,False,Europe/Madrid,,instagram,
1752253263.6113229,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752253497.2667909,closedApp,,False,Europe/Madrid,,youtube,
1752254095.7082438,closedApp,,False,Europe/Madrid,,youtube,
1752254113.554768,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752254538.592823,closedApp,,False,Europe/Madrid,,instagram,
1752254703.446136,closedApp,,False,Europe/Madrid,,instagram,
1752254718.439258,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Relajarse
1752255041.658231,closedApp,,False,Europe/Madrid,,youtube,
1752255045.078762,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752255717.995301,closedApp,,False,Europe/Madrid,,youtube,
1752255761.757873,closedApp,,False,Europe/Madrid,,youtube,
1752255930.568653,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752256699.275477,closedApp,,False,Europe/Madrid,,instagram,
1752256742.826704,closedApp,,False,Europe/Madrid,,instagram,
1752257912.543416,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752258020.4485579,closedApp,,False,Europe/Madrid,,instagram,
1752258181.614758,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Obsesionarse con un crush
1752258953.829935,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752259096.6340508,closedApp,,False,Europe/Madrid,,instagram,
1752259230.406999,closedApp,,False,Europe/Madrid,,instagram,
1752260616.200906,closedApp,,False,Europe/Madrid,,instagram,
1752261626.031616,closedApp,,False,Europe/Madrid,,instagram,
1752263395.157244,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752263488.819944,closedApp,,False,Europe/Madrid,,instagram,
1752263597.856227,closedApp,,False,Europe/Madrid,,instagram,
1752266802.7243772,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752266855.997922,closedApp,,False,Europe/Madrid,,instagram,
1752267257.668987,closedApp,,False,Europe/Madrid,,instagram,
1752267473.397511,closedApp,,False,Europe/Madrid,,instagram,
1752267672.789051,closedApp,,False,Europe/Madrid,,instagram,
1752268376.97719,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752273033.6606941,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752276550.5830421,closedApp,,False,Europe/Madrid,,instagram,
1752280707.037774,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752281397.5031161,closedApp,,False,Europe/Madrid,,instagram,
1752313259.9264898,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1752313882.71172,closedApp,,False,Europe/Madrid,,youtube,
1752314015.823828,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752314951.53896,closedApp,,False,Europe/Madrid,,instagram,
1752315047.569662,closedApp,,False,Europe/Madrid,,instagram,
1752315485.753862,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752316737.5066729,closedApp,,False,Europe/Madrid,,instagram,
1752317305.707603,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1752318195.187288,closedApp,,False,Europe/Madrid,,instagram,
1752318246.1585321,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1752318835.5017471,closedApp,,False,Europe/Madrid,,youtube,
1752318849.912445,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752319140.365076,closedApp,,False,Europe/Madrid,,instagram,
1752319315.509449,closedApp,,False,Europe/Madrid,,instagram,
1752330063.6011128,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752330097.51952,closedApp,,False,Europe/Madrid,,instagram,
1752331434.603879,closedApp,,False,Europe/Madrid,,instagram,
1752331776.637562,closedApp,,False,Europe/Madrid,,instagram,
1752331818.604972,closedApp,,False,Europe/Madrid,,instagram,
1752332615.026775,closedApp,,False,Europe/Madrid,,instagram,
1752333034.72547,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752333208.8435369,closedApp,,False,Europe/Madrid,,youtube,
1752333221.053628,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752333456.7040281,closedApp,,False,Europe/Madrid,,instagram,
1752334033.339229,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752334448.593308,closedApp,,False,Europe/Madrid,,instagram,
1752334758.758548,closedApp,,False,Europe/Madrid,,instagram,
1752334837.404132,closedApp,,False,Europe/Madrid,,instagram,
1752335310.44102,closedApp,,False,Europe/Madrid,,instagram,
1752335443.86266,closedApp,,False,Europe/Madrid,,instagram,
1752344449.815526,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752344454.451442,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752344468.5020928,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752344507.307971,closedApp,,False,Europe/Madrid,,instagram,
1752344952.028376,closedApp,,False,Europe/Madrid,,instagram,
1752345033.983052,closedApp,,False,Europe/Madrid,,instagram,
1752353334.41368,closedApp,,False,Europe/Madrid,,instagram,
1752355268.1221972,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752359954.695613,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Buscar info
1752359975.679913,closedApp,,False,Europe/Madrid,,youtube,
1752360294.726365,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752360312.805192,closedApp,,False,Europe/Madrid,,instagram,
1752361020.4237518,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752372814.077859,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752403617.514884,closedApp,,False,Europe/Madrid,,instagram,
1752404995.047625,closedApp,,False,Europe/Madrid,,instagram,
1752405455.5784569,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752405480.637039,closedApp,,False,Europe/Madrid,,instagram,
1752405589.426636,closedApp,,False,Europe/Madrid,,instagram,
1752405598.855027,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1752406720.439192,closedApp,,False,Europe/Madrid,,youtube,
1752406897.703681,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752406948.163934,closedApp,,False,Europe/Madrid,,instagram,
1752408292.989408,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752408558.22347,closedApp,,False,Europe/Madrid,,instagram,
1752408568.6905022,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752409297.579156,closedApp,,False,Europe/Madrid,,youtube,
1752409322.849516,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1752409367.993812,closedApp,,False,Europe/Madrid,,instagram,
1752411279.01901,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1752411453.910008,closedApp,,False,Europe/Madrid,,instagram,
1752416046.027214,closedApp,,False,Europe/Madrid,,instagram,
1752417175.292392,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752417187.657627,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Relajarse
1752418290.425888,closedApp,,False,Europe/Madrid,,youtube,
1752419055.521281,closedApp,,False,Europe/Madrid,,youtube,
1752419538.8054981,closedApp,,False,Europe/Madrid,,youtube,
1752420115.8948212,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1752422321.95557,closedApp,,False,Europe/Madrid,,instagram,
1752422430.172216,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752422702.581701,closedApp,,False,Europe/Madrid,,youtube,
1752422904.426982,closedApp,,False,Europe/Madrid,,youtube,
1752422951.987494,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752424465.902022,closedApp,,False,Europe/Madrid,,instagram,
1752424531.644462,closedApp,,False,Europe/Madrid,,instagram,
1752429193.9920359,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752429724.439538,closedApp,,False,Europe/Madrid,,instagram,
1752432778.277971,closedApp,,False,Europe/Madrid,,instagram,
1752434215.366296,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752434252.138483,closedApp,,False,Europe/Madrid,,instagram,
1752435437.6697311,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752435487.383075,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1752435527.08118,closedApp,,False,Europe/Madrid,,instagram,
1752435539.148932,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Obsesionarse con un crush
1752436177.404886,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752435739.3820438,closedApp,,False,Europe/Madrid,,youtube,
1752436426.0123959,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Inodoro
1752436556.021626,closedApp,,False,Europe/Madrid,,youtube,
1752437562.710593,closedApp,,False,Europe/Madrid,,youtube,
1752438910.082356,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752439058.521848,closedApp,,False,Europe/Madrid,,instagram,
1752439079.525096,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752439081.1552072,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752439109.196167,closedApp,,False,Europe/Madrid,,instagram,
1752443001.560545,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1752443091.1175652,closedApp,,False,Europe/Madrid,,instagram,
1752443198.9867191,closedApp,,False,Europe/Madrid,,instagram,
1752443224.947809,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752443241.394473,closedApp,,False,Europe/Madrid,,youtube,
1752443409.730653,closedApp,,False,Europe/Madrid,,youtube,
1752444103.311636,closedApp,,False,Europe/Madrid,,youtube,
1752446808.333148,closedApp,,False,Europe/Madrid,,youtube,
1752473242.739293,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752473691.482255,closedApp,,False,Europe/Madrid,,instagram,
1752473703.3574781,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Obsesionarse con un crush
1752473877.557555,closedApp,,False,Europe/Madrid,,youtube,
1752474853.530456,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1752476049.965141,closedApp,,False,Europe/Madrid,,instagram,
1752477089.940741,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752477518.6895108,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752478189.104042,closedApp,,False,Europe/Madrid,,youtube,
1752478202.343536,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752479130.17387,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752478279.330937,closedApp,,False,Europe/Madrid,,instagram,
1752479121.843447,closedApp,,False,Europe/Madrid,,instagram,
1752479165.9137511,closedApp,,False,Europe/Madrid,,instagram,
1752479996.817636,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752480353.855116,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752480941.326064,closedApp,,False,Europe/Madrid,,instagram,
1752481626.510306,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1752481628.715193,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752482347.035215,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752482423.754216,closedApp,,False,Europe/Madrid,,instagram,
1752484206.220499,closedApp,,False,Europe/Madrid,,instagram,
1752485144.8860059,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752485352.7350302,closedApp,,False,Europe/Madrid,,instagram,
1752485599.817982,closedApp,,False,Europe/Madrid,,instagram,
1752485738.6902208,closedApp,,False,Europe/Madrid,,instagram,
1752486696.428937,closedApp,,False,Europe/Madrid,,instagram,
1752488933.952116,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752489107.4562879,closedApp,,False,Europe/Madrid,,instagram,
1752489146.2757092,closedApp,,False,Europe/Madrid,,instagram,
1752490657.611158,closedApp,,False,Europe/Madrid,,instagram,
1752490667.747607,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Obsesionarse con un crush
1752491722.831112,closedApp,,False,Europe/Madrid,,youtube,
1752493030.917293,closedApp,,False,Europe/Madrid,,youtube,
1752493184.65221,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1752494768.951806,closedApp,,False,Europe/Madrid,,instagram,
1752495014.7312899,closedApp,,False,Europe/Madrid,,instagram,
1752495636.129818,closedApp,,False,Europe/Madrid,,instagram,
1752495993.132043,closedApp,,False,Europe/Madrid,,instagram,
1752497539.734127,openedApp,breathingExercise,False,Europe/Madrid,6.0,youtube,Obsesionarse con un crush
1752498374.6167312,closedApp,,False,Europe/Madrid,,youtube,
1752502815.45086,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752504070.381304,closedApp,,False,Europe/Madrid,,instagram,
1752504877.053488,closedApp,,False,Europe/Madrid,,instagram,
1752505252.913743,closedApp,,False,Europe/Madrid,,instagram,
1752505441.276585,closedApp,,False,Europe/Madrid,,instagram,
1752506458.442831,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752507026.531873,closedApp,,False,Europe/Madrid,,instagram,
1752508571.092327,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752508889.997473,closedApp,,False,Europe/Madrid,,instagram,
1752510794.711299,closedApp,,False,Europe/Madrid,,instagram,
1752513157.532949,closedApp,,False,Europe/Madrid,,instagram,
1752513530.6080751,closedApp,,False,Europe/Madrid,,instagram,
1752514809.6306782,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,instagram,
1752514835.217592,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752514864.727236,closedApp,,False,Europe/Madrid,,instagram,
1752515187.020292,closedApp,,False,Europe/Madrid,,instagram,
1752518604.990063,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752518945.547147,closedApp,,False,Europe/Madrid,,instagram,
1752519821.9623852,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752520626.46046,closedApp,,False,Europe/Madrid,,instagram,
1752521016.928868,closedApp,,False,Europe/Madrid,,instagram,
1752521579.123454,closedApp,,False,Europe/Madrid,,instagram,
1752523012.2932081,closedApp,,False,Europe/Madrid,,instagram,
1752523057.0889869,openedApp,breathingExercise,False,Europe/Madrid,6.0,youtube,Entretenimiento
1752525695.048897,closedApp,,False,Europe/Madrid,,youtube,
1752527838.468085,closedApp,,False,Europe/Madrid,,youtube,
1752528084.039973,closedApp,,False,Europe/Madrid,,youtube,
1752531265.125653,closedApp,,False,Europe/Madrid,,youtube,
1752557435.259179,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752557504.284199,closedApp,,False,Europe/Madrid,,instagram,
1752557632.228699,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,youtube,
1752558370.125093,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,instagram,
1752558384.6021008,openedApp,breathingExercise,False,Europe/Madrid,6.0,youtube,Entretenimiento
1752559351.344002,closedApp,,False,Europe/Madrid,,youtube,
1752559948.825615,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752560985.0156941,closedApp,,False,Europe/Madrid,,instagram,
1752562773.2487478,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752563520.7777839,closedApp,,False,Europe/Madrid,,instagram,
1752563849.213441,closedApp,,False,Europe/Madrid,,instagram,
1752563879.747459,closedApp,,False,Europe/Madrid,,instagram,
1752565187.884635,closedApp,,False,Europe/Madrid,,instagram,
1752565316.981363,closedApp,,False,Europe/Madrid,,instagram,
1752565771.0668,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,instagram,
1752569984.637378,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752570059.809609,closedApp,,False,Europe/Madrid,,instagram,
1752570149.7397552,closedApp,,False,Europe/Madrid,,instagram,
1752572050.231408,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Mensaje
1752572082.313545,closedApp,,False,Europe/Madrid,,instagram,
1752572946.763941,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752572995.659945,closedApp,,False,Europe/Madrid,,instagram,
1752574137.196121,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752574321.4562712,closedApp,,False,Europe/Madrid,,instagram,
1752576938.8547401,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752576960.403266,closedApp,,False,Europe/Madrid,,instagram,
1752577029.2553911,closedApp,,False,Europe/Madrid,,instagram,
1752582432.8788009,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752582448.408766,closedApp,,False,Europe/Madrid,,instagram,
1752587268.646734,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,instagram,
1752592346.589618,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752592397.075891,closedApp,,False,Europe/Madrid,,instagram,
1752592657.241818,closedApp,,False,Europe/Madrid,,instagram,
1752595639.5043201,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752595702.615598,closedApp,,False,Europe/Madrid,,instagram,
1752596252.610378,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Mensaje
1752596675.066731,dismissedAppOpening,breathingExercise,False,Europe/Madrid,6.0,instagram,
1752597534.2176828,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752597580.75453,closedApp,,False,Europe/Madrid,,instagram,
1752598377.316112,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752598515.934651,closedApp,,False,Europe/Madrid,,instagram,
1752598928.56267,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752598974.795924,closedApp,,False,Europe/Madrid,,instagram,
1752599852.2294888,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752599874.574384,closedApp,,False,Europe/Madrid,,instagram,
1752600128.699318,closedApp,,False,Europe/Madrid,,instagram,
1752600229.001298,closedApp,,False,Europe/Madrid,,instagram,
1752600353.702477,closedApp,,False,Europe/Madrid,,instagram,
1752600383.422495,closedApp,,False,Europe/Madrid,,instagram,
1752600414.181428,closedApp,,False,Europe/Madrid,,instagram,
1752600494.557106,closedApp,,False,Europe/Madrid,,instagram,
1752600588.752994,closedApp,,False,Europe/Madrid,,instagram,
1752601015.013345,closedApp,,False,Europe/Madrid,,instagram,
1752601370.004883,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752602036.519207,closedApp,,False,Europe/Madrid,,instagram,
1752602570.6130772,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752602685.599994,closedApp,,False,Europe/Madrid,,instagram,
1752602791.183259,closedApp,,False,Europe/Madrid,,instagram,
1752603428.764971,openedApp,breathingExercise,False,Europe/Madrid,6.0,youtube,Obsesionarse con un crush
1752603549.0923882,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752604059.961149,closedApp,,False,Europe/Madrid,,instagram,
1752605502.8302588,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752605805.587512,closedApp,,False,Europe/Madrid,,instagram,
1752606720.83971,closedApp,,False,Europe/Madrid,,instagram,
1752606760.5462708,closedApp,,False,Europe/Madrid,,instagram,
1752607725.098314,closedApp,,False,Europe/Madrid,,instagram,
1752608097.0039968,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Obsesionarse con un crush
1752608221.582652,closedApp,,False,Europe/Madrid,,instagram,
1752608608.803215,closedApp,,False,Europe/Madrid,,instagram,
1752608662.608993,closedApp,,False,Europe/Madrid,,instagram,
1752608825.6110148,closedApp,,False,Europe/Madrid,,instagram,
1752608882.894463,closedApp,,False,Europe/Madrid,,instagram,
1752609217.282551,closedApp,,False,Europe/Madrid,,instagram,
1752609323.250112,closedApp,,False,Europe/Madrid,,instagram,
1752609400.609669,closedApp,,False,Europe/Madrid,,instagram,
1752612035.702958,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752612213.5223699,closedApp,,False,Europe/Madrid,,instagram,
1752612302.143241,closedApp,,False,Europe/Madrid,,instagram,
1752612338.119101,closedApp,,False,Europe/Madrid,,instagram,
1752612377.932366,closedApp,,False,Europe/Madrid,,instagram,
1752612897.148654,openedApp,breathingExercise,False,Europe/Madrid,6.0,youtube,Entretenimiento
1752614920.9711661,closedApp,,False,Europe/Madrid,,youtube,
1752615228.822108,closedApp,,False,Europe/Madrid,,youtube,
1752619081.004345,closedApp,,False,Europe/Madrid,,youtube,
1752619478.8265362,openedApp,breathingExercise,False,Europe/Madrid,6.0,instagram,Entretenimiento
1752619498.6711059,closedApp,,False,Europe/Madrid,,instagram,
