isReIntervention,timezone,timestamp,interventionType,interventionDuration,resolution,app
False,America/New_York,1750021984.349337,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750022872.80073,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750023051.135721,,,closedApp,instagram
False,America/New_York,1750023513.753724,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750026200.839583,,,closedApp,instagram
False,America/New_York,1750026257.657497,,,closedApp,instagram
False,America/New_York,1750026953.510891,,,closedApp,instagram
False,America/New_York,1750042337.160252,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750044150.606113,,,closedApp,instagram
False,America/New_York,1750045497.9547858,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750045607.611378,,,closedApp,instagram
False,America/New_York,1750045843.5167642,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750048633.961021,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750075401.732096,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750075448.104706,,,closedApp,instagram
False,America/New_York,1750077222.6752028,,,closedApp,instagram
False,America/New_York,1750078203.169024,,,closedApp,instagram
False,America/New_York,1750080098.4548001,,,closedApp,instagram
False,America/New_York,1750080554.8778272,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750080608.426302,,,closedApp,instagram
False,America/New_York,1750090580.581365,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750090619.295166,,,closedApp,instagram
False,America/New_York,1750090683.552477,,,closedApp,instagram
False,America/New_York,1750091596.76747,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750092023.979168,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750092797.914205,,,closedApp,instagram
False,America/New_York,1750094101.924779,,,closedApp,instagram
False,America/New_York,1750094554.106824,,,closedApp,instagram
False,America/New_York,1750100788.6268249,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750100938.4564219,,,closedApp,instagram
False,America/New_York,1750109048.9418101,,,closedApp,instagram
False,America/New_York,1750110172.844399,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750110787.7163239,,,closedApp,instagram
False,America/New_York,1750113042.038663,,,closedApp,instagram
False,America/New_York,1750113569.945053,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750113573.4915671,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750118463.8235722,breathingExercise,3.0,dismissedAppOpening,tikTok
False,America/New_York,1750118472.351156,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750118535.66076,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750118544.642369,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750118593.717051,,,closedApp,instagram
False,America/New_York,1750119244.417135,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750119319.9096088,,,closedApp,instagram
False,America/New_York,1750119514.907463,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750119909.5613232,,,closedApp,instagram
False,America/New_York,1750121906.657902,,,closedApp,instagram
False,America/New_York,1750123299.9739041,,,closedApp,instagram
False,America/New_York,1750126900.44566,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750127607.770625,,,closedApp,instagram
False,America/New_York,1750127947.7685199,,,closedApp,instagram
False,America/New_York,1750128834.284759,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750129589.155813,,,closedApp,instagram
False,America/New_York,1750131562.857034,breathingExercise,3.0,dismissedAppOpening,tikTok
False,America/New_York,1750134027.018856,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750134107.614719,,,closedApp,instagram
False,America/New_York,1750134278.676725,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750134464.70054,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750134681.429696,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750134901.7503638,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750135498.77181,,,closedApp,tikTok
False,America/New_York,1750137160.7186499,,,closedApp,tikTok
False,America/New_York,1750137271.154659,breathingExercise,3.0,dismissedAppOpening,tikTok
False,America/New_York,1750137303.077326,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750137447.4815211,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750137842.25754,,,closedApp,tikTok
False,America/New_York,1750138807.881984,,,closedApp,tikTok
False,America/New_York,1750143990.5263839,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750144052.580452,,,closedApp,tikTok
False,America/New_York,1750144148.4292622,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750144555.617361,,,closedApp,tikTok
False,America/New_York,1750160598.051955,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750160878.2498589,,,closedApp,instagram
False,America/New_York,1750161377.4370918,,,closedApp,instagram
False,America/New_York,1750161934.8070989,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750162838.781375,,,closedApp,instagram
False,America/New_York,1750163421.41427,,,closedApp,instagram
False,America/New_York,1750164752.850728,,,closedApp,instagram
False,America/New_York,1750169340.5199451,,,closedApp,instagram
False,America/New_York,1750171473.33224,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750171489.865711,,,closedApp,instagram
False,America/New_York,1750173201.097393,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750173772.479168,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750173790.6798282,,,closedApp,instagram
False,America/New_York,1750183516.453191,,,closedApp,instagram
False,America/New_York,1750183632.586056,,,closedApp,instagram
False,America/New_York,1750183800.038495,,,closedApp,instagram
False,America/New_York,1750189030.054068,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750189265.571475,,,closedApp,instagram
False,America/New_York,1750189340.961831,,,closedApp,instagram
False,America/New_York,1750190643.107789,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750190661.594032,,,closedApp,instagram
False,America/New_York,1750192696.184898,,,closedApp,instagram
False,America/New_York,1750195165.34196,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750195332.094476,,,closedApp,instagram
False,America/New_York,1750196323.149857,,,closedApp,instagram
False,America/New_York,1750196717.409062,,,closedApp,instagram
False,America/New_York,1750196950.104121,,,closedApp,instagram
False,America/New_York,1750197341.586622,,,closedApp,instagram
False,America/New_York,1750199078.1154761,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750199353.885717,,,closedApp,instagram
False,America/New_York,1750200351.866303,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750206316.879276,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750206600.4597359,,,closedApp,instagram
False,America/New_York,1750206687.8122249,,,closedApp,instagram
False,America/New_York,1750207245.884241,,,closedApp,instagram
False,America/New_York,1750207361.685481,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750207414.34448,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750207469.899524,,,closedApp,instagram
False,America/New_York,1750207846.867795,,,closedApp,instagram
False,America/New_York,1750208414.2867079,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750212667.846918,,,closedApp,instagram
False,America/New_York,1750213239.072139,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750213345.073821,,,closedApp,tikTok
False,America/New_York,1750213431.46773,,,closedApp,tikTok
False,America/New_York,1750214231.28659,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750214332.992024,,,closedApp,tikTok
False,America/New_York,1750214502.634687,breathingExercise,3.0,dismissedAppOpening,tikTok
False,America/New_York,1750257861.380981,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750258020.930509,,,closedApp,instagram
False,America/New_York,1750264547.443729,,,closedApp,instagram
False,America/New_York,1750264636.404056,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750264644.593522,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750264871.312506,,,closedApp,instagram
False,America/New_York,1750265621.8677058,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750267168.354285,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750267499.093909,,,closedApp,instagram
False,America/New_York,1750271803.792018,,,closedApp,instagram
False,America/New_York,1750272712.195323,,,closedApp,instagram
False,America/New_York,1750273539.591429,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750273599.360496,,,closedApp,instagram
False,America/New_York,1750274974.963674,,,closedApp,instagram
False,America/New_York,1750275196.8456511,,,closedApp,instagram
False,America/New_York,1750275682.9187841,,,closedApp,instagram
False,America/New_York,1750275799.962709,,,closedApp,instagram
False,America/New_York,1750276286.555881,,,closedApp,instagram
False,America/New_York,1750276898.152142,,,closedApp,instagram
False,America/New_York,1750277166.580861,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750277836.941997,,,closedApp,instagram
False,America/New_York,1750278551.934303,,,closedApp,instagram
False,America/New_York,1750279227.173572,,,closedApp,instagram
False,America/New_York,1750279267.3026052,,,closedApp,instagram
False,America/New_York,1750279400.151459,,,closedApp,instagram
False,America/New_York,1750279555.693141,,,closedApp,instagram
False,America/New_York,1750279957.6746101,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750281039.008537,,,closedApp,instagram
False,America/New_York,1750281118.7487779,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750281314.72153,,,closedApp,instagram
False,America/New_York,1750281397.78889,,,closedApp,instagram
False,America/New_York,1750284503.4082,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750285154.859963,,,closedApp,instagram
False,America/New_York,1750286469.544225,,,closedApp,instagram
False,America/New_York,1750291949.0468931,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750302958.931792,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750303073.1883469,,,closedApp,instagram
False,America/New_York,1750305050.2197819,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750305218.58816,,,closedApp,instagram
False,America/New_York,1750305659.9606109,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750305845.4892058,,,closedApp,instagram
False,America/New_York,1750311766.0216188,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750312507.631031,,,closedApp,instagram
False,America/New_York,1750314407.475527,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750315753.3956451,,,closedApp,instagram
False,America/New_York,1750340028.112124,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750340553.0759702,,,closedApp,instagram
False,America/New_York,1750341080.881314,,,closedApp,instagram
False,America/New_York,1750341756.049666,,,closedApp,instagram
False,America/New_York,1750343184.401789,,,closedApp,instagram
False,America/New_York,1750343228.659318,,,closedApp,instagram
False,America/New_York,1750343294.829977,,,closedApp,instagram
False,America/New_York,1750343358.782189,,,closedApp,instagram
False,America/New_York,1750343418.374315,,,closedApp,instagram
False,America/New_York,1750343575.632606,,,closedApp,instagram
False,America/New_York,1750343887.101172,,,closedApp,instagram
False,America/New_York,1750343929.384618,,,closedApp,instagram
False,America/New_York,1750344225.6790528,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750344255.80026,,,closedApp,instagram
False,America/New_York,1750344302.817741,,,closedApp,instagram
False,America/New_York,1750344515.482419,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750344581.9391088,,,closedApp,instagram
False,America/New_York,1750344626.42487,,,closedApp,instagram
False,America/New_York,1750344649.896481,,,closedApp,instagram
False,America/New_York,1750344684.7122211,,,closedApp,instagram
False,America/New_York,1750344781.500228,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750344784.496697,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750355162.787208,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750355356.90419,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750355407.637193,,,closedApp,instagram
False,America/New_York,1750355611.75756,,,closedApp,instagram
False,America/New_York,1750355644.712179,,,closedApp,instagram
False,America/New_York,1750355752.766461,,,closedApp,instagram
False,America/New_York,1750355982.2928119,,,closedApp,instagram
False,America/New_York,1750356742.874696,,,closedApp,instagram
False,America/New_York,1750356820.9597878,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750365834.5263228,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750365861.693557,,,closedApp,instagram
False,America/New_York,1750366370.882303,,,closedApp,instagram
False,America/New_York,1750367962.5284529,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750368036.2275429,,,closedApp,instagram
False,America/New_York,1750382588.141531,,,closedApp,instagram
False,America/New_York,1750382590.985035,,,closedApp,instagram
False,America/New_York,1750420877.206162,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750423513.8243442,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750421405.534748,,,closedApp,instagram
False,America/New_York,1750422341.842201,,,closedApp,instagram
False,America/New_York,1750422464.611265,,,closedApp,instagram
False,America/New_York,1750424239.8131828,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750424261.6557999,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750424285.809331,,,closedApp,instagram
False,America/New_York,1750424353.4613109,,,closedApp,instagram
False,America/New_York,1750424593.787653,,,closedApp,instagram
False,America/New_York,1750424707.8028898,,,closedApp,instagram
False,America/New_York,1750424817.396955,,,closedApp,instagram
False,America/New_York,1750424894.778894,,,closedApp,instagram
False,America/New_York,1750425024.6106238,,,closedApp,instagram
False,America/New_York,1750425059.2067962,,,closedApp,instagram
False,America/New_York,1750425128.321435,,,closedApp,instagram
False,America/New_York,1750425173.5399609,,,closedApp,instagram
False,America/New_York,1750425224.563377,,,closedApp,instagram
False,America/New_York,1750425339.3903441,,,closedApp,instagram
False,America/New_York,1750426311.1283622,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750426401.1174889,,,closedApp,instagram
False,America/New_York,1750426527.331399,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750426637.5719,,,closedApp,instagram
False,America/New_York,1750426978.39319,,,closedApp,instagram
False,America/New_York,1750427750.187251,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750427766.413486,,,closedApp,instagram
False,America/New_York,1750428103.4315271,,,closedApp,instagram
False,America/New_York,1750432917.63256,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750432949.135849,,,closedApp,instagram
False,America/New_York,1750437156.897563,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750439056.2786942,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750439147.546331,,,closedApp,instagram
False,America/New_York,1750439235.8202949,,,closedApp,instagram
False,America/New_York,1750439293.348151,,,closedApp,instagram
False,America/New_York,1750439502.764427,,,closedApp,instagram
False,America/New_York,1750439522.733433,,,closedApp,instagram
False,America/New_York,1750439524.380398,,,closedApp,instagram
False,America/New_York,1750439648.557932,,,closedApp,instagram
False,America/New_York,1750439778.9741359,,,closedApp,instagram
False,America/New_York,1750439900.564064,,,closedApp,instagram
False,America/New_York,1750440024.540796,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750440629.467599,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750440636.413929,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750440638.7404141,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750440649.35306,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750440903.530416,,,closedApp,instagram
False,America/New_York,1750441098.020012,,,closedApp,instagram
False,America/New_York,1750441165.800314,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750441370.968563,,,closedApp,instagram
False,America/New_York,1750441446.9521499,,,closedApp,instagram
False,America/New_York,1750441515.1343021,,,closedApp,instagram
False,America/New_York,1750441635.880358,,,closedApp,instagram
False,America/New_York,1750441807.2863588,,,closedApp,instagram
False,America/New_York,1750442147.196488,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750442232.7362618,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750442431.050363,,,closedApp,instagram
False,America/New_York,1750442816.811102,,,closedApp,instagram
False,America/New_York,1750442916.882792,,,closedApp,instagram
False,America/New_York,1750443257.421948,,,closedApp,instagram
False,America/New_York,1750443330.536216,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750443514.8522491,,,closedApp,instagram
False,America/New_York,1750443689.8254828,,,closedApp,instagram
False,America/New_York,1750443852.172883,,,closedApp,instagram
False,America/New_York,1750444039.679316,,,closedApp,instagram
False,America/New_York,1750444147.119297,,,closedApp,instagram
False,America/New_York,1750444198.856359,,,closedApp,instagram
False,America/New_York,1750444314.436572,,,closedApp,instagram
False,America/New_York,1750444359.581321,,,closedApp,instagram
False,America/New_York,1750444389.849289,,,closedApp,instagram
False,America/New_York,1750444466.102848,,,closedApp,instagram
False,America/New_York,1750444502.3146281,,,closedApp,instagram
False,America/New_York,1750444534.645556,,,closedApp,instagram
False,America/New_York,1750444805.0159369,,,closedApp,instagram
False,America/New_York,1750444821.0029821,,,closedApp,instagram
False,America/New_York,1750445496.869488,,,closedApp,instagram
False,America/New_York,1750445571.113071,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750445936.110687,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750446111.3158932,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750446285.925716,,,closedApp,instagram
False,America/New_York,1750446874.05183,,,closedApp,instagram
False,America/New_York,1750448891.3966498,,,closedApp,instagram
False,America/New_York,1750459769.2348719,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750460474.4675941,,,closedApp,instagram
False,America/New_York,1750467664.664668,,,closedApp,instagram
False,America/New_York,1750475277.726013,,,closedApp,instagram
False,America/New_York,1750516395.228956,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750516417.876317,,,closedApp,instagram
False,America/New_York,1750516506.031579,,,closedApp,instagram
False,America/New_York,1750516879.20275,,,closedApp,instagram
False,America/New_York,1750516890.37719,,,closedApp,instagram
False,America/New_York,1750516940.143588,,,closedApp,instagram
False,America/New_York,1750519804.363051,,,closedApp,instagram
False,America/New_York,1750520477.730026,,,closedApp,instagram
False,America/New_York,1750521449.878469,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750521590.865003,,,closedApp,instagram
False,America/New_York,1750522414.879833,,,closedApp,instagram
False,America/New_York,1750524896.4958448,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750525045.309191,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750525236.206681,,,closedApp,instagram
False,America/New_York,1750525330.666471,,,closedApp,instagram
False,America/New_York,1750526341.276386,,,closedApp,instagram
False,America/New_York,1750526409.8042932,,,closedApp,instagram
False,America/New_York,1750526430.416462,,,closedApp,instagram
False,America/New_York,1750526488.512323,,,closedApp,instagram
False,America/New_York,1750529302.955171,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750529507.150346,,,closedApp,instagram
False,America/New_York,1750529551.706523,,,closedApp,instagram
False,America/New_York,1750529845.65409,,,closedApp,instagram
False,America/New_York,1750530373.304398,,,closedApp,instagram
False,America/New_York,1750530518.240233,,,closedApp,instagram
False,America/New_York,1750536586.472616,,,closedApp,instagram
False,America/New_York,1750537598.783817,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750541306.8834229,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750542245.365767,,,closedApp,instagram
False,America/New_York,1750542765.626226,,,closedApp,instagram
False,America/New_York,1750543209.9023771,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750543525.029582,,,closedApp,instagram
False,America/New_York,1750543983.679915,,,closedApp,instagram
False,America/New_York,1750544444.3673139,,,closedApp,instagram
False,America/New_York,1750547349.244169,,,closedApp,instagram
False,America/New_York,1750547796.8728662,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750547983.2622352,,,closedApp,tikTok
False,America/New_York,1750548789.9096851,,,closedApp,tikTok
False,America/New_York,1750549191.218398,,,closedApp,tikTok
False,America/New_York,1750550470.928378,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750550550.5988588,,,closedApp,instagram
False,America/New_York,1750550559.593838,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750550601.0822592,,,closedApp,tikTok
False,America/New_York,1750550882.447655,,,closedApp,tikTok
False,America/New_York,1750552149.998554,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750552365.728104,,,closedApp,tikTok
False,America/New_York,1750554453.043688,breathingExercise,3.0,openedApp,tikTok
False,America/New_York,1750554552.7489018,,,closedApp,tikTok
False,America/New_York,1750554824.2752218,,,closedApp,tikTok
False,America/New_York,1750554859.5001168,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750554888.937172,,,closedApp,instagram
False,America/New_York,1750556623.10058,,,closedApp,instagram
