resolution,timezone,app,isReIntervention,interventionDuration,timestamp,interventionType,purpose,timeIntervalUntilReIntervention
closedApp,Europe/Vilnius,tikTok,False,,1749706401.716023,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749706410.1043491,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749706592.836586,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749707836.197192,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749707972.437207,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749708691.3046288,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1749708785.2267308,,,
closedApp,Europe/Vilnius,instagram,False,,1749709154.128545,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749709225.989963,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749709287.405196,,,
closedApp,Europe/Vilnius,telegram,False,,1749709985.2692509,,,
closedApp,Europe/Vilnius,telegram,False,,1749711554.112513,,,
closedApp,Europe/Vilnius,telegram,False,,1749711566.560494,,,
closedApp,Europe/Vilnius,threads,False,,1749711568.843205,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749711578.0670419,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749711683.788172,,,
closedApp,Europe/Vilnius,telegram,False,,1749711803.641468,,,
closedApp,Europe/Vilnius,threads,False,,1749711605.159034,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749716340.817872,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749716354.966291,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749716366.976859,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749716566.023407,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749716611.156783,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,instagram,False,,1749716743.400786,,,
closedApp,Europe/Vilnius,threads,False,,1749716722.917087,,,
closedApp,Europe/Vilnius,threads,False,,1749716771.413358,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749716773.0460892,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749716787.847805,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749716820.647409,,,
closedApp,Europe/Vilnius,threads,False,,1749717010.063765,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749717012.732631,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749717937.915794,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1749718324.7166982,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749720550.3373299,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749720568.371803,breathingExercise,Поискать информацию,240.0
closedApp,Europe/Vilnius,instagram,False,,1749720789.4075298,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749720801.768138,breathingExercise,Написать сообщение,240.0
closedApp,Europe/Vilnius,tikTok,False,,1749721045.9618912,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749725026.595983,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749725057.874083,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749725303.511425,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749725543.949331,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749725953.684668,breathingExercise,Проверять лайки,
closedApp,Europe/Vilnius,telegram,False,,1749725981.680901,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749726043.676519,breathingExercise,Написать сообщение,300.0
closedApp,Europe/Vilnius,instagram,False,,1749727638.689138,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749728536.4469209,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749728554.816482,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749729856.876552,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749729994.573195,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749730748.320905,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749731116.287297,,,
closedApp,Europe/Vilnius,telegram,False,,1749731281.160624,,,
closedApp,Europe/Vilnius,telegram,False,,1749732237.576427,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749732269.798151,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749732342.67308,,,
closedApp,Europe/Vilnius,telegram,False,,1749732487.749383,,,
closedApp,Europe/Vilnius,threads,False,,1749732316.043531,,,
closedApp,Europe/Vilnius,threads,False,,1749732725.147599,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749732733.084447,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749733109.918577,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749733108.305313,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749733121.786409,breathingExercise,Поискать информацию,600.0
openedApp,Europe/Vilnius,instagram,False,3.0,1749733240.1085858,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749733299.0772529,,,
closedApp,Europe/Vilnius,tikTok,False,,1749733230.290494,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749733306.467362,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749733825.980739,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749733838.663659,,,
closedApp,Europe/Vilnius,telegram,False,,1749734255.6678739,,,
closedApp,Europe/Vilnius,telegram,False,,1749735120.486882,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749737479.762264,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,threads,False,,1749738021.098898,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749738030.4824982,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,threads,False,,1749738157.770107,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749738401.4060059,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749738411.336525,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,instagram,False,3.0,1749738478.937351,breathingExercise,Поискать информацию,600.0
openedApp,Europe/Vilnius,telegram,False,3.0,1749739096.810591,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,instagram,False,,1749738580.3085299,,,
closedApp,Europe/Vilnius,instagram,False,,1749738647.376202,,,
closedApp,Europe/Vilnius,instagram,False,,1749738686.475294,,,
closedApp,Europe/Vilnius,instagram,False,,1749738782.195981,,,
closedApp,Europe/Vilnius,instagram,False,,1749739088.2114549,,,
closedApp,Europe/Vilnius,instagram,False,,1749739129.461544,,,
closedApp,Europe/Vilnius,instagram,False,,1749739390.0525188,,,
closedApp,Europe/Vilnius,instagram,False,,1749739638.027638,,,
closedApp,Europe/Vilnius,telegram,False,,1749738607.5663362,,,
closedApp,Europe/Vilnius,telegram,False,,1749738730.75704,,,
closedApp,Europe/Vilnius,telegram,False,,1749738749.7295141,,,
closedApp,Europe/Vilnius,telegram,False,,1749738891.8505158,,,
closedApp,Europe/Vilnius,telegram,False,,1749739114.198236,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749740187.2612581,breathingExercise,"Проверять соцсети того, кто нравится",600.0
closedApp,Europe/Vilnius,instagram,False,,1749740269.820619,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749740591.218631,breathingExercise,Написать сообщение,420.0
closedApp,Europe/Vilnius,tikTok,False,,1749741576.473654,,,
closedApp,Europe/Vilnius,tikTok,False,,1749741693.716533,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749741702.335367,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749741733.0918221,,,
closedApp,Europe/Vilnius,telegram,False,,1749741884.733738,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749741950.778235,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749742013.916312,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749742028.530257,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749742076.3463302,,,
closedApp,Europe/Vilnius,tikTok,False,,1749742106.5248299,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749742121.8781161,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749742228.2723951,,,
closedApp,Europe/Vilnius,instagram,False,,1749742264.124686,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749742271.907145,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749742669.356917,breathingExercise,"Проверять соцсети того, кто нравится",600.0
closedApp,Europe/Vilnius,tikTok,False,,1749742692.500319,,,
closedApp,Europe/Vilnius,telegram,False,,1749742505.702053,,,
closedApp,Europe/Vilnius,telegram,False,,1749742654.135889,,,
closedApp,Europe/Vilnius,telegram,False,,1749742784.380999,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749742796.9244452,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749742845.3998709,,,
closedApp,Europe/Vilnius,tikTok,False,,1749742950.7197719,,,
closedApp,Europe/Vilnius,telegram,False,,1749742907.4142718,,,
closedApp,Europe/Vilnius,telegram,False,,1749743078.505718,,,
closedApp,Europe/Vilnius,telegram,False,,1749743156.2779531,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749743159.5818539,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749743173.229187,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749743248.092449,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749743251.419236,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749743265.471932,breathingExercise,Написать сообщение,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749757915.141866,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1749743310.4900122,,,
closedApp,Europe/Vilnius,tikTok,False,,1749743355.347983,,,
closedApp,Europe/Vilnius,telegram,False,,1749743325.5685549,,,
closedApp,Europe/Vilnius,telegram,False,,1749753580.045831,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749757929.5709739,breathingExercise,Поискать информацию,
closedApp,Europe/Vilnius,telegram,False,,1749758073.903181,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749758086.681941,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749758157.92275,,,
closedApp,Europe/Vilnius,telegram,False,,1749758226.566677,,,
closedApp,Europe/Vilnius,telegram,False,,1749759187.572029,,,
closedApp,Europe/Vilnius,telegram,False,,1749759189.007802,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749759200.97538,breathingExercise,Проверять лайки,180.0
openedApp,Europe/Vilnius,tikTok,False,3.0,1749759224.002715,breathingExercise,Опубликовать что-нибудь,120.0
openedApp,Europe/Vilnius,tikTok,True,3.0,1749759360.74704,breathingExercise,Сбежать от реальности/дел,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749759351.601577,,,
openedApp,Europe/Vilnius,tikTok,True,3.0,1749759976.9327688,breathingExercise,Поискать информацию,420.0
closedApp,Europe/Vilnius,tikTok,False,,1749759968.611549,,,
closedApp,Europe/Vilnius,tikTok,False,,1749760397.2342029,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749789372.475404,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749789470.717053,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749790204.3632622,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749790243.9692678,,,
closedApp,Europe/Vilnius,telegram,False,,1749790584.5433788,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749791203.4150538,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749791666.4904308,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749791753.328856,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749791795.359123,,,
closedApp,Europe/Vilnius,telegram,False,,1749791862.6771731,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749791872.740371,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749792222.96626,,,
closedApp,Europe/Vilnius,tikTok,False,,1749793098.753401,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749793469.0504122,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749793473.4932861,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749793751.2633018,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749793763.8361359,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749793827.735681,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749793838.48945,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749794159.170706,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749794469.7914891,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749797464.4352288,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749797503.381178,breathingExercise,В туалете,240.0
closedApp,Europe/Vilnius,instagram,False,,1749797749.992414,,,
openedApp,Europe/Vilnius,instagram,True,3.0,1749797759.4624481,breathingExercise,В туалете,300.0
closedApp,Europe/Vilnius,instagram,False,,1749797783.050601,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749797790.834591,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,threads,False,,1749797896.733859,,,
closedApp,Europe/Vilnius,threads,False,,1749798053.97016,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749798064.579391,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749798124.984776,,,
closedApp,Europe/Vilnius,threads,False,,1749798140.7540321,,,
closedApp,Europe/Vilnius,instagram,False,,1749798231.2221498,,,
closedApp,Europe/Vilnius,threads,False,,1749798463.353766,,,
closedApp,Europe/Vilnius,threads,False,,1749800452.9129071,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749800933.970566,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749800949.0405579,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749801568.542564,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749801693.468154,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749801813.9958072,,,
closedApp,Europe/Vilnius,tikTok,False,,1749802174.9897199,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749802186.188247,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749802479.832391,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749802489.87426,breathingExercise,В туалете,420.0
closedApp,Europe/Vilnius,tikTok,False,,1749802576.454605,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749802609.138215,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749804333.0081291,breathingExercise,Поискать информацию,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749802671.9935532,,,
closedApp,Europe/Vilnius,tikTok,False,,1749804446.613425,,,
closedApp,Europe/Vilnius,telegram,False,,1749802636.026674,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749804676.005419,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749804690.281166,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749804767.119678,,,
closedApp,Europe/Vilnius,instagram,False,,1749805471.0820022,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749805685.737939,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749805698.217309,breathingExercise,Написать сообщение,600.0
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749811040.4810262,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749811138.757879,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749811230.318225,,,
closedApp,Europe/Vilnius,instagram,False,,1749811293.479971,,,
closedApp,Europe/Vilnius,instagram,False,,1749812076.342881,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749813283.470149,breathingExercise,"Проверять соцсети того, кто нравится",600.0
closedApp,Europe/Vilnius,tikTok,False,,1749813337.625626,,,
closedApp,Europe/Vilnius,tikTok,False,,1749814332.8631659,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749814343.861802,breathingExercise,Написать сообщение,600.0
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749814358.230876,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749814360.901319,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1749814357.205663,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749814362.60584,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1749814467.8189058,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749814566.960357,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749815004.9415832,,,
closedApp,Europe/Vilnius,tikTok,False,,1749815086.612791,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749815099.356347,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1749815185.022196,,,
closedApp,Europe/Vilnius,instagram,False,,1749817493.951371,,,
closedApp,Europe/Vilnius,instagram,False,,1749817543.832693,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749818021.4074678,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749818041.754329,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749819563.570568,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749819576.297388,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1749819597.3686562,,,
closedApp,Europe/Vilnius,instagram,False,,1749819849.7254682,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749819859.3646579,breathingExercise,Не могу уснуть,
closedApp,Europe/Vilnius,threads,False,,1749820192.301708,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749820200.5131168,breathingExercise,Опубликовать что-нибудь,
closedApp,Europe/Vilnius,telegram,False,,1749820220.554013,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749822552.954227,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749822569.662544,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749823101.8256822,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749823132.8855438,,,
closedApp,Europe/Vilnius,telegram,False,,1749823236.025037,,,
closedApp,Europe/Vilnius,telegram,False,,1749823621.332932,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749823644.626848,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749823715.12017,,,
closedApp,Europe/Vilnius,instagram,False,,1749823854.1529,,,
closedApp,Europe/Vilnius,telegram,False,,1749823784.5607672,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749824483.4475598,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749824566.316647,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749824672.8933802,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749824736.418474,,,
closedApp,Europe/Vilnius,tikTok,False,,1749824773.1915379,,,
closedApp,Europe/Vilnius,tikTok,False,,1749825187.087974,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749825213.1561,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749825215.494647,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749826221.860831,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749827027.739046,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749827029.78808,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749827296.406969,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749827339.2323241,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749827353.75701,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749827357.829562,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749827413.322178,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749827585.209306,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749827678.1222591,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749828094.9960508,,,
closedApp,Europe/Vilnius,telegram,False,,1749827619.308984,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749829176.432673,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749829221.9067268,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749829278.136785,,,
closedApp,Europe/Vilnius,telegram,False,,1749829343.698611,,,
closedApp,Europe/Vilnius,telegram,False,,1749829418.1600199,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749830737.7235742,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749830757.3741431,,,
closedApp,Europe/Vilnius,telegram,False,,1749830807.32585,,,
closedApp,Europe/Vilnius,telegram,False,,1749830918.544198,,,
closedApp,Europe/Vilnius,telegram,False,,1749830974.4273539,,,
closedApp,Europe/Vilnius,telegram,False,,1749830996.731583,,,
closedApp,Europe/Vilnius,telegram,False,,1749831032.153414,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749831035.194983,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749831157.811296,,,
closedApp,Europe/Vilnius,telegram,False,,1749842044.338004,,,
closedApp,Europe/Vilnius,telegram,False,,1749842145.155626,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749842398.1807861,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749842415.368565,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749842903.529351,,,
closedApp,Europe/Vilnius,instagram,False,,1749843030.324333,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749843032.277687,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749843036.828167,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749843053.26035,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,instagram,False,,1749843223.990911,,,
closedApp,Europe/Vilnius,telegram,False,,1749843068.762998,,,
closedApp,Europe/Vilnius,telegram,False,,1749843139.673413,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749843247.159748,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749843853.401468,,,
openedApp,Europe/Vilnius,tikTok,True,3.0,1749843863.493833,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749844427.529852,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749844439.522832,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1749844457.6529,,,
closedApp,Europe/Vilnius,instagram,False,,1749844601.230842,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749844619.931583,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749844636.2839022,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749876010.974979,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1749876070.623523,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749876088.738721,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749876119.556855,,,
closedApp,Europe/Vilnius,instagram,False,,1749876214.79775,,,
closedApp,Europe/Vilnius,telegram,False,,1749876260.274399,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749876274.469619,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749876308.941838,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749876329.2859778,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749876357.624195,breathingExercise,Написать сообщение,600.0
openedApp,Europe/Vilnius,tikTok,True,3.0,1749876974.079437,breathingExercise,В туалете,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749877949.372895,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1749876966.0577788,,,
closedApp,Europe/Vilnius,tikTok,False,,1749877948.7589622,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749878226.764678,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749878242.7549958,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749878327.025731,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749878335.761199,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,threads,False,,1749878620.8622332,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749878631.614544,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749878838.280262,,,
closedApp,Europe/Vilnius,tikTok,False,,1749879003.0948792,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749879011.431129,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749879095.881212,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749880802.411004,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749880826.535908,,,
closedApp,Europe/Vilnius,telegram,False,,1749880978.476574,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749881580.631715,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749881628.695754,,,
closedApp,Europe/Vilnius,telegram,False,,1749881729.465351,,,
closedApp,Europe/Vilnius,telegram,False,,1749881845.278131,,,
closedApp,Europe/Vilnius,telegram,False,,1749881981.1434078,,,
closedApp,Europe/Vilnius,telegram,False,,1749882013.4375439,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749882499.680454,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749884311.311664,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749882517.304317,,,
closedApp,Europe/Vilnius,telegram,False,,1749882574.457271,,,
closedApp,Europe/Vilnius,telegram,False,,1749882638.342637,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749884512.962134,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749884536.080437,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749884910.5656319,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749885582.5991058,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749885689.8978682,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749886178.040523,breathingExercise,Написать сообщение,420.0
closedApp,Europe/Vilnius,tikTok,False,,1749886494.3346472,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749886932.42899,breathingExercise,Скука,600.0
