timestamp,timezone,resolution,interventionType,isReIntervention,app,interventionDuration
1751986270.982877,America/Chicago,openedApp,breathingExercise,False,instagram,3
1751991833.341992,America/Chicago,openedApp,breathingExercise,False,instagram,3
1751993202.470762,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1751993214.3564901,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1751996078.782352,America/Chicago,openedApp,breathingExercise,False,instagram,3
1751999160.941595,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752001255.3623009,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752001315.559556,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752001319.491067,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752001940.7737331,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752004432.854521,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752009324.060073,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752012811.896519,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752013144.813398,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752013532.866081,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752013638.721039,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752013717.121135,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752016145.430068,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752016167.39137,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752016306.474963,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752016443.685761,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752017149.4697409,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752017698.3175812,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752017919.065517,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752018617.4272928,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752019107.735285,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752021992.478132,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752024893.7911701,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752024976.5186949,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752025001.437354,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752026654.159616,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752027626.385267,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752027915.446677,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752148721.89398,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752151050.662119,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752151115.125558,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752162558.522413,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752162887.199029,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752171036.7854629,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752172413.68825,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752173305.180814,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752179602.085144,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752187899.290751,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752191860.2388449,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752195518.862684,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752196396.123486,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752196408.502814,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752205269.83466,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752208003.732938,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752208940.591388,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752210776.711483,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211070.3985062,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211207.1368299,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211249.111551,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211445.148847,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211485.024554,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211554.904361,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211662.625564,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211827.262734,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752211922.981097,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752212041.05192,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752212141.450702,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752212290.944735,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752212766.303334,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752212900.221019,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752212936.013682,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752241472.500633,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752246386.557585,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752248419.123438,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752248995.424993,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752249006.660979,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752252846.826817,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752253466.6178532,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752253480.984334,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752253847.5060868,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752255913.269654,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752256556.258162,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752258522.1554961,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752262941.8442621,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752263836.374988,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752264270.427524,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752270906.497659,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752271145.8328152,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752271342.988831,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752272826.3882852,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752272918.289001,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752273125.596777,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752273204.015701,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752281360.3170571,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752282462.176204,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752283351.230576,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752284987.108046,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752286625.0241199,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752288649.271198,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752295254.927449,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752339745.395766,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752344629.624119,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752345006.704132,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752345270.36308,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752347612.811335,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752347877.585386,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752350062.1876779,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752351213.90044,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752353152.8333201,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752355020.590874,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752356143.54174,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752357120.604957,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752363293.128303,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752364882.647421,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752365668.257321,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752366389.239984,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752371217.147272,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752374930.383626,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752379303.51411,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752383083.154276,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752383884.3150458,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752391694.640016,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752393273.488522,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752416066.879685,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752420833.280846,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752422021.8263202,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752431350.9346972,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752431440.1021051,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752439326.089518,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752439379.400481,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752440922.911669,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752447243.459919,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752447790.314461,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752460123.449635,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752505339.964147,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752505346.641187,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752511093.758141,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752514739.117156,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752520861.638184,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752521292.543654,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752522513.4889278,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752522895.998695,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752527268.41251,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752530774.8379521,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752531563.9417071,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752532236.581358,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752533332.262438,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752534804.95301,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752535091.857297,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752535208.87358,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752535538.113806,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752535696.984976,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752535770.5004458,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752536227.132,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752536913.550582,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752540827.238737,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752541264.377984,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752541747.164746,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752543852.198924,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752544740.3183541,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752548496.758243,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752548774.63661,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752550062.992955,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752550392.553469,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752552762.846342,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752554470.261312,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752582938.996869,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752591321.0803108,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752593760.805929,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752597683.6575708,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752603642.038662,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752605510.968436,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752608110.942769,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752608837.032929,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752609429.895406,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752609511.574064,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752609746.423417,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752611059.83886,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752613555.322832,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752614058.842691,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752614132.921263,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752616261.910522,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752616412.976042,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752619494.3930302,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752627551.017239,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752635941.8869061,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752675665.972857,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752682142.186561,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752682216.676507,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752682420.665633,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752682584.429388,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752682968.60363,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752683087.7792258,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752683188.8858728,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752683322.08292,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752683559.70105,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752684283.401413,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752684879.390136,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752685892.802219,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752691303.8671188,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752692420.852714,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752692543.431106,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752694179.3289862,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752694874.9276052,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752695160.904959,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752695835.0062408,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752695845.63502,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752703775.9094791,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752704076.230132,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752705011.784552,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752705049.058689,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752706389.96167,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752707315.6982331,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752707408.70906,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752707428.8029351,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752709854.090291,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752709867.0959768,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752714514.8914719,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752721149.7302089,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752721187.574718,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752721468.0095692,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752722563.153123,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752722864.3540921,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752723095.259091,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752724728.298904,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752725281.299839,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752756804.094283,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752769435.418927,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752773822.886378,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752783806.519372,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752783823.714942,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752785197.417068,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,3
1752785215.6273,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752788156.013016,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752791660.546545,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752793558.230464,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752794282.936421,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752794423.247445,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752794770.7977629,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752794965.08455,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752795060.369217,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752795152.866016,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752795379.899997,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752795783.492241,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752802237.005588,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752804549.946877,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752807179.057739,America/Chicago,openedApp,breathingExercise,False,instagram,3
1752808363.90501,America/Chicago,openedApp,breathingExercise,False,instagram,3
1753023864.838949,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753026521.6817842,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753029548.488422,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753029705.3097029,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753029868.931205,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753031693.6466951,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753033516.972764,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753037649.566492,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753038424.5254211,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753047977.115114,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753057569.858598,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753060957.069859,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753061185.977394,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753063237.2132201,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753063610.230175,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753065865.3377361,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753066588.274575,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753066606.0337648,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753069024.1497111,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753069409.356513,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753070167.34501,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753070625.943732,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753072658.6395612,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753074185.151571,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753074936.434514,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753075569.1185,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753075668.600936,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753077038.960628,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753108862.305359,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753116625.009871,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753116994.38897,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753117650.732431,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753117676.6519399,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753119163.748074,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753123966.2594,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753125444.40362,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753128385.6116881,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753128523.911972,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753128620.140387,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753129143.9688349,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753129377.532419,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753129393.82571,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753131347.6656651,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753131443.414431,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753132524.5353131,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753133772.65149,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753135874.3900309,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753136189.614548,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753145612.229591,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753146607.946778,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753151676.325683,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753152279.6357331,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753157159.025446,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753157173.375709,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753157689.838914,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753157691.967644,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753190996.629278,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753193237.3158112,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753198212.382103,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753203679.577306,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753204172.8313332,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753206147.942697,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753206925.282409,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753209525.987108,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753212828.071477,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753215804.44817,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753219580.595724,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753220607.041148,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753221527.5675411,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753221759.569302,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753226903.133737,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
