interventionDuration,timestamp,isReIntervention,timezone,resolution,app,interventionType
3,1752841410.835627,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752842239.750113,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752842310.12447,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752842483.408554,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752843447.57834,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752844120.8802261,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752845030.814981,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752845141.6994948,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752846525.5287352,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752846904.92914,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752848055.143522,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752848120.4123359,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752848229.161789,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752849044.546527,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752849047.232614,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752849050.462315,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752849625.300593,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752852191.699359,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752852202.221002,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752858567.4677691,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752858648.271316,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752858658.4470382,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752862608.342729,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752862618.277555,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752863367.699562,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752863499.604764,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752863510.8114638,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752864155.5594149,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752864380.558124,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752864484.8971748,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752864489.402566,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752864598.8329248,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752878474.4062319,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752878484.444015,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752878979.176054,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752878989.21319,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752879060.2915602,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752879800.5957332,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752880358.167821,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752880621.0942469,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752880646.0957341,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752881047.996403,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752905485.627634,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752905708.570631,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752905724.163457,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752906513.928976,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752908538.525042,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752910886.232212,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752910926.69692,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752912729.8191628,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752913547.011767,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752914365.090969,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752914420.13675,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752934945.898543,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752938035.582655,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752938053.019567,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752939304.321042,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752953780.5314322,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752953878.4616919,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752999872.326361,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752999886.861095,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752999925.883961,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753000016.46435,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753000028.2542,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753001111.538711,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753001124.220796,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753001582.399235,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753001585.692467,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753001608.728894,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753001721.13959,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753006898.072075,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753006907.135044,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753006952.9163408,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753007381.752552,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753007782.2288508,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753007790.579757,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753017489.749271,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753017491.92819,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753018280.436575,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753019498.066411,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753019507.127767,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753019552.650953,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753024540.480389,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753024550.29525,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753026906.1234012,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753026996.632427,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753027074.0961761,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753027083.095633,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753027471.115917,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753034735.226588,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753034943.819808,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753034968.195232,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753035184.579299,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753035235.038445,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753035482.304157,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753035487.813774,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753035504.784264,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753035996.3801842,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036354.931034,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036422.9607558,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036608.9503021,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036739.090775,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036772.325117,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753036924.260365,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753036933.441277,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753037445.513418,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753038741.910223,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753038850.541287,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753039126.110097,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753039228.8748178,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753039341.197061,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753039464.458346,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753039935.541123,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753040636.6089392,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753040691.672575,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753040848.533513,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753040856.8755121,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753041333.945214,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753041537.129215,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753041539.63569,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753041548.217102,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753042070.7365088,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753042566.376069,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753042576.4602618,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753043267.7780042,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753043461.733886,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753043813.515687,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753044011.026877,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753044043.328258,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753044209.6040258,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753044273.527986,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753044310.656215,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753044804.926007,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753044902.042383,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753072157.1074991,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753072300.4420052,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753072639.1960058,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753073562.57962,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753073571.660769,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753077950.751919,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753079983.371348,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753081537.917324,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753082840.710044,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753082884.927095,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753083499.848222,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753083685.463712,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753083711.773171,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753083844.5071821,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753083879.3026772,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753084270.7313051,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753084316.412375,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753084586.047893,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753084606.567741,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753084614.5311651,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753085044.1569018,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753085548.812121,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753085680.481199,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753087445.723071,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753087505.9525928,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753087965.614301,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753088052.427116,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753088084.577218,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753088104.6861339,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753088748.55099,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753089269.739217,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753089271.771317,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753089308.964625,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753089814.959093,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753090345.153417,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753090441.975586,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753090613.065268,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753090680.965105,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753090937.42137,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753090995.6725469,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753092782.942056,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753093030.721057,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753093342.028306,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753094022.17669,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753094165.942472,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753095252.688548,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753095615.389909,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753095693.705155,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753095773.346812,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096155.8120332,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096555.2696528,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096671.086555,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096780.327944,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096796.835875,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753096800.8061981,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753096875.357369,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753096907.7996678,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753097058.0834498,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753098110.998977,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753099472.3810868,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753099740.099051,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753100492.8225698,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753100731.285305,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753100766.180009,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753100826.5530849,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753101005.925209,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753101015.709056,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753101179.493325,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753101493.907572,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753101654.7999969,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753101667.148912,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753102348.683876,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753102356.75408,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753102394.407071,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753102486.037369,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753102501.135901,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753102803.117103,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753102938.6686711,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753103129.183611,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753103347.4421759,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753103900.922126,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753107468.260246,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753108092.454932,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753109257.881814,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753109513.671175,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753110100.802933,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753112609.22537,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753113077.392442,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753113219.14201,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753115252.607307,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753115985.4071078,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753116146.325526,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753116524.006706,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753116929.9267302,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753117748.352009,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753120351.351695,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753120359.5586948,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753124592.421256,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753127038.178166,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753127309.361452,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753127757.257587,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753127774.191605,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753127795.95558,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753128057.775198,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753129316.999082,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753129343.4849129,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753129606.217397,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753129914.039284,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753132834.783091,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753161711.867265,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753162058.2469459,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753164280.380025,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753167217.767622,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753167421.1887732,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753167733.10849,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753168581.3431659,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753169902.913466,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753170010.395516,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753170022.498564,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753172569.546427,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753172725.610312,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753173243.936893,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753173318.05898,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753173448.417887,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753174144.497558,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753174334.9714642,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753177070.564009,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753177571.184332,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753177602.572793,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753177848.9983969,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753178632.026571,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753178850.0737581,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753178862.419275,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753179255.1562529,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753180335.104816,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753181102.7997499,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753181217.881252,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753182294.290529,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753182481.753358,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753183311.9415898,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753184330.4819632,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753184437.4758701,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753185410.385878,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753187700.4223871,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753188022.499786,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753188297.112668,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753188610.5051599,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753188620.785855,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753188895.664771,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753189377.7421641,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753190487.036494,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753190775.91708,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753191310.460314,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753191999.9717011,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753192463.83519,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753193032.7520041,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753194463.061384,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753195537.0103989,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753195923.392029,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753196708.504143,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753197257.857222,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753197329.177571,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753197940.0044088,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753199227.010701,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753199345.813148,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753200103.837081,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753200489.7348661,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753200673.3492599,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753201587.8098578,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753201699.4467092,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753201712.275794,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753202136.167324,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753203786.9490352,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753203858.837452,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753205608.681988,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753218235.302619,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753218489.848113,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753218688.157232,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753219279.381894,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753219340.904652,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753219424.8490949,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753220252.484641,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753221405.301595,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753250372.674206,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753250612.4283571,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753252850.26935,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753254252.5679998,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753255113.546305,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753256146.022571,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753256768.1668959,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753258505.549871,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753258949.718184,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753259255.489273,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753259280.393468,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753260809.020379,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753261019.965826,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753262137.449905,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753263867.350003,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753264132.785577,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753264155.719214,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753265933.440073,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753266190.8082561,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753266304.9019399,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753266831.855906,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753267375.8742461,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753267449.037705,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753267594.177407,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753267609.086906,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753268166.9918551,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753268333.720245,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753268532.808974,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753268611.322644,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753269196.416737,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753269230.315872,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753269977.117628,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753270037.846095,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753274385.731227,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753274761.307981,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753274826.8918371,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753275383.093447,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753276567.207057,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753276622.524863,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753281145.8382301,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753281319.325434,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753281966.036529,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1753281975.423891,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753282082.9420571,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1753282727.61428,False,Europe/Madrid,openedApp,instagram,breathingExercise
