isReIntervention,interventionType,timezone,timestamp,resolution,interventionDuration,app
False,breathingExercise,Europe/Berlin,1751563626.536456,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751564356.812649,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751565076.7698112,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751565894.945843,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751566420.359179,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751568212.373532,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751570297.998763,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751570542.851551,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751572546.584279,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751573854.3934798,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751574130.966704,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751574419.510165,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751575329.9758592,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751582670.23694,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751583145.8756518,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751585981.8867102,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751586484.751371,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751612841.486095,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751613090.225636,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751613154.8382468,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751613301.739984,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751613335.040118,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751614383.615272,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751615266.657244,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751615320.126092,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751615749.279076,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751617789.400599,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751618225.5431209,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751619050.60501,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751619337.2505522,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751619345.668518,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751619420.923105,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751619475.0797548,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620199.499201,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620727.231,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620755.8239741,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620807.656975,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620878.435625,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751620928.439173,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751621156.277282,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751621347.260313,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751621578.0075932,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751622129.9426389,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751622258.127414,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751622465.343226,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623074.833967,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623366.98209,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623682.739049,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623797.217571,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623860.437738,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751623956.165232,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751624702.931606,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751624833.573029,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751627441.6346722,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751628215.5009022,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751628271.6037722,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751628283.517929,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751628875.3252149,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751629728.128601,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751630036.0966911,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751632241.024751,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751632604.938638,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751633839.119351,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751634468.440649,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751634593.870685,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751634880.88956,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751635090.538584,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751636589.686804,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751637593.908948,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751637701.640434,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751638031.003531,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751638455.763287,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751642945.836989,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751643994.62903,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751644003.47361,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751644696.66113,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751648729.86184,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751649166.950835,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751649563.75927,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751652655.782528,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751654618.272641,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751654621.3932328,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751656651.355557,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751657841.4773731,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751658421.2665029,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751662148.589521,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751708126.025521,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751708322.77324,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751708335.108818,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751708740.551889,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751710320.9537292,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751710828.43397,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751713227.7020779,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751713682.4033132,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751713772.505966,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751716667.44271,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751716758.811188,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751716806.261277,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751717670.150694,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751719228.2371368,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751719354.54698,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751719531.649045,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751719709.7720199,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751719896.228001,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751720338.961098,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751720599.051354,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751720873.733788,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751721142.355047,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751721496.9792042,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751721933.510881,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751722248.554181,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751723504.48014,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751725499.764338,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751725610.681715,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751726302.524009,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751727223.589298,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751728334.3676162,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751729853.520978,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751730183.755992,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751730374.455898,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751731263.885191,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751731681.646105,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751731782.7719312,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751732299.317481,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751733042.429383,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751733440.8217711,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751733865.1700501,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751734652.544395,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751734695.745997,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751735042.49921,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751735091.4830298,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751735545.873201,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751737042.426168,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751737143.9546828,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751737962.472104,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751738005.028847,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751747624.078868,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751748623.69913,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751749471.00311,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751750176.113713,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751751120.227538,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751779967.3728008,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751786320.5147328,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751789983.2019649,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751791834.1884031,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751792040.617725,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751792575.9269881,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751793258.248183,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751796153.775062,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751796223.345365,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751796263.5294418,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751796316.66085,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751796479.2287102,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751798126.439354,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751798421.456101,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751798565.735546,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751803172.781816,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751806217.942092,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751806747.589124,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751807128.845975,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751807872.315551,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751809585.573186,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751813499.00073,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751815712.2118092,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751815719.550133,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751815836.448519,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751816236.607514,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751820071.310144,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751821115.6866698,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751824997.189876,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751825374.560946,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751825628.196049,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751826390.4434009,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751830181.815249,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751830374.240217,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751830404.412597,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751830451.8969631,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751833736.41681,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751834687.7773209,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751835263.670539,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751835847.27739,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751838043.298378,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751874900.2232928,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751875212.7875881,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751876099.39785,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751876800.781522,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751876852.449683,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751876890.2385468,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751877842.8987541,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751878828.140563,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751879202.355586,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751879370.835239,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751879394.2894711,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751879473.229044,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751879662.089291,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751885836.068243,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751886572.687673,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751886838.231832,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751888751.71609,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751888885.40341,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751889080.859798,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751889089.1660929,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751889529.390708,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751889567.826991,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751890326.377839,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751891173.567666,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751891881.839737,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751892441.336978,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751894413.979778,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751895010.006805,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751895394.127307,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751896280.4785008,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751899950.495547,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751900889.5082312,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751901038.791256,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751901068.6833549,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751901878.5106921,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751902122.493469,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751903905.90549,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751904297.3236399,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751904743.416055,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751905063.334344,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751905330.13731,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751908130.983279,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751909721.733086,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751911126.741235,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751911718.888558,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751914315.460143,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751918871.413859,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751919265.621448,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751924024.1751552,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751924391.788498,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751926031.3881412,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751926420.570527,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751928720.305756,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751962975.136591,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751965214.710067,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751965284.004339,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751965934.8760471,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751966600.0231829,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751967720.37271,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751968933.278274,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751969627.046606,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751970112.811789,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751970459.077304,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751970548.467947,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751971254.01054,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751971446.708323,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751983043.0917869,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751983079.208487,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751983099.217088,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751983426.6431851,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751983598.571181,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751983845.43882,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751983853.554168,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751984112.420821,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751984591.123098,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751984978.877631,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751984992.586026,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751985093.347595,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751985570.737045,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751986794.1281838,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751987005.015203,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751987046.540304,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751987324.936967,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751987586.408685,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751988621.731643,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751988688.373015,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751989198.5289822,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751990002.407621,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1751990269.40787,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751997719.507477,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751998270.29773,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1751999650.963181,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752000039.081665,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752001469.212822,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752001601.936411,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752001730.898073,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752001866.781692,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752003202.0176759,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752005552.618964,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752005868.7946901,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752008578.815147,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752008646.79125,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752008840.594588,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752009058.864913,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752012617.631233,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752013399.126374,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752014141.6238031,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752014213.495813,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752015654.510912,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752036715.584585,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752037211.407615,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752039700.824424,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752039765.7472072,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752040228.187957,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752053947.073534,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752054471.207265,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752055482.204237,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752056910.826868,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752061595.4376469,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752071387.3756042,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752074324.661006,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752074922.8235822,dismissedAppOpening,3,instagram
