interventionDuration,resolution,isReIntervention,timezone,timeIntervalUntilReIntervention,interventionType,app,timestamp
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750781200.549903
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1750781416.861336
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750781494.5271301
3,dismissedAppOpening,False,Europe/Berlin,,breathingExercise,instagram,1750782632.735007
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750795923.278038
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1750796431.2963061
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750840909.9588761
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750850590.008895
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750850608.903064
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1750853103.960174
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1750864623.793247
3,openedApp,False,Europe/Berlin,480.0,breathingExercise,instagram,1750865060.188118
3,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1750865190.955205
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750865307.515686
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750865529.583099
3,openedApp,False,Europe/Berlin,600.0,breathingExercise,instagram,1750866171.7328382
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750866270.896456
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750866598.285608
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750866691.978091
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750867788.3688579
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750869742.988564
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750872691.626554
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750886509.3498611
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750887905.803446
3,openedApp,False,Europe/Berlin,960.0,breathingExercise,instagram,1750888403.282907
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750888827.97873
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750892514.998038
3,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1750919236.185965
3,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1750931761.367058
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750933098.4855351
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750942123.5967898
3,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1750942173.68906
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750944311.6126409
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750944881.0177689
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1750945094.297924
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1750945244.011989
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1750945274.146034
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750945582.805738
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1750951207.931872
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750952287.123105
3,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1750952507.634264
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1750956732.51424
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750964759.178228
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750965362.6830258
3,openedApp,False,Europe/Berlin,300.0,askForTimeLimit,instagram,1750967304.529244
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1750967518.160236
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1750974058.697294
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1750974369.0401502
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750996890.934942
3,openedApp,False,Europe/Berlin,300.0,askForTimeLimit,instagram,1750997180.4004931
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1750997405.890675
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751004170.145541
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751004926.074343
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751010392.527278
3,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751013027.769939
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751015411.701946
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751017684.2386808
3,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751018407.567785
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751022971.139638
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751024218.483331
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751024459.839937
3,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751026269.5623112
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751026813.448123
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751026818.474308
3,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751029281.0431871
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751039457.1315851
3,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751043696.4340072
3,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751044029.958342
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751055232.407349
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751055606.244863
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751055738.80508
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751055856.420816
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751115401.7212682
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751124627.684022
3,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751125310.235959
3,openedApp,False,Europe/Berlin,600.0,breathingExercise,instagram,1751125744.079465
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751126042.4120898
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751126215.92913
3,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751126418.7271109
3,openedApp,False,Europe/Berlin,420.0,breathingExercise,instagram,1751128240.5337682
3,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751129825.576364
3,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751134785.76419
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751216584.9962401
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751216750.492754
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751217366.790441
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751253766.190182
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751257027.326867
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751261043.9889112
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751264966.47226
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751266358.926422
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751266644.9805388
6,dismissedAppOpening,False,Europe/Berlin,,breathingExercise,instagram,1751267386.341289
6,openedApp,False,Europe/Berlin,540.0,breathingExercise,instagram,1751267440.704362
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751267834.4236898
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751267928.253423
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751268584.8793988
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751282183.231268
6,dismissedAppOpening,False,Europe/Berlin,,breathingExercise,instagram,1751282590.8917089
6,openedApp,False,Europe/Berlin,420.0,breathingExercise,instagram,1751282630.69719
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751282704.088704
6,openedApp,False,Europe/Berlin,1080.0,askForTimeLimit,instagram,1751283074.7042
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751286522.769867
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751286893.9524179
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751286976.952214
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751287211.7802072
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751287280.540755
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751287583.970212
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751288591.5774841
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751289070.961052
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751290903.632421
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751291701.207282
6,openedApp,False,Europe/Berlin,600.0,breathingExercise,instagram,1751292324.789248
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751297863.771745
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751298064.696723
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751298403.535769
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751298415.971136
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751298528.1998749
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751298629.4785461
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751298733.482555
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751299483.2360048
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751304833.40351
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751305373.5632138
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751305628.223022
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751346181.306174
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751361771.250465
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751369184.315854
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751377468.337819
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751377809.048578
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751378856.527477
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751381051.433279
6,openedApp,False,Europe/Berlin,420.0,breathingExercise,instagram,1751381732.9251199
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751385552.018187
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751386108.428412
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751387542.440167
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751396310.3937469
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751396556.7280722
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751396593.002864
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751396698.7003598
6,openedApp,False,Europe/Berlin,660.0,breathingExercise,instagram,1751397198.636447
6,openedApp,False,Europe/Berlin,660.0,breathingExercise,instagram,1751397862.674405
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751407865.042346
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751407886.780272
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751408039.9605951
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751408168.040405
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751410076.50008
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751437075.258123
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751438054.6990151
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751438178.397162
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751441343.392117
