app,interventionType,resolution,interventionDuration,timestamp,isReIntervention,timezone
instagram,breathingExercise,dismissedAppOpening,3,1749337472.433783,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749342082.649605,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749344151.4411922,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749344307.34993,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749373587.761162,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749373733.19221,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749375054.3554049,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749377993.444859,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749378096.129338,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749378531.355938,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749378651.346119,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749379356.488581,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749379850.911135,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749379896.612482,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749379937.955054,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749383580.902705,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749384599.539062,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749391799.209553,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749392008.488556,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749392371.051909,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749392461.232157,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749393601.824013,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749394004.997083,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749394439.643002,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749394707.490179,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749395944.0225139,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749396012.0406551,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749399550.096159,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749400174.165923,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749400361.276994,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749403454.435652,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749404050.337287,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749405672.427277,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749414867.160328,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749415442.5280008,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749415973.0570679,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749416633.791092,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749418087.8516412,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749419984.907905,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749420000.771205,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749424219.6417341,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749426202.6569,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749428354.934881,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749428695.325541,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749430957.3763561,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749431281.314493,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749432050.356508,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749456037.016545,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749456584.534029,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749461010.789586,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749464246.816587,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749465633.975121,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749465978.202285,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749468099.00952,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749468601.298742,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749470096.423156,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749471055.576405,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749472947.582574,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749478409.846899,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749488628.239946,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749489299.311932,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749491352.68683,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749495677.138032,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749495853.548088,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749497392.1234698,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749506319.9600549,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749506356.337321,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749507146.064237,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749507173.559089,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749510325.988374,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749511046.329133,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749535289.234725,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749542150.1791,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749542427.111496,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749548606.599067,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749550157.192634,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749550356.787245,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749550433.366334,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749554756.0607429,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749554775.293206,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749555877.514905,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749556755.6435962,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749558220.913198,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749561255.097177,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749567895.8547502,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749567927.584505,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749568925.37179,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749569527.658893,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749569584.473316,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749570000.035725,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749587996.819701,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749588285.664159,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749588668.664235,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749590034.9155679,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749590418.3431659,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749591630.351808,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749593186.12851,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749596725.549607,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749617783.157712,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749621756.489581,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749623218.4078941,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749625403.331843,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749625727.71425,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749625797.843054,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749625946.82177,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749626975.012963,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749627027.802754,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749627542.199418,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749627619.495008,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749628165.5591621,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749629011.3016639,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749629197.259388,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749629303.803494,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749629438.654644,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749629794.535012,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749630132.3116121,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749630145.1262689,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749630605.052357,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749631613.7419438,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749635411.650885,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749635463.693651,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749635546.0596151,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749635855.8590112,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749636294.5817919,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749637084.065654,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749637166.423085,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749637364.112224,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749637623.966099,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749638527.4487119,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749638588.247026,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749639662.183469,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749641237.023705,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749641495.3146482,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749641568.041943,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749641603.399425,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749641972.715135,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749642143.321373,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749642183.655729,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749643115.63102,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749646133.488439,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749648710.680088,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749648800.383316,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749667478.582847,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749667807.869432,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749670457.907382,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749674746.475625,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749675117.557821,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749675191.872987,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749676080.03792,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749676495.544938,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749678341.893184,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749678645.6909242,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749702308.1520572,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749706166.815808,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749706940.993929,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749707518.030407,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749708738.80517,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749708757.2762961,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749712391.134976,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749715942.365426,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749717380.949908,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749717842.661851,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749717888.74507,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749718145.333137,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749718727.307035,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749718807.953582,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749720017.260055,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749720196.713229,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749720483.949163,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749722601.947027,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749723017.00109,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749723460.140728,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749725906.1231198,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749726002.502943,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749726841.704527,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749726939.097728,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749726971.515442,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749727063.407712,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749727386.5869389,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749728372.779084,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749728600.799045,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749729270.623806,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749729360.735601,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749729583.2899652,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749729990.4745321,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749731317.711545,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749733564.4866161,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749733730.309622,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749735688.368382,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749740058.685456,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749741811.0853472,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749742155.633987,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749742197.632619,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749742745.6243749,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749743226.0355701,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749744076.536731,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749744553.9930692,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749744714.384366,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749746561.9247298,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749747398.4129639,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749747794.9230518,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749747863.09616,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749755633.035671,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749757631.504416,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749757740.612246,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749758697.8802009,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749758882.568067,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749759207.5721378,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749759436.8430471,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749759765.455687,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749759920.4297829,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749760708.860044,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749760866.3559651,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749762650.094636,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749763060.644392,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749765084.110824,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749801686.134941,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749802260.102371,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749804992.5074959,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749814243.719358,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749815441.687037,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749816401.687288,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749818505.617447,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749819209.314219,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749821020.3748589,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749823877.559095,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749824527.138699,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749831828.438551,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749832913.1723719,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749835150.77015,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749839432.2473001,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749839454.0149899,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749840087.075702,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749848786.6646671,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749849601.732141,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749849799.900745,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749851213.8954759,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749852385.8184462,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749853924.489053,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749885144.855272,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749889661.584405,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749902847.113215,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749904900.971349,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749911182.6738,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749911256.501865,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749912493.310497,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749914855.5605059,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749921979.861203,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749932580.579093,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749932664.9398189,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749932813.132257,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749934235.612164,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749936346.253767,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749936411.7175941,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749938797.53506,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749940221.940542,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749940621.714122,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749941236.479261,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749941554.482479,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749977578.447904,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749983919.063092,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749984907.998049,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749986022.5891209,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749989312.99653,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749990634.794456,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749992179.108619,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749993155.38574,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749993193.569653,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1749993276.937669,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749993372.1425729,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749996638.811545,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1749997009.676444,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750000549.590263,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1750001195.9235559,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750002383.125886,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750004433.017282,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750008197.033,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750013543.045007,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1750013852.555625,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750014274.8835812,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750019956.166401,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750020505.434253,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750022892.484556,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750024151.1503348,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750024693.704218,False,Europe/Stockholm
instagram,breathingExercise,dismissedAppOpening,3,1750025423.068618,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750025624.715924,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750025791.191253,False,Europe/Stockholm
instagram,breathingExercise,openedApp,3,1750027192.385535,False,Europe/Stockholm
