app,interventionDuration,timestamp,resolution,isReIntervention,timezone,interventionType,timeIntervalUntilReIntervention
instagram,6.0,1752090591.031121,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,6.0,1752109133.329946,openedApp,False,America/Chicago,breathingExercise,300.0
instagram,,1752109438.459553,closedApp,False,America/Chicago,,
instagram,6.0,1752112644.080456,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,6.0,1752169902.911456,openedApp,False,America/Chicago,breathingExercise,300.0
instagram,,1752170209.174546,closedApp,False,America/Chicago,,
instagram,6.0,1752183936.223233,openedApp,False,America/Chicago,breathingExercise,300.0
instagram,,1752184240.797394,closedApp,False,America/Chicago,,
instagram,6.0,1752184255.7446442,openedApp,False,America/Chicago,breathingExercise,420.0
instagram,,1752184639.6163368,closedApp,False,America/Chicago,,
instagram,6.0,1752188184.633446,openedApp,False,America/Chicago,breathingExercise,300.0
instagram,,1752188575.337295,closedApp,False,America/Chicago,,
instagram,6.0,1752188589.596675,openedApp,True,America/Chicago,breathingExercise,300.0
instagram,,1752188876.8548741,closedApp,False,America/Chicago,,
instagram,6.0,1752251717.1715422,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752252082.523351,closedApp,False,America/Chicago,,
instagram,6.0,1752263140.0181332,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,6.0,1752263614.939481,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,,1752263505.866112,closedApp,False,America/Chicago,,
instagram,6.0,1752283307.533679,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752283672.7156138,closedApp,False,America/Chicago,,
instagram,6.0,1752283678.189423,dismissedAppOpening,True,America/Chicago,breathingExercise,
instagram,6.0,1752283697.2576408,openedApp,False,America/Chicago,breathingExercise,300.0
instagram,,1752283998.831332,closedApp,False,America/Chicago,,
instagram,6.0,1752324010.429349,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752324376.111767,closedApp,False,America/Chicago,,
instagram,6.0,1752324389.840992,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,6.0,1752374223.042388,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752374587.499362,closedApp,False,America/Chicago,,
instagram,6.0,1752381140.772876,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752381506.327323,closedApp,False,America/Chicago,,
instagram,6.0,1752416984.737015,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752417348.734768,closedApp,False,America/Chicago,,
instagram,6.0,1752499757.870817,openedApp,False,America/Chicago,breathingExercise,480.0
instagram,6.0,1752501324.019748,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,6.0,1752516684.310522,dismissedAppOpening,False,America/Chicago,breathingExercise,
instagram,,1752500271.9293761,closedApp,False,America/Chicago,,
instagram,,1752501015.283957,closedApp,False,America/Chicago,,
instagram,6.0,1752516703.500667,openedApp,False,America/Chicago,breathingExercise,360.0
instagram,,1752517065.2843552,closedApp,False,America/Chicago,,
instagram,6.0,1752519955.6454182,openedApp,False,America/Chicago,breathingExercise,300.0
