resolution,isReIntervention,timestamp,timezone,interventionType,app,interventionDuration
dismissedAppOpening,False,1749171946.969977,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749171958.1678429,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749172651.9908528,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749173337.030048,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749180273.9484181,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749180679.818095,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749180741.672993,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749183540.8251839,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749183606.445005,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749183654.2242,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749183786.4282331,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749183848.4277039,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749183949.901689,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749184026.8387861,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
openedApp,False,1749184042.185997,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749184090.268797,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749184962.3728828,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749185715.997188,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749185781.140489,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749185880.873518,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749185978.406765,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749186662.7562819,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749186939.820856,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187085.951175,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187133.730993,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187137.217866,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187165.599211,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187337.457617,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187423.784997,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749187795.462346,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749187803.102831,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749188575.03726,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749188898.638881,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749188929.377197,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749189433.3029752,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189433.3041692,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189460.150675,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189460.153429,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189525.1942282,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189641.66998,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749189656.011636,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749200819.882458,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749205287.01561,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749205718.995277,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749205758.701401,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749205865.95977,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749206280.523727,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749206762.8698292,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749206774.122467,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749206795.017016,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749216035.636739,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749217966.2787519,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749218617.0218868,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749219697.161319,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749220818.996089,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749253710.09093,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749254278.0368419,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749254380.941375,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749256194.92794,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749256208.3307118,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749256252.212399,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749256339.5340729,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749256947.026359,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749268896.908108,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749271185.545734,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749271651.327808,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749271653.7303329,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749271756.65936,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749272078.62814,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749280982.197603,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749281062.404086,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749281070.044276,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749281174.284064,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749281339.623491,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749283337.489668,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749283341.829406,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749288141.059978,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749288192.803549,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749289365.02737,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749294198.371356,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749294649.515266,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749296204.010693,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749296595.447005,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749297345.164845,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749301335.001677,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749304408.8036199,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749306617.8752909,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749306620.28434,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749308100.533339,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749308249.358279,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749308788.4483361,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749308800.644864,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749308893.952049,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749308905.4403281,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749309983.576943,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749310085.848731,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749311312.172624,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749311352.2323642,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749340993.922302,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749341005.1570768,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749341033.610536,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749341183.2185931,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749341498.836777,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749342635.614331,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749342798.096513,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749342871.525645,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749343089.986319,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749343216.8070889,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749343329.794234,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749343506.426894,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749343534.7877011,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749344054.157318,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749349156.292863,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749349208.418713,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749349249.2311769,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749349280.062354,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749349419.339149,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749349807.644133,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749349913.024407,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749349949.6320329,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749350507.015849,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749350525.3225322,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749350532.036007,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749352708.883987,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749353486.529595,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749353500.573454,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749359930.3139791,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749360010.791607,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360023.8796601,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360177.231976,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360196.8940191,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360260.1626601,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360312.004081,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749360370.727462,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749360475.506043,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749360506.58799,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749361195.4008698,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749362135.254479,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749362385.516601,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749362816.755547,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749363546.73391,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749363551.187714,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749363638.847852,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749363704.018067,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749363850.976688,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749366773.5687408,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749370882.457172,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749371224.99407,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749372510.975739,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749372774.122037,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749381931.390246,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749382172.7473311,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749383859.31,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749383988.2122102,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749384415.526863,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749384549.705956,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749384637.555521,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749384690.8976932,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749385022.2479758,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749385528.2881598,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749385548.4788961,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749385574.837874,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749386118.610343,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749386239.322034,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749386940.221447,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749388975.986336,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749389637.884063,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749390740.821531,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749393042.9915261,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749393060.38194,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749393404.15618,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749393537.641711,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749393556.067233,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749393703.951431,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749427780.7957258,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749427800.20673,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749429329.915007,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
openedApp,False,1749430257.304493,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749430427.415082,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749434672.7721648,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749434814.577608,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749434964.5371451,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749434968.094095,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749434999.6548529,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749435011.4854789,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749435189.659327,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749436119.435085,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749436229.365656,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749445368.0405002,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749445375.93051,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749445385.279173,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749450756.611939,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749452210.612715,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749452952.266918,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749452969.4228249,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749455423.272259,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749455435.521179,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749455610.36847,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749455711.640326,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749458453.411102,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749458478.902822,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749459182.079321,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749459302.7406058,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749459378.3566132,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749459528.802875,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749459638.827178,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749459740.964972,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749459799.045168,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749459826.151139,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749462843.458479,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749462905.304515,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749462929.562725,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749463244.556858,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749463252.035397,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749463612.482456,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749468015.15413,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749469024.278421,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749470478.373862,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749475708.9367309,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749475711.4833589,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749476606.219835,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749483015.99769,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749483101.359765,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749483172.6504622,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749483550.857925,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749483770.144065,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749483882.964973,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749484177.066361,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749484340.9726949,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749484440.326344,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749484486.656331,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749484489.3547978,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749485313.773975,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749485490.374034,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749485699.499096,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749488587.8103828,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749489616.42058,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749514899.454073,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749515147.122019,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749515546.87322,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749515644.922904,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749515658.663855,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749515827.709331,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749515950.849656,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749516256.62423,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
dismissedAppOpening,False,1749516378.1811662,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749516388.130755,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749520510.3210502,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749521737.110831,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749521792.562594,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749521827.689539,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749521900.533834,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749523121.119916,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749524207.076581,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749525092.688726,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749539694.621845,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749540517.0445452,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749540811.720809,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749540884.209724,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749540944.160963,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749540970.043034,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749541086.526607,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749541144.190155,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749541860.624872,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749543953.849041,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749544013.6094499,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749544933.380416,Asia/Seoul,breathingExercise,instagram,3.0
dismissedAppOpening,False,1749545009.163053,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749545312.6705961,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749545374.2051392,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749548612.125345,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749548694.803128,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749548710.463212,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749548733.263216,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
closedApp,False,1749548736.425171,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749548830.103239,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749548847.4281301,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
openedApp,False,1749549226.8861508,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749549272.0191221,Asia/Seoul,breathingExercise,instagram,3.0
openedApp,False,1749549413.315048,Asia/Seoul,breathingExercise,5445E4B6-C74D-4851-90B8-F75D928541C8,3.0
closedApp,False,1749549662.9484692,Asia/Seoul,,5445E4B6-C74D-4851-90B8-F75D928541C8,
