timestamp,isReIntervention,app,interventionType,interventionDuration,timezone,resolution,purpose
1751128655.3304582,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751128854.35238,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751131970.727056,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751135167.6037931,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751135378.526091,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751137727.538293,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751138765.002217,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751140944.7511601,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751142413.917647,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751142987.934805,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751143007.682452,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751143277.113255,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751224261.26518,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751224280.612735,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751226493.128402,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751269396.2624788,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751269969.9575338,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751274050.8894892,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751309421.657741,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751310026.885524,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751310055.5574899,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751310253.309684,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1751310568.355331,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751311146.69154,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751314215.9300761,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751317073.2281852,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751362399.8634539,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751381247.055544,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751398146.436784,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751398397.1575541,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751398752.253128,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751401899.001992,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751401919.5316582,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751402742.243126,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751403885.076462,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751404128.585582,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751404200.7683702,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751434375.666512,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751455229.028648,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751455465.145832,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751528453.385233,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751528456.015954,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751537841.506085,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751548150.923753,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751551360.575338,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751573016.778085,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751575217.410855,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751577058.12853,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751577711.519905,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751578903.531255,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751584039.58385,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751615991.349639,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751618437.797347,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751636210.081612,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751636278.5968862,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751640034.458138,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751665294.368825,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751672441.7616181,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751673920.298174,False,disneyPlus,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1751743702.0070271,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751743897.939094,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751743983.6823192,False,shortcuts,breathingExercise,40.0,Europe/Zurich,openedApp,
1751937421.225425,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Etwas posten
1751969103.137233,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1751969293.961553,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751969326.388331,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1751969608.211493,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1751996384.204386,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1751996400.109313,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1752006939.051803,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1752087199.758329,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752087836.487289,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752087852.257376,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752146686.517864,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752146702.9625669,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752163429.554915,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752422901.946888,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752423205.036874,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752425250.7817721,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752425758.230462,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752522119.826199,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752522137.112159,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752523479.03722,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752523708.819665,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752524042.188881,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752524347.566833,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752524348.878694,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752524383.8582392,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752525867.813119,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752526499.2504802,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752577765.701116,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752577780.2171168,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752597484.810797,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752663690.632776,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752691061.298893,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752779437.568499,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1752779456.889869,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752954997.9958348,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1752956801.9188519,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1753007475.902066,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1753010845.823267,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1753217794.5445828,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1753217797.3102121,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
