app,timezone,timestamp,isReIntervention,interventionType,interventionDuration,resolution,timeIntervalUntilReIntervention
tikTok,America/New_York,1749232400.006989,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749235033.35954,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749251146.098418,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749252186.9181008,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749253111.992137,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749253558.067236,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749259195.802651,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749259276.003189,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749259386.8256679,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749270521.402536,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749303233.2351232,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749303677.0909739,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749305218.002699,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749321872.5910978,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749322829.727141,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749324313.7349591,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749325128.2432761,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749349383.207263,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749381223.549551,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749394494.615344,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749400801.783935,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749402917.647376,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749421648.640501,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749429031.5175781,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749471747.1595001,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749472345.80883,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749473798.176715,False,breathingExercise,6.0,openedApp,
tikTok,America/New_York,1749491654.1014209,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749496579.067832,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749496786.5437531,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749518735.708916,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1749562901.721209,False,breathingExercise,6.0,openedApp,240.0
tikTok,America/New_York,1749573166.6080542,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749574794.200423,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749578971.628123,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749583241.723301,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1749583485.25755,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1749584113.156641,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749585046.029069,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1749589024.0008578,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749589620.840014,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1749594481.557105,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749608315.062276,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1749608558.887069,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749608581.610003,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749608610.819147,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749608763.093545,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749609234.4670339,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749645132.328724,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749645178.992585,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1749646420.05903,True,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1749660686.062511,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749662517.865385,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1749663675.021543,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1749677217.419796,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1749677343.660932,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749683353.279574,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749692864.953321,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1749728576.010367,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749728979.146234,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1749730281.190596,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749743740.375797,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749744941.321618,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749747009.116657,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1749748273.744019,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749754526.5083609,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749754814.2849522,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749755100.5515308,False,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1749755603.502118,True,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749767734.773655,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749768352.649137,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749768814.411735,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749781868.119268,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749782793.820825,True,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1749814885.884115,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1749819345.219625,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1749839163.959715,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1749848004.4930182,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749848581.007656,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1749865605.748054,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749866253.969565,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1749909047.054751,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749909351.868531,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1749917256.303375,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1749931235.288625,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1749945676.915669,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1749950274.810842,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1749951907.419028,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1749989256.644988,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1750000176.981588,False,breathingExercise,6.0,openedApp,1740.0
tikTok,America/New_York,1750001940.797855,True,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1750011667.773819,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750012464.670496,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750029920.381408,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1750039408.9321399,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750041191.989619,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750078037.640993,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1750078847.936759,True,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1750080721.826786,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750103480.1690211,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750109398.915873,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750113676.73087,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750117018.786511,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750125854.438406,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750126019.2687058,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1750126892.484054,True,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1750158349.601541,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750166644.221813,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1750167327.705004,True,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1750167722.619186,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750177424.1761,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1750178195.499113,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750185794.682569,False,breathingExercise,6.0,openedApp,60.0
tikTok,America/New_York,1750185913.526154,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750186912.722445,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750209432.4559379,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750213231.982226,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1750243494.034198,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750244432.313424,True,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750245356.895577,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750269596.819107,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750271569.765428,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1750277901.721778,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750277920.219112,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750278912.4300032,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1750331836.703306,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750332449.689717,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1750332855.5582561,True,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750345530.8821511,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750345752.1646662,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750348113.62893,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750384524.018865,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750477436.146431,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1750511360.821435,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750511714.569909,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750512988.508004,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750514823.615889,True,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750563256.436432,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750625237.193478,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750625650.848062,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750627397.572637,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750627948.519665,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750628505.147326,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750629429.487746,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750629507.809644,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750629524.0500631,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750642893.236899,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750643238.978832,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1750681033.339549,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750681992.3009791,False,breathingExercise,6.0,openedApp,1560.0
tikTok,America/New_York,1750683890.449111,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750685143.622088,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1750697662.5495992,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750697738.0485148,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1750699215.010964,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1750710229.8666549,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750710251.884428,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750710318.023439,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750718571.3192549,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750718622.384451,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1750733482.294008,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750771533.338496,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750773135.313377,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750787460.133799,False,breathingExercise,6.0,openedApp,60.0
tikTok,America/New_York,1750787546.45758,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750788300.872546,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750790137.449387,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750797088.8447928,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750798020.844842,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1750798336.0946488,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1750798719.704741,True,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750820172.823485,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750856040.2036052,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750857380.958462,False,breathingExercise,6.0,openedApp,1140.0
tikTok,America/New_York,1750857662.874892,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1750858707.788687,True,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1750870155.054554,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750872150.091737,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750874016.984309,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1750875838.506408,True,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750884147.224628,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750884295.343219,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750902652.5032182,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750902768.2679958,False,breathingExercise,6.0,openedApp,1140.0
tikTok,America/New_York,1750903304.7578259,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1750904230.664023,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750904356.70575,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750904550.977876,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1750937436.789579,False,breathingExercise,6.0,openedApp,240.0
tikTok,America/New_York,1750945488.9244661,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750945551.8600059,False,breathingExercise,6.0,openedApp,240.0
tikTok,America/New_York,1750962736.79089,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750962835.677956,False,breathingExercise,6.0,openedApp,1260.0
tikTok,America/New_York,1750964578.482623,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750972286.301862,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750972596.576356,False,breathingExercise,6.0,openedApp,1260.0
tikTok,America/New_York,1750984179.17029,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1750985182.350648,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750985580.746067,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750985688.013019,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750988456.750527,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1750989713.419445,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1750989920.781406,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1750990391.0281072,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1750990633.64825,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1750991576.410109,False,breathingExercise,6.0,openedApp,60.0
tikTok,America/New_York,1750991576.704687,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1750991662.0881581,True,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751027018.893867,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1751028921.748117,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751028975.666288,False,breathingExercise,6.0,openedApp,240.0
tikTok,America/New_York,1751049176.925147,False,breathingExercise,6.0,openedApp,1680.0
tikTok,America/New_York,1751050881.017216,True,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1751059679.213923,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751060476.301406,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751078465.500087,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1751079685.437119,True,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751080605.812008,True,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1751120466.558485,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751121472.3924952,False,breathingExercise,6.0,openedApp,1380.0
tikTok,America/New_York,1751138064.062937,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751138123.223915,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751138379.727664,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751139018.117611,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751139116.5603209,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751139306.997117,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751139377.793919,False,breathingExercise,6.0,openedApp,1320.0
tikTok,America/New_York,1751139529.956723,False,breathingExercise,6.0,openedApp,1260.0
tikTok,America/New_York,1751139875.329945,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751144134.844948,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751162820.6383228,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751203137.5758429,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1751250763.982099,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751251946.3680382,False,breathingExercise,6.0,openedApp,1380.0
tikTok,America/New_York,1751284864.5712662,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751286688.9180698,True,breathingExercise,6.0,openedApp,1620.0
tikTok,America/New_York,1751288331.850909,True,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1751316386.841844,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751317299.5073519,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751319018.986995,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1751321304.757049,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1751329987.676031,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1751331209.825439,True,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751374277.95157,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751374902.2333322,True,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1751377418.325626,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751389619.126672,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1751398262.519051,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751398296.779182,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751400118.44645,True,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1751406134.571851,False,breathingExercise,6.0,openedApp,1080.0
tikTok,America/New_York,1751418643.517389,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1751418860.762031,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751421491.673219,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751458750.6366181,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751460582.506074,True,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1751461831.250998,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1751462696.694652,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751463318.951538,True,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751480157.5637841,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751481964.360937,False,,,closedApp,
tikTok,America/New_York,1751481979.92418,True,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751482884.842495,False,,,closedApp,
tikTok,America/New_York,1751485289.451826,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751485659.213647,False,,,closedApp,
tikTok,America/New_York,1751485676.0613189,True,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751485785.46859,False,,,closedApp,
tikTok,America/New_York,1751508890.913367,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751509800.439042,False,,,closedApp,
tikTok,America/New_York,1751541140.264797,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1751541569.3878222,False,,,closedApp,
tikTok,America/New_York,1751562746.434732,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1751563208.663682,False,,,closedApp,
tikTok,America/New_York,1751563294.536137,False,,,closedApp,
tikTok,America/New_York,1751563308.7953029,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1751563716.3532681,False,,,closedApp,
tikTok,America/New_York,1751564699.470298,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751565011.239469,False,,,closedApp,
tikTok,America/New_York,1751570970.916738,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751571535.331345,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751571804.219151,False,,,closedApp,
tikTok,America/New_York,1751571991.2301579,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751572069.552784,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1751572458.581596,False,,,closedApp,
tikTok,America/New_York,1751573879.1618528,False,,,closedApp,
tikTok,America/New_York,1751595528.337651,False,breathingExercise,6.0,openedApp,1080.0
tikTok,America/New_York,1751596615.491476,False,,,closedApp,
tikTok,America/New_York,1751596657.518475,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1751596800.93813,False,,,closedApp,
tikTok,America/New_York,1751597329.463845,False,,,closedApp,
tikTok,America/New_York,1751657554.600306,False,breathingExercise,6.0,openedApp,1320.0
tikTok,America/New_York,1751658494.584039,False,,,closedApp,
tikTok,America/New_York,1751658541.994631,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1751659271.426733,False,,,closedApp,
tikTok,America/New_York,1751659286.1423879,True,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1751659953.9615479,False,,,closedApp,
tikTok,America/New_York,1751659971.4266372,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1751660516.664819,False,,,closedApp,
tikTok,America/New_York,1751666865.733592,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751666878.7172499,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751667178.111446,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1751668024.277185,False,,,closedApp,
tikTok,America/New_York,1751668041.194222,True,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1751668769.7957768,False,,,closedApp,
tikTok,America/New_York,1751681229.414345,False,breathingExercise,6.0,openedApp,1440.0
tikTok,America/New_York,1751681280.5711489,False,,,closedApp,
tikTok,America/New_York,1751681345.3446279,False,,,closedApp,
tikTok,America/New_York,1751681392.6850991,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1751682601.068224,False,,,closedApp,
