interventionDuration,timezone,interventionType,timestamp,resolution,app,isReIntervention
6,Europe/Madrid,breathingExercise,1751392601.088628,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751396659.689859,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751398101.273186,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751398317.176574,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751398766.661782,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751398931.099204,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751399058.852394,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751399249.345821,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751400410.7883348,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751400637.406909,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751405047.4345589,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751438669.060492,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751439887.6606011,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751441141.256187,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751441331.427201,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751442130.117393,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751456394.9597368,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751457942.546839,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751458197.112078,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751458416.954648,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751460491.288877,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751463921.0925698,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751465490.770982,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751465867.421984,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751467824.03859,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751471995.404272,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751472028.770586,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751476256.834096,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751482264.845892,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751482513.262982,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751485968.429326,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751486234.24651,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751487558.4037108,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751488898.708935,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751529720.1417189,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751535807.93391,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751537492.585432,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751544329.275185,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751545773.958463,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751549872.936432,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751550309.026607,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751551928.6595669,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751553102.1929522,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751554066.894963,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751558514.951937,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751561692.0126538,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751561881.3658528,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751562020.767524,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751563024.1094031,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751564321.231662,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751565349.7657971,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751568476.6402988,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751571396.830216,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751572103.999799,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751572740.4468632,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751572757.710922,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751572837.521721,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751573240.0365639,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751574646.647896,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751576464.883961,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751609689.367272,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751609811.366627,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751612852.677213,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751616680.045018,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751626847.9452791,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751627217.076767,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751636550.94063,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751637252.075286,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751640651.2740722,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751646697.426801,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751654478.33116,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751656852.5149841,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751661334.692157,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751702066.4555058,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751702871.6908941,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751737453.559438,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751740117.995163,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751744345.864147,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751744563.6614199,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751744881.5954509,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751747112.456654,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751783424.5369,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751791970.996182,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751799335.719431,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751800357.9889421,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751808883.651932,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751813304.129453,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751822241.501864,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751824470.7150822,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751824564.768369,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751824703.888507,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751830691.4670482,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751831409.311945,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751833072.170466,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751833085.841605,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751835245.196156,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751836374.9897552,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751868095.8518438,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751869701.238823,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751875579.341058,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751876360.5110579,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751882480.56072,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751883202.78068,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751883306.146642,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751888275.665597,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751889008.8749142,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751892850.3996038,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751905822.1803598,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751916436.193505,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751916474.460455,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751919150.566596,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751920064.320252,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751920396.570416,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751952115.997015,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751952407.9319038,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751955997.0345511,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751956065.653774,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751959250.5535831,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751963065.751886,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751973066.3875651,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751974755.12553,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751975489.590425,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751975673.0458732,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751975832.8396602,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751977466.500181,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751978823.697781,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751982151.601054,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751982264.487443,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751990710.512226,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751992532.771379,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751994576.436823,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752003376.128734,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752003635.654058,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752006541.254137,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752041776.223288,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752045096.7451081,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752046751.905055,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752053165.210501,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752058451.970247,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752062444.6310248,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1752065017.1057649,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752065097.533176,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752065276.350528,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752065913.562325,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752066094.716823,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752067554.951552,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752068168.537188,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1752069973.682318,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752070820.440249,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1752070899.035181,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752077650.933909,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752077957.491828,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1752078344.847775,dismissedAppOpening,instagram,False
