timezone,interventionType,isReIntervention,app,resolution,timestamp,interventionDuration,purpose,timeIntervalUntilReIntervention
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754051951.8625998,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754053400.9239302,6.0,Entertainment,780.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754063820.789623,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754090193.395304,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754090255.7858381,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754090880.3471909,6.0,Relax,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754091491.7909498,6.0,Entertainment,540.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754092048.9139261,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754092666.5082722,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,dismissedAppOpening,1754093281.699644,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754093305.087889,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754093905.655307,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754094586.476203,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754095024.360986,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754117823.333035,6.0,Entertainment,240.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754118133.462774,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754119950.051354,,,
Europe/Brussels,breathingExercise,True,youtube,openedApp,1754119964.157105,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754120465.886781,,,
Europe/Brussels,,False,youtube,closedApp,1754121028.2176208,,,
Europe/Brussels,,False,youtube,closedApp,1754132198.025275,,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754138274.861092,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754138656.686429,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754140067.611728,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754140084.751782,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754140104.6502519,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754140569.7694058,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754168187.232398,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1754172409.355733,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1754172423.2148829,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1754172452.30335,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754172478.362021,6.0,Entertainment,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754172699.832526,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754172900.449295,,,
Europe/Brussels,,False,youtube,closedApp,1754173335.9168,,,
Europe/Brussels,,False,youtube,closedApp,1754174560.273086,,,
Europe/Brussels,,False,youtube,closedApp,1754174715.574706,,,
Europe/Brussels,breathingExercise,True,youtube,openedApp,1754174731.383377,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754175707.860042,,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1754181569.956149,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754181589.2421188,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754183576.783035,,,
Europe/Brussels,,False,youtube,closedApp,1754201976.536408,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754202020.302487,6.0,Entertainment,240.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754206160.155493,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754213352.08432,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754217966.580989,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754223452.3706079,6.0,Entertainment,240.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1754225590.2834358,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754225802.650377,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754226461.497411,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754226927.808651,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754227332.6443958,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754230969.170672,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754231589.4643779,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754243008.545171,6.0,Entertainment,540.0
Europe/Brussels,,False,youtube,closedApp,1754243117.557372,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754245801.311729,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754245908.043678,,,
Europe/Brussels,,False,youtube,closedApp,1754246221.434767,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754246438.6632571,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754246471.838766,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754254035.997247,6.0,Entertainment,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754254252.575496,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754255038.019559,,,
Europe/Brussels,,False,youtube,closedApp,1754256895.298839,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754329960.151619,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754331722.709194,,,
Europe/Brussels,breathingExercise,True,instagram,openedApp,1754333489.9735432,6.0,Entertainment,120.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754339190.6624699,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754339210.837683,6.0,Entertainment,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754340177.499281,6.0,Entertainment,1320.0
Europe/Brussels,,False,youtube,closedApp,1754341536.833673,,,
Europe/Brussels,,False,youtube,closedApp,1754368288.982401,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754387810.621841,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754393086.9255261,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1754404436.626822,6.0,Entertainment,1800.0
Europe/Brussels,,False,youtube,closedApp,1754404584.841628,,,
Europe/Brussels,,False,youtube,closedApp,1754407667.625298,,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1754416060.682246,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754418154.0650291,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754419287.840375,6.0,Entertainment,540.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754419629.394301,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,dismissedAppOpening,1754420255.401812,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1754420329.951982,6.0,Entertainment,300.0
