interventionType,interventionDuration,timezone,resolution,isReIntervention,timestamp,app,purpose
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751596695.6601648,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751598013.2832751,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751637044.1547241,instagram,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751646302.1432571,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751652379.4590049,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751659345.335613,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751659694.925828,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751661954.024508,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751669721.1348171,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751669870.6535811,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751669963.640234,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751670922.185951,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751714964.587852,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751725185.063881,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751725244.594283,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751731046.987811,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751733397.61791,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751737299.746742,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751743843.144174,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751758534.735251,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751768396.5714269,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751836849.33736,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751837987.786605,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751841027.408921,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751847325.2482672,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751848246.4117332,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751900587.401029,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751914658.697087,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751917530.308578,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751938330.9185681,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751939368.729356,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1751981664.1512961,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751982206.711444,instagram,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751982847.708777,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751987811.085947,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751988331.4926229,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751988411.815057,tikTok,Sanitário
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751992855.041123,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751997316.3800411,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751997801.630396,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1751999283.623472,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752000089.377146,tikTok,Sanitário
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752002261.4381719,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752005453.491142,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752019092.0361729,tikTok,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752021329.757056,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752068277.000565,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752077756.774478,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752085461.186172,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752085510.176435,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752089348.1619391,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752099462.458705,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752099604.943496,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752140270.692268,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752148604.849719,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752148970.331186,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752155736.8116732,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752155764.963794,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752156280.38748,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752179481.937542,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752183199.3512611,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752183241.240992,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752184102.52066,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752184722.9021878,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752186259.381887,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752190353.180428,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752195018.287033,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752228780.595748,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752238039.642293,instagram,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752245251.0691009,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752247238.988759,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752247259.598712,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752247337.7029681,instagram,Sanitário
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752259829.303153,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752259975.828147,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752263439.8178968,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752274007.862567,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752275756.095381,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752315926.909594,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752339773.6450338,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752353528.082535,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752354644.060947,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752366823.0007238,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752370211.469994,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752372779.402971,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752406437.377191,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752422581.731628,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752453752.647972,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752455119.071374,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752503205.425195,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752506180.979924,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752506214.6061258,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752513305.855356,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752522980.9421082,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752529324.906925,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752585591.017165,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752585631.683154,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752587168.003961,tikTok,Sanitário
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752590207.001532,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752591741.322758,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752595410.275887,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752604082.57834,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752609148.446461,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752610931.164119,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752612731.380365,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752621893.4667711,instagram,Sanitário
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752670783.340616,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752670939.198173,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752676851.400138,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752679678.862535,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752679718.2901611,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752686123.601397,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752694151.394751,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752705959.2968779,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752719086.0376,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752758597.531745,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752758597.883953,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752765066.8014278,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752780471.733535,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752781939.6653152,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752807009.909387,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752807257.275707,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752851908.013494,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752852300.30849,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752853412.359058,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752856150.4515328,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752858714.4083319,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752861067.24986,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752861743.131019,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752865224.409878,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752866346.9096189,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752866504.5118809,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752870061.645668,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752884917.5817308,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752885136.06756,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752885799.97226,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752894950.661738,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752933491.286717,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752933742.303738,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752935174.1099381,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752943019.8076448,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752944034.299777,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752944706.094969,instagram,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752945342.008173,tikTok,Sanitário
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1752945952.256692,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752945990.012047,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752953183.686275,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752970021.061863,instagram,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752974121.6782389,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1752975435.999989,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753020140.621155,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753022071.897235,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753023179.550373,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753025052.033699,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753029561.7130718,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753030486.3353539,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753031102.989583,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753032249.47724,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753036046.72723,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753045025.279886,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753045047.175776,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753047620.216226,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753051553.506332,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753051699.2664099,tikTok,Pesquisar informações
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753054340.4300442,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753103765.698107,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753103847.288827,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753104931.525322,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753115953.549489,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753118134.244209,tikTok,Entediado
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753118717.766829,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753125309.387856,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753131605.503635,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753132573.296108,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753132891.725994,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753133877.6291099,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753138017.467879,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753138222.328057,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753141410.98821,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753146996.253676,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753192179.701581,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753193721.544477,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753194768.253347,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753199441.140205,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753209487.4299169,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753211195.345735,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753214010.933186,tikTok,Relaxar
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753215158.9849381,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753215518.417012,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753226046.669215,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753227027.274559,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753234631.250651,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753274008.9714022,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753277926.858529,instagram,Ficar por dentro
,,America/Sao_Paulo,openedApp,False,1753277239.742403,tikTok,
