isReIntervention,app,interventionDuration,interventionType,timestamp,resolution,timezone,purpose
False,instagram,6.0,breathingExercise,1753826974.849699,openedApp,Europe/Madrid,
False,instagram,,,1753827019.610105,closedApp,Europe/Madrid,
False,instagram,,,1753827501.953114,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753827514.6543689,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753828230.05936,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753828259.956368,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753828448.192621,openedApp,Europe/Madrid,
False,tikTok,,,1753828518.7339501,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753830001.095162,dismissedAppOpening,Europe/Madrid,
False,tikTok,,,1753831665.751182,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753832481.344133,openedApp,Europe/Madrid,
False,instagram,,,1753833665.4150229,closedApp,Europe/Madrid,
False,instagram,,,1753833695.572684,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753834251.467496,openedApp,Europe/Madrid,
False,tikTok,,,1753834881.368851,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753857936.278044,openedApp,Europe/Madrid,
False,tikTok,,,1753858583.518083,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753864601.3579931,openedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753869312.458194,openedApp,Europe/Madrid,
False,tikTok,,,1753869372.826221,closedApp,Europe/Madrid,
False,tikTok,,,1753869841.85289,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753869865.355733,openedApp,Europe/Madrid,
False,instagram,,,1753869954.865117,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753875408.724762,openedApp,Europe/Madrid,
False,instagram,,,1753875431.384649,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753876828.7016292,openedApp,Europe/Madrid,
False,tikTok,,,1753876963.3354979,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753876975.664547,openedApp,Europe/Madrid,
False,instagram,,,1753877111.226397,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753880554.149725,openedApp,Europe/Madrid,
False,instagram,,,1753880594.758539,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753881860.4199739,openedApp,Europe/Madrid,
False,tikTok,,,1753881894.187489,closedApp,Europe/Madrid,
False,tikTok,,,1753882739.145756,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753882776.832755,openedApp,Europe/Madrid,
False,instagram,,,1753882940.96315,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753883204.907511,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753883430.323114,openedApp,Europe/Madrid,
False,instagram,,,1753883471.677538,closedApp,Europe/Madrid,
False,instagram,,,1753883855.22652,closedApp,Europe/Madrid,
False,instagram,,,1753884344.848013,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753884795.685667,openedApp,Europe/Madrid,
False,instagram,,,1753885031.384294,closedApp,Europe/Madrid,
False,instagram,,,1753885350.0409431,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753887625.974864,openedApp,Europe/Madrid,
False,instagram,,,1753887715.358134,closedApp,Europe/Madrid,
False,instagram,,,1753887795.3526149,closedApp,Europe/Madrid,
False,instagram,,,1753887839.571947,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753893273.782567,openedApp,Europe/Madrid,
False,instagram,,,1753893391.24256,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753896472.0016341,openedApp,Europe/Madrid,
False,tikTok,,,1753896622.544662,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753896635.142364,openedApp,Europe/Madrid,
False,instagram,,,1753896875.632811,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753897823.3734841,openedApp,Europe/Madrid,
False,instagram,,,1753897841.4983258,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753897856.406074,openedApp,Europe/Madrid,
False,tikTok,,,1753898012.4288921,closedApp,Europe/Madrid,
False,tikTok,,,1753902285.024106,closedApp,Europe/Madrid,
False,tikTok,,,1753902343.209422,closedApp,Europe/Madrid,
False,tikTok,,,1753902538.973196,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753902769.345138,openedApp,Europe/Madrid,
False,tikTok,,,1753902786.1392179,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753904948.391257,openedApp,Europe/Madrid,
False,tikTok,,,1753904982.092488,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753907276.0472012,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753915056.19354,openedApp,Europe/Madrid,
False,instagram,,,1753915155.542533,closedApp,Europe/Madrid,
False,instagram,,,1753915405.022043,closedApp,Europe/Madrid,
False,instagram,,,1753915969.09745,closedApp,Europe/Madrid,
False,instagram,,,1753916271.111669,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753943313.519166,openedApp,Europe/Madrid,
False,instagram,,,1753943361.769206,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753943376.375395,openedApp,Europe/Madrid,
False,tikTok,,,1753943412.891265,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753944101.880076,openedApp,Europe/Madrid,
False,tikTok,,,1753944380.795752,closedApp,Europe/Madrid,
False,tikTok,,,1753945149.1230512,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753948640.892362,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753977898.9560552,openedApp,Europe/Madrid,
False,instagram,,,1753979815.589005,closedApp,Europe/Madrid,
False,instagram,,,1753980018.556042,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753980822.967129,openedApp,Europe/Madrid,
False,instagram,,,1753980865.130918,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753981213.731236,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753983072.155949,openedApp,Europe/Madrid,
False,tikTok,,,1753983189.4391398,closedApp,Europe/Madrid,
False,tikTok,,,1753984934.807287,closedApp,Europe/Madrid,
False,tikTok,,,1753985437.1573272,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753986249.7403898,openedApp,Europe/Madrid,
False,tikTok,,,1753986351.2131271,closedApp,Europe/Madrid,
False,tikTok,,,1753986733.390595,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753986752.4283319,openedApp,Europe/Madrid,
False,instagram,,,1753986805.987294,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753988807.119667,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753988824.2187738,openedApp,Europe/Madrid,
False,instagram,,,1753988849.720098,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753990685.969571,openedApp,Europe/Madrid,
False,instagram,,,1753991114.4609451,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754004203.729517,openedApp,Europe/Madrid,
False,instagram,,,1754005587.5024061,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754028811.109274,openedApp,Europe/Madrid,
False,instagram,,,1754029129.2917109,closedApp,Europe/Madrid,
False,instagram,,,1754029321.4063802,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754029509.030848,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754029523.053483,openedApp,Europe/Madrid,
False,instagram,,,1754029923.3964028,closedApp,Europe/Madrid,
False,instagram,,,1754030271.307019,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754030285.508955,openedApp,Europe/Madrid,
False,tikTok,,,1754030559.823598,closedApp,Europe/Madrid,
False,tikTok,,,1754030619.783354,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754032105.31395,openedApp,Europe/Madrid,
False,instagram,,,1754032201.203248,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754048646.6070762,openedApp,Europe/Madrid,
False,instagram,,,1754048688.176583,closedApp,Europe/Madrid,
False,instagram,,,1754049100.5811958,closedApp,Europe/Madrid,
False,instagram,,,1754049321.701764,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754066582.5088692,openedApp,Europe/Madrid,
False,instagram,,,1754068533.59652,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754068771.292286,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754068862.0774431,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754069173.098845,openedApp,Europe/Madrid,
False,instagram,,,1754069191.259695,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754069204.61817,openedApp,Europe/Madrid,
False,tikTok,,,1754069413.9753199,closedApp,Europe/Madrid,
False,tikTok,,,1754069643.268784,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754074994.519547,openedApp,Europe/Madrid,
False,instagram,,,1754075179.9454908,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754075397.9851499,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754075410.719244,openedApp,Europe/Madrid,
False,instagram,,,1754075601.020294,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754077946.3782291,openedApp,Europe/Madrid,
False,instagram,,,1754077973.426231,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754078730.32106,openedApp,Europe/Madrid,
False,instagram,,,1754078744.881191,closedApp,Europe/Madrid,
False,instagram,,,1754078850.611226,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754079476.6414971,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754079480.271389,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754080345.751524,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754087609.780554,openedApp,Europe/Madrid,
False,instagram,,,1754087765.815582,closedApp,Europe/Madrid,
False,instagram,,,1754087808.496927,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754089686.8968902,openedApp,Europe/Madrid,
False,instagram,,,1754089704.0026941,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754090250.7956262,openedApp,Europe/Madrid,
False,instagram,,,1754090275.7851949,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754091773.4785662,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754091776.898728,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754091809.8498402,openedApp,Europe/Madrid,
False,instagram,,,1754091857.2776232,closedApp,Europe/Madrid,
False,instagram,,,1754092150.9834108,closedApp,Europe/Madrid,
False,instagram,,,1754092970.681004,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754124980.3213348,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754126283.321707,dismissedAppOpening,Europe/Madrid,
False,instagram,,,1754125078.6577392,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754126470.292585,openedApp,Europe/Madrid,
False,instagram,,,1754126593.201258,closedApp,Europe/Madrid,
False,instagram,,,1754126657.996642,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754129351.792445,openedApp,Europe/Madrid,
False,instagram,,,1754129471.914182,closedApp,Europe/Madrid,
False,instagram,,,1754130225.684876,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754130642.360135,openedApp,Europe/Madrid,
False,tikTok,,,1754130675.447835,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754130831.852693,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754131198.257835,openedApp,Europe/Madrid,
False,instagram,,,1754131669.445962,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754132032.719905,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754132177.8616462,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754132210.335561,openedApp,Europe/Madrid,
False,tikTok,,,1754132549.9502249,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754142575.500454,openedApp,Europe/Madrid,
False,instagram,,,1754143305.517982,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754143491.73298,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754146243.6570048,openedApp,Europe/Madrid,
False,tikTok,,,1754146356.421215,closedApp,Europe/Madrid,
False,tikTok,,,1754147042.756464,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754147280.152618,openedApp,Europe/Madrid,
False,instagram,,,1754147323.0326638,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754148088.633902,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754148120.855406,openedApp,Europe/Madrid,
False,tikTok,,,1754148384.010864,closedApp,Europe/Madrid,
False,tikTok,,,1754149330.439046,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754149663.158912,openedApp,Europe/Madrid,
False,instagram,,,1754149791.2436929,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754150298.607078,openedApp,Europe/Madrid,
False,tikTok,,,1754150726.619143,closedApp,Europe/Madrid,
False,tikTok,,,1754150818.284126,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754166076.187856,openedApp,Europe/Madrid,
False,tikTok,,,1754166171.4248738,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754168115.21773,openedApp,Europe/Madrid,
False,tikTok,,,1754168182.797028,closedApp,Europe/Madrid,
False,tikTok,,,1754168405.6456962,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754179419.524265,openedApp,Europe/Madrid,
False,instagram,,,1754180151.8650231,closedApp,Europe/Madrid,
False,instagram,,,1754180180.457137,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754213811.2369518,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754215962.15119,openedApp,Europe/Madrid,
False,instagram,,,1754216266.7819,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754229459.385126,openedApp,Europe/Madrid,
False,instagram,,,1754229547.772808,closedApp,Europe/Madrid,
False,instagram,,,1754229637.17526,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754230026.086335,openedApp,Europe/Madrid,
False,instagram,,,1754230071.677459,closedApp,Europe/Madrid,
False,instagram,,,1754230660.907387,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754230863.031738,openedApp,Europe/Madrid,
False,instagram,,,1754230901.315596,closedApp,Europe/Madrid,
False,instagram,,,1754231042.502571,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754232192.8167849,openedApp,Europe/Madrid,
False,instagram,,,1754232436.364052,closedApp,Europe/Madrid,
False,instagram,,,1754232812.488369,closedApp,Europe/Madrid,
False,instagram,,,1754233351.8293571,closedApp,Europe/Madrid,
False,instagram,,,1754233467.0532131,closedApp,Europe/Madrid,
False,instagram,,,1754234104.139631,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754236813.953672,openedApp,Europe/Madrid,
False,instagram,,,1754236849.5417929,closedApp,Europe/Madrid,
False,instagram,,,1754237133.264701,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754242205.1024299,openedApp,Europe/Madrid,
False,tikTok,,,1754242222.922375,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754242419.1390638,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754242688.215075,openedApp,Europe/Madrid,
False,instagram,,,1754242712.3647509,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754243862.05561,openedApp,Europe/Madrid,
False,instagram,,,1754244010.73662,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754244515.869776,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754244545.5678658,openedApp,Europe/Madrid,
False,instagram,,,1754244621.475861,closedApp,Europe/Madrid,
False,instagram,,,1754244806.091292,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754245158.622007,openedApp,Europe/Madrid,
False,instagram,,,1754245180.092154,closedApp,Europe/Madrid,
False,instagram,,,1754246124.455637,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754246543.109426,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754247523.120219,openedApp,Europe/Madrid,
False,instagram,,,1754248108.463922,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754251867.386646,openedApp,Europe/Madrid,
False,instagram,,,1754251947.383394,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754260376.5944371,openedApp,Europe/Madrid,
False,tikTok,,,1754262145.507073,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754262176.448228,openedApp,Europe/Madrid,
False,instagram,,,1754262300.809116,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754262437.362804,openedApp,Europe/Madrid,
False,tikTok,,,1754262600.047883,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754267484.885715,openedApp,Europe/Madrid,
False,instagram,,,1754267718.4413881,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754268867.787828,openedApp,Europe/Madrid,
False,instagram,,,1754268914.610577,closedApp,Europe/Madrid,
False,instagram,,,1754270590.0820022,closedApp,Europe/Madrid,
False,instagram,,,1754271016.562367,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754271329.2468262,openedApp,Europe/Madrid,
False,instagram,,,1754271387.6349459,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754271808.207505,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754271823.2899199,openedApp,Europe/Madrid,
False,tikTok,,,1754272066.6471438,closedApp,Europe/Madrid,
False,tikTok,,,1754272614.8457952,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754302291.1381211,openedApp,Europe/Madrid,
False,instagram,,,1754302377.718519,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754303992.233881,openedApp,Europe/Madrid,
False,tikTok,,,1754304788.702219,closedApp,Europe/Madrid,
False,tikTok,,,1754306101.377929,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754306440.932889,openedApp,Europe/Madrid,
False,tikTok,,,1754307117.456977,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754312610.153727,openedApp,Europe/Madrid,
False,tikTok,,,1754313200.353363,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754316531.831419,openedApp,Europe/Madrid,
False,instagram,,,1754316746.213187,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754319755.063456,openedApp,Europe/Madrid,
False,tikTok,,,1754319779.910105,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754322756.9385428,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754327374.952454,openedApp,Europe/Madrid,
False,instagram,,,1754327489.734736,closedApp,Europe/Madrid,
False,instagram,,,1754327497.805406,closedApp,Europe/Madrid,
False,instagram,,,1754327903.237436,closedApp,Europe/Madrid,
False,instagram,,,1754328346.183821,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754331137.4903069,openedApp,Europe/Madrid,
False,instagram,,,1754331153.4775,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754331985.009105,openedApp,Europe/Madrid,
False,instagram,,,1754332007.177788,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754333192.874624,openedApp,Europe/Madrid,
False,instagram,,,1754333242.639169,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754336048.762985,openedApp,Europe/Madrid,
False,instagram,,,1754336101.258698,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754336423.7426271,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754336453.214458,openedApp,Europe/Madrid,
False,instagram,,,1754336466.492241,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754336854.72247,openedApp,Europe/Madrid,
False,instagram,,,1754336877.766461,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754337671.23018,openedApp,Europe/Madrid,
False,instagram,,,1754337694.844438,closedApp,Europe/Madrid,
False,instagram,,,1754337820.232492,closedApp,Europe/Madrid,
False,instagram,,,1754338215.167152,closedApp,Europe/Madrid,
False,instagram,,,1754338473.794708,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754339533.903607,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754339548.6201391,openedApp,Europe/Madrid,
False,instagram,,,1754339718.365365,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754340202.409151,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754341649.278311,openedApp,Europe/Madrid,
False,tikTok,,,1754341803.709292,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754341998.6784139,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754342056.980801,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754343722.891502,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754343841.0175118,openedApp,Europe/Madrid,
False,instagram,,,1754344506.2783499,closedApp,Europe/Madrid,
False,instagram,,,1754344614.3301,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754377708.373691,openedApp,Europe/Madrid,
False,tikTok,,,1754377972.6778831,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754378035.208225,openedApp,Europe/Madrid,
False,instagram,,,1754378139.717513,closedApp,Europe/Madrid,
False,instagram,,,1754378751.286288,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1754379602.498667,openedApp,Europe/Madrid,
False,instagram,,,1754379809.8047938,closedApp,Europe/Madrid,
False,instagram,,,1754379878.90716,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1754383449.751147,openedApp,Europe/Madrid,
