app,interventionType,timezone,interventionDuration,timestamp,isReIntervention,resolution
instagram,breathingExercise,Europe/Berlin,6,1750666313.997212,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750683832.987169,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750686152.99959,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750687987.920443,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750689100.928524,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750689231.43642,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750690479.6086988,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750695415.41996,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750697168.267393,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750699144.257093,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750702425.699658,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750713334.92843,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750716238.189701,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750745258.42248,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750745710.154849,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750745736.699562,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750750461.934216,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750774172.483995,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750775534.9692268,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750775542.2101789,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750789037.381048,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750791857.570578,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750794158.802196,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750795023.939398,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750795520.927197,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750807071.643209,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750831062.3440828,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750840804.5780392,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750840835.656872,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750843078.903177,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750865262.583282,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750871868.003617,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750895473.7625031,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750896233.011795,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750896252.79513,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750900124.8425388,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750900141.673703,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750912396.8993468,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750915553.121537,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750917873.144608,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750917896.547549,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750918537.718385,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750919479.491801,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750921583.894689,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750921586.9937701,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750923801.63484,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750924433.550164,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750929229.933475,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750932564.3394551,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750934515.169798,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750938024.85272,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750940974.124292,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750942094.463286,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750943049.284723,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750947755.502943,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750950242.359427,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750950506.6690779,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750951252.225802,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750952605.118598,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1750962708.429851,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1750964409.456095,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751006320.562242,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751007812.270121,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751036360.310811,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751036742.43348,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751036819.1714082,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751036880.206022,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751038985.467341,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751039117.908467,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751039317.1724858,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751039785.227535,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751046831.188714,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751047306.255677,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751049126.173249,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751051342.05587,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751051344.205087,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751051385.365281,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751052765.258905,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751053836.4032068,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751058581.258192,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751062959.700351,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751090078.145472,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751091587.058177,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751099878.799849,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751100070.719311,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751100164.502573,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751100392.388329,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751100561.7240481,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751102085.525274,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751151963.8735409,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751194534.552563,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751199563.5850139,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751200014.5806642,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751200094.951443,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751200142.1698241,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751200257.5330238,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751200262.781053,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751200833.813282,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751200854.871992,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751202969.4986172,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751206789.2431831,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751207871.016844,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751207886.984905,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751208376.8493838,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751208409.5147429,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751214654.09027,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751217942.878592,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751218571.412595,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751220611.043752,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751222236.810514,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751222586.153662,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751224289.812725,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751231765.066794,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751231973.994063,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751233574.999817,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751234619.992744,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751234870.8108768,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751236313.72206,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751243896.6342149,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751266603.654286,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751267231.746201,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751271536.959731,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751272007.876801,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751275266.378479,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751285491.182177,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751288591.093296,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751324014.163286,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751324154.026057,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751354166.717008,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751354958.0903301,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751355936.801276,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751356175.8304238,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751375588.143066,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751378967.945509,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751379358.7737432,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751379421.397913,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751380017.449095,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751399668.023013,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751405490.444521,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751407057.3135781,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751409412.306219,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751412583.118806,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751436227.525686,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751436231.41355,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751436343.583518,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751445474.330865,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751445488.8193789,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751445800.8508759,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751448213.948842,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751454804.625214,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751465748.918153,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751467963.481497,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751472308.47688,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751473357.425704,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751474444.7445312,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751477250.972076,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751477290.710874,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751477305.868779,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751477489.0613542,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751484847.556526,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751522395.315635,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751564467.99446,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751568147.738315,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751577948.834015,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751578058.6271338,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751601847.737292,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751602492.937578,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751709786.275732,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751709808.1763082,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751711808.3963609,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751790231.425509,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751832194.6081371,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751832463.088239,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751832481.4127522,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751834910.450368,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751837188.725946,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751837709.225755,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751839404.760302,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751863249.379743,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751869119.9209619,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751869267.809527,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1751891897.036938,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751899314.415456,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751900153.911808,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1751905031.738618,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752047753.946845,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752149792.275846,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752170304.868699,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752178054.642233,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752223054.593594,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752229892.434916,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752239530.904706,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752241941.485584,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752245189.893196,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752272453.575505,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752275566.32581,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752323202.477742,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752325666.0434,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752329370.274294,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752331103.977446,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752331776.564101,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752360198.290179,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752361395.992107,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752384542.715507,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752384576.2874398,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752389286.592689,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1752389343.738384,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752390020.356246,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752390512.54898,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752462608.78638,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752468965.108591,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752469083.88286,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1752469232.3118548,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752488502.349588,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752488577.656873,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752488720.305444,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752488783.265265,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752493133.688987,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752493302.0855498,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752494065.753582,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752526723.3014379,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752527627.5307221,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752527649.949822,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752527728.435557,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752531476.303026,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752534294.3401089,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752552020.836962,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752580893.736414,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752580895.995657,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752580897.818202,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752580900.28653,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752611237.594314,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752611845.0385308,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752617349.570652,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752619435.969348,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752648481.4541469,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752711226.544845,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752712342.401345,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752712349.882944,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752727373.776455,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752788262.7230601,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752789749.3374162,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752790449.981775,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752791055.995583,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752791073.322056,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752791712.0764952,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752796035.0785232,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752798143.289472,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752814802.989394,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752871090.160832,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752878611.55951,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752878983.290796,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752882498.404593,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752883905.776513,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752908932.554487,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752909009.705801,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752910573.1080642,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752911349.3327851,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752911755.607994,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752911770.545372,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752914342.182969,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752946663.611514,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752963850.357142,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752965331.646786,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752966866.7234879,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1752967454.0229669,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1752997594.813328,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753006176.2410002,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753006588.351512,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753011560.824298,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753011717.3875651,False,dismissedAppOpening
instagram,breathingExercise,Europe/Amsterdam,6,1753011793.656012,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753011835.863904,False,openedApp
instagram,breathingExercise,Europe/Amsterdam,6,1753011881.546052,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753021017.97866,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753021110.128407,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753021320.849813,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753022016.909883,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753022263.248791,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753027400.157405,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753027578.1997461,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753027643.218824,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753027686.3216481,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753031747.0589418,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753032088.5694041,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753032105.173205,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753033531.498137,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753033534.8011842,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753080283.549607,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753085218.278545,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753119451.3164659,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753120790.35987,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753160120.427023,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753161466.68299,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753192715.6832628,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753211664.4108372,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753211788.608799,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753277175.967632,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753281164.531938,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753285165.386827,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753294503.7014499,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753298598.6799169,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753299331.200366,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753299346.562214,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753303073.128429,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753303388.2266412,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753303565.977374,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753332835.939884,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753351919.3053842,False,openedApp
