isReIntervention,app,timestamp,resolution,timezone,interventionType,interventionDuration
False,instagram,1749497208.572431,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749504660.1886392,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749504679.901742,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749509597.9152908,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749512087.4488292,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749512105.5181699,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749522150.083873,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749522172.921524,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749555795.7848868,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749559051.5454168,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749561987.568256,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749562596.625706,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749568524.633212,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749568547.7540622,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749576024.476392,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749577757.171299,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749578697.9131432,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749578820.75243,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749579298.141074,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749583059.421246,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749590910.1057491,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749595421.752558,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749595639.2685962,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749596123.764538,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749603194.503542,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749603360.928967,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749607344.822342,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749611197.1281738,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749614137.2701058,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749660578.6036382,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749661082.8541021,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749661338.589868,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749661703.6360512,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749662182.786817,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749670090.9244561,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749675445.3724442,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749677603.821331,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749677970.265088,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749677987.143774,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749678061.593149,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749682736.356941,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749684611.6933808,openedApp,America/New_York,,
False,instagram,1749684731.693382,closedApp,America/New_York,,
False,instagram,1749684731.693382,dismissedAppOpening,America/New_York,,
False,instagram,1749684746.156023,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749731108.835248,openedApp,America/New_York,,
False,instagram,1749731228.835248,closedApp,America/New_York,,
False,instagram,1749731228.835248,dismissedAppOpening,America/New_York,,
False,instagram,1749731244.748221,openedApp,America/New_York,,
False,instagram,1749731364.748224,closedApp,America/New_York,,
False,instagram,1749731364.748224,dismissedAppOpening,America/New_York,,
False,instagram,1749731245.997951,openedApp,America/New_York,,
False,instagram,1749731365.997951,closedApp,America/New_York,,
False,instagram,1749731365.997951,dismissedAppOpening,America/New_York,,
False,instagram,1749731386.885026,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749732231.438154,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749732231.821433,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749732903.112968,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749732091.465118,openedApp,America/New_York,,
False,instagram,1749732211.465119,closedApp,America/New_York,,
False,instagram,1749732211.465119,dismissedAppOpening,America/New_York,,
False,instagram,1749732925.436843,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749733864.5541291,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749737183.4245229,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749737683.631421,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749737701.1226711,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749746588.553475,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749746788.331966,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749747165.964113,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749756349.924094,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749761214.355911,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749774037.597373,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749784800.192296,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749785124.9059591,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749787021.128549,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749823814.152071,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749828539.722836,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749833552.965201,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749840574.040144,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749840638.376297,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749858820.3082209,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749863061.3350239,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749863125.074101,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749871015.96672,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749904481.074461,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749910302.818728,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749918423.042558,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749942427.242233,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749943643.9612231,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749943712.341971,dismissedAppOpening,America/New_York,breathingExercise,6.0
False,instagram,1749943730.9770079,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749947479.4883862,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749948558.486619,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749956994.61274,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749988456.800476,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1749995421.817311,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750011939.244972,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750015488.506703,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750015867.2420611,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750016184.369162,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750021182.872056,openedApp,America/New_York,breathingExercise,6.0
False,instagram,1750021337.479549,openedApp,America/New_York,breathingExercise,6.0
