app,resolution,timestamp,interventionDuration,isReIntervention,timezone,interventionType
instagram,openedApp,1750108504.207123,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750112486.018399,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750139970.520647,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750153428.924169,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750156548.662205,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750166126.960732,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750168619.854243,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1750173156.043014,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750173197.858357,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750179268.0408301,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750179637.309299,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750180507.66643,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750188616.955408,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750188634.494378,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750195686.956938,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750199301.374964,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750199307.094054,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750199320.352552,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750229693.3550181,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750234128.44558,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750234523.448862,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750241094.5109038,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750242038.333726,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750244955.774152,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750250102.33164,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750250655.1468148,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750262357.136081,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750266187.1954951,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750266242.4114141,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750266478.318359,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750272645.03738,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750275223.264193,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750277229.194147,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750281274.628953,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750286100.633034,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750286115.967798,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750315120.595343,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750316111.040698,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750318239.97937,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750325476.764431,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750325480.906157,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750328337.712028,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750328522.351466,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750328862.981184,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750329853.203248,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750330414.6144361,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750333515.339895,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750334414.652277,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750346961.927637,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750348387.3460221,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750362800.616507,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750369840.5351272,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750369858.6997309,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750416091.913106,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750416975.6708689,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750416989.782582,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1750418153.659953,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750425279.850137,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750428363.811589,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750433499.947795,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750453385.978066,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750458873.1279101,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750460962.993007,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750491324.734278,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750494912.7213578,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750496778.008212,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750496838.435118,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750496940.560205,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750499677.71427,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750500351.835662,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750506732.801255,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750511675.046004,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1750514830.5450602,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750514845.62426,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750515743.6492882,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750539864.236433,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750545468.38679,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750550328.507201,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750551998.343289,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750593785.122565,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750594768.2030048,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750595109.805542,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750595360.006748,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750595713.627095,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750596790.6923409,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750597616.6703172,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750597652.470896,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750600337.171836,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750605102.727737,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750605122.3032079,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750605356.835898,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750618836.983717,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750624409.896276,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750624526.108494,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750625232.386059,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750625317.1018748,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750664461.2413,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750667788.230661,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750674309.500715,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750674432.26999,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750676036.6736221,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750677255.304865,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750680465.4140859,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750680968.185324,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750690061.065809,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750695806.5272899,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750695854.631597,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750695911.4810328,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750698618.539067,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750711734.328687,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750711947.393952,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750711969.7254739,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750712010.578098,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750749604.543614,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750754453.7857609,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750755729.2767038,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750760879.5823898,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750760962.934411,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750761137.658474,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750765495.6035,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750771066.130517,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750778609.758811,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750779127.7237148,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750779182.579988,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750832738.791182,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750833891.650058,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750841860.746616,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750853094.332426,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750860968.100081,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750864974.9076838,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750866518.0234199,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750870188.390703,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750876150.135339,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750883422.5332608,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750913416.887953,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750913724.541394,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750917053.1571488,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750924024.0405989,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750931941.237788,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750932414.605836,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1750939579.5751681,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750945134.10411,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1750946242.61735,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750946618.770714,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1750949810.1745958,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751001846.796938,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751010572.772166,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751010645.7133532,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751016356.666922,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751022113.916816,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751026265.747364,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751028952.736587,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751036109.5037231,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751048507.978723,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751055836.723954,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751057574.825591,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751057644.3084512,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751061355.291407,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751061549.673895,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751062233.948878,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751123393.2731009,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751123537.473888,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751125939.654264,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751126111.109724,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751130696.955363,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751131872.624747,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751140599.065229,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751141420.9978762,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751145397.319641,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751145986.0540051,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751147106.590919,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751173638.6575909,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751191821.607132,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751191835.946307,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751196698.088985,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751196826.59834,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751198378.2972941,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751199711.195409,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1751202655.001636,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751202677.296011,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751207978.848608,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751209786.033834,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751212169.536687,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751217947.847835,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751224976.0629082,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751228250.9641309,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751229573.670789,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751230041.245723,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751230381.221242,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751230617.484081,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751258903.2640228,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751267223.451684,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751269203.680022,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751271608.180085,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751289993.3912082,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751290113.403298,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751295954.4371529,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751297721.160771,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751302327.495336,6,False,Europe/Berlin,breathingExercise
