isReIntervention,resolution,timezone,interventionType,app,timestamp,interventionDuration,timeIntervalUntilReIntervention
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752798007.731046,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752799552.342956,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752799568.520337,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752832101.285574,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752847355.76128,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752856352.387827,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752856783.260248,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752863668.810711,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752863671.319849,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752863944.090489,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752863991.806788,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752865369.8738441,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752866721.787473,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752866946.935903,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752875723.632093,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752878622.8208718,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752880165.010611,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752883633.507592,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752885449.926122,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752886755.465481,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752886857.432969,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752925383.1067529,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752937923.3825011,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752938538.2465239,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752938565.796595,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752941172.8752232,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752942142.3039389,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752942240.12661,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752943645.843071,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752956171.773797,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752975826.392277,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752981685.411086,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752981740.319845,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752981857.4930902,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752982418.24501,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752982474.4733071,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752982788.62783,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1752983112.9169621,6,480.0
True,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1752983606.198131,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753013087.606472,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753026904.33925,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753027129.8261762,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753027150.5619202,6,540.0
True,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753027704.89077,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753030766.3179932,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753032652.7849689,6,60.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753034879.9143991,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753035824.404975,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753037787.4839911,6,840.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753037888.4388041,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753037909.861814,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753037938.707862,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753038676.843647,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753039045.8407202,6,480.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753039549.014886,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753043130.736113,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753044112.66331,6,780.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753048495.953308,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753048848.241002,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753048919.753242,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753048973.612884,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753049915.523524,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753050426.138463,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753051348.777906,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753052984.373467,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753053455.3649569,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753053998.958189,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753056838.064777,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753057131.171253,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753057876.2112288,6,420.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753057938.0697598,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753058659.915513,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753060190.042,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753062239.768941,6,300.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753062551.011207,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753062554.92993,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753089124.756298,6,420.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753089565.4269938,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753091525.9294891,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753099410.11816,6,420.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753105980.8699799,6,60.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753115482.1144629,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753115598.419688,6,540.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753116161.2250261,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753123972.518336,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753137879.46634,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753138740.808069,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753139203.4847732,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753140858.444715,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753142726.452214,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753143418.006939,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753144330.276659,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753146948.9394321,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753148159.6508641,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753148168.1684132,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753148219.967808,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753177734.791017,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753177902.6124701,6,420.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753185790.128909,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753202612.8062901,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753211250.432384,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753212557.353354,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753215124.8530211,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753217019.6123629,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753217858.8340158,6,360.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753218239.494662,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753218794.878402,6,360.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753219178.107881,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753219367.02355,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753219742.919963,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753221440.602775,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753221578.42516,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753224078.1474252,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753224270.254225,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753225162.3336701,6,420.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753225903.108355,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753226977.855947,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753230552.169591,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753231843.475576,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753232090.764087,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753234127.558271,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753264334.441451,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753278723.579653,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753287325.843687,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753297947.9813309,6,60.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753300342.305791,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753300409.25914,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753305311.688868,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753306639.251638,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753306911.319511,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753308325.732775,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753309834.0692968,6,420.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753312469.288341,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753313521.855741,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753316477.837977,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753317847.360012,6,240.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753318237.41395,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753318907.411973,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753355429.74944,6,60.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753374380.670289,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753376915.6220431,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753380452.604676,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753387417.731802,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753387712.071927,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753406098.9071321,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753406387.3000832,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753406793.08654,6,420.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753407218.1023169,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753434941.8163729,6,240.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753435688.605555,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753436529.75528,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753445169.056598,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753450466.32766,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753468703.974796,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753468757.160334,6,780.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753469045.613275,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753469512.78128,6,360.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753469890.631473,6,840.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753471422.256147,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753471440.2842941,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753491835.056623,6,60.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753491924.050188,6,60.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753498606.590551,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753498737.231117,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753499232.115025,6,540.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753499793.025498,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753545151.131052,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753545499.217159,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753546840.2974591,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753547591.170434,6,780.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753551264.350806,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753555741.449548,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753556360.6411219,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753558348.7641811,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753559917.17598,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753560983.349972,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753563371.29767,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753565568.0197,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753566490.4326181,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753568642.825923,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753570216.331125,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753575268.884599,6,
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753575551.6742039,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753575581.748178,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753575776.864925,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753578650.409579,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753579085.545693,6,480.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753579838.236083,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753581217.3046699,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753585854.986784,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753586386.0690541,6,540.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753586715.047748,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753621359.09356,6,300.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753629748.778955,6,480.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753632400.8585691,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753634970.686777,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753637019.146544,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753637889.611515,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753639487.5013509,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753643175.660005,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753646192.2574701,6,840.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753647160.58073,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753648078.5718231,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753649083.32391,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753660663.171715,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753660995.737247,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753662218.039909,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753663729.561061,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753664389.089219,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753664750.870358,6,540.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753664890.754586,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753696456.142086,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753704960.017784,6,
