resolution,timezone,app,isReIntervention,interventionDuration,interventionType,timestamp,purpose,timeIntervalUntilReIntervention
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748412033.188233,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748413944.035534,Ablenkung,1800.0
closedApp,Europe/Zurich,youtube,False,,,1748413987.919929,,
closedApp,Europe/Zurich,youtube,False,,,1748414157.559805,,
closedApp,Europe/Zurich,youtube,False,,,1748414591.2316751,,
closedApp,Europe/Zurich,youtube,False,,,1748414742.066299,,
closedApp,Europe/Zurich,youtube,False,,,1748415026.5887818,,
closedApp,Europe/Zurich,youtube,False,,,1748415075.802709,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748415295.1281261,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748415316.234082,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748415611.172859,Ablenkung,
closedApp,Europe/Zurich,youtube,False,,,1748415631.486387,,
closedApp,Europe/Zurich,youtube,False,,,1748415649.550832,,
closedApp,Europe/Zurich,youtube,False,,,1748416342.169817,,
closedApp,Europe/Zurich,youtube,False,,,1748416406.949899,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748416428.968714,Ablenkung,1800.0
closedApp,Europe/Zurich,youtube,False,,,1748416463.801138,,
closedApp,Europe/Zurich,youtube,False,,,1748416822.221077,,
closedApp,Europe/Zurich,youtube,False,,,1748417185.848876,,
closedApp,Europe/Zurich,youtube,False,,,1748417265.7769861,,
closedApp,Europe/Zurich,youtube,False,,,1748417765.802916,,
closedApp,Europe/Zurich,youtube,False,,,1748418238.278472,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748418265.9521651,Ablenkung,1200.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748419233.208088,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748419262.279319,Entspannung,360.0
closedApp,Europe/Zurich,youtube,False,,,1748419629.508894,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748419649.2220469,Entspannung,900.0
closedApp,Europe/Zurich,youtube,False,,,1748420201.1202478,,
closedApp,Europe/Zurich,youtube,False,,,1748420537.021972,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748420616.548707,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748421135.514365,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748421140.224371,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748421335.440706,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748421468.557509,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748431933.867765,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748432241.322164,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748432271.0258632,Entspannung,900.0
closedApp,Europe/Zurich,youtube,False,,,1748432324.634238,,
closedApp,Europe/Zurich,youtube,False,,,1748432475.363336,,
closedApp,Europe/Zurich,youtube,False,,,1748432599.69272,,
closedApp,Europe/Zurich,youtube,False,,,1748433250.202435,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748433268.879159,Entspannung,480.0
closedApp,Europe/Zurich,youtube,False,,,1748433756.475414,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748433793.271456,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748433795.308667,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748433804.359976,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748440355.4860768,Infos suchen,300.0
closedApp,Europe/Zurich,youtube,False,,,1748440531.996758,,
closedApp,Europe/Zurich,youtube,False,,,1748440595.538216,,
closedApp,Europe/Zurich,youtube,False,,,1748440669.126258,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444055.8035321,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444058.446204,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444061.082797,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444062.769136,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444064.6098518,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444089.601697,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444366.0772738,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444368.471905,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444372.49635,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444376.491763,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444559.375741,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444652.490253,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444666.431991,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748444856.725241,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748446311.461917,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748446314.4983659,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748448201.2512321,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748448203.7744389,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748448210.0059319,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748448250.591167,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748448837.947227,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748448881.2745361,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748449295.844297,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748449297.837049,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748449360.865051,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748449375.881088,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459213.54291,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459440.4502091,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459442.9447908,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459445.0198522,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459448.805908,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459450.6706,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459452.585966,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459532.6201,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748459577.480587,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748460084.351687,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748460143.1763291,Infos suchen,300.0
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748460621.5831928,,
closedApp,Europe/Zurich,youtube,False,,,1748460162.793467,,
closedApp,Europe/Zurich,youtube,False,,,1748460235.478389,,
closedApp,Europe/Zurich,youtube,False,,,1748460265.147915,,
closedApp,Europe/Zurich,youtube,False,,,1748460358.5954762,,
closedApp,Europe/Zurich,youtube,False,,,1748460416.152761,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748460651.13679,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748460653.476938,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748463123.071522,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748463850.954186,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748463960.576531,Infos suchen,180.0
closedApp,Europe/Zurich,youtube,False,,,1748463995.0905871,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748468002.778117,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748468753.147822,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748507152.2364302,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748507196.291688,Infos suchen,180.0
closedApp,Europe/Zurich,youtube,False,,,1748507245.32651,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748507937.255752,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748507940.339251,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748507942.4395208,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748507944.759417,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748515729.19117,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748515748.276947,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748516142.731333,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748516160.2200289,Infos suchen,240.0
closedApp,Europe/Zurich,instagram,False,,,1748516281.562561,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748516677.295963,Infos suchen,360.0
closedApp,Europe/Zurich,instagram,False,,,1748516720.212584,,
closedApp,Europe/Zurich,instagram,False,,,1748517048.6511722,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748517544.6243029,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748517562.983506,Infos suchen,900.0
closedApp,Europe/Zurich,instagram,False,,,1748517833.439652,,
closedApp,Europe/Zurich,youtube,False,,,1748518038.921401,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748519285.391756,Infos suchen,660.0
closedApp,Europe/Zurich,instagram,False,,,1748519467.695555,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748520004.692014,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748520009.268392,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748521475.882242,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748525363.413518,Infos suchen,240.0
closedApp,Europe/Zurich,youtube,False,,,1748525412.685406,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748530042.747487,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748530045.0902882,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748530047.873609,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748539418.665038,Infos suchen,300.0
closedApp,Europe/Zurich,youtube,False,,,1748539513.155542,,
closedApp,Europe/Zurich,youtube,False,,,1748539777.578278,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748539793.232898,Infos suchen,360.0
closedApp,Europe/Zurich,youtube,False,,,1748539974.731627,,
closedApp,Europe/Zurich,youtube,False,,,1748540102.211241,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748541066.736902,Unterhaltung,1020.0
closedApp,Europe/Zurich,youtube,False,,,1748541128.2881808,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748541380.768217,Unterhaltung,960.0
closedApp,Europe/Zurich,youtube,False,,,1748541426.871681,,
closedApp,Europe/Zurich,youtube,False,,,1748541542.244385,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545910.433797,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545912.859614,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545915.372079,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545919.483932,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545921.417595,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545924.04778,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545926.256804,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545928.383158,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748545945.024572,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748557756.7799711,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748557759.663532,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748557763.139451,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748557769.418484,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748557778.15125,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748592649.419548,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748592651.8368568,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748592653.898429,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748601816.250804,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748611253.078584,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748611255.028689,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748611258.1915998,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748624337.311182,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748624339.301611,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748624340.9493399,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748624344.9358501,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748624357.652834,Ablenkung,600.0
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748626482.774922,,
closedApp,Europe/Zurich,instagram,False,,,1748624395.019829,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748626763.234196,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748628104.031342,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748628125.527628,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748628436.141348,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748628442.6638288,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748628457.83761,Infos suchen,540.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628621.9939508,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628624.61264,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628626.232267,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628631.558168,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628645.764215,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748628670.7065392,Infos suchen,360.0
closedApp,Europe/Zurich,youtube,False,,,1748628705.914196,,
closedApp,Europe/Zurich,youtube,False,,,1748628852.4724941,,
closedApp,Europe/Zurich,youtube,False,,,1748629066.816615,,
closedApp,Europe/Zurich,youtube,False,,,1748629221.383305,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1748629232.2891788,Infos suchen,480.0
closedApp,Europe/Zurich,youtube,False,,,1748629262.660619,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748629616.4992828,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629620.699619,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629623.922368,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629626.118772,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629628.01866,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629640.613895,Infos suchen,300.0
closedApp,Europe/Zurich,youtube,False,,,1748629670.978475,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748629858.458211,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748630082.283221,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748630094.511795,Infos suchen,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748632189.55811,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748632210.8723922,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748632395.578645,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748632417.110009,Infos suchen,480.0
closedApp,Europe/Zurich,instagram,False,,,1748632460.776242,,
closedApp,Europe/Zurich,instagram,False,,,1748632603.077405,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748638362.6407661,Infos suchen,780.0
closedApp,Europe/Zurich,instagram,False,,,1748638427.7301111,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748638788.6925359,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748641133.304467,Infos suchen,300.0
closedApp,Europe/Zurich,instagram,False,,,1748641158.243699,,
closedApp,Europe/Zurich,instagram,False,,,1748641251.346365,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748641542.359638,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748645249.727463,Infos suchen,360.0
closedApp,Europe/Zurich,instagram,False,,,1748645267.362856,,
closedApp,Europe/Zurich,instagram,False,,,1748645493.00145,,
closedApp,Europe/Zurich,instagram,False,,,1748645572.322684,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748646095.180616,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748646461.0311031,Infos suchen,480.0
closedApp,Europe/Zurich,instagram,False,,,1748646485.976677,,
closedApp,Europe/Zurich,instagram,False,,,1748646498.6178222,,
closedApp,Europe/Zurich,instagram,False,,,1748646557.8137422,,
closedApp,Europe/Zurich,instagram,False,,,1748646958.609668,,
closedApp,Europe/Zurich,instagram,False,,,1748647095.151887,,
closedApp,Europe/Zurich,instagram,False,,,1748647798.492013,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748649060.154533,Infos suchen,600.0
closedApp,Europe/Zurich,instagram,False,,,1748649115.3449569,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748651050.954517,Infos suchen,600.0
closedApp,Europe/Zurich,instagram,False,,,1748651067.548332,,
closedApp,Europe/Zurich,instagram,False,,,1748651441.257067,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748652404.227221,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748655162.0667129,Unterhaltung,1740.0
closedApp,Europe/Zurich,instagram,False,,,1748655220.616528,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748655293.082635,Unterhaltung,1620.0
closedApp,Europe/Zurich,youtube,False,,,1748656615.109425,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657378.6026669,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657380.49874,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657382.339576,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657387.006264,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657390.9824948,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748657402.7424622,Infos suchen,180.0
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748657740.963917,Unterhaltung,600.0
closedApp,Europe/Zurich,instagram,False,,,1748659552.89376,,
closedApp,Europe/Zurich,youtube,False,,,1748658127.081701,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748684942.136095,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748684952.9189649,Infos suchen,240.0
closedApp,Europe/Zurich,instagram,False,,,1748685041.6409059,,
closedApp,Europe/Zurich,instagram,False,,,1748685201.910211,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748685914.074274,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748686916.2495918,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748686979.544287,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748686987.893136,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748687005.138112,Infos suchen,240.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748687157.253423,,
closedApp,Europe/Zurich,instagram,False,,,1748687129.6644402,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748692484.335582,Auf dem Laufenden bleiben,240.0
closedApp,Europe/Zurich,instagram,False,,,1748692507.4805942,,
closedApp,Europe/Zurich,instagram,False,,,1748692733.018155,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748693015.071439,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748693017.4330049,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748693042.057044,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748694833.226808,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748694849.831458,Infos suchen,180.0
closedApp,Europe/Zurich,youtube,False,,,1748694970.453352,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748701732.0978708,Etwas posten,660.0
closedApp,Europe/Zurich,instagram,False,,,1748701774.3732529,,
closedApp,Europe/Zurich,instagram,False,,,1748701838.986357,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748706401.072895,Etwas posten,360.0
closedApp,Europe/Zurich,instagram,False,,,1748706767.5482101,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1748706777.6173968,Infos suchen,480.0
closedApp,Europe/Zurich,instagram,False,,,1748706797.02391,,
closedApp,Europe/Zurich,instagram,False,,,1748706841.1177468,,
closedApp,Europe/Zurich,instagram,False,,,1748706886.03793,,
closedApp,Europe/Zurich,instagram,False,,,1748706982.132321,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748712933.906198,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748712935.987527,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748712938.510149,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748713059.573546,Infos suchen,660.0
closedApp,Europe/Zurich,youtube,False,,,1748713075.940742,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748713117.7035751,Nachricht / Schreiben,420.0
closedApp,Europe/Zurich,instagram,False,,,1748713238.456644,,
closedApp,Europe/Zurich,instagram,False,,,1748713325.69411,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748713562.693986,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748716411.9701571,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748716434.717805,Infos suchen,420.0
closedApp,Europe/Zurich,instagram,False,,,1748716862.309888,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1748716875.4542809,Infos suchen,120.0
closedApp,Europe/Zurich,instagram,False,,,1748716918.1898432,,
closedApp,Europe/Zurich,instagram,False,,,1748716952.771519,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748720302.4781818,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748720305.6755118,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748720307.56812,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748720317.964242,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1748720320.823628,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1748728872.981498,Infos suchen,420.0
closedApp,Europe/Zurich,instagram,False,,,1748729241.611703,,
closedApp,Europe/Zurich,instagram,False,,,1748729347.252208,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1748729356.5820699,Etwas posten,360.0
closedApp,Europe/Zurich,instagram,False,,,1748729460.338728,,
closedApp,Europe/Zurich,instagram,False,,,1748729501.6534538,,
closedApp,Europe/Zurich,instagram,False,,,1748729510.2742062,,
closedApp,Europe/Zurich,instagram,False,,,1748729698.292167,,
closedApp,Europe/Zurich,instagram,False,,,1748729759.701837,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1748730273.698155,Infos suchen,420.0
closedApp,Europe/Zurich,youtube,False,,,1748730700.4214559,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1748730731.992494,,
