timestamp,timezone,interventionType,isReIntervention,app,interventionDuration,resolution
1751898215.617518,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751898305.605273,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751898528.57003,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751898797.948625,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751899706.459619,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751899867.3718529,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751902705.194684,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751902957.30281,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751903030.310512,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751903468.82112,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751908350.4742532,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751908755.464419,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751908777.2721782,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751909537.022212,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751910478.629943,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751910506.480314,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751917061.1508598,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751919498.8988972,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751919821.180595,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751919904.886126,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751948108.4700499,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751973924.4487228,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751975822.104869,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751976036.856945,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751976082.408574,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751976474.866426,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751976854.4320002,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751977259.224591,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751977792.005392,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751978224.763791,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751979675.124376,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751979819.825585,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751980238.233259,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751980408.8461041,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751980564.571741,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751980959.088443,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751981001.989435,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751981066.1809912,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751981995.326472,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751982887.603158,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751984187.095499,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751985093.4803329,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751986787.0678592,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751987085.6620178,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751987701.605483,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751988830.598058,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751988869.855363,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751988883.784908,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751989151.8393312,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751989679.263843,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751989703.86026,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751989803.850925,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751989849.100204,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751989897.442658,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751989899.8676891,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751989932.096957,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751990752.2556171,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751991377.501971,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751992191.997972,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751992473.259964,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751993063.122921,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751993628.253035,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751993980.001343,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751994870.932724,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751995059.628457,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751995544.193304,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1751996010.338206,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1751999177.668669,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752000572.72064,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752010540.696241,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752039147.603822,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752039713.015242,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752042219.049446,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752042892.533205,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752049014.209269,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752049455.354123,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752049533.0368109,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752049536.169506,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752049801.3568301,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752049956.772719,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752050013.068828,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752050302.3103728,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752050327.972441,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752054450.448022,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752054833.04706,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752054872.6762118,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752054901.345994,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752054995.088245,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752055026.3163009,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752056190.8788772,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752056255.1914759,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752056511.545075,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752056960.695051,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752057361.780551,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752057565.457716,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752058760.830203,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752058922.34377,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752059072.124973,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752059193.547919,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752059264.8661652,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752059313.7679958,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752060381.797173,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752060649.3249068,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752060928.952456,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752061610.4357672,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752062102.393292,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752062262.968188,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752062345.173964,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752063408.765451,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752063968.390503,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752064712.284231,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752065272.5948129,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752066282.450033,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752067129.899757,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752067608.295483,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752067907.805881,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752068047.109499,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752068669.74349,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752068833.957114,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752069143.499357,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752069280.742365,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752069501.750273,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752069815.512578,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752073645.0751371,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752074085.5353131,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752075150.8075519,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752075446.563611,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752075649.436009,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752092668.6846418,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752094972.581903,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752096621.068828,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752096946.66779,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752097580.801262,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752119977.880927,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752120004.13336,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752120072.610486,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752120397.847076,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752121570.764861,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752136462.680052,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752138150.226986,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752138342.084898,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752138867.7146192,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752139548.9060512,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752139827.788584,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752140055.8983889,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752140249.654717,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752140889.4161491,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752141281.585568,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752141517.437846,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752142214.301484,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752142728.342233,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752148215.006197,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752151739.049506,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752151835.489317,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752155326.685797,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752155765.759369,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752156193.7223759,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752158176.0153332,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752158661.6580892,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752160772.2034302,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752161449.427418,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752161886.848495,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752164115.8190289,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752165606.32909,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752165768.0098171,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752166133.7332458,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752166262.521271,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752166659.9237108,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752166878.877349,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752167019.14025,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752167394.3398151,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752167429.639229,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752167480.872756,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752169678.600621,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752169854.460386,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752172758.589593,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752176364.369003,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752177295.108324,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752177962.297684,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752179201.515585,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752182890.059669,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752183024.217536,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752213680.265264,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752214074.743742,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752217499.382835,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752217763.851187,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752219877.567106,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752223433.5735378,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752224615.792429,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752224777.4504762,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752226351.1958652,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752226466.146117,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752226568.9806871,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752227177.8549352,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752227668.076398,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752227941.063138,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752228847.334882,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752232724.843979,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752233548.2931309,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752233894.013062,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752240653.002979,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752241278.948884,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752242576.2146258,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752242963.034023,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752243091.7262359,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752243485.97687,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752244994.749086,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752245248.1563392,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752245339.5364351,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752247429.93186,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752251276.2495642,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752251365.9036531,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752254798.196423,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752254875.1830602,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752254925.020221,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752255791.362298,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752256130.945671,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752256248.544359,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752256732.457506,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752259552.895678,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752260209.9263291,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752260312.914918,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752262310.96733,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752262705.3097181,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752273815.844727,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752276343.6470451,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752304187.299433,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752305935.752337,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752307013.351306,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752309217.8430219,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752309333.567735,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752309389.67226,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752310317.0122209,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752310692.680434,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752313059.654815,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752313207.404536,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752314023.049675,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752314070.637281,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752314188.249201,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752322421.746584,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752327905.237936,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752331235.600621,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752331564.898871,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752331659.950017,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752331911.7997398,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752333191.950169,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752333761.166645,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752333900.2522821,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752334746.402375,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752334959.6612859,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752335082.802186,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752335303.651113,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752335980.970326,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752338809.202053,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752338839.49574,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752338933.647968,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752341588.911895,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752341987.465162,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752342002.953603,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752342145.991698,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752363200.9524899,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752363491.571436,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752380930.2100348,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752386412.0018702,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752396439.611378,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752396971.818886,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752398273.5346951,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752398897.213264,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752399101.3210502,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752399765.2730188,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752400430.0886059,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752400443.403049,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752400781.820004,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752401562.216794,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752401678.119798,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752402508.520124,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752402631.330715,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752402639.8423839,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752402677.060736,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752402779.108686,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752402854.2346358,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752403121.9550261,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752404494.121608,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752414625.873472,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752415137.113905,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752416429.920438,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752418837.711032,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752419444.074163,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752419495.2420092,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752419506.911488,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752419538.660708,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752419573.157006,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752419594.7884212,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752419597.679946,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752420574.092013,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752422388.1544929,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752426029.826545,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752426689.352871,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752426874.506932,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752427965.817945,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752428139.9373999,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752432772.323724,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752433072.733549,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752433182.806603,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752433208.3109279,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752433699.123959,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752433707.453399,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752434584.846689,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752450011.391561,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752450611.70507,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752452925.3005528,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752473465.941082,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752473971.491832,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752474726.1113238,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752474770.5129352,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752478536.610625,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752478928.7634501,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752479126.4337869,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752479140.912946,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752479726.6044369,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752480049.597794,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752481216.441886,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752481439.8740768,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752481450.3087869,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752481902.092284,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752482036.159212,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752484484.5821261,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752485129.918951,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752485657.3936028,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752488211.599269,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752490007.433306,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752490204.500674,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752490620.426683,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752491021.267877,Europe/Athens,breathingExercise,False,instagram,3,dismissedAppOpening
1752491078.020889,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752491309.081012,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752495432.5435119,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752503948.6237311,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752503977.044489,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752504539.873468,Europe/Athens,breathingExercise,False,instagram,3,openedApp
1752506472.480569,Europe/Athens,breathingExercise,False,instagram,3,openedApp
