interventionDuration,resolution,isReIntervention,timezone,app,timestamp,interventionType,timeIntervalUntilReIntervention
3,openedApp,False,Europe/Zurich,tikTok,1749463287.134871,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749463401.563791,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749463431.849409,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749463728.752444,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749464271.204128,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749464455.594915,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749464867.765123,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749465451.969549,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749465562.078623,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749466266.951829,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749467732.7849898,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749471219.250051,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749472499.437715,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749472582.43489,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749474267.688284,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749475646.534367,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749477492.574897,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749477969.324096,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749478285.5545468,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749478687.042994,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749479928.470718,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749480159.3872972,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749480378.591443,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749480616.505529,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749480884.3582458,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749480898.473353,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749481965.9909592,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749484061.563971,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749485382.816222,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485523.5633202,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485530.616798,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485532.339962,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485535.0394359,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485537.024558,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749485538.3541322,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749485923.557074,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749485955.6723619,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749485988.805217,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749486048.7419329,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749486191.620685,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749487049.691378,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749487980.447348,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749488371.245242,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749488615.610777,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749489254.938539,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749490098.406388,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749490932.163058,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749497513.209687,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749497714.608398,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749499000.340442,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749499113.015017,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749499287.454052,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749499576.4741778,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749501833.438832,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749501999.155309,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749502826.401398,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749502836.187099,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749503278.1831598,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749503529.359499,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749535233.885583,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749536206.657027,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749539261.902477,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749540661.399082,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749540759.149774,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749540996.06773,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749542163.041765,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749542342.3173609,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749543040.683548,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749544679.099728,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749544866.378831,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749544982.750272,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749545059.51666,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749545202.204402,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749545240.3121629,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749545624.378758,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749545794.597683,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749546123.453551,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749546201.862406,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749547733.84695,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749548302.163486,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749548448.8139238,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549345.9596438,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.83203,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.848208,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.851303,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.8555999,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.8590732,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.863706,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549351.8665528,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749549372.247745,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749550419.807934,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749551178.9587932,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749551342.315403,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749567691.733326,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749568050.714196,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749568781.5247211,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749569090.851478,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749569372.3601809,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749570029.8482928,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749570444.542276,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749570639.03871,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749571011.661006,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749571322.920848,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749572167.797111,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749572513.481076,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749572544.445518,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749572691.1052032,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749575313.791986,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749575650.154587,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749575748.7149181,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749575855.150754,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749576385.837161,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749579496.3372831,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749580411.989831,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749580525.498972,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749580962.215903,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749581297.568974,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749581611.2460442,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749582315.557864,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749582440.681253,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749583499.9396129,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749584056.876622,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749584474.915587,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749585330.272928,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749586114.0388799,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749587191.27846,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749587738.455271,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749587799.7728782,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749587921.556961,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749588096.6982288,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749588649.463074,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749588821.375838,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749589655.813178,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749589816.661737,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749589842.6179209,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749590247.710274,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749590342.746698,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749590819.495945,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749619540.9418411,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749621937.8444781,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749622317.192896,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749622514.487644,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749631851.394051,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749631927.854402,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749635734.841165,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749635799.35639,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749635842.006779,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749637837.7459369,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749637996.582221,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749638556.882491,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749638919.156645,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749639403.455378,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749639497.13731,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749645519.9013271,breathingExercise,
3,openedApp,False,Europe/Zurich,tikTok,1749655395.1705709,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749657988.7791228,breathingExercise,
3,dismissedAppOpening,False,Europe/Zurich,tikTok,1749658330.063846,breathingExercise,
