isReIntervention,resolution,interventionDuration,interventionType,timezone,timestamp,app,purpose
False,openedApp,3,breathingExercise,Europe/Berlin,1752790179.5280318,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752795345.879303,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752795576.2115412,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752825931.0327349,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752829256.4335818,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752829400.482952,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752829601.296874,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752830417.6099691,tikTok,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752830548.022501,tikTok,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752831862.380183,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752845134.234621,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752845522.117505,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752845697.396631,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752850139.42683,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1752851346.691297,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752858197.182961,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752863804.898546,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752864121.718286,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752877000.54955,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752877430.326376,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1752877590.3518128,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752882845.1661348,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752901253.868706,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752903444.845628,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752907108.253545,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752907242.46121,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752913882.068458,instagram,
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752923450.55918,tikTok,
False,openedApp,3,breathingExercise,Europe/Berlin,1752927669.2723188,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752927947.179706,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1752927999.4723558,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752931634.125846,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752935570.301404,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752939443.4045758,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752946617.603119,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752949552.826577,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752950968.05336,instagram,Langeweile
False,openedApp,3,breathingExercise,Europe/Berlin,1752951077.9499469,instagram,Langeweile
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752952449.3180308,instagram,
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752955209.0651422,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1752957246.463855,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752959163.5209599,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752961071.513417,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752961521.851357,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752961861.0779061,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1752962812.913511,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1752965381.773931,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752966449.011626,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752967095.544403,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752996471.50518,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1752999717.328023,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753001103.835932,tikTok,
False,openedApp,3,breathingExercise,Europe/Berlin,1753003238.445341,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753005639.999827,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753023820.085675,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753024253.548018,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753024778.647547,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1753051177.3612309,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753084308.017908,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753087461.095448,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753104754.895378,tikTok,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753108596.3271031,instagram,
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753114687.71791,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1753123378.554306,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753123562.80038,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753123858.5946422,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753127028.534666,tikTok,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753127114.7708979,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753127292.046809,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753127676.029248,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1753127691.787637,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753127790.465384,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753132729.542869,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753132847.063968,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753134309.249752,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753137485.691402,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753141079.831255,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753144675.443286,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753144832.817216,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753169768.137138,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753170045.869818,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753174853.126409,tikTok,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753207059.2341862,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753213505.1779308,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753214544.548528,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753220886.833432,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753225741.201164,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753257910.368711,tikTok,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753258153.318922,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753280128.858774,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753286253.7537742,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753286721.562665,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753300663.732111,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753306936.2747679,tikTok,
False,openedApp,3,breathingExercise,Europe/Berlin,1753316786.7125158,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753317105.161365,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753317454.602576,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753317533.4968991,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753376967.7690768,instagram,Kann nicht schlafen
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753377328.34308,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1753377773.183375,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753384051.785325,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753385248.1233191,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753388391.721843,instagram,
False,openedApp,3,breathingExercise,Europe/Berlin,1753388411.595269,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753389011.0504909,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753389109.538574,instagram,Auf dem Laufenden bleiben
False,openedApp,3,breathingExercise,Europe/Berlin,1753389869.937464,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,3,breathingExercise,Europe/Berlin,1753432097.200484,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753436421.980987,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753443938.9046001,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753447946.532899,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753456448.250494,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753462208.762613,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753515518.322015,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753526290.1530318,tikTok,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753527626.5065389,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753527691.389185,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753527819.990014,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753528034.0408401,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753530033.951583,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753535259.546712,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753535272.8545809,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753552924.1124601,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753553716.114756,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753554072.539836,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753573977.038484,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753594392.413072,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753594937.1156402,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753595076.872198,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753603736.081706,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753604057.941967,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753604535.35836,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753611516.184291,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753612701.343011,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753622216.722598,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753622607.175504,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753625141.5287452,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753626991.688771,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753628836.14711,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753644855.2074199,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753644946.011372,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753693932.783265,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753694040.8296719,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753703394.528769,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753703824.121274,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753705837.067436,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753711769.996938,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753712879.008523,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753713187.61665,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753720331.4332519,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753720613.513581,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753721624.296671,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753721805.330157,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753729531.929591,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753776509.42341,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753776952.8739061,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753777058.8458781,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753802430.0339131,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753820351.65277,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753827013.363447,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753830103.744031,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753861708.547245,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753865109.369605,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753868591.985254,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753868827.9333692,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753869405.080266,instagram,Auf dem Laufenden bleiben
