timestamp,resolution,timezone,app,interventionType,interventionDuration,isReIntervention
1751747366.876432,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751748510.704372,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751750415.820981,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751753663.7327352,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751753699.476702,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751753746.9041119,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751789606.018219,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751791209.3238878,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751798062.913769,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751802984.584255,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751807296.514234,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751807299.029364,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751810507.780546,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751812074.2862449,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751813991.867615,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751814148.163367,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751814158.594847,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751814245.8655062,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751814277.228221,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751817288.655528,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751817341.1000838,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751817903.861897,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751820747.5913138,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751821470.781738,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751827390.889849,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751827494.17106,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751827512.448234,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751830412.655926,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751832554.448299,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751834501.880265,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751834816.996107,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751834865.625545,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751862847.072289,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751866273.001164,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751867296.720574,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751869435.3219218,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751869496.863004,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751870639.4285169,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751870649.7608619,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751874696.822003,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751878168.050634,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751883255.253187,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751883983.522052,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751887735.467143,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751891665.794569,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751891673.065517,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751892853.0933251,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751894229.41277,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751894956.495899,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751895149.327447,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751895476.892374,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751895903.722941,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751900760.073982,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751915807.7287169,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751916482.474781,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751917323.875359,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751917333.419248,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751918857.510209,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751953481.935104,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751957252.1683788,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751957262.856287,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751957684.511497,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751958046.0236769,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751959808.969487,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751960138.242974,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751963813.35903,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751964834.286267,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751964901.586114,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751965051.810272,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751965120.695782,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751965129.777837,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751965214.979526,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751967549.986799,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751968500.284025,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751968520.6136389,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751969065.934307,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751969076.37434,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751969279.655181,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751971909.790462,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751971919.994779,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751973764.763936,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751974157.940438,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751976840.692852,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751982419.331873,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751983101.2658238,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751983912.450124,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751985813.605458,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751989454.5627089,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997029.470238,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997108.551811,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997221.9194999,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997225.959084,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997308.6736479,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751997495.751667,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751998706.541088,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1751999331.0047112,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752000586.829323,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752003278.8847818,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752003288.62241,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752003734.315929,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752004277.313785,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752036699.9902549,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752037198.385684,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752042742.985674,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752042748.836913,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752042792.9294782,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752043553.0324311,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752050577.508247,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752053416.93793,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752055552.788859,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752055570.560998,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752055582.387807,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752056011.671774,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752061659.754797,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752061724.369283,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752062135.223833,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752062148.256228,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752062209.929676,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752062268.331307,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752065042.702908,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752065239.710036,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752065251.1169472,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752065705.262414,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752066684.783735,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752066876.691234,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752067946.772846,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752069513.678337,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752073245.947547,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752074080.0742211,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752077390.065923,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752078861.314153,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752078871.3837771,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752081879.368734,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752091396.9030309,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752091506.7446132,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752092864.214911,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752093695.116482,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752093878.218172,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752094015.508057,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752094372.6566439,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752095408.4573631,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752096868.55259,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752137672.858715,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752138231.957149,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752138817.392575,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752138999.3484712,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752142257.167924,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752142602.175164,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752142681.711461,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752143437.6445,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752144043.539032,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752144873.882031,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752145550.531766,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752151573.252836,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752152166.105155,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752153357.227423,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752156030.037229,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752156031.398246,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752156040.871224,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752159316.488892,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752163247.032072,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752164168.2046251,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752164817.886132,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752175007.5461369,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752180653.8440871,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752186864.796867,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752225378.7014089,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752229928.1503072,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752230660.876729,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752231560.835247,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752236855.301002,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752237269.778254,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752239101.1963692,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752239630.550756,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752241069.751873,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752241828.349403,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752242933.1381068,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752244729.488945,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752244813.9117842,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752246050.628197,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752246317.914081,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752247611.499893,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752247685.168517,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752247890.550391,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752248508.376495,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752249767.544198,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752257406.27194,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752257417.1971989,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752257697.207109,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752257730.505093,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752257771.979912,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752258119.808197,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752258577.158043,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752259680.6928968,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752259923.957677,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752261780.243819,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752262381.891471,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752262958.4264932,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752263225.112469,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752264298.10014,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
