interventionDuration,resolution,timestamp,isReIntervention,app,timezone,interventionType,purpose,timeIntervalUntilReIntervention
3,openedApp,1750857271.2000031,False,instagram,America/Chicago,breathingExercise,Entertainment,300.0
3,openedApp,1750857593.060145,False,instagram,America/Chicago,breathingExercise,Entertainment,660.0
3,openedApp,1750858038.903389,False,instagram,America/Chicago,breathingExercise,Entertainment,180.0
3,openedApp,1750864298.409627,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1750866430.7605,False,instagram,America/Chicago,breathingExercise,Message,240.0
3,openedApp,1750869396.776573,False,instagram,America/Chicago,breathingExercise,Toilet,300.0
3,openedApp,1750889419.976686,False,instagram,America/Chicago,breathingExercise,Message,300.0
3,dismissedAppOpening,1750889728.090376,True,instagram,America/Chicago,breathingExercise,,
3,openedApp,1750889748.586668,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1750892228.133761,False,instagram,America/Chicago,breathingExercise,Message,180.0
3,openedApp,1750909395.230843,False,instagram,America/Chicago,breathingExercise,Relax,1020.0
3,openedApp,1750910012.4250488,False,instagram,America/Chicago,breathingExercise,Relax,2700.0
3,openedApp,1750911123.069155,False,instagram,America/Chicago,breathingExercise,Relax,360.0
3,openedApp,1750911448.184037,False,instagram,America/Chicago,breathingExercise,Relax,180.0
3,openedApp,1750911861.130048,False,instagram,America/Chicago,breathingExercise,Relax,360.0
3,openedApp,1750946947.4637961,False,instagram,America/Chicago,breathingExercise,Entertainment,660.0
3,openedApp,1750947628.8876572,True,instagram,America/Chicago,breathingExercise,Entertainment,300.0
3,openedApp,1750947938.43469,True,instagram,America/Chicago,breathingExercise,Entertainment,120.0
3,openedApp,1750948070.7412472,True,instagram,America/Chicago,breathingExercise,Entertainment,180.0
3,openedApp,1750964833.154592,False,instagram,America/Chicago,breathingExercise,Toilet,480.0
3,dismissedAppOpening,1750968444.8807259,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1750968466.679346,False,instagram,America/Chicago,breathingExercise,Toilet,480.0
3,openedApp,1750974473.395648,False,instagram,America/Chicago,breathingExercise,Search Info,120.0
3,dismissedAppOpening,1750982183.380714,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1750982207.215714,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,600.0
3,openedApp,1750993636.885613,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1750994124.674306,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1750994789.897409,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1750998428.361064,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1750998822.87777,False,instagram,America/Chicago,breathingExercise,Relax,720.0
3,openedApp,1751006733.647653,False,instagram,America/Chicago,breathingExercise,Stalk crush,300.0
3,openedApp,1751031137.815253,False,instagram,America/Chicago,breathingExercise,Message,180.0
3,openedApp,1751031490.154746,False,instagram,America/Chicago,breathingExercise,Toilet,300.0
3,dismissedAppOpening,1751032893.457463,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751041159.90912,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,60.0
3,dismissedAppOpening,1751042154.601664,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751042578.311151,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751044435.0470061,False,instagram,America/Chicago,breathingExercise,Bored,300.0
3,dismissedAppOpening,1751045758.53332,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751047427.6502938,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751049311.694295,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,dismissedAppOpening,1751049381.206171,True,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751050648.4899402,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751050724.451181,True,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751050798.47085,True,instagram,America/Chicago,breathingExercise,Bored,2700.0
3,openedApp,1751056821.3535662,False,instagram,America/Chicago,breathingExercise,Entertainment,300.0
3,openedApp,1751058632.610345,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,dismissedAppOpening,1751071696.2635021,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751071733.957367,False,instagram,America/Chicago,breathingExercise,Entertainment,720.0
3,openedApp,1751077882.454591,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751078527.7551022,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751080694.680677,False,instagram,America/Chicago,breathingExercise,Toilet,600.0
3,openedApp,1751081832.323415,False,instagram,America/Chicago,breathingExercise,Entertainment,480.0
3,openedApp,1751082329.4426808,True,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,dismissedAppOpening,1751082870.299446,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751083211.811235,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1751084787.8828201,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1751085309.868578,False,instagram,America/Chicago,breathingExercise,Entertainment,1980.0
3,openedApp,1751122220.4958549,False,instagram,America/Chicago,breathingExercise,Toilet,600.0
3,openedApp,1751126868.9591289,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751128478.905612,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751128554.934688,True,instagram,America/Chicago,breathingExercise,Escape / Avoid,60.0
3,openedApp,1751129358.8420749,False,instagram,America/Chicago,breathingExercise,Toilet,660.0
3,openedApp,1751137725.117245,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,360.0
3,dismissedAppOpening,1751140329.861911,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751140344.444744,False,instagram,America/Chicago,breathingExercise,Bored,180.0
3,openedApp,1751147799.555613,False,instagram,America/Chicago,breathingExercise,Entertainment,240.0
3,openedApp,1751149592.035596,False,instagram,America/Chicago,breathingExercise,Message,180.0
3,dismissedAppOpening,1751151305.2184381,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751159212.5705528,False,instagram,America/Chicago,breathingExercise,Toilet,300.0
3,dismissedAppOpening,1751159533.105833,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751160468.638098,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,dismissedAppOpening,1751160885.7820811,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751160906.461375,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751163146.201661,False,instagram,America/Chicago,breathingExercise,Toilet,180.0
3,openedApp,1751164066.234593,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751164899.057549,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751165069.0171509,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751166888.2112288,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751169961.273684,False,instagram,America/Chicago,breathingExercise,Stalk crush,2700.0
3,dismissedAppOpening,1751170740.104708,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751170968.321622,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751172823.3794541,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751173653.308941,False,instagram,America/Chicago,breathingExercise,Entertainment,1380.0
3,openedApp,1751205419.81423,False,instagram,America/Chicago,breathingExercise,Message,240.0
3,openedApp,1751210100.4024792,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,300.0
3,openedApp,1751215149.7093601,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,dismissedAppOpening,1751215761.827672,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751216151.459087,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751216744.784096,False,instagram,America/Chicago,breathingExercise,Bored,60.0
3,openedApp,1751217008.228757,True,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751217079.891244,True,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751217221.852015,True,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751217296.3400779,True,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751217841.549406,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751222929.467969,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,dismissedAppOpening,1751223740.936017,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751223802.274436,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751231796.4166799,False,instagram,America/Chicago,breathingExercise,Search Info,240.0
3,openedApp,1751250009.681291,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,dismissedAppOpening,1751253680.693047,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751256741.8306298,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,180.0
3,openedApp,1751288877.325073,False,instagram,America/Chicago,breathingExercise,Toilet,480.0
3,openedApp,1751289382.623981,True,instagram,America/Chicago,breathingExercise,Toilet,540.0
3,openedApp,1751289937.381916,True,instagram,America/Chicago,breathingExercise,Message,300.0
3,openedApp,1751298868.4849238,False,instagram,America/Chicago,breathingExercise,Toilet,360.0
3,openedApp,1751299276.624068,False,instagram,America/Chicago,breathingExercise,Toilet,240.0
3,openedApp,1751299529.9568229,True,instagram,America/Chicago,breathingExercise,Toilet,300.0
3,openedApp,1751305098.008168,False,instagram,America/Chicago,breathingExercise,Message,120.0
3,openedApp,1751315057.182961,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751317003.437182,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751318108.3590689,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751332280.501894,False,instagram,America/Chicago,breathingExercise,Message,240.0
3,openedApp,1751339271.321866,False,instagram,America/Chicago,breathingExercise,Message,1380.0
3,dismissedAppOpening,1751339924.062053,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751340089.465208,False,instagram,America/Chicago,breathingExercise,Bored,540.0
3,openedApp,1751340949.203727,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,1500.0
3,dismissedAppOpening,1751373765.829105,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751375215.109902,False,instagram,America/Chicago,breathingExercise,Entertainment,600.0
3,openedApp,1751375831.451047,True,instagram,America/Chicago,breathingExercise,Escape / Avoid,180.0
3,openedApp,1751376025.10729,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751383744.965859,False,instagram,America/Chicago,breathingExercise,Toilet,660.0
3,openedApp,1751391898.778102,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,dismissedAppOpening,1751392226.3015199,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751392994.427325,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751398508.838659,False,instagram,America/Chicago,breathingExercise,Escape / Avoid,900.0
3,openedApp,1751399424.4549599,True,instagram,America/Chicago,breathingExercise,Entertainment,600.0
3,openedApp,1751402149.131576,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,dismissedAppOpening,1751402898.016247,False,instagram,America/Chicago,breathingExercise,,
3,openedApp,1751403222.577266,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751409455.953679,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751410199.973506,False,instagram,America/Chicago,breathingExercise,Message,2700.0
3,openedApp,1751422352.386746,False,instagram,America/Chicago,breathingExercise,Message,60.0
3,openedApp,1751424743.462984,False,instagram,America/Chicago,breathingExercise,Entertainment,60.0
3,openedApp,1751427563.0883021,False,instagram,America/Chicago,breathingExercise,Message,600.0
3,openedApp,1751428285.4694428,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1751429336.427172,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
3,openedApp,1751431366.4107761,False,instagram,America/Chicago,breathingExercise,Entertainment,1080.0
3,openedApp,1751432474.115243,True,instagram,America/Chicago,breathingExercise,Relax,900.0
3,openedApp,1751433387.916558,True,instagram,America/Chicago,breathingExercise,Relax,180.0
3,openedApp,1751471676.3970618,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751478666.365814,False,instagram,America/Chicago,breathingExercise,Relax,540.0
6,openedApp,1751484548.761756,False,instagram,America/Chicago,breathingExercise,Message,60.0
6,openedApp,1751484656.5409188,True,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751485698.1479769,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751487184.385703,False,instagram,America/Chicago,breathingExercise,Message,60.0
6,openedApp,1751487785.2038531,False,instagram,America/Chicago,breathingExercise,Message,60.0
6,openedApp,1751491332.378041,False,instagram,America/Chicago,breathingExercise,Stalk crush,2700.0
6,openedApp,1751491805.112505,False,instagram,America/Chicago,breathingExercise,Stalk crush,60.0
6,openedApp,1751492193.5156279,False,instagram,America/Chicago,breathingExercise,Relax,240.0
6,openedApp,1751492455.136592,True,instagram,America/Chicago,breathingExercise,Entertainment,300.0
6,openedApp,1751492773.448215,True,instagram,America/Chicago,breathingExercise,Entertainment,60.0
6,openedApp,1751493017.6849961,True,instagram,America/Chicago,breathingExercise,Toilet,600.0
6,openedApp,1751494891.285145,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
6,openedApp,1751509316.762401,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751509980.620286,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
6,openedApp,1751510864.464025,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
6,openedApp,1751564171.76266,False,instagram,America/Chicago,breathingExercise,Entertainment,1440.0
6,openedApp,1751571361.401134,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751571938.2681088,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751573181.219514,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751577470.505194,False,instagram,America/Chicago,breathingExercise,Message,780.0
6,openedApp,1751580591.636971,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751593433.8630629,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751596305.343864,False,instagram,America/Chicago,breathingExercise,Message,840.0
6,dismissedAppOpening,1751597374.191752,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751630420.790793,False,instagram,America/Chicago,breathingExercise,Message,1800.0
6,openedApp,1751649014.649458,False,instagram,America/Chicago,breathingExercise,Toilet,900.0
6,dismissedAppOpening,1751650002.111407,False,instagram,America/Chicago,breathingExercise,,
6,dismissedAppOpening,1751650020.116121,False,instagram,America/Chicago,breathingExercise,,
6,dismissedAppOpening,1751650054.893633,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751650077.740031,False,instagram,America/Chicago,breathingExercise,Search Info,2700.0
6,openedApp,1751652585.0118508,False,instagram,America/Chicago,breathingExercise,Relax,660.0
6,openedApp,1751653267.725189,True,instagram,America/Chicago,breathingExercise,Relax,600.0
6,dismissedAppOpening,1751676903.426618,False,instagram,America/Chicago,breathingExercise,,
6,dismissedAppOpening,1751679310.7575989,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751686965.053385,False,instagram,America/Chicago,breathingExercise,Relax,2700.0
6,openedApp,1751687543.1748939,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751689126.117768,False,instagram,America/Chicago,breathingExercise,Relax,720.0
6,openedApp,1751717619.182549,False,instagram,America/Chicago,breathingExercise,Entertainment,420.0
6,openedApp,1751718065.690878,True,instagram,America/Chicago,breathingExercise,Message,600.0
6,dismissedAppOpening,1751720296.210826,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751720320.83848,False,instagram,America/Chicago,breathingExercise,Message,60.0
6,openedApp,1751722425.089342,False,instagram,America/Chicago,breathingExercise,Entertainment,300.0
6,openedApp,1751729426.454571,False,instagram,America/Chicago,breathingExercise,Entertainment,2700.0
6,dismissedAppOpening,1751733789.900645,False,instagram,America/Chicago,breathingExercise,,
6,dismissedAppOpening,1751733797.548038,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751733820.375826,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751749815.174701,False,instagram,America/Chicago,breathingExercise,Toilet,600.0
6,openedApp,1751750435.733138,True,instagram,America/Chicago,breathingExercise,Entertainment,60.0
6,openedApp,1751754767.851668,False,instagram,America/Chicago,breathingExercise,Search Info,2700.0
6,openedApp,1751755209.757166,False,instagram,America/Chicago,breathingExercise,Search Info,2700.0
6,openedApp,1751756952.961176,False,instagram,America/Chicago,breathingExercise,Message,60.0
6,openedApp,1751758250.735249,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751758694.0079908,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751764220.245933,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751765713.165313,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751765747.233671,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751770203.393635,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751771271.618003,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751772956.7285151,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,dismissedAppOpening,1751774719.564539,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751774761.739661,False,instagram,America/Chicago,breathingExercise,Message,2700.0
6,openedApp,1751775711.8331509,False,instagram,America/Chicago,breathingExercise,Relax,840.0
6,dismissedAppOpening,1751776137.072427,False,instagram,America/Chicago,breathingExercise,,
6,openedApp,1751776163.192834,False,instagram,America/Chicago,breathingExercise,Message,960.0
