app,timestamp,timezone,interventionType,interventionDuration,resolution,isReIntervention
instagram,1751896130.122507,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751896258.1795301,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751896672.289176,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751898324.686957,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751901450.022585,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751901453.8326101,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751967960.622395,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969044.1667,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969171.283503,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969210.284905,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969240.337906,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969315.706188,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751969359.9482,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751970385.469595,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751970585.375802,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751970923.4688659,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751970935.6874862,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751971987.777271,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751972094.598588,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751976146.653604,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751977678.299475,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751982810.6299028,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751982973.953672,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751983047.500289,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751983058.1797662,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1751989016.787049,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751992705.64346,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1751999457.261296,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752046457.217698,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752075259.441815,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752075532.900825,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752079685.457017,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752085823.683889,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752085978.2366462,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752086274.175209,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752086298.513609,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752086494.639165,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752143864.911189,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752148099.31302,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752151787.306954,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752153282.918954,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752160580.224956,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752161214.1213698,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752161225.8765101,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752167356.05652,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752174098.2450771,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752174107.265594,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752177070.365285,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752219045.863409,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752230764.3183289,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752232929.029636,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752248152.1255589,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752299054.691143,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752305980.985896,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752318715.385175,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752318809.3410912,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752319791.153986,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752319798.393187,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752323109.998022,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752342629.360179,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752388344.643055,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752389561.516708,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752391073.722498,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752391615.7668738,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752392961.4705281,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752393927.7350311,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752394245.955768,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752396258.726812,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752396348.299778,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752397670.553506,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752398912.390777,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752399157.876306,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752421408.65484,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752431889.367453,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752484883.236587,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752484978.174917,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752489581.33212,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752490031.370388,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752494580.661612,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752494866.476663,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752495001.4999819,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752495420.969895,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752496554.515521,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752497384.079859,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752501965.799778,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752502193.035723,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752504750.7281919,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752564422.514213,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752564455.602956,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752564592.77669,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752564630.933501,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752571113.946257,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752578398.1443958,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752578492.051688,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752578836.121018,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752579190.187949,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752579450.2951021,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752580754.072921,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752580787.7672691,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752581356.058648,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752581379.155023,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752598312.375198,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752598450.476564,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752651646.008,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752664659.432827,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752665972.1224818,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752666238.101676,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752672974.608036,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752674162.504373,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752683690.67909,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752683700.512358,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752730219.2572489,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752730373.270956,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752730746.807324,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752730980.4245749,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752732400.483992,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752743837.3494139,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752754240.69916,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752759526.309932,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752765657.719473,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752766026.151814,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752766092.6277142,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752766294.261518,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752769661.2183151,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752817359.9115849,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752818369.638764,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752829628.832243,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752836471.148283,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752839139.075109,Europe/Berlin,breathingExercise,3,openedApp,False
instagram,1752852920.6710439,Europe/Berlin,breathingExercise,3,dismissedAppOpening,False
instagram,1752906557.732625,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752907509.784892,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752907957.7697592,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752908450.267292,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752908482.2604141,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752916563.8020182,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752917416.641654,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752918705.273336,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752919925.413601,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752942969.4041271,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752949190.8302221,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752949295.996626,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752992733.984352,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752994625.417393,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752996923.375434,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1752997328.839066,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1752997478.452795,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753015428.397142,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753083059.440755,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753083126.93593,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753089699.388297,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753089783.540122,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753096118.006804,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753097556.969459,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753099222.200801,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753099407.782414,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753099931.82795,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753100119.972053,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753100880.287794,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753101076.9343262,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753101170.595232,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753101597.1349149,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753101609.956174,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753102102.224368,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753103346.918064,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753178551.5701818,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753178772.650461,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753179040.522678,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753189290.621809,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753189307.717647,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753189864.6024609,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753189891.975034,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753194513.926008,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753196706.5715141,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753197771.521981,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753198726.8081322,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753203452.049998,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753255763.188076,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753261647.241807,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753269303.065487,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753274683.648999,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753274697.35307,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753275317.945548,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753276012.135211,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753276502.3957062,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753277112.384495,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753279148.319181,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753290819.818882,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753290950.632854,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753347713.54733,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753347730.400753,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753347980.74266,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753348162.597619,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753353408.7162519,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753354814.031117,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753355658.911409,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753356353.802246,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753356981.433456,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753358068.787442,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753358948.1975,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753359574.669156,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753364925.1405802,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753375000.728534,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753378865.919523,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753378943.716374,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753440026.6208382,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753440534.008915,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753442295.267078,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753445906.1130571,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753446405.946189,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753446556.573951,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753447549.667445,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753447744.429078,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753448231.094378,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753448971.9076362,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753452772.201853,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753508120.152657,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753515558.558414,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753515911.5215,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753519197.7020888,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753544311.797039,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753594666.3314009,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753594853.705739,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753595258.963732,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753595330.316451,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753595387.5503268,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753598255.718203,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753598320.7814069,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753599297.711556,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753599689.7226539,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753639379.6777139,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753639713.981334,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753700326.539397,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753700553.110564,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753701764.2197251,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753701915.2776132,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753702016.1192288,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753702040.221609,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753702105.3230171,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753702155.077945,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753703213.049237,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753703469.0782418,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753704714.9505959,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753709035.586592,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753710109.787871,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753715701.046725,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753716188.5184798,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753716704.0295858,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753717219.770678,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753717712.115396,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753718064.617587,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753719502.181952,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753720063.8045459,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753720096.526592,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753720565.8055658,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753784688.059143,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786151.023806,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786313.893033,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786500.945756,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786775.857009,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786950.11665,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.171112,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.1884089,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.193568,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.198532,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.203749,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753786960.209704,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753787292.125129,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753787658.373814,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753791572.2264261,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753792680.050054,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753792694.0692391,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753796882.9058099,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753797746.203045,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753804693.420198,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753804709.187532,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753804709.3371968,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753808060.2654881,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753818773.253587,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753867932.5461478,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753868430.398192,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753868448.954311,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753869074.5444741,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753869935.050099,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753869980.5956612,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753870114.1260371,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753871853.429048,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753876181.577457,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753892877.284099,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753893935.16682,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753894281.422831,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753940051.721252,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753940819.133476,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753940985.64809,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753958763.2387571,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753959038.920985,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753966395.75544,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1753966435.873678,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753973928.743607,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753974142.489431,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753974565.59814,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753975217.876333,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1753986034.729166,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754028472.790697,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754028778.1221719,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754034616.736242,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754034849.852128,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754035144.3386679,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754036184.13397,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754036660.347416,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754036678.117053,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754036802.513293,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754041237.3324552,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754042865.9969912,Europe/Berlin,breathingExercise,6,openedApp,False
