app,interventionDuration,resolution,timestamp,timezone,isReIntervention,interventionType,timeIntervalUntilReIntervention,purpose,terminationReason
instagram,3.0,openedApp,1749547506.832567,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749547667.205358,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749547678.660409,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749547688.7700539,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749548723.506731,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749549640.723882,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749550382.135913,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749550686.029542,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749551073.520883,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749551083.0211802,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749552077.393167,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749552086.399962,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749552089.132467,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749552476.379652,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749553799.380245,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749554212.237134,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749554227.763519,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749555191.5619268,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749555974.506228,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749557991.317405,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749558265.4576511,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749558769.64964,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749558779.099854,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749559119.902952,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749559640.999104,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749559784.608039,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749559838.11031,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749560908.392068,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749560987.9318218,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749562973.489656,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749567178.916655,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749567332.899579,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749599362.2014508,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749599374.410703,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749599686.136872,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749601758.09393,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749607825.307786,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749611866.3488212,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749611972.890432,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749612297.423877,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749623629.063939,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749623947.8932118,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749634505.093425,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749635723.998695,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749636997.9378529,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749637771.262539,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749639834.60062,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749642882.042217,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749642974.38856,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749648554.118497,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749653609.605653,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749653950.658371,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749653992.879221,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749654068.398577,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749654529.528507,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749654899.548318,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749655370.2064672,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749692019.728914,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749692038.351857,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749692053.9948258,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749692093.517798,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749693747.749205,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749694002.093968,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749694381.651857,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749694932.466508,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749700179.9903631,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749700194.047408,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749700892.926628,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749702802.686645,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749704300.4730902,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749706041.876786,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749706390.5521898,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749707098.047389,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749708524.2445211,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749708720.765829,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749710011.8114672,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749710065.966796,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749710147.419828,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749710637.6631799,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749712813.058168,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749715182.969225,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749716980.0418491,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749717017.704248,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749719219.040468,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749720441.580764,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749721959.7039552,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749722022.676279,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749722050.418143,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749722488.542694,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749722539.217144,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749726925.969955,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749726971.862684,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749729901.136868,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749729948.0836558,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749729962.125495,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749730206.339563,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749735644.558883,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749739151.0557132,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749741205.87342,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749771148.659285,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749771583.897231,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749772041.63465,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749772344.236572,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749773236.728293,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749774365.6280231,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775100.261246,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775284.369338,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775384.726335,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775408.142247,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775528.946528,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749775876.060594,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749775932.063221,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749777436.131321,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749784125.218965,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749785557.335669,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749785571.083735,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749785688.172608,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749787909.262034,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749788362.11288,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749789173.275487,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749789421.255196,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749789687.965982,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749789817.855973,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749789896.7065458,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749790775.624805,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749794568.512826,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749794602.241389,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749794790.867259,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749794896.786377,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749796200.900086,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749796354.381548,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749800591.523824,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749800667.425171,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749802668.668271,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749807739.40794,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749812323.7874131,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749812326.616646,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749812340.426981,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749816772.865612,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749819202.046609,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749820878.351407,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749821716.960597,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749823312.555828,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749823441.0645351,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749828859.826824,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749829024.296979,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749829315.706675,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749829423.0346599,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855527.882773,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855622.8613439,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855646.9919538,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855713.1546512,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855848.346031,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749855893.206756,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749856469.300881,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749857005.1106381,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749857532.845715,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749858380.6656752,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749858865.21979,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749858984.885798,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749859361.136164,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749862746.533428,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749868461.196505,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749868521.8368158,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749869340.2676249,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749870495.737333,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749871868.080697,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749872095.6396909,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749872347.414909,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749872555.964797,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749872620.233576,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749876434.860623,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749883545.8124099,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749883710.862986,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749888531.2611861,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749890546.051275,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749893326.266278,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749895715.5561829,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749897087.5221748,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749898221.071202,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749901608.209595,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749901648.4099278,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749901697.87339,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749901735.4206,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749901807.342493,Asia/Tokyo,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749956526.6883779,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749957581.409102,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749957819.127283,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749959171.955713,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749960258.151987,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749961813.709703,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749961824.119258,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749962425.424131,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749974295.693942,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749977355.314527,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749977956.2684531,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749980136.060535,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749983739.7219648,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749983758.859412,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749987570.279185,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749987766.9120312,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749989477.8566399,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1749993135.546033,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749993142.659779,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1749994449.424923,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750010822.954166,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750011491.727514,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750011948.072751,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750012922.7232099,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750014969.687417,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750015127.098994,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750015264.217243,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750048928.520914,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750048956.870987,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750049517.423739,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750049579.670696,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750050497.537754,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750056157.8621411,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750059364.4776258,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750059640.444047,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750060168.561415,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750063484.345687,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750065034.946723,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750066627.061532,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750067335.2453752,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750067415.9773679,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750067546.124226,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750068570.501812,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750072808.014042,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750072944.362194,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750073429.6031199,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750073640.775068,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750074002.7999659,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750074084.3223891,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750074889.1040611,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750076446.2625098,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750078311.1607141,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750082669.695857,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750083233.052777,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750084680.362776,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750085760.242914,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750086732.176097,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750088908.69713,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750089821.523193,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750089883.8403568,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750089941.2841039,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750091109.394593,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750093091.696317,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750093385.1949692,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750095555.173995,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750097518.474668,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750098226.912935,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750099778.6373029,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750101291.458232,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750101710.317795,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750106381.170027,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750107376.4598699,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750108629.210084,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750110578.05915,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750135333.316986,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750142727.119782,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750143259.154797,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750144306.4660459,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750146642.779999,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,dismissedAppOpening,1750146748.0833569,Europe/Istanbul,0.0,breathingExercise,,,
instagram,3.0,openedApp,1750146908.701734,Europe/Istanbul,0.0,breathingExercise,,,
