interventionType,resolution,timestamp,isReIntervention,interventionDuration,app,timezone,purpose
,closedApp,1752689978.974843,False,,instagram,America/New_York,
breathingExercise,openedApp,1752692077.9649,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752692163.624045,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752692170.755669,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752692374.365016,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752697423.970574,False,3.0,instagram,America/New_York,Post something
,closedApp,1752697491.665866,False,,instagram,America/New_York,
,closedApp,1752697880.7647328,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752697929.362504,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752698455.631208,False,3.0,instagram,America/New_York,Bored
,closedApp,1752698574.131809,False,,instagram,America/New_York,
,closedApp,1752698730.692168,False,,instagram,America/New_York,
breathingExercise,openedApp,1752698930.311279,False,3.0,instagram,America/New_York,Entertainment
,closedApp,1752698996.392367,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752699695.8639998,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752702062.21074,False,3.0,instagram,America/New_York,Bored
,closedApp,1752702098.006051,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752702109.5795069,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752702457.946562,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752703016.840396,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752703038.1026092,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752703783.545294,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752703789.242649,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704046.593852,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704138.845875,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704371.343483,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704475.687505,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704718.181397,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752704863.938149,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752718732.0600471,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752718845.125514,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752718857.616514,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752718869.169393,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752747853.290421,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752748000.367887,False,,instagram,America/New_York,
,closedApp,1752748386.650677,False,,instagram,America/New_York,
breathingExercise,openedApp,1752751371.3975658,False,3.0,instagram,America/New_York,Bored
,closedApp,1752751421.491122,False,,instagram,America/New_York,
breathingExercise,openedApp,1752758705.392828,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752758787.486112,False,,instagram,America/New_York,
,closedApp,1752760275.767171,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752760462.4807448,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752760472.63864,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752760629.240572,False,,instagram,America/New_York,
,closedApp,1752761772.9783611,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752765116.6285381,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752767084.411405,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752767206.462906,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752767567.4760408,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752768615.6816669,False,3.0,instagram,America/New_York,Bored
,closedApp,1752769449.9922628,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752773718.8807058,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752777756.7294421,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752777863.188395,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752778078.1083589,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752778221.856602,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752778232.4532418,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752778455.074394,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752779395.666965,False,3.0,instagram,America/New_York,Message
,closedApp,1752779593.758627,False,,instagram,America/New_York,
breathingExercise,openedApp,1752779619.330679,False,3.0,instagram,America/New_York,Message
,closedApp,1752779663.82764,False,,instagram,America/New_York,
breathingExercise,openedApp,1752779708.338521,False,3.0,instagram,America/New_York,Message
,closedApp,1752779981.2823591,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752779990.064197,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752780012.6083422,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752780857.631774,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752781343.556205,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752781345.009295,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752785395.5040321,False,3.0,instagram,America/New_York,Message
,closedApp,1752785640.038508,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752786135.466848,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752787368.367352,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752787369.696528,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752787835.2001848,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752790764.767762,False,3.0,instagram,America/New_York,Bored
,closedApp,1752791151.299364,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752791177.523457,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752791179.9917889,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752791599.671397,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752791601.201964,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752805691.862732,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752805694.3932319,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752832576.46643,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752832625.8680592,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752834416.327475,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752834686.278255,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752843996.5021272,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752844138.131592,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,openedApp,1752846323.9572911,False,3.0,instagram,America/New_York,Message
,closedApp,1752846511.702265,False,,instagram,America/New_York,
,closedApp,1752847050.990519,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752847121.150914,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752848958.937546,False,3.0,instagram,America/New_York,Search Info
,closedApp,1752849057.079416,False,,instagram,America/New_York,
,closedApp,1752849747.338925,False,,instagram,America/New_York,
breathingExercise,openedApp,1752850546.8401508,False,3.0,instagram,America/New_York,Bored
,closedApp,1752850686.145119,False,,instagram,America/New_York,
breathingExercise,openedApp,1752850768.356566,False,3.0,instagram,America/New_York,Entertainment
,closedApp,1752851001.533309,False,,instagram,America/New_York,
breathingExercise,openedApp,1752851196.755868,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752851327.6998749,False,,instagram,America/New_York,
,closedApp,1752851833.032444,False,,instagram,America/New_York,
,closedApp,1752855027.7002301,False,,instagram,America/New_York,
breathingExercise,openedApp,1752856978.210881,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752857027.0524259,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752857054.7697449,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752858252.724472,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752865809.051317,False,3.0,instagram,America/New_York,Message
,closedApp,1752865913.7063231,False,,instagram,America/New_York,
,closedApp,1752866349.108883,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752868223.192821,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752871791.161788,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752871792.619707,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752880660.97195,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752880665.766399,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752880667.958969,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752892807.8602428,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752893010.465166,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752893838.2569818,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752935911.970358,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752935913.434701,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752938649.422173,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752953460.842825,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752953462.662822,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752955388.737184,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752955400.354387,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752955568.333177,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752955893.182632,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752956099.57863,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752956114.431195,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752956269.146062,False,,instagram,America/New_York,
breathingExercise,openedApp,1752957208.549032,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752957387.62834,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752958265.908915,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752958273.505827,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752958279.284171,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752958349.471097,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752962558.3300052,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752962828.79578,False,,instagram,America/New_York,
,closedApp,1752963428.150028,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752965293.097996,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752965294.709522,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752965298.015939,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752968661.160476,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752968668.596805,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752970740.754873,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752974665.259234,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1752974785.02555,False,,instagram,America/New_York,
breathingExercise,openedApp,1752975571.449492,False,3.0,instagram,America/New_York,Post something
,closedApp,1752975669.306645,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1752975695.9360662,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1752975771.848443,False,3.0,instagram,America/New_York,Post something
,closedApp,1752975919.643518,False,,instagram,America/New_York,
,closedApp,1752976113.5173779,False,,instagram,America/New_York,
breathingExercise,openedApp,1752976131.205606,False,3.0,instagram,America/New_York,Post something
,closedApp,1752976187.477323,False,,instagram,America/New_York,
breathingExercise,openedApp,1752976215.425336,False,3.0,instagram,America/New_York,Post something
breathingExercise,openedApp,1752976245.23052,False,3.0,instagram,America/New_York,Post something
breathingExercise,openedApp,1752976290.1619968,False,3.0,instagram,America/New_York,Post something
,closedApp,1752976446.9854898,False,,instagram,America/New_York,
breathingExercise,openedApp,1752976497.58885,False,3.0,instagram,America/New_York,Post something
,closedApp,1752976646.02039,False,,instagram,America/New_York,
,closedApp,1752976934.440298,False,,instagram,America/New_York,
breathingExercise,openedApp,1752977753.118777,False,3.0,instagram,America/New_York,Bored
,closedApp,1752977884.118764,False,,instagram,America/New_York,
,closedApp,1752977909.128454,False,,instagram,America/New_York,
breathingExercise,openedApp,1752978291.178086,False,3.0,instagram,America/New_York,Bored
,closedApp,1752978507.903638,False,,instagram,America/New_York,
breathingExercise,openedApp,1752979281.4694052,False,3.0,instagram,America/New_York,Bored
,closedApp,1752979367.854851,False,,instagram,America/New_York,
breathingExercise,openedApp,1753008305.291785,False,3.0,instagram,America/New_York,Post something
,closedApp,1753008394.6511831,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753008877.795745,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753013693.197124,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753013762.232367,False,,instagram,America/New_York,
breathingExercise,openedApp,1753022139.7036839,False,3.0,instagram,America/New_York,Bored
,closedApp,1753022387.051214,False,,instagram,America/New_York,
,closedApp,1753022409.127932,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753025408.880384,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753025479.199954,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753026041.744318,False,,instagram,America/New_York,
breathingExercise,openedApp,1753029237.466892,False,3.0,instagram,America/New_York,Bored
,closedApp,1753029282.609889,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753029314.45788,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753029328.0965781,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753033906.3308868,False,3.0,instagram,America/New_York,Message
,closedApp,1753034132.804071,False,,instagram,America/New_York,
breathingExercise,openedApp,1753036087.086174,False,3.0,instagram,America/New_York,Post something
,closedApp,1753036528.281312,False,,instagram,America/New_York,
breathingExercise,openedApp,1753036557.2079868,False,3.0,instagram,America/New_York,Post something
,closedApp,1753036632.063704,False,,instagram,America/New_York,
breathingExercise,openedApp,1753036653.874514,False,3.0,instagram,America/New_York,Post something
,closedApp,1753036796.304219,False,,instagram,America/New_York,
breathingExercise,openedApp,1753039448.776991,False,3.0,instagram,America/New_York,Bored
,closedApp,1753039560.4961538,False,,instagram,America/New_York,
breathingExercise,openedApp,1753039715.546531,False,3.0,instagram,America/New_York,Bored
,closedApp,1753039992.489222,False,,instagram,America/New_York,
,closedApp,1753040215.6164222,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753042315.978908,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753042317.5635881,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753045081.714678,False,3.0,instagram,America/New_York,Message
,closedApp,1753045440.9931068,False,,instagram,America/New_York,
,closedApp,1753046045.9165912,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753046077.5305939,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753046492.074446,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753046859.464268,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753046870.3824348,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753046872.221837,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753049463.890393,False,3.0,instagram,America/New_York,Bored
,closedApp,1753049739.432091,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753049930.273977,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753050316.518651,False,3.0,instagram,America/New_York,Bored
,closedApp,1753050334.32415,False,,instagram,America/New_York,
breathingExercise,openedApp,1753051877.1028109,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753051889.216764,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753056976.025382,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753056980.209486,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753057249.350668,False,3.0,instagram,America/New_York,Bored
,closedApp,1753057452.333091,False,,instagram,America/New_York,
breathingExercise,openedApp,1753100790.5256162,False,3.0,instagram,America/New_York,Post something
,closedApp,1753101199.6705809,False,,instagram,America/New_York,
,closedApp,1753101317.7741342,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753101493.442397,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753101917.342237,False,3.0,instagram,America/New_York,Message
,closedApp,1753101997.545233,False,,instagram,America/New_York,
breathingExercise,openedApp,1753103376.096838,False,3.0,instagram,America/New_York,Search Info
,closedApp,1753103578.1124969,False,,instagram,America/New_York,
breathingExercise,openedApp,1753103791.398899,False,3.0,instagram,America/New_York,Message
,closedApp,1753103986.756106,False,,instagram,America/New_York,
breathingExercise,openedApp,1753104895.352779,False,3.0,instagram,America/New_York,Post something
,closedApp,1753105084.021953,False,,instagram,America/New_York,
breathingExercise,openedApp,1753105152.245745,False,3.0,instagram,America/New_York,Post something
,closedApp,1753105272.896923,False,,instagram,America/New_York,
breathingExercise,openedApp,1753105374.246526,False,3.0,instagram,America/New_York,Post something
,closedApp,1753105512.570763,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753105894.2271419,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753106010.775377,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753111049.868252,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753111125.2826939,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753111335.787318,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753113373.667417,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753113376.226636,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753113433.453155,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753113830.13697,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753114464.67729,False,3.0,instagram,America/New_York,
,closedApp,1753113967.455278,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753114466.3416471,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753114490.895763,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753114513.224049,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753114799.525039,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753114806.5746489,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753114844.082756,False,3.0,instagram,America/New_York,Post something
,closedApp,1753115362.710994,False,,instagram,America/New_York,
breathingExercise,openedApp,1753115377.564268,False,3.0,instagram,America/New_York,Post something
,closedApp,1753115597.7498422,False,,instagram,America/New_York,
breathingExercise,openedApp,1753115917.324522,False,3.0,instagram,America/New_York,Post something
,closedApp,1753116293.9216352,False,,instagram,America/New_York,
breathingExercise,openedApp,1753116340.034076,False,3.0,instagram,America/New_York,Post something
,closedApp,1753116467.592499,False,,instagram,America/New_York,
,closedApp,1753116525.0925388,False,,instagram,America/New_York,
,closedApp,1753116545.7006059,False,,instagram,America/New_York,
,closedApp,1753116628.378129,False,,instagram,America/New_York,
breathingExercise,openedApp,1753116657.8783998,False,3.0,instagram,America/New_York,Post something
,closedApp,1753116698.708232,False,,instagram,America/New_York,
breathingExercise,openedApp,1753116727.207083,False,3.0,instagram,America/New_York,Message
,closedApp,1753116861.8133621,False,,instagram,America/New_York,
breathingExercise,openedApp,1753116899.7751899,False,3.0,instagram,America/New_York,Post something
,closedApp,1753117063.2457352,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753117099.6501908,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753117109.4966059,False,3.0,instagram,America/New_York,Post something
,closedApp,1753117173.066541,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753117335.327519,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753118040.216658,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753120887.694015,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753120972.053611,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753121638.5124469,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753124133.677758,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753124208.845766,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753124494.4188728,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753125529.435118,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753125588.7155719,False,,instagram,America/New_York,
breathingExercise,openedApp,1753126791.8555589,False,3.0,instagram,America/New_York,Bored
,closedApp,1753127250.355081,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753127269.8369231,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753127649.182527,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753128511.114579,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753128521.57636,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753128535.986755,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753131440.220731,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753131473.224313,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753131710.061283,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753132737.580824,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753135021.123637,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753135073.478318,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753135082.6409302,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753135152.627204,False,,instagram,America/New_York,
,closedApp,1753135172.662641,False,,instagram,America/New_York,
,closedApp,1753135378.243449,False,,instagram,America/New_York,
breathingExercise,openedApp,1753135883.9513211,False,3.0,instagram,America/New_York,Bored
,closedApp,1753135977.665262,False,,instagram,America/New_York,
breathingExercise,openedApp,1753136098.280092,False,3.0,instagram,America/New_York,Bored
,closedApp,1753136300.6849608,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753141724.592214,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753142275.840946,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753142518.017712,False,3.0,instagram,America/New_York,Bored
,closedApp,1753142558.9178119,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753153274.752919,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753182383.6101131,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753186717.751491,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753186732.436732,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753187378.3059769,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753192571.213573,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753192861.106678,False,,instagram,America/New_York,
,closedApp,1753192942.065521,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753193213.608553,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753194865.9986749,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753194915.515461,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753194982.553965,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753195025.9360619,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753195059.3862019,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753198906.4397678,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753202647.643837,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753202823.632317,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753202834.074533,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753202836.1739311,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753207936.052362,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753207937.535612,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753209516.553506,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753209800.462235,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753210262.548486,False,,instagram,America/New_York,
breathingExercise,openedApp,1753212324.120665,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753212369.7899709,False,,instagram,America/New_York,
,closedApp,1753212543.8696818,False,,instagram,America/New_York,
,closedApp,1753212578.134675,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753212820.1664128,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753212844.235209,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753212874.038688,False,,instagram,America/New_York,
,closedApp,1753212917.425966,False,,instagram,America/New_York,
breathingExercise,openedApp,1753214221.422389,False,3.0,instagram,America/New_York,Stay In the Loop
