timestamp,isReIntervention,interventionType,app,resolution,timezone,interventionDuration,purpose
1749950540.499057,False,,tikTok,closedApp,Europe/Berlin,,
1749950956.014754,False,,tikTok,closedApp,Europe/Berlin,,
1749951106.941588,False,,tikTok,closedApp,Europe/Berlin,,
1749951761.59906,False,,tikTok,closedApp,Europe/Berlin,,
1749951903.870967,False,,tikTok,closedApp,Europe/Berlin,,
1749952049.6102781,False,,tikTok,closedApp,Europe/Berlin,,
1749952071.469255,False,,tikTok,closedApp,Europe/Berlin,,
1749952089.2051039,False,,tikTok,closedApp,Europe/Berlin,,
1749952168.896877,False,,tikTok,closedApp,Europe/Berlin,,
1749952280.141181,False,,tikTok,closedApp,Europe/Berlin,,
1749952492.10912,False,,tikTok,closedApp,Europe/Berlin,,
1749952494.471712,False,,tikTok,closedApp,Europe/Berlin,,
1749952568.976486,False,,tikTok,closedApp,Europe/Berlin,,
1749952656.235941,False,,tikTok,closedApp,Europe/Berlin,,
1749977443.066041,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749977554.198193,False,,tikTok,closedApp,Europe/Berlin,,
1749978380.957525,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1749980208.241159,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Message
1749993294.028984,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1749978390.184844,False,,tikTok,closedApp,Europe/Berlin,,
1749979343.957021,False,,tikTok,closedApp,Europe/Berlin,,
1749979427.274234,False,,tikTok,closedApp,Europe/Berlin,,
1749979460.528559,False,,tikTok,closedApp,Europe/Berlin,,
1749979506.363785,False,,tikTok,closedApp,Europe/Berlin,,
1749980197.715229,False,,tikTok,closedApp,Europe/Berlin,,
1749981367.6248832,False,,tikTok,closedApp,Europe/Berlin,,
1749981631.80246,False,,tikTok,closedApp,Europe/Berlin,,
1749981921.356851,False,,tikTok,closedApp,Europe/Berlin,,
1749982161.5836391,False,,tikTok,closedApp,Europe/Berlin,,
1749983520.121901,False,,tikTok,closedApp,Europe/Berlin,,
1749985031.585367,False,,tikTok,closedApp,Europe/Berlin,,
1749986319.575022,False,,tikTok,closedApp,Europe/Berlin,,
1749987421.6863,False,,tikTok,closedApp,Europe/Berlin,,
1749987516.001096,False,,tikTok,closedApp,Europe/Berlin,,
1749989198.339326,False,,tikTok,closedApp,Europe/Berlin,,
1749990005.052336,False,,tikTok,closedApp,Europe/Berlin,,
1749990584.315944,False,,tikTok,closedApp,Europe/Berlin,,
1749990762.1182961,False,,tikTok,closedApp,Europe/Berlin,,
1749990793.2074351,False,,tikTok,closedApp,Europe/Berlin,,
1749990849.4608068,False,,tikTok,closedApp,Europe/Berlin,,
1749992257.28051,False,,tikTok,closedApp,Europe/Berlin,,
1749992518.169599,False,,tikTok,closedApp,Europe/Berlin,,
1749994118.994544,False,,tikTok,closedApp,Europe/Berlin,,
1749994478.819206,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749994549.5333061,False,,tikTok,closedApp,Europe/Berlin,,
1749994559.292286,False,,tikTok,closedApp,Europe/Berlin,,
1749994646.245197,False,,tikTok,closedApp,Europe/Berlin,,
1749994855.16169,False,,tikTok,closedApp,Europe/Berlin,,
1749994941.725225,False,,tikTok,closedApp,Europe/Berlin,,
1749995086.9370131,False,,tikTok,closedApp,Europe/Berlin,,
1749996486.877987,False,,tikTok,closedApp,Europe/Berlin,,
1749998032.3854551,False,,tikTok,closedApp,Europe/Berlin,,
1749998296.994798,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1749998598.1423202,False,,tikTok,closedApp,Europe/Berlin,,
1749998847.837616,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1749999200.822689,False,,tikTok,closedApp,Europe/Berlin,,
1749999893.9332209,False,,tikTok,closedApp,Europe/Berlin,,
1750000354.75169,False,,tikTok,closedApp,Europe/Berlin,,
1750000403.1400208,False,,tikTok,closedApp,Europe/Berlin,,
1750000742.468225,False,,tikTok,closedApp,Europe/Berlin,,
1750001358.662754,False,,tikTok,closedApp,Europe/Berlin,,
1750002076.78379,False,,tikTok,closedApp,Europe/Berlin,,
1750002687.6419501,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750002746.6921082,False,,tikTok,closedApp,Europe/Berlin,,
1750002997.265712,False,,tikTok,closedApp,Europe/Berlin,,
1750003063.488967,False,,tikTok,closedApp,Europe/Berlin,,
1750003263.944267,False,,tikTok,closedApp,Europe/Berlin,,
1750003594.777673,False,,tikTok,closedApp,Europe/Berlin,,
1750004045.472632,False,,tikTok,closedApp,Europe/Berlin,,
1750004446.424004,False,,tikTok,closedApp,Europe/Berlin,,
1750004590.31174,False,,tikTok,closedApp,Europe/Berlin,,
1750004684.233109,False,,tikTok,closedApp,Europe/Berlin,,
1750004825.414281,False,,tikTok,closedApp,Europe/Berlin,,
1750005017.025838,False,,tikTok,closedApp,Europe/Berlin,,
1750005340.734737,False,,tikTok,closedApp,Europe/Berlin,,
1750006568.7820292,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1750007650.1706982,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1750007888.0635738,False,,tumblr,closedApp,Europe/Berlin,,
1750008087.896975,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750008440.666973,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750008109.1736841,False,,tikTok,closedApp,Europe/Berlin,,
1750008507.346442,False,,tikTok,closedApp,Europe/Berlin,,
1750008595.41323,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750008629.397125,False,,tumblr,closedApp,Europe/Berlin,,
1750008743.0174851,False,,tumblr,closedApp,Europe/Berlin,,
1750008998.544605,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Message
1750009057.317566,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750009077.452653,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750009770.494083,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Message
1750009136.55212,False,,tikTok,closedApp,Europe/Berlin,,
1750009431.1522431,False,,tikTok,closedApp,Europe/Berlin,,
1750009772.2237659,False,,tikTok,closedApp,Europe/Berlin,,
1750009528.426343,False,,tumblr,closedApp,Europe/Berlin,,
1750010964.3647342,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750011008.009828,False,,tikTok,closedApp,Europe/Berlin,,
1750011101.84333,False,,tikTok,closedApp,Europe/Berlin,,
1750011178.0206509,False,,tikTok,closedApp,Europe/Berlin,,
1750011261.997672,False,,tikTok,closedApp,Europe/Berlin,,
1750011287.164813,False,,tikTok,closedApp,Europe/Berlin,,
1750011472.685544,False,,tikTok,closedApp,Europe/Berlin,,
1750011648.201729,False,,tikTok,closedApp,Europe/Berlin,,
1750011981.594115,False,,tikTok,closedApp,Europe/Berlin,,
1750012161.066578,False,,tikTok,closedApp,Europe/Berlin,,
1750017114.497892,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750017175.9693332,False,,tikTok,closedApp,Europe/Berlin,,
1750017230.969842,False,,tikTok,closedApp,Europe/Berlin,,
1750017384.932648,False,,tikTok,closedApp,Europe/Berlin,,
1750017695.165777,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750017793.997494,False,,tikTok,closedApp,Europe/Berlin,,
1750017948.0108929,False,,tikTok,closedApp,Europe/Berlin,,
1750018077.88885,False,,tikTok,closedApp,Europe/Berlin,,
1750018274.745003,False,,tikTok,closedApp,Europe/Berlin,,
1750018416.801532,False,,tikTok,closedApp,Europe/Berlin,,
1750018520.610581,False,,tikTok,closedApp,Europe/Berlin,,
1750018609.962134,False,,tikTok,closedApp,Europe/Berlin,,
1750018860.829605,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750018928.109447,False,,tikTok,closedApp,Europe/Berlin,,
1750019106.27322,False,,tikTok,closedApp,Europe/Berlin,,
1750019109.91172,False,,tikTok,closedApp,Europe/Berlin,,
1750019717.533807,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750019966.724606,False,,tikTok,closedApp,Europe/Berlin,,
1750020002.1823092,False,,tikTok,closedApp,Europe/Berlin,,
1750020005.144782,False,,tikTok,closedApp,Europe/Berlin,,
1750020097.378572,False,,tikTok,closedApp,Europe/Berlin,,
1750020135.696075,False,,tikTok,closedApp,Europe/Berlin,,
1750020340.185398,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1750021208.272044,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750021273.790245,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1750020382.533282,False,,tikTok,closedApp,Europe/Berlin,,
1750020730.4963388,False,,tikTok,closedApp,Europe/Berlin,,
1750020775.438321,False,,tikTok,closedApp,Europe/Berlin,,
1750021229.883861,False,,tikTok,closedApp,Europe/Berlin,,
1750021234.0285292,False,,tikTok,closedApp,Europe/Berlin,,
1750022137.758645,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750022483.22416,False,,tikTok,closedApp,Europe/Berlin,,
1750022492.559266,False,,tikTok,closedApp,Europe/Berlin,,
1750022535.253848,False,,tikTok,closedApp,Europe/Berlin,,
1750022661.263884,False,,tikTok,closedApp,Europe/Berlin,,
1750022664.147955,False,,tikTok,closedApp,Europe/Berlin,,
1750022795.4175901,False,,tikTok,closedApp,Europe/Berlin,,
1750022801.035554,False,,tikTok,closedApp,Europe/Berlin,,
1750022844.724327,False,,tikTok,closedApp,Europe/Berlin,,
1750024169.395334,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750024232.988799,False,,tikTok,closedApp,Europe/Berlin,,
1750024236.54736,False,,tikTok,closedApp,Europe/Berlin,,
1750025013.864709,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750025120.4073992,False,,tikTok,closedApp,Europe/Berlin,,
1750025330.249491,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750026071.398962,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750026496.8774362,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Stay In the Loop
1750026803.1967201,False,,tikTok,closedApp,Europe/Berlin,,
1750027495.6585178,False,,tikTok,closedApp,Europe/Berlin,,
1750028171.1674042,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750030336.441402,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750028260.771822,False,,tikTok,closedApp,Europe/Berlin,,
1750028263.4551969,False,,tikTok,closedApp,Europe/Berlin,,
1750028326.454225,False,,tikTok,closedApp,Europe/Berlin,,
1750028371.337142,False,,tikTok,closedApp,Europe/Berlin,,
1750028373.117484,False,,tikTok,closedApp,Europe/Berlin,,
1750030382.21877,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750030900.629868,False,,tikTok,closedApp,Europe/Berlin,,
1750030903.1871629,False,,tikTok,closedApp,Europe/Berlin,,
1750030944.2582002,False,,tikTok,closedApp,Europe/Berlin,,
1750031675.576014,False,,tikTok,closedApp,Europe/Berlin,,
1750031682.629643,False,,tikTok,closedApp,Europe/Berlin,,
1750031962.889487,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750031980.9755468,False,,tikTok,closedApp,Europe/Berlin,,
1750032731.815172,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750032748.0561252,False,,tikTok,closedApp,Europe/Berlin,,
1750032977.204385,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750033584.6113381,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750033735.2339392,False,,tikTok,closedApp,Europe/Berlin,,
1750033766.086395,False,,tikTok,closedApp,Europe/Berlin,,
1750033834.585071,False,,tikTok,closedApp,Europe/Berlin,,
1750033838.186779,False,,tikTok,closedApp,Europe/Berlin,,
1750033970.268289,False,,tikTok,closedApp,Europe/Berlin,,
1750034026.986119,False,,tikTok,closedApp,Europe/Berlin,,
1750034068.729142,False,,tikTok,closedApp,Europe/Berlin,,
1750034111.009661,False,,tikTok,closedApp,Europe/Berlin,,
1750034186.253008,False,,tikTok,closedApp,Europe/Berlin,,
1750034237.930955,False,,tikTok,closedApp,Europe/Berlin,,
1750034310.103993,False,,tikTok,closedApp,Europe/Berlin,,
1750034330.771563,False,,tikTok,closedApp,Europe/Berlin,,
1750057353.164475,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Toilet
1750057378.872077,False,,tumblr,closedApp,Europe/Berlin,,
1750057390.4609919,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1750057526.9571671,False,,tikTok,closedApp,Europe/Berlin,,
1750064020.095395,False,,tikTok,closedApp,Europe/Berlin,,
1750065233.0520658,False,,tikTok,closedApp,Europe/Berlin,,
1750065449.4357839,False,,tikTok,closedApp,Europe/Berlin,,
1750065703.387676,False,,tikTok,closedApp,Europe/Berlin,,
1750066524.402657,False,,tikTok,closedApp,Europe/Berlin,,
1750067066.360793,False,,tikTok,closedApp,Europe/Berlin,,
1750068070.931611,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1750068773.840913,False,,tikTok,closedApp,Europe/Berlin,,
1750069099.436811,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750069783.3718581,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1750069780.484385,False,,tikTok,closedApp,Europe/Berlin,,
1750069793.128691,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750071100.6755981,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Toilet
1750071165.665924,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750070245.6666741,False,,tikTok,closedApp,Europe/Berlin,,
1750071196.137615,False,,tikTok,closedApp,Europe/Berlin,,
1750072281.5496821,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750072390.398508,False,,tikTok,closedApp,Europe/Berlin,,
1750072406.395654,False,,tikTok,closedApp,Europe/Berlin,,
1750074155.305095,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750074209.907011,False,,tikTok,closedApp,Europe/Berlin,,
1750075148.262505,False,,tikTok,closedApp,Europe/Berlin,,
1750075740.805423,False,,tikTok,closedApp,Europe/Berlin,,
1750086249.684421,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750086417.222453,False,,tikTok,closedApp,Europe/Berlin,,
1750086634.891896,False,,tikTok,closedApp,Europe/Berlin,,
1750088707.96573,False,,tikTok,closedApp,Europe/Berlin,,
1750088796.0560598,False,,tikTok,closedApp,Europe/Berlin,,
1750089549.878573,False,,tikTok,closedApp,Europe/Berlin,,
1750089822.169935,False,,tikTok,closedApp,Europe/Berlin,,
1750090015.696576,False,,tikTok,closedApp,Europe/Berlin,,
1750090402.3678951,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Bored
1750092320.5674381,False,,tikTok,closedApp,Europe/Berlin,,
1750092340.5456529,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750093247.903559,False,,tikTok,closedApp,Europe/Berlin,,
1750095276.732611,False,,tikTok,closedApp,Europe/Berlin,,
1750095337.1566691,False,,tikTok,closedApp,Europe/Berlin,,
1750095886.480025,False,,tikTok,closedApp,Europe/Berlin,,
1750096188.5828528,False,,tikTok,closedApp,Europe/Berlin,,
1750096699.9464679,False,,tikTok,closedApp,Europe/Berlin,,
1750096701.9412389,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1750097155.0503469,False,,tikTok,closedApp,Europe/Berlin,,
1750098608.558867,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750098682.051371,False,,tumblr,closedApp,Europe/Berlin,,
1750098773.803777,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750098801.519093,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750100761.279395,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Stalk crush
1750098923.090662,False,,tikTok,closedApp,Europe/Berlin,,
1750098926.64458,False,,tikTok,closedApp,Europe/Berlin,,
1750099062.519157,False,,tikTok,closedApp,Europe/Berlin,,
1750099237.044375,False,,tikTok,closedApp,Europe/Berlin,,
1750099490.312258,False,,tikTok,closedApp,Europe/Berlin,,
1750099961.985114,False,,tikTok,closedApp,Europe/Berlin,,
1750100065.7788758,False,,tikTok,closedApp,Europe/Berlin,,
1750100139.8754559,False,,tikTok,closedApp,Europe/Berlin,,
1750100248.044296,False,,tikTok,closedApp,Europe/Berlin,,
1750100251.3031049,False,,tikTok,closedApp,Europe/Berlin,,
1750100803.069819,False,,tikTok,closedApp,Europe/Berlin,,
1750100832.047576,False,,tikTok,closedApp,Europe/Berlin,,
1750100835.112596,False,,tikTok,closedApp,Europe/Berlin,,
1750100896.752435,False,,tikTok,closedApp,Europe/Berlin,,
1750100898.671936,False,,tikTok,closedApp,Europe/Berlin,,
1750100951.024811,False,,tikTok,closedApp,Europe/Berlin,,
1750100966.467385,False,,tikTok,closedApp,Europe/Berlin,,
1750101065.009021,False,,tikTok,closedApp,Europe/Berlin,,
1750101067.243249,False,,tikTok,closedApp,Europe/Berlin,,
1750101153.200275,False,,tikTok,closedApp,Europe/Berlin,,
1750101173.2243462,False,,tikTok,closedApp,Europe/Berlin,,
1750101224.708418,False,,tikTok,closedApp,Europe/Berlin,,
1750101227.876957,False,,tikTok,closedApp,Europe/Berlin,,
1750101346.306804,False,,tikTok,closedApp,Europe/Berlin,,
1750101350.538553,False,,tikTok,closedApp,Europe/Berlin,,
1750101609.508237,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750101623.258397,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750101699.247369,False,,tikTok,closedApp,Europe/Berlin,,
1750101873.149564,False,,tikTok,closedApp,Europe/Berlin,,
1750101878.010892,False,,tikTok,closedApp,Europe/Berlin,,
1750101973.942706,False,,tikTok,closedApp,Europe/Berlin,,
1750101977.51159,False,,tikTok,closedApp,Europe/Berlin,,
1750102123.432447,False,,tikTok,closedApp,Europe/Berlin,,
1750102177.5980139,False,,tikTok,closedApp,Europe/Berlin,,
1750102179.589867,False,,tikTok,closedApp,Europe/Berlin,,
1750103871.332336,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750103973.621568,False,,tikTok,closedApp,Europe/Berlin,,
1750104161.127234,False,,tikTok,closedApp,Europe/Berlin,,
1750104541.943619,False,,tikTok,closedApp,Europe/Berlin,,
1750104621.145467,False,,tikTok,closedApp,Europe/Berlin,,
1750104641.384862,False,,tikTok,closedApp,Europe/Berlin,,
1750104656.700334,False,,tikTok,closedApp,Europe/Berlin,,
1750104695.283482,False,,tikTok,closedApp,Europe/Berlin,,
1750104752.686912,False,,tikTok,closedApp,Europe/Berlin,,
1750104813.142494,False,,tikTok,closedApp,Europe/Berlin,,
1750104948.415791,False,,tikTok,closedApp,Europe/Berlin,,
1750105273.585222,False,,tikTok,closedApp,Europe/Berlin,,
1750105341.554102,False,,tikTok,closedApp,Europe/Berlin,,
1750105345.464562,False,,tikTok,closedApp,Europe/Berlin,,
1750105676.713296,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750105795.65962,False,,tikTok,closedApp,Europe/Berlin,,
1750105859.096572,False,,tikTok,closedApp,Europe/Berlin,,
1750105862.493163,False,,tikTok,closedApp,Europe/Berlin,,
1750108875.7015638,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Stay In the Loop
1750109004.8989282,False,,tikTok,closedApp,Europe/Berlin,,
1750109063.5043411,False,,tikTok,closedApp,Europe/Berlin,,
1750109070.493685,False,,tikTok,closedApp,Europe/Berlin,,
1750109260.714281,False,,tikTok,closedApp,Europe/Berlin,,
1750109277.6313372,False,,tikTok,closedApp,Europe/Berlin,,
1750109610.2181559,False,,tikTok,closedApp,Europe/Berlin,,
1750111068.7953591,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750111180.934928,False,,tikTok,closedApp,Europe/Berlin,,
1750111275.585641,False,,tikTok,closedApp,Europe/Berlin,,
1750111312.180378,False,,tikTok,closedApp,Europe/Berlin,,
1750111355.082003,False,,tikTok,closedApp,Europe/Berlin,,
1750111745.545578,False,,tikTok,closedApp,Europe/Berlin,,
1750111748.065123,False,,tikTok,closedApp,Europe/Berlin,,
1750111908.5439749,False,,tikTok,closedApp,Europe/Berlin,,
1750112158.711522,False,,tikTok,closedApp,Europe/Berlin,,
1750112161.531334,False,,tikTok,closedApp,Europe/Berlin,,
1750112300.464509,False,,tikTok,closedApp,Europe/Berlin,,
1750112484.818078,False,,tikTok,closedApp,Europe/Berlin,,
1750112625.1988292,False,,tikTok,closedApp,Europe/Berlin,,
1750112820.191494,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750112895.789922,False,,tikTok,closedApp,Europe/Berlin,,
1750112899.410173,False,,tikTok,closedApp,Europe/Berlin,,
1750113003.2423549,False,,tikTok,closedApp,Europe/Berlin,,
1750113006.4079552,False,,tikTok,closedApp,Europe/Berlin,,
1750113136.875658,False,,tikTok,closedApp,Europe/Berlin,,
1750113138.971033,False,,tikTok,closedApp,Europe/Berlin,,
1750113197.725745,False,,tikTok,closedApp,Europe/Berlin,,
1750113199.447573,False,,tikTok,closedApp,Europe/Berlin,,
1750113226.1527162,False,,tikTok,closedApp,Europe/Berlin,,
1750113269.673705,False,,tikTok,closedApp,Europe/Berlin,,
1750113273.327811,False,,tikTok,closedApp,Europe/Berlin,,
1750113520.929632,False,,tikTok,closedApp,Europe/Berlin,,
1750113535.957988,False,,tikTok,closedApp,Europe/Berlin,,
1750113607.589024,False,,tikTok,closedApp,Europe/Berlin,,
1750113666.974828,False,,tikTok,closedApp,Europe/Berlin,,
1750113704.8369799,False,,tikTok,closedApp,Europe/Berlin,,
1750113745.24816,False,,tikTok,closedApp,Europe/Berlin,,
1750113785.6522388,False,,tikTok,closedApp,Europe/Berlin,,
1750113874.0825691,False,,tikTok,closedApp,Europe/Berlin,,
1750113924.9272618,False,,tikTok,closedApp,Europe/Berlin,,
1750114099.366565,False,,tikTok,closedApp,Europe/Berlin,,
1750114105.1734319,False,,tikTok,closedApp,Europe/Berlin,,
1750114172.655858,False,,tikTok,closedApp,Europe/Berlin,,
1750114287.504519,False,,tikTok,closedApp,Europe/Berlin,,
1750114437.809373,False,,tikTok,closedApp,Europe/Berlin,,
1750114520.739048,False,,tikTok,closedApp,Europe/Berlin,,
1750114636.3260388,False,,tikTok,closedApp,Europe/Berlin,,
1750114718.4890451,False,,tikTok,closedApp,Europe/Berlin,,
1750114744.1155748,False,,tikTok,closedApp,Europe/Berlin,,
1750114950.072624,False,,tikTok,closedApp,Europe/Berlin,,
1750115108.9732409,False,,tikTok,closedApp,Europe/Berlin,,
1750115185.38841,False,,tikTok,closedApp,Europe/Berlin,,
1750115217.77918,False,,tikTok,closedApp,Europe/Berlin,,
1750115392.6458712,False,,tikTok,closedApp,Europe/Berlin,,
1750115471.991138,False,,tikTok,closedApp,Europe/Berlin,,
1750115687.2020159,False,,tikTok,closedApp,Europe/Berlin,,
1750115695.2449389,False,,tikTok,closedApp,Europe/Berlin,,
1750115897.105489,False,,tikTok,closedApp,Europe/Berlin,,
1750115984.719142,False,,tikTok,closedApp,Europe/Berlin,,
1750116325.859456,False,,tikTok,closedApp,Europe/Berlin,,
1750116326.9904451,False,,tikTok,closedApp,Europe/Berlin,,
1750116337.0784621,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Entertainment
1750116784.401744,False,,tikTok,closedApp,Europe/Berlin,,
1750116878.86556,False,,tikTok,closedApp,Europe/Berlin,,
1750117994.051723,False,,tikTok,closedApp,Europe/Berlin,,
1750117998.4136748,False,,tikTok,closedApp,Europe/Berlin,,
1750118432.582254,False,,tikTok,closedApp,Europe/Berlin,,
1750118780.442694,False,,tikTok,closedApp,Europe/Berlin,,
1750119115.305001,False,,tikTok,closedApp,Europe/Berlin,,
1750119768.148336,False,,tikTok,closedApp,Europe/Berlin,,
1750119937.88538,False,,tikTok,closedApp,Europe/Berlin,,
1750119946.043206,False,,tikTok,closedApp,Europe/Berlin,,
1750120019.1637,False,,tikTok,closedApp,Europe/Berlin,,
1750120714.202781,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750123380.564417,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1750124253.0128632,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750120981.073874,False,,tikTok,closedApp,Europe/Berlin,,
1750121781.3187351,False,,tikTok,closedApp,Europe/Berlin,,
1750124243.7350001,False,,tikTok,closedApp,Europe/Berlin,,
1750124735.14008,False,,tikTok,closedApp,Europe/Berlin,,
1750125140.325912,False,,tikTok,closedApp,Europe/Berlin,,
1750126485.481481,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Bored
1750137037.643489,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1750137123.455195,False,,tikTok,closedApp,Europe/Berlin,,
1750137995.303691,False,,tikTok,closedApp,Europe/Berlin,,
1750145257.816516,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Escape / Avoid
1750145278.111706,False,,tumblr,closedApp,Europe/Berlin,,
1750145406.6423612,False,,tumblr,closedApp,Europe/Berlin,,
1750145511.156464,False,,tumblr,closedApp,Europe/Berlin,,
1750146130.566117,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Message
1750146146.822294,False,,tumblr,closedApp,Europe/Berlin,,
1750146197.59112,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750146462.863605,False,,tikTok,closedApp,Europe/Berlin,,
1750147341.14465,False,,tikTok,closedApp,Europe/Berlin,,
1750147756.009385,False,,tikTok,closedApp,Europe/Berlin,,
1750147932.9617019,False,,tikTok,closedApp,Europe/Berlin,,
1750148179.542953,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Message
1750149693.9794378,False,,tikTok,closedApp,Europe/Berlin,,
1750151177.738471,False,,tikTok,closedApp,Europe/Berlin,,
1750151348.31722,False,,tikTok,closedApp,Europe/Berlin,,
1750151501.999768,False,,tikTok,closedApp,Europe/Berlin,,
1750151948.3348188,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750152439.734906,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1750153381.626148,False,,tikTok,closedApp,Europe/Berlin,,
1750154804.477617,False,,tikTok,closedApp,Europe/Berlin,,
1750156910.899784,False,,tikTok,closedApp,Europe/Berlin,,
1750157005.531256,False,,tikTok,closedApp,Europe/Berlin,,
1750157298.658751,False,,tikTok,closedApp,Europe/Berlin,,
1750157309.5203118,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Relax
1750157494.8586879,False,,tikTok,closedApp,Europe/Berlin,,
1750157373.815662,False,,tumblr,closedApp,Europe/Berlin,,
1750163472.747267,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1750163672.205653,False,,tikTok,closedApp,Europe/Berlin,,
1750163814.565248,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
