interventionDuration,timestamp,app,isReIntervention,interventionType,resolution,timezone
3,1753445054.2983189,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753445180.882519,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753446047.7589278,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753446363.5927238,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753446405.5079951,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753446509.496628,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753451583.5481591,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753451731.9531841,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753451815.932819,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753454336.203477,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753457990.069602,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753463974.943009,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753464192.625406,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753464203.875941,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753465861.146009,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753466172.427239,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753466201.1637402,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753466210.238997,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753466989.618209,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753467311.672528,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753467820.1321511,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753467867.483839,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753470943.414844,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753470965.705133,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753472419.51418,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753473147.4133549,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753473447.364435,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753473464.094737,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753474403.500433,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753474416.0902739,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753476319.1453218,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753476432.4933782,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753478802.939589,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753479088.1257281,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753513515.4139628,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753513985.779818,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753514386.431404,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753516968.092462,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753517190.552689,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753520756.044457,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753522972.956962,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753522974.5339751,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753523002.641711,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753523723.814608,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753525449.196011,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753526077.423026,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753526394.175682,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753526396.779554,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753526415.752046,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753526954.851295,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753526964.982432,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753527108.121447,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753527494.5305781,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753528292.449961,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753529776.8987331,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753530283.178052,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753530832.797512,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753530967.307849,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753532748.9802651,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753533247.7633638,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753533608.438912,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753533616.666133,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753535239.8893871,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753537989.432963,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753538668.648695,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753539008.9868789,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753539382.297461,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753540415.3098202,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753543378.6123471,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753543582.25752,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753543910.266927,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753544766.492352,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753545223.603657,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753545535.665111,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753552788.759805,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753569608.447233,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753570718.8615742,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753572721.641005,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753573771.577934,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753577546.3749151,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753578821.586063,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753578958.301202,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753579379.969016,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753579451.460984,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753580327.5228028,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753581469.25029,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753581864.228796,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753582780.507688,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753582794.071485,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753607903.505807,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753608268.222472,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753610081.5439038,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753610082.912407,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753610089.64452,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753610122.001326,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753610815.899297,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753611324.5904698,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753611336.48209,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753611909.773304,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753612354.0059428,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753615358.938332,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753616485.182003,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753618805.2718601,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753623962.8888888,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753627803.057558,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753627869.411545,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753628117.31636,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753628181.9831839,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753628355.788477,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753629410.407079,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753629412.640157,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753635376.2673569,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753636024.653722,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753636094.212494,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753637782.0690851,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753638045.690007,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753638053.963616,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753638467.309124,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753638962.959529,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753639157.855132,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753639515.205874,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753639966.972657,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753639978.079423,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753640394.334702,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753640746.6903691,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641869.901826,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.969053,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.976145,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.9821339,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.988752,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.991113,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641873.993963,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753641874.001309,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753642057.120946,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753645296.280573,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753645462.544859,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753646081.258381,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753647243.072732,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753647253.868376,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753647436.610703,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753648582.1867142,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753650752.078022,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753650898.255255,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753651738.0462809,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753681628.400284,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753682202.2635632,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753684901.43827,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753689206.9540339,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753689546.286236,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753689570.399895,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753695368.78659,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753695392.5136461,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753695782.857514,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753695881.320959,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753702256.277489,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753703305.724741,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753703918.865419,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753710039.8713698,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753712133.655686,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753713164.93559,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753718771.5191998,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753719682.553615,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753720370.5300279,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753720556.575167,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753721417.873132,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753722381.4959679,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753722615.319769,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753722982.230895,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753724346.8312669,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753730623.104638,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753731929.948111,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753734954.782905,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753736236.275523,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753737100.546112,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753738174.5538712,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753738269.21305,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753768982.61959,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753771940.507038,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753772065.244258,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753775336.153884,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753776320.5915198,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753779500.466442,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753783565.8144422,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753787715.29581,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753787848.537183,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753788264.0953221,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753789510.1383882,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753790386.832353,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753791442.641911,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753792683.821269,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753792693.231629,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753795419.466068,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753795644.701298,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753795810.368226,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753796106.859554,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753796228.896041,tikTok,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753797951.359462,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753798035.9341311,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753805570.674397,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753807085.605537,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753809802.77038,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753827171.7332711,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753828442.624371,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753828643.715725,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753829116.173656,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753829549.077112,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753853524.545234,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753853628.280894,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753856451.5580568,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753861661.723743,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753863968.982295,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753863977.04291,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753864055.5215402,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753878796.360604,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753891203.434797,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753894045.882897,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753894452.998056,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753894615.911371,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753894696.184972,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753894950.6818352,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753895102.668705,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753901052.854357,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753910343.66008,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753910546.560571,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753911147.518046,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753912587.4905329,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753912731.735077,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753913179.595879,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753913666.15744,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753914894.9117432,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753943630.4764152,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753943960.842221,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753945921.241751,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753947493.6995149,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753949135.198913,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753953241.7839022,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753958543.425061,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753958681.343052,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753958901.516134,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753959067.825714,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753960233.827479,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753981924.8166618,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753982019.063565,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753987586.901114,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753987760.4522672,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1753989233.481924,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753990381.288053,instagram,False,breathingExercise,dismissedAppOpening,Europe/Berlin
3,1753991730.871815,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753995952.869405,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1753997336.765068,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1754020521.848767,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1754021454.18789,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1754021961.210592,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1754022854.989439,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1754024352.984149,tikTok,False,breathingExercise,openedApp,Europe/Berlin
3,1754025080.1762938,instagram,False,breathingExercise,openedApp,Europe/Berlin
3,1754029687.095889,instagram,False,breathingExercise,openedApp,Europe/London
3,1754029998.7239141,tikTok,False,breathingExercise,dismissedAppOpening,Europe/London
3,1754031113.753911,instagram,False,breathingExercise,openedApp,Europe/London
3,1754031288.851276,tikTok,False,breathingExercise,openedApp,Europe/London
3,1754032098.0838451,instagram,False,breathingExercise,dismissedAppOpening,Europe/London
3,1754034640.107287,instagram,False,breathingExercise,openedApp,Europe/London
3,1754034714.258088,instagram,False,breathingExercise,openedApp,Europe/London
3,1754035403.631847,instagram,False,breathingExercise,openedApp,Europe/London
3,1754037527.148937,instagram,False,breathingExercise,openedApp,Europe/London
3,1754039562.9834309,instagram,False,breathingExercise,openedApp,Europe/London
3,1754039773.496609,instagram,False,breathingExercise,openedApp,Europe/London
3,1754039985.088355,instagram,False,breathingExercise,dismissedAppOpening,Europe/London
3,1754039996.422859,tikTok,False,breathingExercise,openedApp,Europe/London
3,1754044606.70759,instagram,False,breathingExercise,openedApp,Europe/London
3,1754044873.2637892,instagram,False,breathingExercise,openedApp,Europe/London
3,1754048013.2644281,instagram,False,breathingExercise,openedApp,Europe/London
3,1754048488.39255,instagram,False,breathingExercise,openedApp,Europe/London
3,1754048894.088182,tikTok,False,breathingExercise,openedApp,Europe/London
3,1754049337.943534,instagram,False,breathingExercise,openedApp,Europe/London
3,1754052196.806827,instagram,False,breathingExercise,openedApp,Europe/London
3,1754052398.3636742,instagram,False,breathingExercise,dismissedAppOpening,Europe/London
3,1754052406.723937,tikTok,False,breathingExercise,openedApp,Europe/London
3,1754053166.1710181,tikTok,False,breathingExercise,dismissedAppOpening,Europe/London
