timestamp,interventionType,resolution,timezone,interventionDuration,isReIntervention,app,purpose
1748841641.212704,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748842113.2298222,breathingExercise,openedApp,America/New_York,3,False,instagram,Relax
1748842171.357685,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748842176.475378,breathingExercise,dismissedAppOpening,America/New_York,3,False,instagram,
1748843916.993552,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch comedy videos
1748871593.604276,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch comedy videos
1748872889.869732,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748874771.086965,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748877295.12249,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748877945.842402,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748878017.746484,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748878077.139896,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748895383.736784,breathingExercise,openedApp,America/New_York,3,False,instagram,Stay In the Loop
1748895535.323715,breathingExercise,openedApp,America/New_York,3,False,instagram,Stay In the Loop
1748895648.400559,breathingExercise,dismissedAppOpening,America/New_York,3,False,instagram,
1748895651.535363,breathingExercise,dismissedAppOpening,America/New_York,3,False,instagram,
1748897387.9683409,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748897389.8462029,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748897396.21913,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748901376.834835,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748901632.126493,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1748902610.795927,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748902612.611007,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748915909.196107,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1748959834.043491,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748979959.047772,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748998752.703349,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1748998775.8355951,breathingExercise,openedApp,America/New_York,3,False,facebook,Stay In the Loop
1748998852.403949,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749001808.651995,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749018723.553481,breathingExercise,openedApp,America/New_York,3,False,facebook,Stay In the Loop
1749019225.257894,breathingExercise,openedApp,America/New_York,3,False,facebook,Watch some comedy videos
1749020376.289197,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749020378.3331661,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749043326.418196,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749060621.581397,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749062641.342288,breathingExercise,openedApp,America/New_York,3,False,facebook,Escape / Avoid
1749062740.068008,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749070120.526256,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749070245.0829182,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749078660.418411,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749080208.58463,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749082459.812978,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749088317.886455,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749088488.384314,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749148140.2322721,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749184619.426199,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749210031.9664311,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749214135.963986,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749214210.988655,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749214743.268783,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749214746.6973782,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749215232.68347,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749215722.126727,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749233560.1325998,breathingExercise,dismissedAppOpening,America/New_York,3,False,tikTok,
1749238651.274722,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749238854.16227,breathingExercise,openedApp,America/New_York,3,False,instagram,Search Info
1749253174.734896,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749262584.113912,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749263620.1175508,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749264659.316119,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749300878.886682,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749300889.152958,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749301765.529367,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749311017.532712,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749312216.14751,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749313491.8458571,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749317822.7342,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749318553.635366,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749323681.821775,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749323721.9800792,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749323981.516185,breathingExercise,openedApp,America/New_York,3,False,facebook,Toilet
1749324146.01058,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749341461.4083261,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749341507.2850251,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749341601.064508,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749341954.413099,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749341994.247442,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749342173.673616,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749345467.0748749,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749347546.164803,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749347754.605445,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749347759.296307,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749347798.0040689,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749355966.323351,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749378337.743795,breathingExercise,openedApp,America/New_York,3,False,facebook,Check likes
1749379026.063815,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749381123.226738,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749381301.516642,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749395808.212358,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749398901.901129,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749398989.060672,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749399107.6605191,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749399170.1585631,breathingExercise,openedApp,America/New_York,3,False,instagram,Search Info
1749399208.4069939,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749399237.447454,breathingExercise,openedApp,America/New_York,3,False,instagram,Search Info
1749399300.803855,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749399362.468254,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749399602.1618319,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749400020.8792748,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749402329.349792,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749402646.1445131,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749405082.8526402,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749405097.9728231,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749405292.9543,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749405378.088659,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749405637.9971828,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749405648.038896,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749405963.5501142,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749406520.748775,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749406568.0227451,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749406570.2782001,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749406831.318766,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749407195.644886,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749408127.326093,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749408291.772234,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749408294.015455,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749408296.715828,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749408707.709004,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749410736.10183,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749416445.7351,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749416474.000634,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749417675.318116,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749417754.86344,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749419889.499485,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749422489.111542,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749434914.405116,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749469724.67489,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749470202.474839,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749470230.3655062,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749473595.689104,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749473616.557742,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749475027.014141,breathingExercise,openedApp,America/New_York,3,False,instagram,Post something
1749475177.920917,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749475196.9596472,breathingExercise,openedApp,America/New_York,3,False,instagram,Post something
1749475229.575562,breathingExercise,openedApp,America/New_York,3,False,instagram,Post something
1749475476.2484741,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749478502.350168,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749478504.51363,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749478515.821097,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749478719.60256,breathingExercise,openedApp,America/New_York,3,False,facebook,Business Post
1749478813.178948,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749478817.87376,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749493347.8749418,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749493490.276585,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749497398.113459,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749497899.224021,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749498124.470594,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749519452.3772469,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749521229.323103,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749522066.717842,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749560026.771922,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749562125.164115,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749562138.5629802,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749562703.473542,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749562728.680433,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749562861.255948,breathingExercise,openedApp,America/New_York,3,False,facebook,Message
1749563431.415285,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749563534.569398,breathingExercise,openedApp,America/New_York,3,False,facebook,Message
1749563714.0958939,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749564278.427784,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749565183.323638,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749565470.84427,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749566123.51001,breathingExercise,openedApp,America/New_York,3,False,facebook,Search Info
1749574062.023511,breathingExercise,openedApp,America/New_York,3,False,instagram,Search Info
1749588323.964916,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749614077.936504,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749647701.096472,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749650269.8529649,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749654006.349523,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749664053.8830628,breathingExercise,openedApp,America/New_York,3,False,facebook,Message
1749664565.5762892,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749664992.3204389,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749665280.7331781,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749665358.7694259,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749665502.674433,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749665549.195269,breathingExercise,openedApp,America/New_York,3,False,facebook,Post something
1749671212.3552032,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749675050.698852,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749796314.951817,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749797406.34933,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749798758.848147,breathingExercise,dismissedAppOpening,America/New_York,3,False,facebook,
1749990781.852099,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750012319.085236,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750012331.243773,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750012424.475792,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750012722.110208,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750069576.304316,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750069578.369571,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750069582.261668,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750069585.883,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750069703.363059,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750070373.7615871,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750072097.449472,breathingExercise,openedApp,America/New_York,6,False,facebook,Bored
1750082980.08327,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750083292.0091681,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750086320.978975,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750086621.580443,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750092268.951819,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750100582.281341,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750100834.920862,breathingExercise,dismissedAppOpening,America/New_York,6,False,facebook,
1750100911.718993,breathingExercise,openedApp,America/New_York,6,False,facebook,Bored
1750112687.846202,breathingExercise,openedApp,America/New_York,6,False,tikTok,Bored
1750112838.928715,breathingExercise,openedApp,America/New_York,6,False,tikTok,Bored
1750112944.653867,breathingExercise,openedApp,America/New_York,6,False,tikTok,
1750113041.710878,breathingExercise,dismissedAppOpening,America/New_York,6,False,tikTok,
1750178429.16053,breathingExercise,openedApp,America/New_York,6,False,tikTok,
1750178552.777472,breathingExercise,openedApp,America/New_York,6,False,tikTok,
1750292638.046998,breathingExercise,openedApp,America/New_York,6,False,instagram,
1750726462.895926,breathingExercise,openedApp,America/New_York,6,False,instagram,
1750726547.652991,breathingExercise,dismissedAppOpening,America/New_York,6,False,instagram,
1751088166.498678,breathingExercise,openedApp,America/Chicago,6,False,instagram,
1751108792.161119,breathingExercise,dismissedAppOpening,America/Chicago,6,False,instagram,
1751131883.3358421,breathingExercise,openedApp,America/Chicago,6,False,instagram,
1751285507.568249,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebook,
1751286612.754298,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebook,
1751287187.8623261,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751287495.694089,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751287679.824827,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751287682.3638601,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebookMessenger,
1751287692.5989451,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebook,
1751287816.526043,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751287869.63452,breathingExercise,openedApp,America/Chicago,6,False,facebookMessenger,Message
1751290380.177425,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebook,
1751302392.488531,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751302425.773083,breathingExercise,openedApp,America/Chicago,6,False,facebookMessenger,Message
1751313332.148552,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751317252.418631,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751322620.8576288,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebook,
1751323585.911398,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebookMessenger,
1751323601.542101,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751323899.323505,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebookMessenger,
1751323914.356844,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751325347.642534,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751325811.9641771,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751325813.567399,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751326118.5132232,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751326120.000482,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751326138.54627,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751336077.519085,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751382464.1246638,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751382485.751379,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751385661.633951,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751386293.761375,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751387331.262989,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751387379.225117,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751387642.548429,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751388130.647764,breathingExercise,openedApp,America/Chicago,6,False,phone,Search Info
1751409775.5518842,breathingExercise,dismissedAppOpening,America/Chicago,6,False,phone,
1751416214.113756,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751416579.963989,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751420716.7253609,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751420732.275529,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751421363.915726,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751421379.712304,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751423391.58048,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751427799.849347,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751428009.415762,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751429305.756252,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Search Info
1751430990.108762,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751431334.224911,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751434155.727674,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751434172.979368,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751462743.1393461,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751463346.825278,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751463363.954383,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751463386.691204,breathingExercise,dismissedAppOpening,America/Chicago,6,False,facebookMessenger,
1751463699.6087961,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751463900.825052,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751464595.669075,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751464602.142993,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751464880.188091,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751470056.9520922,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751471124.3292441,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751471992.324332,breathingExercise,dismissedAppOpening,America/Chicago,6,False,whastapp,
1751475936.751193,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751482239.79559,breathingExercise,openedApp,America/Chicago,6,False,facebook,Message
1751482369.187566,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751483646.9532828,breathingExercise,openedApp,America/Chicago,6,False,facebook,Escape / Avoid
1751483675.678786,breathingExercise,openedApp,America/Chicago,6,False,imessage,Escape / Avoid
1751483898.074132,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751483913.098833,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751484188.880992,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751484810.0755382,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751484981.228338,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751486246.49455,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751488403.5141711,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751490676.7019382,breathingExercise,openedApp,America/Chicago,6,False,whastapp,Message
1751498050.279605,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751498378.346945,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751498395.839057,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751501496.3886561,breathingExercise,openedApp,America/Chicago,6,False,phone,Message
1751502148.0679889,breathingExercise,openedApp,America/Chicago,6,False,facebookMessenger,Message
1751502172.313133,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751502374.5038052,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751502391.750474,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751502449.5034199,breathingExercise,openedApp,America/Chicago,6,False,facebookMessenger,Message
1751502691.862508,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751502695.9525518,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751502699.701487,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751502871.624686,breathingExercise,openedApp,America/Chicago,6,False,facebookMessenger,Message
1751502885.9828749,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
1751503843.690041,breathingExercise,dismissedAppOpening,America/Chicago,6,False,imessage,
1751505969.28176,breathingExercise,openedApp,America/Chicago,6,False,facebook,Message
1751506063.0909848,breathingExercise,openedApp,America/Chicago,6,False,imessage,Message
