app,timezone,timestamp,interventionDuration,resolution,isReIntervention,interventionType
tikTok,Australia/Melbourne,1753877026.9025831,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1753877058.4776301,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753877110.407919,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753916918.886883,,dismissedByStructuredIntervention,False,structured
tikTok,Australia/Melbourne,1753916969.862287,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753917571.188483,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753920617.3339682,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753920617.433124,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753920696.012586,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753921963.802052,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753922007.4831672,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753922048.7624311,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753922613.846364,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753924296.054362,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753924576.713801,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753925170.937203,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753927540.223495,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753930890.30215,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753931096.908094,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753931701.912652,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753932579.345055,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753934409.98756,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753934672.105763,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753934850.324893,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753935218.820911,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753935257.785406,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753935590.514777,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753935687.892499,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753936253.209793,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753936449.5302749,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753937744.378897,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753937967.985013,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753938959.041603,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753939342.3899,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753939878.077121,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753946256.0904899,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1753946301.099831,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753947055.810892,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1753949186.6019979,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753952456.531763,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753954361.3324609,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753956046.3832989,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753956526.233351,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753956702.908321,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753959185.517723,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753959755.085639,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1753960048.226207,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754008356.659505,,dismissedByStructuredIntervention,False,structured
tikTok,Australia/Melbourne,1754008379.101982,,dismissedByStructuredIntervention,False,structured
tikTok,Australia/Melbourne,1754008396.401176,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754008396.638595,,dismissedByStructuredIntervention,False,structured
tikTok,Australia/Melbourne,1754008669.4036698,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754009335.889124,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754010575.083211,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754010616.534286,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754011206.371745,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754011574.809824,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754011979.29698,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754012349.804574,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754012365.1820478,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754012382.128368,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754025298.925387,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754026578.1205258,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754027405.893394,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754032405.408286,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754032477.6550431,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754033021.515068,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754033206.164177,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754036268.117583,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754036407.370436,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754036522.055536,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754036747.408822,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754037752.4831681,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754038390.6829891,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754038493.523448,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754039187.3718572,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754039231.087374,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754040599.239798,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754040663.531279,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754040713.180252,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754040728.025189,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754041627.714025,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754047445.173284,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754047493.2863169,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754047910.999998,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754047989.8148952,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754048687.23497,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754051531.199976,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754051967.75347,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754054326.424047,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754098023.685524,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754102223.60919,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754102684.26611,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754102739.863128,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754103793.437099,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754104367.957658,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754108378.353905,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754110043.040302,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754117895.058903,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754123369.3633509,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754127245.218029,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754131159.026834,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754140417.703253,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754141876.791223,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754146690.3584208,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754190352.884108,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754190821.814023,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754205968.739812,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754209784.28447,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754210200.9355989,6.0,openedApp,False,breathingExercise
instagram,Australia/Melbourne,1754210557.466268,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754210610.788748,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754211360.548612,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754224034.183207,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754224230.3564339,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754224529.052073,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754224827.884804,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754224898.744759,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754225035.5367022,6.0,dismissedAppOpening,False,breathingExercise
tikTok,Australia/Melbourne,1754225478.8187299,6.0,openedApp,False,breathingExercise
tikTok,Australia/Melbourne,1754226848.470988,6.0,openedApp,False,breathingExercise
