timezone,interventionType,isReIntervention,timestamp,interventionDuration,app,resolution,timeIntervalUntilReIntervention
Europe/Berlin,breathingExercise,False,1752438257.3036919,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752473555.628457,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752480635.124452,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752481072.9630609,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752494196.497545,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752494316.094919,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752494630.942566,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752501414.878658,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752504427.6573548,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752507319.830459,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752508925.478672,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752526429.8652349,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752529322.531606,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752529702.395838,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752530036.8059502,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752530957.094003,1.5,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1752533293.069168,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752556784.572857,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752557101.326933,1.5,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1752557330.527405,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752557704.97539,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752557877.338122,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752558253.09116,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752560384.661841,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752560712.503564,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1752560967.5524368,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752561383.208673,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752568543.972085,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752569176.162802,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752571144.701755,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752583232.333924,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752587172.379469,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752587913.239682,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752588818.9467258,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752589093.430695,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752589473.201658,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1752589736.112889,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752590049.7584639,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1752597192.550627,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752597305.04627,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752597528.658803,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752600626.766885,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752603875.2369509,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752616357.197252,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752642995.019079,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752646033.123038,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752646352.589855,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752646689.4486408,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752655946.623096,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752656177.1884232,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752656574.143978,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752656853.4636521,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752656877.867583,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752669199.988292,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752669744.330028,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752670254.291434,1.5,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1752671054.578474,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752674411.975243,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752675299.559165,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752677862.80521,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752678105.9844651,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752681979.914353,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752682354.70014,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752687368.931044,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752688835.1211848,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752689152.558648,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752699297.985314,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752699850.075588,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752700302.08039,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752700800.320211,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752701697.009186,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752733172.198781,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752733553.437008,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752733869.86626,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752735658.347189,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752739517.8035998,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752744350.404866,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752759697.4029589,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752759849.946464,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752779139.30099,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752780963.4045792,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752782717.9815521,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752783369.197521,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752783386.4347858,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1752784057.245388,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752784435.116294,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1752786632.528139,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752828552.148635,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1752831819.728703,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1752832197.445241,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752837382.768816,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1752872144.98798,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752873224.538138,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752873344.931279,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752874184.561521,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752874769.692663,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1752875419.622458,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1752875691.966662,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1752878727.5621638,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752881751.027339,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752882516.677596,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752883257.449975,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752917816.011616,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752918212.172837,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752918878.820149,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752919216.651273,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752928328.048331,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752928888.716535,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752929018.67028,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752947906.015029,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1752949693.158714,1.5,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1752956389.211134,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752960628.338265,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1752961747.23856,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752969314.88732,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752969398.164328,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1752969565.5300179,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752970089.305932,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752970541.195678,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752993589.0455089,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1752994544.25806,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1752996577.147678,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752996714.490985,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752997040.5413408,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1752997048.784577,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1752998238.01421,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1752999492.5287151,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753001008.465548,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753002874.011413,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753004381.602562,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753005322.759791,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753013758.72105,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753014070.3619618,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753014972.579042,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753018002.502312,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753018796.441953,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753018959.566646,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753019171.738507,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753019311.140792,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753021050.901979,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753022433.244277,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753054317.473181,1.5,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753055978.483768,1.5,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753056453.699543,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753057185.5450501,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753058282.522258,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753059156.6942549,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753059866.6682591,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753060308.383836,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753061937.445881,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753062444.481185,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753078480.914997,1.5,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753078689.18363,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753078850.892134,1.5,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753082189.4597201,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753082253.047528,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753082379.844799,1.5,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753083168.556081,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753084075.473356,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753084250.6501079,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753084361.074974,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753086444.0584378,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753087619.3620071,1.5,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753087707.51292,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753087710.4412432,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753087793.7799392,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753088114.940567,1.5,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753091548.408628,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753092115.602334,1.5,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753094545.945641,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753098036.017126,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753098375.79959,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753099226.613719,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753099875.599935,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753100871.987949,1.5,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753101550.999471,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753102503.562576,1.5,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753102693.7451348,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753104478.465345,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753104968.549869,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753106733.4944181,1.5,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753110009.58045,1.5,instagram,openedApp,900.0
