interventionDuration,app,isReIntervention,resolution,interventionType,timestamp,timezone,timeIntervalUntilReIntervention
1.5,instagram,False,openedApp,breathingExercise,1752268788.528532,Europe/Berlin,
1.5,instagram,False,openedApp,breathingExercise,1752268838.991619,Europe/Berlin,
1.5,instagram,False,openedApp,breathingExercise,1752271303.908434,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752321034.791514,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752321562.260663,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752323307.048744,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752326492.044065,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752327233.797231,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752353408.8802981,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752353772.758265,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752358321.787733,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752389413.19821,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752419569.610839,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752431607.541596,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752433848.269947,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752434901.247901,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752435163.439903,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752440630.8155699,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752440709.880058,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752564087.53573,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752564163.19964,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752569437.030858,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752569536.8628778,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752597407.9502048,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752600232.4294472,Europe/Berlin,240.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752600296.8643909,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752605469.002866,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752608774.454263,Europe/Berlin,240.0
6.0,instagram,True,openedApp,breathingExercise,1752609047.5718641,Europe/Berlin,300.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752653663.060756,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752671734.1642098,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752703859.335881,Europe/Berlin,240.0
6.0,instagram,False,openedApp,breathingExercise,1752744219.945236,Europe/Berlin,300.0
6.0,instagram,False,openedApp,breathingExercise,1752744345.511302,Europe/Berlin,240.0
6.0,instagram,True,openedApp,breathingExercise,1752744613.460627,Europe/Berlin,600.0
6.0,instagram,True,openedApp,breathingExercise,1752745229.076195,Europe/Berlin,300.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752745987.144877,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752746003.566345,Europe/Berlin,240.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752746250.092863,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752764606.149249,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752764609.910754,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752778923.172464,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752784422.691508,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752784429.946725,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752784460.776272,Europe/Berlin,60.0
6.0,instagram,True,dismissedAppOpening,breathingExercise,1752784560.80108,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752789839.7328339,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752871968.363037,Europe/Berlin,360.0
6.0,instagram,True,openedApp,breathingExercise,1752872358.248334,Europe/Berlin,360.0
6.0,instagram,False,openedApp,breathingExercise,1752949441.2326488,Europe/Berlin,360.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1752949761.2471762,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752963167.554202,Europe/Berlin,600.0
6.0,instagram,True,dismissedAppOpening,breathingExercise,1752963793.931816,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1752963900.813027,Europe/Berlin,660.0
6.0,instagram,False,openedApp,breathingExercise,1753038462.038523,Europe/Berlin,900.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753040062.330189,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753040080.894383,Europe/Berlin,420.0
6.0,instagram,False,openedApp,breathingExercise,1753040522.2366328,Europe/Berlin,720.0
6.0,instagram,False,openedApp,breathingExercise,1753097183.526655,Europe/Berlin,360.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753136067.881321,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753189907.733155,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753309956.648788,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753389747.5824761,Europe/Berlin,660.0
6.0,instagram,True,openedApp,breathingExercise,1753390434.829565,Europe/Berlin,900.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753448582.29228,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753448616.3848472,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753471574.055402,Europe/Berlin,360.0
6.0,instagram,True,openedApp,breathingExercise,1753471958.6562881,Europe/Berlin,780.0
6.0,instagram,True,openedApp,breathingExercise,1753472757.873667,Europe/Berlin,840.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753474552.4406571,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753476384.187103,Europe/Berlin,480.0
6.0,instagram,False,openedApp,breathingExercise,1753479025.457315,Europe/Berlin,900.0
6.0,instagram,True,openedApp,breathingExercise,1753479953.411203,Europe/Berlin,900.0
6.0,instagram,False,openedApp,breathingExercise,1753480526.151311,Europe/Berlin,780.0
6.0,instagram,False,openedApp,breathingExercise,1753528096.6027489,Europe/Berlin,300.0
6.0,instagram,True,openedApp,breathingExercise,1753528417.622243,Europe/Berlin,720.0
6.0,instagram,False,openedApp,breathingExercise,1753529213.1052089,Europe/Berlin,300.0
6.0,instagram,False,openedApp,breathingExercise,1753549372.761818,Europe/Berlin,600.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753549510.63464,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753564771.790533,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753606599.597543,Europe/Berlin,600.0
6.0,instagram,False,openedApp,breathingExercise,1753637267.7807221,Europe/Berlin,480.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753711281.062129,Europe/Berlin,
6.0,instagram,True,openedApp,breathingExercise,1753712189.069797,Europe/Berlin,900.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753712263.198586,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753712344.094252,Europe/Berlin,900.0
6.0,instagram,True,openedApp,breathingExercise,1753713266.8187718,Europe/Berlin,900.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753713708.288748,Europe/Berlin,
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753722103.3298302,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753722123.27724,Europe/Berlin,480.0
6.0,instagram,False,openedApp,breathingExercise,1753730181.398069,Europe/Berlin,420.0
6.0,instagram,True,openedApp,breathingExercise,1753730621.817566,Europe/Berlin,420.0
6.0,instagram,True,openedApp,breathingExercise,1753731058.4011679,Europe/Berlin,300.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753731571.934561,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753782728.105914,Europe/Berlin,420.0
6.0,instagram,False,openedApp,breathingExercise,1753806590.244839,Europe/Berlin,540.0
6.0,instagram,False,openedApp,breathingExercise,1753806840.2577338,Europe/Berlin,540.0
6.0,instagram,False,openedApp,breathingExercise,1753820685.476567,Europe/Berlin,300.0
6.0,instagram,False,openedApp,breathingExercise,1753864963.80738,Europe/Berlin,420.0
6.0,instagram,True,openedApp,breathingExercise,1753865404.260497,Europe/Berlin,900.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753910051.783267,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1753962740.266372,Europe/Berlin,360.0
6.0,instagram,False,openedApp,breathingExercise,1753984534.4500098,Europe/Berlin,300.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1753984627.8083801,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1754116153.325848,Europe/Berlin,480.0
6.0,instagram,False,openedApp,breathingExercise,1754137457.2117538,Europe/Berlin,300.0
6.0,instagram,False,dismissedAppOpening,breathingExercise,1754138455.5441089,Europe/Berlin,
6.0,instagram,False,openedApp,breathingExercise,1754170216.4316,Europe/Berlin,300.0
