app,isReIntervention,resolution,timestamp,timezone,interventionType,interventionDuration
instagram,False,openedApp,1753000115.3381371,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753001023.549279,Europe/London,,
instagram,False,closedApp,1753001120.408787,Europe/London,,
instagram,False,closedApp,1753001197.303776,Europe/London,,
instagram,False,closedApp,1753004786.615292,Europe/London,,
instagram,False,closedApp,1753004805.95647,Europe/London,,
instagram,False,closedApp,1753004855.0846438,Europe/London,,
instagram,False,closedApp,1753005006.487134,Europe/London,,
instagram,False,closedApp,1753006992.800284,Europe/London,,
instagram,False,closedApp,1753007431.0037599,Europe/London,,
instagram,False,closedApp,1753010241.287452,Europe/London,,
instagram,False,closedApp,1753010270.676461,Europe/London,,
instagram,False,closedApp,1753010306.7486439,Europe/London,,
instagram,False,closedApp,1753010335.441824,Europe/London,,
instagram,False,closedApp,1753010388.8319201,Europe/London,,
instagram,False,closedApp,1753010438.9901671,Europe/London,,
instagram,False,closedApp,1753010588.028391,Europe/London,,
instagram,False,closedApp,1753010665.279212,Europe/London,,
instagram,False,closedApp,1753010959.067051,Europe/London,,
instagram,False,closedApp,1753011099.2624831,Europe/London,,
instagram,False,closedApp,1753011263.326964,Europe/London,,
snapchat,False,dismissedAppOpening,1753011318.1295218,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753011337.866088,Europe/London,breathingExercise,1.5
snapchat,False,dismissedAppOpening,1753011366.477597,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753011368.786253,Europe/London,,
instagram,False,closedApp,1753011402.5284119,Europe/London,,
instagram,False,closedApp,1753011600.90048,Europe/London,,
instagram,False,closedApp,1753013021.269552,Europe/London,,
instagram,False,closedApp,1753013329.179863,Europe/London,,
instagram,False,closedApp,1753013548.0933208,Europe/London,,
instagram,False,closedApp,1753016749.926062,Europe/London,,
instagram,False,closedApp,1753017838.2059488,Europe/London,,
instagram,False,closedApp,1753017960.481484,Europe/London,,
instagram,False,openedApp,1753018093.114698,Europe/London,breathingExercise,1.5
instagram,False,openedApp,1753018619.374693,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753018178.60829,Europe/London,,
instagram,False,closedApp,1753018466.617121,Europe/London,,
instagram,False,closedApp,1753018591.045882,Europe/London,,
instagram,False,closedApp,1753018668.28263,Europe/London,,
instagram,False,closedApp,1753018952.341253,Europe/London,,
instagram,False,closedApp,1753019077.6627579,Europe/London,,
instagram,False,closedApp,1753020691.216011,Europe/London,,
instagram,False,closedApp,1753022687.986882,Europe/London,,
instagram,False,closedApp,1753025549.307866,Europe/London,,
instagram,False,closedApp,1753031265.285894,Europe/London,,
instagram,False,closedApp,1753033324.2074919,Europe/London,,
instagram,False,closedApp,1753033878.981966,Europe/London,,
instagram,False,closedApp,1753033970.270704,Europe/London,,
instagram,False,closedApp,1753034061.151896,Europe/London,,
instagram,False,closedApp,1753034250.583091,Europe/London,,
instagram,False,closedApp,1753034846.349324,Europe/London,,
instagram,False,closedApp,1753035077.156591,Europe/London,,
instagram,False,closedApp,1753035183.553637,Europe/London,,
instagram,False,closedApp,1753035517.00086,Europe/London,,
instagram,False,closedApp,1753036882.6914701,Europe/London,,
instagram,False,closedApp,1753036946.6748462,Europe/London,,
instagram,False,closedApp,1753037029.946916,Europe/London,,
instagram,False,closedApp,1753040232.6672049,Europe/London,,
snapchat,False,dismissedAppOpening,1753041045.280199,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753041809.808961,Europe/London,,
instagram,False,closedApp,1753041903.863008,Europe/London,,
instagram,False,closedApp,1753042245.726058,Europe/London,,
instagram,False,closedApp,1753042820.0398312,Europe/London,,
instagram,False,closedApp,1753043923.456221,Europe/London,,
instagram,False,closedApp,1753044203.6266909,Europe/London,,
instagram,False,closedApp,1753044769.490778,Europe/London,,
instagram,False,closedApp,1753045374.245311,Europe/London,,
instagram,False,openedApp,1753046184.1037989,Europe/London,breathingExercise,1.5
instagram,False,openedApp,1753046289.821021,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753103299.03914,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753046784.42559,Europe/London,,
instagram,False,closedApp,1753047004.460143,Europe/London,,
instagram,False,closedApp,1753047467.3106751,Europe/London,,
instagram,False,closedApp,1753047879.5593948,Europe/London,,
instagram,False,closedApp,1753048420.4200702,Europe/London,,
instagram,False,closedApp,1753048559.246605,Europe/London,,
instagram,False,closedApp,1753048657.7998881,Europe/London,,
instagram,False,closedApp,1753089316.635701,Europe/London,,
instagram,False,closedApp,1753091497.054935,Europe/London,,
instagram,False,closedApp,1753092218.4905381,Europe/London,,
instagram,False,closedApp,1753092660.655994,Europe/London,,
instagram,False,closedApp,1753092904.425832,Europe/London,,
instagram,False,closedApp,1753094190.318451,Europe/London,,
instagram,False,closedApp,1753095583.391409,Europe/London,,
instagram,False,closedApp,1753097511.829196,Europe/London,,
instagram,False,closedApp,1753099349.719383,Europe/London,,
instagram,False,closedApp,1753099551.185874,Europe/London,,
instagram,False,closedApp,1753101917.541641,Europe/London,,
instagram,False,closedApp,1753102909.2989101,Europe/London,,
instagram,False,closedApp,1753103504.206802,Europe/London,,
instagram,False,closedApp,1753106547.116222,Europe/London,,
instagram,False,closedApp,1753108780.686469,Europe/London,,
instagram,False,closedApp,1753111367.835343,Europe/London,,
instagram,False,closedApp,1753113927.320006,Europe/London,,
instagram,False,closedApp,1753116534.145751,Europe/London,,
instagram,False,openedApp,1753116547.857578,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753175378.9452991,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753118587.7010121,Europe/London,,
instagram,False,closedApp,1753124384.2224379,Europe/London,,
instagram,False,closedApp,1753126033.288285,Europe/London,,
instagram,False,closedApp,1753130478.604574,Europe/London,,
instagram,False,closedApp,1753133855.3765268,Europe/London,,
instagram,False,closedApp,1753134041.209738,Europe/London,,
instagram,False,closedApp,1753136881.122767,Europe/London,,
instagram,False,closedApp,1753175617.2476,Europe/London,,
instagram,False,closedApp,1753175692.402361,Europe/London,,
instagram,False,closedApp,1753175933.600229,Europe/London,,
instagram,False,dismissedAppOpening,1753175945.469305,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753175948.608707,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753175952.0462961,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753175954.605664,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753175957.767338,Europe/London,breathingExercise,1.5
snapchat,False,dismissedAppOpening,1753186046.3163161,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753176010.226526,Europe/London,,
instagram,False,closedApp,1753176809.30215,Europe/London,,
instagram,False,closedApp,1753183110.4237251,Europe/London,,
instagram,False,closedApp,1753184043.11899,Europe/London,,
instagram,False,closedApp,1753184215.0900931,Europe/London,,
instagram,False,closedApp,1753184683.894486,Europe/London,,
instagram,False,closedApp,1753187630.683342,Europe/London,,
instagram,False,closedApp,1753191859.547755,Europe/London,,
instagram,False,closedApp,1753193140.699326,Europe/London,,
instagram,False,closedApp,1753203458.271918,Europe/London,,
instagram,False,closedApp,1753208287.46837,Europe/London,,
instagram,False,closedApp,1753208839.7872338,Europe/London,,
instagram,False,dismissedAppOpening,1753209601.0048962,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753219377.802562,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753211533.847568,Europe/London,,
instagram,False,closedApp,1753211618.262,Europe/London,,
instagram,False,closedApp,1753211936.2549891,Europe/London,,
instagram,False,closedApp,1753212014.3681722,Europe/London,,
instagram,False,closedApp,1753212121.1551561,Europe/London,,
instagram,False,closedApp,1753212607.49808,Europe/London,,
instagram,False,closedApp,1753214851.222666,Europe/London,,
instagram,False,closedApp,1753215119.0263538,Europe/London,,
instagram,False,closedApp,1753215514.570718,Europe/London,,
instagram,False,closedApp,1753216004.574233,Europe/London,,
instagram,False,closedApp,1753216294.070622,Europe/London,,
instagram,False,closedApp,1753218941.0169,Europe/London,,
instagram,False,closedApp,1753219330.511215,Europe/London,,
instagram,False,closedApp,1753219364.2656178,Europe/London,,
instagram,False,dismissedAppOpening,1753219380.81655,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753220036.77063,Europe/London,,
instagram,False,closedApp,1753220431.8535562,Europe/London,,
instagram,False,closedApp,1753220840.06713,Europe/London,,
instagram,False,closedApp,1753220875.871183,Europe/London,,
instagram,False,closedApp,1753221125.671475,Europe/London,,
instagram,False,closedApp,1753221145.821231,Europe/London,,
instagram,False,closedApp,1753221314.420065,Europe/London,,
instagram,False,closedApp,1753221798.219678,Europe/London,,
instagram,False,closedApp,1753224123.234262,Europe/London,,
instagram,False,openedApp,1753260802.695966,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753260957.736613,Europe/London,,
instagram,False,closedApp,1753261586.954386,Europe/London,,
instagram,False,closedApp,1753262215.011683,Europe/London,,
instagram,False,closedApp,1753262576.08371,Europe/London,,
instagram,False,closedApp,1753265373.3320951,Europe/London,,
instagram,False,closedApp,1753280822.428485,Europe/London,,
instagram,False,closedApp,1753282951.4796438,Europe/London,,
instagram,False,closedApp,1753285859.854706,Europe/London,,
instagram,False,closedApp,1753285884.694562,Europe/London,,
instagram,False,closedApp,1753287392.789335,Europe/London,,
instagram,False,closedApp,1753290967.015263,Europe/London,,
instagram,False,closedApp,1753292360.3296518,Europe/London,,
instagram,False,closedApp,1753299525.477376,Europe/London,,
instagram,False,closedApp,1753299659.613003,Europe/London,,
instagram,False,closedApp,1753299906.024692,Europe/London,,
instagram,False,closedApp,1753299975.778997,Europe/London,,
instagram,False,closedApp,1753300053.101382,Europe/London,,
instagram,False,closedApp,1753300164.7167811,Europe/London,,
instagram,False,closedApp,1753300306.1405082,Europe/London,,
instagram,False,closedApp,1753301222.802259,Europe/London,,
instagram,False,dismissedAppOpening,1753306234.7543159,Europe/London,breathingExercise,1.5
instagram,False,openedApp,1753306247.072238,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753306783.490809,Europe/London,,
instagram,False,closedApp,1753306957.889076,Europe/London,,
instagram,False,closedApp,1753307153.9905171,Europe/London,,
instagram,False,closedApp,1753307216.6240869,Europe/London,,
instagram,False,closedApp,1753307321.382385,Europe/London,,
instagram,False,closedApp,1753307442.956908,Europe/London,,
instagram,False,openedApp,1753309027.134746,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753340430.231684,Europe/London,,
instagram,False,closedApp,1753340531.1144938,Europe/London,,
instagram,False,closedApp,1753340606.644391,Europe/London,,
instagram,False,closedApp,1753341447.230435,Europe/London,,
instagram,False,closedApp,1753341909.6097841,Europe/London,,
instagram,False,closedApp,1753342143.8129768,Europe/London,,
instagram,False,closedApp,1753342900.138058,Europe/London,,
instagram,False,closedApp,1753343153.66265,Europe/London,,
instagram,False,closedApp,1753343959.019949,Europe/London,,
instagram,False,closedApp,1753344804.530507,Europe/London,,
instagram,False,closedApp,1753348485.9698958,Europe/London,,
instagram,False,closedApp,1753348556.67045,Europe/London,,
instagram,False,closedApp,1753348609.770883,Europe/London,,
instagram,False,closedApp,1753348659.5360909,Europe/London,,
instagram,False,closedApp,1753348776.328017,Europe/London,,
instagram,False,closedApp,1753351141.280651,Europe/London,,
instagram,False,closedApp,1753351167.738148,Europe/London,,
instagram,False,closedApp,1753351679.671663,Europe/London,,
instagram,False,closedApp,1753351838.036296,Europe/London,,
instagram,False,closedApp,1753351932.518933,Europe/London,,
instagram,False,closedApp,1753352111.626052,Europe/London,,
instagram,False,closedApp,1753352168.915024,Europe/London,,
instagram,False,closedApp,1753352945.850473,Europe/London,,
instagram,False,closedApp,1753353097.571683,Europe/London,,
instagram,False,closedApp,1753353351.844208,Europe/London,,
instagram,False,closedApp,1753362432.3269382,Europe/London,,
instagram,False,closedApp,1753362467.7053041,Europe/London,,
snapchat,False,openedApp,1753373682.478112,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753390736.09121,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753390738.7560349,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753468541.317076,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469000.22151,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469073.5960798,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469242.664527,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469385.82893,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469559.905641,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469621.698039,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469699.101334,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469802.6021528,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753469939.6683378,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753470024.228269,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753470468.013472,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753470445.306374,Europe/London,,
snapchat,False,openedApp,1753471885.584635,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753472246.935073,Europe/London,breathingExercise,1.5
snapchat,False,dismissedAppOpening,1753474195.0498528,Europe/London,breathingExercise,1.5
snapchat,False,dismissedAppOpening,1753478660.782347,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753478662.133172,Europe/London,,
instagram,False,closedApp,1753478949.4187841,Europe/London,,
instagram,False,closedApp,1753521885.8901792,Europe/London,,
instagram,False,closedApp,1753524166.1884918,Europe/London,,
snapchat,False,dismissedAppOpening,1753555554.2368069,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753555725.510305,Europe/London,breathingExercise,1.5
instagram,False,dismissedAppOpening,1753631266.122685,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753557224.659961,Europe/London,,
instagram,False,closedApp,1753558512.098215,Europe/London,,
instagram,False,closedApp,1753561064.4794102,Europe/London,,
instagram,False,closedApp,1753562773.8295941,Europe/London,,
instagram,False,closedApp,1753562935.729028,Europe/London,,
instagram,False,closedApp,1753565483.48048,Europe/London,,
instagram,False,closedApp,1753567072.247463,Europe/London,,
instagram,False,closedApp,1753608260.837986,Europe/London,,
instagram,False,closedApp,1753611168.054552,Europe/London,,
instagram,False,closedApp,1753615313.983489,Europe/London,,
instagram,False,closedApp,1753615394.261529,Europe/London,,
instagram,False,closedApp,1753625765.27065,Europe/London,,
instagram,False,closedApp,1753627221.114046,Europe/London,,
instagram,False,closedApp,1753627239.658077,Europe/London,,
instagram,False,closedApp,1753629557.2907481,Europe/London,,
instagram,False,closedApp,1753631233.785606,Europe/London,,
instagram,False,closedApp,1753631253.24961,Europe/London,,
instagram,False,openedApp,1753631278.944305,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753634670.7563791,Europe/London,,
instagram,False,closedApp,1753639478.79703,Europe/London,,
instagram,False,closedApp,1753641149.228256,Europe/London,,
instagram,False,closedApp,1753642222.799675,Europe/London,,
instagram,False,closedApp,1753642838.405447,Europe/London,,
instagram,False,closedApp,1753643752.140655,Europe/London,,
instagram,False,closedApp,1753645315.6139169,Europe/London,,
instagram,False,closedApp,1753646394.836906,Europe/London,,
instagram,False,closedApp,1753646645.814163,Europe/London,,
instagram,False,closedApp,1753647080.002537,Europe/London,,
instagram,False,closedApp,1753647936.637445,Europe/London,,
instagram,False,closedApp,1753648589.9981089,Europe/London,,
instagram,False,closedApp,1753649564.0447922,Europe/London,,
instagram,False,closedApp,1753649587.976927,Europe/London,,
instagram,False,closedApp,1753650294.082514,Europe/London,,
instagram,False,dismissedAppOpening,1753651861.657721,Europe/London,breathingExercise,1.5
instagram,False,openedApp,1753651870.514474,Europe/London,breathingExercise,1.5
snapchat,False,dismissedAppOpening,1753654474.759937,Europe/London,breathingExercise,1.5
instagram,False,closedApp,1753653431.3365722,Europe/London,,
instagram,False,openedApp,1753680571.625578,Europe/London,breathingExercise,1.5
instagram,False,openedApp,1753694808.411292,Europe/London,breathingExercise,1.5
snapchat,False,openedApp,1753743787.3027282,Europe/London,breathingExercise,6.0
snapchat,False,openedApp,1753794583.213897,Europe/London,breathingExercise,6.0
snapchat,False,dismissedAppOpening,1753796979.20649,Europe/London,breathingExercise,6.0
instagram,False,openedApp,1753876384.3570929,Europe/London,breathingExercise,6.0
instagram,False,openedApp,1753894437.209323,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753680731.0403361,Europe/London,,
instagram,False,closedApp,1753681117.78476,Europe/London,,
instagram,False,closedApp,1753681658.850982,Europe/London,,
instagram,False,closedApp,1753682337.425545,Europe/London,,
instagram,False,closedApp,1753694418.6807609,Europe/London,,
