interventionDuration,resolution,isReIntervention,timestamp,interventionType,timezone,app
1.5,dismissedAppOpening,False,1752861451.791349,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1752861454.611367,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752861618.258281,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752872803.494512,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752872859.162582,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752877045.510176,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752877821.111054,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752881737.7656012,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752888539.478644,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752889472.32722,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752889963.7752938,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752890381.4345121,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752890642.104508,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1752934998.557613,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752942064.072363,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752942711.835751,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752943671.6156058,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752950990.790917,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752952588.203995,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752956004.142959,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1752957468.763283,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1752963676.714155,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752968276.46384,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752968466.7946482,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1752969356.486,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752969364.719983,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752973019.1117768,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752973941.9195318,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752975143.405095,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752975807.6749501,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1752977634.890975,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753023397.517679,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753030007.5676708,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753030965.937921,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753032308.8287601,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753034269.069697,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753042019.735496,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753047864.669279,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753048359.468977,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753049226.201126,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753049461.6744242,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753056549.785923,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753056556.409433,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753058122.794598,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753107406.137142,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753127275.056829,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753127576.905702,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753127948.0888572,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753128783.791206,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753131337.7184448,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753133792.3631449,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753143762.392946,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753145212.2502708,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753149104.936594,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753149130.415704,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753150712.501791,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753151583.462625,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753151780.891196,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753151784.891183,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753151832.9892201,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753196696.260109,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753198244.965308,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753198936.5274491,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753199543.1270561,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753202456.190003,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753204329.5485659,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753204577.938606,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753213539.930256,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753213546.747797,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753214817.9267979,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753225010.720098,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753226030.3149738,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753226348.8809361,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753226697.5917602,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753232741.762841,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753233380.217832,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753234609.892482,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753235181.939067,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753285723.874466,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753285764.957057,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753287644.297719,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753290395.388526,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753290492.820911,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753302880.7799,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753303591.473188,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753303738.965222,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753309507.873273,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753310359.822824,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753315123.777279,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753317312.548973,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753317722.37495,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753319067.2019448,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753319074.032639,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753319925.402349,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753319963.259776,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753321129.928669,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753322476.269449,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753322480.6820579,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753322593.623467,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753322601.457722,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753322726.4753718,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753322899.436652,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753324022.853932,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753324696.824027,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753367936.629488,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753373294.747067,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753373779.9998798,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753375505.033564,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753385733.950774,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753386035.3388438,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753386522.2133021,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753387224.2419271,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753387696.46054,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753389018.603397,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753389827.249654,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753392825.906733,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753393359.8735452,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753393390.968769,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753394607.1309981,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753395121.727982,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753395420.229869,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753395803.7346082,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753395866.044236,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753397278.177072,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753398181.231473,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753399258.813549,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753406594.374364,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753406939.640812,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753407114.4684858,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753408689.767918,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753409020.1436071,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753452535.9560862,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753455392.956153,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753455784.463891,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753455803.762059,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753455839.03972,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753458023.5021648,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753462106.8114672,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753465333.097328,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753478133.541161,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753491773.5176601,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753542613.669282,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753546647.0970201,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753549086.603617,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753549090.646117,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753556234.461234,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753556306.797754,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753556369.316908,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753556389.364959,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753556429.4798741,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753556581.210417,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753561213.463715,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753565381.483146,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753565393.7450972,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753568039.495554,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753568278.250629,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753568320.577637,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753568476.596189,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753568609.244814,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753570260.979532,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753573690.168445,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753575595.095746,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753575884.70945,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753578504.6656609,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753582915.1264482,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753583177.195658,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753583216.303549,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753583222.2219229,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753583243.293597,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753583818.472842,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753584064.736326,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753584131.0107431,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753584459.077558,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753586092.43355,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753636718.545265,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753637335.0987601,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753637721.031581,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753637738.048666,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753637791.5564709,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753637824.7157788,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753637922.232588,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753639128.502922,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753639263.1350079,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753639343.940315,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753639379.5271301,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753639595.630692,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753640500.8859181,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753641825.0147471,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753647031.768444,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753651554.6116629,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753667317.9449902,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753670304.280972,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753716236.550358,breathingExercise,America/New_York,instagram
1.5,dismissedAppOpening,False,1753723060.5689921,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753723648.993709,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753734916.850342,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753735837.549944,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753736238.4202619,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753737157.838922,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753737396.87993,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753737624.5740008,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753742979.121824,breathingExercise,America/New_York,instagram
1.5,openedApp,False,1753745182.538351,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753753699.225678,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753753789.9176378,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753753856.6124449,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753753989.7278352,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753754273.511788,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753754441.562419,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753754969.801435,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753809195.667803,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753815750.747158,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753816304.514552,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753819675.417848,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753827224.44877,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753827271.3400068,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753827307.040018,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753829200.232912,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753836925.195191,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753837605.427268,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753838052.794097,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753888373.278393,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753890818.868474,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753893746.428729,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753894329.389657,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753894941.001927,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753895813.198214,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753910928.531488,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753919966.615387,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753924254.478434,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753976297.567157,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753976797.705167,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753977057.07146,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753981196.357661,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753985100.289876,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753991015.143351,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753993064.481123,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1753996035.814755,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1753996197.83865,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754006653.252283,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754006713.967074,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754009005.532934,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754009634.231971,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754011378.208407,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754015679.131082,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754016164.1160688,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754016352.660563,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754066738.715693,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754067011.356575,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754067044.388222,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754067197.012464,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754067339.102174,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754067978.079195,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754069518.57905,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754073439.142225,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754073538.2982678,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754073559.794162,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754076691.344215,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754077870.393023,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754077886.6295009,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754084731.111827,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754090438.059871,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754090799.4742842,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754094197.2275229,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754099264.341053,breathingExercise,America/New_York,instagram
