app,interventionDuration,resolution,timestamp,isReIntervention,interventionType,timezone
instagram,1.5,openedApp,1748944585.771377,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748945486.9890351,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748945833.559622,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748947306.820257,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748947328.732491,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1748948518.3816519,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748949445.1433659,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1748949459.402282,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748949466.7504501,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748949552.682338,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748949600.3236551,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1748949619.1986542,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1748975338.1977859,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749034017.1629329,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749034199.3790011,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749034224.55869,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749034291.494457,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749034361.945791,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749035001.800911,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749035509.292451,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749035528.1517859,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749035754.053123,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749035795.4973621,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749035935.212391,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749035970.542019,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749036087.229425,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749036395.706791,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749036424.367045,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749036516.408808,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749042847.517257,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749043461.7161,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749043477.2641659,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749043513.170171,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749043802.809084,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749044195.621657,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749044244.062923,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749051232.760648,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749051275.900048,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749051299.330699,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749051915.769727,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749051967.3148808,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749052007.200392,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749053243.848573,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749053288.002877,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749053315.716436,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749053918.394985,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749053932.749899,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749053949.9926848,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749053957.61662,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749057545.2493072,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749057569.081182,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749058190.901314,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749063003.122647,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749103466.51343,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749103487.851145,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749104364.1800141,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749104524.112946,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749109976.071148,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749123602.472806,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749123637.3685122,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749124523.7604141,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749125082.06384,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749125087.9393349,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749125212.401618,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749125218.117552,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749125425.408574,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749129247.05265,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749129346.242779,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749129348.487608,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749138068.415343,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749138074.581211,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749138313.099852,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749146977.174761,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749151202.33654,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749151242.1729112,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749195597.656462,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749195810.825863,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749195859.6860309,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749195883.699953,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749196453.180459,False,,Europe/Zurich
instagram,1.5,openedApp,1749196495.9723248,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749196745.53258,False,,Europe/Zurich
instagram,1.5,openedApp,1749196763.540879,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749197090.2636719,False,,Europe/Zurich
instagram,1.5,openedApp,1749197390.928648,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749197430.144525,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749197654.259476,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749197645.628012,False,,Europe/Zurich
instagram,1.5,openedApp,1749197660.385711,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749197683.348981,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749199230.2722611,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749198027.464696,False,,Europe/Zurich
instagram,1.5,openedApp,1749199789.7962132,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749200003.688684,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749200011.42944,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749200050.7528691,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749200072.316502,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749200651.2390208,False,,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749279429.6035318,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749300921.3256521,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749300947.830337,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749300953.436502,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749301002.4364529,False,,Europe/Madrid
instagram,1.5,openedApp,1749301039.902123,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749301138.193687,False,,Europe/Madrid
instagram,1.5,openedApp,1749301262.8785691,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749301301.112495,False,,Europe/Madrid
instagram,,closedApp,1749301446.2129102,False,,Europe/Madrid
instagram,1.5,openedApp,1749301693.8919291,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749301810.1753879,False,,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749301908.999531,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749301917.084563,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749301934.632537,False,,Europe/Madrid
instagram,1.5,openedApp,1749301994.7211618,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749302285.969067,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749302641.579715,False,,Europe/Madrid
instagram,1.5,openedApp,1749302676.5053492,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749302766.461887,False,,Europe/Madrid
instagram,1.5,openedApp,1749302801.503152,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749302964.133191,False,,Europe/Madrid
instagram,1.5,openedApp,1749303047.4755878,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749303667.629401,False,,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749304874.133111,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749316795.390218,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749318918.8716788,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749318960.555548,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749318986.7867332,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749319028.2314382,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749319033.357739,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749319124.354311,False,,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749324115.9749,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749324153.373777,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749324188.402967,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749328194.94696,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749374812.811202,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749374847.542708,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749374927.160608,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749374969.5859308,False,,Europe/Madrid
instagram,1.5,openedApp,1749375009.08834,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749375051.455426,False,,Europe/Madrid
instagram,,closedApp,1749375143.805809,False,,Europe/Madrid
instagram,1.5,openedApp,1749375161.242713,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749375184.668153,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749375321.6595979,False,,Europe/Madrid
instagram,1.5,openedApp,1749375467.961375,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749375570.899623,False,breathingExercise,Europe/Madrid
instagram,,closedApp,1749375503.903222,False,,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749376254.134993,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749409924.222797,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749464638.733705,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749464647.6605,False,breathingExercise,Europe/Madrid
instagram,1.5,openedApp,1749471068.118345,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749471091.3407269,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749471093.4397259,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749471097.121183,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749478042.4034328,False,breathingExercise,Europe/Madrid
instagram,1.5,dismissedAppOpening,1749487748.90203,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749489701.673116,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749489725.911765,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749489728.085997,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749489749.3227549,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749490093.544798,False,,Europe/Zurich
instagram,1.5,openedApp,1749490221.736237,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749490275.593159,False,,Europe/Zurich
instagram,,closedApp,1749490279.6998029,False,,Europe/Zurich
instagram,1.5,openedApp,1749491687.3940291,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749491709.0918489,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749491725.567358,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749492538.098515,False,,Europe/Zurich
instagram,1.5,openedApp,1749494029.5641031,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749494051.4960508,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749494055.9248672,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749494093.956383,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749494157.889312,False,,Europe/Zurich
instagram,,closedApp,1749494330.394299,False,,Europe/Zurich
instagram,1.5,openedApp,1749494382.843526,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749494846.320363,False,,Europe/Zurich
instagram,,closedApp,1749494852.856152,False,,Europe/Zurich
instagram,1.5,openedApp,1749495413.181381,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749495442.479923,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749495472.730029,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749495480.05429,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749495836.219239,False,,Europe/Zurich
instagram,1.5,openedApp,1749496077.762076,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749496103.3806992,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749496325.272956,False,,Europe/Zurich
instagram,,closedApp,1749496326.979042,False,,Europe/Zurich
instagram,1.5,openedApp,1749496347.2999249,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749496429.624721,False,,Europe/Zurich
instagram,1.5,openedApp,1749496440.451435,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749496465.617611,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749496773.449216,False,,Europe/Zurich
instagram,1.5,openedApp,1749539277.7890491,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749539303.188743,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749539326.147305,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749539368.3254762,False,,Europe/Zurich
instagram,,closedApp,1749539901.891458,False,,Europe/Zurich
instagram,1.5,openedApp,1749539926.045133,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749540190.0682979,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749540199.1986852,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749540204.0790691,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749540223.093353,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749540341.350039,False,,Europe/Zurich
instagram,,closedApp,1749540524.002754,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749542220.398594,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749543337.857656,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749546259.750708,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749546290.208883,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749546333.640829,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749546885.109408,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749572262.731143,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749572288.125149,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749572307.169738,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749572910.075959,False,,Europe/Zurich
instagram,1.5,openedApp,1749574363.065598,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749574389.0767112,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749574986.284678,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749622126.522021,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749622139.5707622,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749622163.424862,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749622187.1978889,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749622792.064749,False,,Europe/Zurich
instagram,,closedApp,1749625300.704904,False,,Europe/Zurich
instagram,1.5,openedApp,1749625324.104097,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749625564.239109,False,,Europe/Zurich
instagram,1.5,openedApp,1749625585.9677281,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749625952.942415,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749636263.6044688,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749636286.973332,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749636351.212102,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749636356.2125978,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749636386.134208,False,,Europe/Zurich
instagram,1.5,openedApp,1749636458.791142,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749636944.524266,False,,Europe/Zurich
instagram,1.5,openedApp,1749637061.009698,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749637146.3261662,False,,Europe/Zurich
instagram,1.5,openedApp,1749637173.287118,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749637209.366281,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749637219.930184,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749637242.510021,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749637809.8356528,False,,Europe/Zurich
instagram,1.5,openedApp,1749637833.920638,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749638055.852223,False,,Europe/Zurich
instagram,,closedApp,1749638149.509166,False,,Europe/Zurich
instagram,1.5,openedApp,1749638170.040642,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749638279.72471,False,,Europe/Zurich
instagram,1.5,openedApp,1749638315.512312,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749652221.353749,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749638371.895437,False,,Europe/Zurich
instagram,,closedApp,1749638550.439584,False,,Europe/Zurich
instagram,1.5,openedApp,1749652246.07417,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749704928.685142,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749704953.08387,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749704976.002903,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749704998.863875,False,,Europe/Zurich
instagram,,closedApp,1749705333.792406,False,,Europe/Zurich
instagram,1.5,openedApp,1749714790.730651,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749714815.994244,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749714836.345046,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749714911.927783,False,,Europe/Zurich
instagram,,closedApp,1749715027.676693,False,,Europe/Zurich
instagram,1.5,openedApp,1749715108.892128,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749715168.207732,False,,Europe/Zurich
instagram,,closedApp,1749715485.32301,False,,Europe/Zurich
instagram,,closedApp,1749715518.683568,False,,Europe/Zurich
instagram,1.5,openedApp,1749715528.873754,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749715552.981561,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749716158.651576,False,,Europe/Zurich
instagram,1.5,openedApp,1749716180.969318,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749716292.426269,False,,Europe/Zurich
instagram,,closedApp,1749716415.4963222,False,,Europe/Zurich
instagram,,closedApp,1749716537.9736571,False,,Europe/Zurich
instagram,,closedApp,1749716586.772378,False,,Europe/Zurich
instagram,1.5,openedApp,1749716605.836276,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749716803.9914,False,,Europe/Zurich
instagram,1.5,openedApp,1749716831.8572369,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749716907.696766,False,,Europe/Zurich
instagram,,closedApp,1749717030.543229,False,,Europe/Zurich
instagram,,closedApp,1749717116.229289,False,,Europe/Zurich
instagram,,closedApp,1749717228.289143,False,,Europe/Zurich
instagram,,closedApp,1749717310.5553532,False,,Europe/Zurich
instagram,,closedApp,1749717422.947363,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749718488.648102,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749721827.262144,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749721851.728277,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749721874.166435,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749722293.647478,False,,Europe/Zurich
instagram,,closedApp,1749722313.978602,False,,Europe/Zurich
instagram,,closedApp,1749722414.362628,False,,Europe/Zurich
instagram,,closedApp,1749722480.786603,False,,Europe/Zurich
instagram,1.5,openedApp,1749722503.7245312,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749722549.334785,False,,Europe/Zurich
instagram,1.5,openedApp,1749722558.510851,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749723407.7405372,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749722626.230608,False,,Europe/Zurich
instagram,,closedApp,1749722708.7758121,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749723527.796111,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749723837.634636,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749804159.523884,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749804181.271709,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749804204.5505528,False,breathingExercise,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749832162.762022,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749804717.632039,False,,Europe/Zurich
instagram,,closedApp,1749804777.2593389,False,,Europe/Zurich
instagram,1.5,openedApp,1749835619.897914,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749835644.412158,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749835682.4104528,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749836095.075588,False,,Europe/Zurich
instagram,,closedApp,1749836475.111717,False,,Europe/Zurich
instagram,1.5,openedApp,1749836499.096559,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749836525.214507,False,,Europe/Zurich
instagram,1.5,openedApp,1749836564.7024221,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749837143.7817168,False,,Europe/Zurich
instagram,1.5,openedApp,1749837166.3182821,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749837303.718343,False,,Europe/Zurich
instagram,1.5,openedApp,1749837318.185254,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749837425.062271,False,,Europe/Zurich
instagram,1.5,openedApp,1749837447.120047,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749887005.54949,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749837807.3406758,False,,Europe/Zurich
instagram,1.5,dismissedAppOpening,1749887027.831727,False,breathingExercise,Europe/Zurich
instagram,1.5,openedApp,1749887049.29987,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749887087.458,False,,Europe/Zurich
instagram,,closedApp,1749887168.900807,False,,Europe/Zurich
instagram,1.5,openedApp,1749887200.79393,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749887234.929467,False,,Europe/Zurich
instagram,1.5,openedApp,1749887267.040718,False,breathingExercise,Europe/Zurich
instagram,,closedApp,1749887289.8759341,False,,Europe/Zurich
